Kmin_MC_Up_a0  Kmin_TR_a0     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.342728E+02   0.283371E+02   0.659716E-02   0.881465E+01   0.119570E+02   0.203656E+02   0.162579E+02   0.130623E+03  -0.163488E+02   0.000000E+00   0.146972E+03  -0.293944E+03
   0.342728E+02   0.285437E+02   0.661142E-02   0.941234E+01   0.111981E+02   0.118197E+02   0.104982E+02   0.130550E+03  -0.160265E+02   0.000000E+00   0.146577E+03  -0.293153E+03
   0.342728E+02   0.273607E+02   0.685773E-02   0.802595E+01   0.106323E+02   0.169696E+02   0.132813E+02   0.131949E+03  -0.149316E+02   0.000000E+00   0.146881E+03  -0.293761E+03
   0.342498E+02   0.283316E+02   0.534388E-02   0.113579E+02   0.694583E+01   0.155547E+02   0.101951E+02   0.129414E+03  -0.172179E+02   0.000000E+00   0.146632E+03  -0.293264E+03
   0.343920E+02   0.283953E+02   0.610834E-02   0.108411E+02   0.778392E+01   0.107447E+02   0.114614E+02   0.130432E+03  -0.164516E+02   0.000000E+00   0.146884E+03  -0.293767E+03
   0.343544E+02   0.277710E+02   0.656338E-02   0.969456E+01   0.905542E+01   0.156600E+02   0.172134E+02   0.133291E+03  -0.145072E+02   0.000000E+00   0.147798E+03  -0.295596E+03
   0.342593E+02   0.270388E+02   0.738033E-02   0.113042E+02   0.983216E+01   0.225640E+02   0.129485E+02   0.128484E+03  -0.169743E+02   0.000000E+00   0.145458E+03  -0.290917E+03
   0.342593E+02   0.277361E+02   0.529561E-02   0.776406E+01   0.764564E+01   0.207589E+02   0.148291E+02   0.130393E+03  -0.168764E+02   0.000000E+00   0.147269E+03  -0.294539E+03
   0.343475E+02   0.267893E+02   0.701355E-02   0.104703E+02   0.111593E+02   0.186841E+02   0.182544E+02   0.130302E+03  -0.158950E+02   0.000000E+00   0.146197E+03  -0.292394E+03
   0.343482E+02   0.278183E+02   0.723056E-02   0.108733E+02   0.833953E+01   0.197540E+02   0.214300E+02   0.129116E+03  -0.176338E+02   0.000000E+00   0.146750E+03  -0.293500E+03
   0.343363E+02   0.279571E+02   0.561268E-02   0.134314E+02   0.995425E+01   0.147177E+02   0.215443E+02   0.130542E+03  -0.174264E+02   0.000000E+00   0.147968E+03  -0.295937E+03
   0.343279E+02   0.282419E+02   0.560563E-02   0.817972E+01   0.932372E+01   0.174090E+02   0.125065E+02   0.132411E+03  -0.150142E+02   0.000000E+00   0.147425E+03  -0.294850E+03
   0.346412E+02   0.269791E+02   0.607413E-02   0.141245E+02   0.143939E+02   0.191299E+02   0.136038E+02   0.126716E+03  -0.189242E+02   0.000000E+00   0.145640E+03  -0.291280E+03
   0.346939E+02   0.266998E+02   0.755647E-02   0.816166E+01   0.889575E+01   0.184915E+02   0.184663E+02   0.127755E+03  -0.159333E+02   0.000000E+00   0.143688E+03  -0.287377E+03
   0.344455E+02   0.279601E+02   0.553621E-02   0.868498E+01   0.127179E+02   0.155293E+02   0.186953E+02   0.131243E+03  -0.160083E+02   0.000000E+00   0.147251E+03  -0.294503E+03
   0.346011E+02   0.263655E+02   0.754796E-02   0.612297E+01   0.135553E+02   0.145885E+02   0.188002E+02   0.125318E+03  -0.188849E+02   0.000000E+00   0.144203E+03  -0.288406E+03
   0.343497E+02   0.272426E+02   0.811226E-02   0.166819E+02   0.933510E+01   0.133068E+02   0.133725E+02   0.126881E+03  -0.179468E+02   0.000000E+00   0.144828E+03  -0.289656E+03
   0.342576E+02   0.282294E+02   0.582981E-02   0.111852E+02   0.752524E+01   0.171086E+02   0.125274E+02   0.131778E+03  -0.156299E+02   0.000000E+00   0.147408E+03  -0.294816E+03
   0.344212E+02   0.282294E+02   0.698371E-02   0.103985E+02   0.106999E+02   0.235728E+02   0.167430E+02   0.128862E+03  -0.175120E+02   0.000000E+00   0.146374E+03  -0.292748E+03
   0.344063E+02   0.277734E+02   0.667867E-02   0.770706E+01   0.691728E+01   0.242503E+02   0.108328E+02   0.127206E+03  -0.203422E+02   0.000000E+00   0.147548E+03  -0.295096E+03
   0.343728E+02   0.274940E+02   0.587407E-02   0.931668E+01   0.108445E+02   0.161992E+02   0.145938E+02   0.133980E+03  -0.143496E+02   0.000000E+00   0.148330E+03  -0.296659E+03
   0.343601E+02   0.270630E+02   0.639581E-02   0.745442E+01   0.750117E+01   0.130785E+02   0.155720E+02   0.131820E+03  -0.157453E+02   0.000000E+00   0.147565E+03  -0.295131E+03
   0.344446E+02   0.270630E+02   0.594527E-02   0.817858E+01   0.905759E+01   0.145181E+02   0.124499E+02   0.133290E+03  -0.146178E+02   0.000000E+00   0.147908E+03  -0.295816E+03
   0.341817E+02   0.273983E+02   0.568804E-02   0.717973E+01   0.904711E+01   0.157833E+02   0.218860E+02   0.128611E+03  -0.173730E+02   0.000000E+00   0.145984E+03  -0.291968E+03
   0.345511E+02   0.274348E+02   0.615644E-02   0.822970E+01   0.121663E+02   0.153600E+02   0.119319E+02   0.131538E+03  -0.154745E+02   0.000000E+00   0.147013E+03  -0.294025E+03
   0.343281E+02   0.280576E+02   0.710075E-02   0.900197E+01   0.118092E+02   0.136975E+02   0.171825E+02   0.131785E+03  -0.149855E+02   0.000000E+00   0.146770E+03  -0.293541E+03
   0.343281E+02   0.275732E+02   0.576886E-02   0.106978E+02   0.883179E+01   0.165066E+02   0.141208E+02   0.133784E+03  -0.144501E+02   0.000000E+00   0.148234E+03  -0.296468E+03
   0.342642E+02   0.279953E+02   0.884556E-02   0.754760E+01   0.773456E+01   0.160855E+02   0.184579E+02   0.126722E+03  -0.162141E+02   0.000000E+00   0.142936E+03  -0.285872E+03
   0.342867E+02   0.279546E+02   0.698358E-02   0.106941E+02   0.107887E+02   0.191594E+02   0.172597E+02   0.131265E+03  -0.157130E+02   0.000000E+00   0.146978E+03  -0.293956E+03
   0.342867E+02   0.281381E+02   0.621441E-02   0.188448E+02   0.783859E+01   0.215412E+02   0.160949E+02   0.125294E+03  -0.223438E+02   0.000000E+00   0.147638E+03  -0.295276E+03
   0.343043E+02   0.268377E+02   0.528463E-02   0.115904E+02   0.123884E+02   0.179554E+02   0.159928E+02   0.129728E+03  -0.159687E+02   0.000000E+00   0.145697E+03  -0.291393E+03
   0.343043E+02   0.276992E+02   0.535239E-02   0.827957E+01   0.512471E+01   0.177441E+02   0.173276E+02   0.127585E+03  -0.201614E+02   0.000000E+00   0.147746E+03  -0.295493E+03
   0.345396E+02   0.272741E+02   0.619865E-02   0.786190E+01   0.120945E+02   0.196360E+02   0.164933E+02   0.130659E+03  -0.165701E+02   0.000000E+00   0.147229E+03  -0.294458E+03
   0.343892E+02   0.273036E+02   0.559218E-02   0.964766E+01   0.927955E+01   0.137487E+02   0.126501E+02   0.133913E+03  -0.142372E+02   0.000000E+00   0.148150E+03  -0.296300E+03
   0.343873E+02   0.271291E+02   0.591801E-02   0.852146E+01   0.832695E+01   0.183907E+02   0.179736E+02   0.132249E+03  -0.157702E+02   0.000000E+00   0.148019E+03  -0.296038E+03
   0.343873E+02   0.281752E+02   0.738065E-02   0.780309E+01   0.142427E+02   0.183678E+02   0.113152E+02   0.128069E+03  -0.179267E+02   0.000000E+00   0.145996E+03  -0.291991E+03
   0.343873E+02   0.275271E+02   0.573775E-02   0.707309E+01   0.975232E+01   0.120385E+02   0.132341E+02   0.132666E+03  -0.156527E+02   0.000000E+00   0.148319E+03  -0.296637E+03
   0.344090E+02   0.277342E+02   0.514340E-02   0.152101E+02   0.803596E+01   0.118217E+02   0.130852E+02   0.129812E+03  -0.176256E+02   0.000000E+00   0.147438E+03  -0.294875E+03
   0.342810E+02   0.282065E+02   0.548835E-02   0.108708E+02   0.106211E+02   0.128368E+02   0.941199E+01   0.130552E+03  -0.167345E+02   0.000000E+00   0.147287E+03  -0.294573E+03
   0.341215E+02   0.271373E+02   0.739657E-02   0.114110E+02   0.118063E+02   0.153110E+02   0.188122E+02   0.127851E+03  -0.158154E+02   0.000000E+00   0.143666E+03  -0.287333E+03
   0.341514E+02   0.282000E+02   0.592275E-02   0.102869E+02   0.947317E+01   0.200511E+02   0.143280E+02   0.130815E+03  -0.154061E+02   0.000000E+00   0.146221E+03  -0.292442E+03
   0.344183E+02   0.284653E+02   0.649868E-02   0.137093E+02   0.123743E+02   0.159604E+02   0.172310E+02   0.129376E+03  -0.168909E+02   0.000000E+00   0.146267E+03  -0.292534E+03
   0.341107E+02   0.284464E+02   0.710820E-02   0.117491E+02   0.150673E+02   0.129191E+02   0.147736E+02   0.127742E+03  -0.171754E+02   0.000000E+00   0.144917E+03  -0.289835E+03
   0.344285E+02   0.279964E+02   0.527277E-02   0.100690E+02   0.103162E+02   0.139812E+02   0.163174E+02   0.132701E+03  -0.142766E+02   0.000000E+00   0.146978E+03  -0.293955E+03
   0.344419E+02   0.265808E+02   0.584352E-02   0.110286E+02   0.574167E+01   0.116059E+02   0.177603E+02   0.127929E+03  -0.186643E+02   0.000000E+00   0.146593E+03  -0.293187E+03
   0.344301E+02   0.277489E+02   0.544035E-02   0.171361E+02   0.841794E+01   0.119527E+02   0.113263E+02   0.128214E+03  -0.195480E+02   0.000000E+00   0.147762E+03  -0.295524E+03
   0.342963E+02   0.271220E+02   0.587715E-02   0.104401E+02   0.100664E+02   0.156582E+02   0.176226E+02   0.132715E+03  -0.146868E+02   0.000000E+00   0.147402E+03  -0.294804E+03
   0.344341E+02   0.275094E+02   0.697955E-02   0.695373E+01   0.113933E+02   0.112983E+02   0.150037E+02   0.130767E+03  -0.164122E+02   0.000000E+00   0.147179E+03  -0.294358E+03
   0.342826E+02   0.282159E+02   0.622925E-02   0.106437E+02   0.101269E+02   0.106173E+02   0.166444E+02   0.131904E+03  -0.155737E+02   0.000000E+00   0.147478E+03  -0.294955E+03
   0.344627E+02   0.280262E+02   0.642263E-02   0.113603E+02   0.139223E+02   0.121646E+02   0.878364E+01   0.127583E+03  -0.194762E+02   0.000000E+00   0.147059E+03  -0.294118E+03
   0.345539E+02   0.270913E+02   0.608393E-02   0.158612E+02   0.896094E+01   0.139002E+02   0.131961E+02   0.129819E+03  -0.172970E+02   0.000000E+00   0.147116E+03  -0.294232E+03
   0.345539E+02   0.274985E+02   0.661703E-02   0.894971E+01   0.919238E+01   0.146957E+02   0.183603E+02   0.131863E+03  -0.148067E+02   0.000000E+00   0.146670E+03  -0.293339E+03
   0.343123E+02   0.274985E+02   0.681151E-02   0.120967E+02   0.123928E+02   0.114908E+02   0.146004E+02   0.131254E+03  -0.160982E+02   0.000000E+00   0.147352E+03  -0.294704E+03
   0.343199E+02   0.266627E+02   0.724134E-02   0.117056E+02   0.733931E+01   0.169915E+02   0.142016E+02   0.129564E+03  -0.157176E+02   0.000000E+00   0.145282E+03  -0.290563E+03
   0.343366E+02   0.288257E+02   0.605298E-02   0.768379E+01   0.757658E+01   0.169703E+02   0.148237E+02   0.130089E+03  -0.156549E+02   0.000000E+00   0.145744E+03  -0.291488E+03
   0.343710E+02   0.282148E+02   0.715949E-02   0.730298E+01   0.104553E+02   0.142716E+02   0.163413E+02   0.131193E+03  -0.152100E+02   0.000000E+00   0.146403E+03  -0.292806E+03
   0.345702E+02   0.271844E+02   0.533845E-02   0.776715E+01   0.958726E+01   0.165799E+02   0.156632E+02   0.131295E+03  -0.148793E+02   0.000000E+00   0.146174E+03  -0.292349E+03
   0.344630E+02   0.274328E+02   0.555691E-02   0.127461E+02   0.813929E+01   0.173036E+02   0.137750E+02   0.132147E+03  -0.157677E+02   0.000000E+00   0.147915E+03  -0.295829E+03
   0.341454E+02   0.273985E+02   0.544236E-02   0.104559E+02   0.108747E+02   0.165385E+02   0.888593E+01   0.127410E+03  -0.174228E+02   0.000000E+00   0.144833E+03  -0.289666E+03
   0.343985E+02   0.276422E+02   0.622630E-02   0.115917E+02   0.896268E+01   0.153476E+02   0.167117E+02   0.133332E+03  -0.148060E+02   0.000000E+00   0.148138E+03  -0.296276E+03
   0.341911E+02   0.279543E+02   0.602483E-02   0.998301E+01   0.996439E+01   0.161784E+02   0.161466E+02   0.132613E+03  -0.143452E+02   0.000000E+00   0.146958E+03  -0.293916E+03
   0.342441E+02   0.267972E+02   0.691084E-02   0.107889E+02   0.104052E+02   0.172299E+02   0.140677E+02   0.130569E+03  -0.146351E+02   0.000000E+00   0.145204E+03  -0.290408E+03
   0.346944E+02   0.272919E+02   0.647166E-02   0.135824E+02   0.836814E+01   0.169067E+02   0.124441E+02   0.128108E+03  -0.163064E+02   0.000000E+00   0.144414E+03  -0.288829E+03
   0.343892E+02   0.269990E+02   0.549022E-02   0.945775E+01   0.106018E+02   0.165316E+02   0.130361E+02   0.133063E+03  -0.144671E+02   0.000000E+00   0.147530E+03  -0.295060E+03
   0.344531E+02   0.272385E+02   0.525182E-02   0.860033E+01   0.988517E+01   0.142607E+02   0.157561E+02   0.133295E+03  -0.142460E+02   0.000000E+00   0.147541E+03  -0.295082E+03
   0.343333E+02   0.274948E+02   0.592029E-02   0.140191E+02   0.816358E+01   0.123043E+02   0.195458E+02   0.130634E+03  -0.175709E+02   0.000000E+00   0.148205E+03  -0.296410E+03
   0.344653E+02   0.252184E+02   0.754416E-02   0.114580E+02   0.746275E+01   0.129410E+02   0.160064E+02   0.123328E+03  -0.154498E+02   0.000000E+00   0.138778E+03  -0.277556E+03
   0.344361E+02   0.271724E+02   0.700854E-02   0.987113E+01   0.109106E+02   0.139238E+02   0.171146E+02   0.132442E+03  -0.145770E+02   0.000000E+00   0.147019E+03  -0.294038E+03
   0.343671E+02   0.278903E+02   0.509858E-02   0.100483E+02   0.951270E+01   0.142350E+02   0.986177E+01   0.131470E+03  -0.158091E+02   0.000000E+00   0.147279E+03  -0.294558E+03
   0.344470E+02   0.272319E+02   0.643802E-02   0.897462E+01   0.110280E+02   0.186672E+02   0.136423E+02   0.132626E+03  -0.151516E+02   0.000000E+00   0.147778E+03  -0.295555E+03
   0.342944E+02   0.274133E+02   0.643728E-02   0.106204E+02   0.796161E+01   0.122075E+02   0.138270E+02   0.132677E+03  -0.149146E+02   0.000000E+00   0.147592E+03  -0.295183E+03
   0.342990E+02   0.275023E+02   0.675625E-02   0.101901E+02   0.929851E+01   0.166855E+02   0.142731E+02   0.133066E+03  -0.143077E+02   0.000000E+00   0.147374E+03  -0.294747E+03
   0.342744E+02   0.281792E+02   0.563604E-02   0.934025E+01   0.116473E+02   0.164482E+02   0.111304E+02   0.131931E+03  -0.155076E+02   0.000000E+00   0.147439E+03  -0.294877E+03
   0.344614E+02   0.272231E+02   0.586588E-02   0.916153E+01   0.855567E+01   0.151569E+02   0.140834E+02   0.133789E+03  -0.142165E+02   0.000000E+00   0.148006E+03  -0.296011E+03
   0.343332E+02   0.279446E+02   0.732023E-02   0.744685E+01   0.790487E+01   0.160709E+02   0.116581E+02   0.130514E+03  -0.159795E+02   0.000000E+00   0.146493E+03  -0.292987E+03
   0.341834E+02   0.288834E+02   0.581384E-02   0.133878E+02   0.101304E+02   0.153137E+02   0.151063E+02   0.129772E+03  -0.154663E+02   0.000000E+00   0.145238E+03  -0.290477E+03
   0.345020E+02   0.280309E+02   0.591028E-02   0.129050E+02   0.114820E+02   0.144098E+02   0.151874E+02   0.131135E+03  -0.155010E+02   0.000000E+00   0.146636E+03  -0.293272E+03
   0.343559E+02   0.276377E+02   0.760280E-02   0.103340E+02   0.117984E+02   0.129785E+02   0.121174E+02   0.131002E+03  -0.150883E+02   0.000000E+00   0.146090E+03  -0.292181E+03
   0.343108E+02   0.273214E+02   0.562848E-02   0.874435E+01   0.924815E+01   0.239611E+02   0.164753E+02   0.130236E+03  -0.175652E+02   0.000000E+00   0.147801E+03  -0.295602E+03
   0.341948E+02   0.275535E+02   0.564571E-02   0.870717E+01   0.924815E+01   0.158148E+02   0.137405E+02   0.132192E+03  -0.142573E+02   0.000000E+00   0.146449E+03  -0.292899E+03
   0.345339E+02   0.270382E+02   0.637480E-02   0.862679E+01   0.134523E+02   0.195413E+02   0.162411E+02   0.130304E+03  -0.168800E+02   0.000000E+00   0.147184E+03  -0.294368E+03
   0.342204E+02   0.285412E+02   0.598750E-02   0.950155E+01   0.103570E+02   0.168827E+02   0.142116E+02   0.132217E+03  -0.143691E+02   0.000000E+00   0.146586E+03  -0.293172E+03
   0.343117E+02   0.271925E+02   0.695364E-02   0.125184E+02   0.136034E+02   0.952314E+01   0.175285E+02   0.127834E+03  -0.189934E+02   0.000000E+00   0.146827E+03  -0.293655E+03
   0.344759E+02   0.268416E+02   0.518047E-02   0.816637E+01   0.795995E+01   0.166791E+02   0.145846E+02   0.131481E+03  -0.150232E+02   0.000000E+00   0.146504E+03  -0.293008E+03
   0.343642E+02   0.268416E+02   0.533882E-02   0.898515E+01   0.961395E+01   0.140685E+02   0.151209E+02   0.132514E+03  -0.140739E+02   0.000000E+00   0.146588E+03  -0.293176E+03
   0.343642E+02   0.280277E+02   0.526015E-02   0.103029E+02   0.799211E+01   0.147570E+02   0.111546E+02   0.132088E+03  -0.152939E+02   0.000000E+00   0.147382E+03  -0.294764E+03
   0.344873E+02   0.265282E+02   0.710792E-02   0.898375E+01   0.980106E+01   0.147776E+02   0.156850E+02   0.131585E+03  -0.141404E+02   0.000000E+00   0.145725E+03  -0.291451E+03
   0.345014E+02   0.272413E+02   0.676998E-02   0.120083E+02   0.930065E+01   0.154721E+02   0.156850E+02   0.132350E+03  -0.147691E+02   0.000000E+00   0.147119E+03  -0.294238E+03
   0.342637E+02   0.277726E+02   0.602121E-02   0.125815E+02   0.974023E+01   0.146403E+02   0.177381E+02   0.132348E+03  -0.154350E+02   0.000000E+00   0.147783E+03  -0.295566E+03
   0.343541E+02   0.273174E+02   0.502878E-02   0.113072E+02   0.867323E+01   0.177508E+02   0.124412E+02   0.131894E+03  -0.152571E+02   0.000000E+00   0.147151E+03  -0.294302E+03
