Kmin_MC_Up_a0  Kmin_TR_a0     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.343868E+02   0.270751E+02   0.638350E-02   0.899592E+01   0.773533E+01   0.148352E+00   0.194638E+02   0.176432E+02  -0.137545E+02   0.000000E+00   0.313977E+02  -0.627954E+02
   0.344396E+02   0.270386E+02   0.649782E-02   0.948996E+01   0.113741E+02   0.135431E+01   0.165082E+02   0.178556E+02  -0.125725E+02   0.000000E+00   0.304281E+02  -0.608563E+02
   0.343475E+02   0.283512E+02   0.691546E-02   0.103295E+02   0.732887E+01   0.635610E+00   0.155284E+02   0.171579E+02  -0.130357E+02   0.000000E+00   0.301936E+02  -0.603872E+02
   0.343475E+02   0.276037E+02   0.552591E-02   0.100418E+02   0.120938E+02   0.101921E+01   0.196123E+02   0.178232E+02  -0.138570E+02   0.000000E+00   0.316802E+02  -0.633604E+02
   0.342604E+02   0.276037E+02   0.666082E-02   0.865543E+01   0.940970E+01   0.252356E+00   0.141428E+02   0.190892E+02  -0.121302E+02   0.000000E+00   0.312194E+02  -0.624388E+02
   0.342604E+02   0.276687E+02   0.433576E-02   0.109020E+02   0.950618E+01   0.111118E+01   0.154006E+02   0.146655E+02  -0.122402E+02   0.000000E+00   0.269057E+02  -0.538113E+02
   0.343940E+02   0.276002E+02   0.664615E-02   0.102472E+02   0.898494E+01   0.192956E+01   0.178640E+02   0.174214E+02  -0.126686E+02   0.000000E+00   0.300900E+02  -0.601799E+02
   0.343782E+02   0.279013E+02   0.502360E-02   0.117980E+02   0.131003E+02   0.653496E+00   0.148544E+02   0.169364E+02  -0.137243E+02   0.000000E+00   0.306607E+02  -0.613213E+02
   0.343856E+02   0.276401E+02   0.578030E-02   0.767096E+01   0.801781E+01   0.550598E+00   0.123913E+02   0.186668E+02  -0.133121E+02   0.000000E+00   0.319789E+02  -0.639578E+02
   0.342394E+02   0.285879E+02   0.528765E-02   0.116860E+02   0.812703E+01   0.404619E+00   0.151556E+02   0.168961E+02  -0.128453E+02   0.000000E+00   0.297414E+02  -0.594827E+02
   0.342394E+02   0.286651E+02   0.536212E-02   0.113642E+02   0.100139E+02   0.198314E+01   0.119066E+02   0.153765E+02  -0.128136E+02   0.000000E+00   0.281901E+02  -0.563803E+02
   0.344375E+02   0.272714E+02   0.609408E-02   0.113862E+02   0.993270E+01   0.229989E+01   0.156622E+02   0.173072E+02  -0.124449E+02   0.000000E+00   0.297521E+02  -0.595043E+02
   0.345219E+02   0.271696E+02   0.511503E-02   0.845695E+01   0.927990E+01   0.290244E+00   0.144155E+02   0.175690E+02  -0.122027E+02   0.000000E+00   0.297717E+02  -0.595434E+02
   0.344067E+02   0.279673E+02   0.693104E-02   0.103319E+02   0.109751E+02   0.127289E+01   0.143840E+02   0.177691E+02  -0.122714E+02   0.000000E+00   0.300405E+02  -0.600810E+02
   0.343437E+02   0.265454E+02   0.677750E-02   0.816095E+01   0.809051E+01   0.902032E+00   0.212013E+02   0.143241E+02  -0.145491E+02   0.000000E+00   0.288732E+02  -0.577463E+02
   0.345171E+02   0.281761E+02   0.685950E-02   0.758086E+01   0.116296E+02   0.927037E+00   0.116834E+02   0.150210E+02  -0.136925E+02   0.000000E+00   0.287135E+02  -0.574269E+02
   0.343519E+02   0.279426E+02   0.550221E-02   0.117553E+02   0.103782E+02   0.486611E+00   0.181853E+02   0.184691E+02  -0.132432E+02   0.000000E+00   0.317123E+02  -0.634245E+02
   0.343312E+02   0.271498E+02   0.714450E-02   0.154666E+02   0.111123E+02   0.920730E+00   0.211477E+02   0.130731E+02  -0.169202E+02   0.000000E+00   0.299933E+02  -0.599866E+02
   0.345188E+02   0.277750E+02   0.553574E-02   0.849766E+01   0.812609E+01   0.235203E+01   0.122689E+02   0.151594E+02  -0.128473E+02   0.000000E+00   0.280067E+02  -0.560133E+02
   0.343574E+02   0.271293E+02   0.533990E-02   0.104004E+02   0.102230E+02   0.526643E+00   0.128452E+02   0.189230E+02  -0.122763E+02   0.000000E+00   0.311993E+02  -0.623986E+02
   0.343778E+02   0.276640E+02   0.633464E-02   0.768707E+01   0.104824E+02   0.195331E+01   0.218947E+02   0.155494E+02  -0.148869E+02   0.000000E+00   0.304363E+02  -0.608726E+02
   0.343777E+02   0.279200E+02   0.486654E-02   0.734421E+01   0.112218E+02   0.394160E+00   0.177741E+02   0.164789E+02  -0.137374E+02   0.000000E+00   0.302163E+02  -0.604327E+02
   0.343777E+02   0.278668E+02   0.571507E-02   0.792491E+01   0.882903E+01   0.491675E+00   0.147133E+02   0.192779E+02  -0.125424E+02   0.000000E+00   0.318203E+02  -0.636405E+02
   0.342524E+02   0.278026E+02   0.525726E-02   0.889352E+01   0.729454E+01   0.196073E+00   0.149392E+02   0.182043E+02  -0.130234E+02   0.000000E+00   0.312277E+02  -0.624553E+02
   0.343750E+02   0.283879E+02   0.623004E-02   0.831742E+01   0.875369E+01   0.169611E+01   0.966158E+01   0.152630E+02  -0.143515E+02   0.000000E+00   0.296145E+02  -0.592289E+02
   0.343486E+02   0.272181E+02   0.563670E-02   0.721901E+01   0.116425E+02   0.624908E+00   0.110687E+02   0.172972E+02  -0.143375E+02   0.000000E+00   0.316347E+02  -0.632694E+02
   0.343486E+02   0.270587E+02   0.536287E-02   0.871823E+01   0.127360E+02   0.662416E+00   0.148738E+02   0.178247E+02  -0.131076E+02   0.000000E+00   0.309323E+02  -0.618645E+02
   0.343395E+02   0.286857E+02   0.565377E-02   0.884854E+01   0.983338E+01   0.230505E+01   0.134970E+02   0.156591E+02  -0.121293E+02   0.000000E+00   0.277884E+02  -0.555769E+02
   0.340068E+02   0.279337E+02   0.688699E-02   0.791696E+01   0.909548E+01   0.199919E+00   0.188452E+02   0.140358E+02  -0.133893E+02   0.000000E+00   0.274251E+02  -0.548501E+02
   0.343129E+02   0.279337E+02   0.650689E-02   0.103577E+02   0.745310E+01   0.109597E+01   0.233749E+02   0.153608E+02  -0.157844E+02   0.000000E+00   0.311452E+02  -0.622904E+02
   0.343429E+02   0.281198E+02   0.522957E-02   0.105312E+02   0.881150E+01   0.153039E+01   0.138297E+02   0.179626E+02  -0.122042E+02   0.000000E+00   0.301668E+02  -0.603336E+02
   0.343429E+02   0.275376E+02   0.507216E-02   0.107855E+02   0.123267E+02   0.186845E+01   0.149875E+02   0.170642E+02  -0.129465E+02   0.000000E+00   0.300107E+02  -0.600215E+02
   0.341389E+02   0.276771E+02   0.639992E-02   0.876756E+01   0.913345E+01   0.729216E+00   0.148455E+02   0.177684E+02  -0.121319E+02   0.000000E+00   0.299003E+02  -0.598005E+02
   0.342281E+02   0.280211E+02   0.652244E-02   0.130410E+02   0.130216E+02   0.228794E+00   0.233405E+02   0.139862E+02  -0.172120E+02   0.000000E+00   0.311982E+02  -0.623963E+02
   0.342828E+02   0.278271E+02   0.638501E-02   0.123649E+02   0.969106E+01   0.150853E+01   0.133317E+02   0.179856E+02  -0.128565E+02   0.000000E+00   0.308421E+02  -0.616841E+02
   0.343274E+02   0.274588E+02   0.584963E-02   0.862219E+01   0.833915E+01   0.153758E+00   0.159605E+02   0.195908E+02  -0.125115E+02   0.000000E+00   0.321023E+02  -0.642046E+02
   0.343274E+02   0.278020E+02   0.510517E-02   0.130014E+02   0.139208E+02   0.491661E-01   0.170850E+02   0.161537E+02  -0.152083E+02   0.000000E+00   0.313620E+02  -0.627239E+02
   0.345047E+02   0.270653E+02   0.794277E-02   0.637640E+01   0.848043E+01   0.241112E+01   0.220392E+02   0.964661E+01  -0.165353E+02   0.000000E+00   0.261819E+02  -0.523639E+02
   0.344727E+02   0.273169E+02   0.651221E-02   0.155401E+02   0.854343E+01   0.134769E+01   0.173080E+02   0.150361E+02  -0.154657E+02   0.000000E+00   0.305018E+02  -0.610036E+02
   0.342528E+02   0.281432E+02   0.699492E-02   0.104969E+02   0.107785E+02   0.143514E+00   0.137571E+02   0.183059E+02  -0.122743E+02   0.000000E+00   0.305802E+02  -0.611603E+02
   0.342243E+02   0.280691E+02   0.684540E-02   0.117601E+02   0.975928E+01   0.342686E+00   0.216912E+02   0.160779E+02  -0.145874E+02   0.000000E+00   0.306653E+02  -0.613306E+02
   0.343657E+02   0.280691E+02   0.667242E-02   0.792179E+01   0.115805E+02   0.213669E+01   0.161521E+02   0.163532E+02  -0.130479E+02   0.000000E+00   0.294011E+02  -0.588022E+02
   0.341954E+02   0.282295E+02   0.541122E-02   0.102378E+02   0.744154E+01   0.221943E+00   0.190393E+02   0.167955E+02  -0.138198E+02   0.000000E+00   0.306153E+02  -0.612306E+02
   0.344566E+02   0.281706E+02   0.640392E-02   0.994119E+01   0.768572E+01   0.114548E+01   0.115611E+02   0.166170E+02  -0.132287E+02   0.000000E+00   0.298457E+02  -0.596914E+02
   0.344002E+02   0.269796E+02   0.578987E-02   0.114386E+02   0.100441E+02   0.131438E+01   0.165265E+02   0.181092E+02  -0.126233E+02   0.000000E+00   0.307325E+02  -0.614650E+02
   0.340537E+02   0.281492E+02   0.703972E-02   0.120671E+02   0.931808E+01   0.133948E+01   0.125195E+02   0.146936E+02  -0.128927E+02   0.000000E+00   0.275863E+02  -0.551727E+02
   0.342937E+02   0.277474E+02   0.526613E-02   0.986406E+01   0.127921E+02   0.856425E+00   0.139309E+02   0.182667E+02  -0.130314E+02   0.000000E+00   0.312981E+02  -0.625961E+02
   0.343656E+02   0.280261E+02   0.675622E-02   0.110783E+02   0.831652E+01   0.500603E+00   0.135858E+02   0.184319E+02  -0.125416E+02   0.000000E+00   0.309735E+02  -0.619470E+02
   0.343656E+02   0.269757E+02   0.562073E-02   0.942037E+01   0.117696E+02   0.353654E+00   0.165163E+02   0.184671E+02  -0.127360E+02   0.000000E+00   0.312031E+02  -0.624061E+02
   0.342706E+02   0.280084E+02   0.590392E-02   0.113376E+02   0.102095E+02   0.838120E+00   0.151881E+02   0.191438E+02  -0.124072E+02   0.000000E+00   0.315510E+02  -0.631019E+02
   0.343722E+02   0.280971E+02   0.632425E-02   0.759350E+01   0.904474E+01   0.101667E+01   0.172040E+02   0.179178E+02  -0.131138E+02   0.000000E+00   0.310316E+02  -0.620631E+02
   0.343722E+02   0.271695E+02   0.685775E-02   0.116842E+02   0.121028E+02   0.164645E+01   0.131613E+02   0.166704E+02  -0.132318E+02   0.000000E+00   0.299022E+02  -0.598043E+02
   0.343851E+02   0.276187E+02   0.523494E-02   0.130991E+02   0.815540E+01   0.459233E+00   0.116619E+02   0.174347E+02  -0.140812E+02   0.000000E+00   0.315159E+02  -0.630318E+02
   0.343851E+02   0.282515E+02   0.641103E-02   0.103503E+02   0.114341E+02   0.133118E+01   0.156568E+02   0.177009E+02  -0.125177E+02   0.000000E+00   0.302186E+02  -0.604372E+02
   0.341037E+02   0.289450E+02   0.669054E-02   0.139106E+02   0.780950E+01   0.171906E+01   0.142448E+02   0.130963E+02  -0.142346E+02   0.000000E+00   0.273309E+02  -0.546617E+02
   0.342297E+02   0.284344E+02   0.641790E-02   0.867113E+01   0.973809E+01   0.374514E+00   0.158071E+02   0.185211E+02  -0.122247E+02   0.000000E+00   0.307458E+02  -0.614915E+02
   0.344336E+02   0.284344E+02   0.631766E-02   0.120772E+02   0.112174E+02   0.552963E+00   0.114276E+02   0.162800E+02  -0.136109E+02   0.000000E+00   0.298909E+02  -0.597817E+02
   0.344336E+02   0.270317E+02   0.552522E-02   0.910371E+01   0.120984E+02   0.758336E+00   0.148436E+02   0.183744E+02  -0.126954E+02   0.000000E+00   0.310698E+02  -0.621396E+02
   0.342731E+02   0.272776E+02   0.531401E-02   0.113733E+02   0.989146E+01   0.998419E+00   0.134094E+02   0.180964E+02  -0.124153E+02   0.000000E+00   0.305117E+02  -0.610235E+02
   0.341183E+02   0.281427E+02   0.617193E-02   0.135469E+02   0.152526E+02   0.283024E+01   0.200018E+02   0.966884E+01  -0.174725E+02   0.000000E+00   0.271414E+02  -0.542827E+02
   0.341494E+02   0.285443E+02   0.539001E-02   0.942950E+01   0.100287E+02   0.123959E+01   0.148139E+02   0.167098E+02  -0.120209E+02   0.000000E+00   0.287307E+02  -0.574615E+02
   0.341494E+02   0.284468E+02   0.601778E-02   0.906170E+01   0.888734E+01   0.269797E+00   0.144528E+02   0.180822E+02  -0.121030E+02   0.000000E+00   0.301852E+02  -0.603704E+02
   0.342601E+02   0.271445E+02   0.568654E-02   0.127123E+02   0.786878E+01   0.269797E+00   0.220574E+02   0.150850E+02  -0.157266E+02   0.000000E+00   0.308116E+02  -0.616232E+02
   0.342601E+02   0.276698E+02   0.561136E-02   0.137921E+02   0.135896E+02   0.104791E+01   0.139113E+02   0.161871E+02  -0.151360E+02   0.000000E+00   0.313231E+02  -0.626463E+02
   0.343266E+02   0.272698E+02   0.614926E-02   0.806976E+01   0.109514E+02   0.726849E+00   0.174847E+02   0.185292E+02  -0.130456E+02   0.000000E+00   0.315748E+02  -0.631497E+02
   0.344284E+02   0.277653E+02   0.592636E-02   0.801635E+01   0.149223E+02   0.359606E+00   0.949691E+01   0.146578E+02  -0.169916E+02   0.000000E+00   0.316494E+02  -0.632987E+02
   0.342590E+02   0.261645E+02   0.669050E-02   0.106875E+02   0.115484E+02   0.149242E+00   0.161347E+02   0.134304E+02  -0.127083E+02   0.000000E+00   0.261387E+02  -0.522774E+02
   0.340836E+02   0.285781E+02   0.562859E-02   0.772276E+01   0.891298E+01   0.662584E-01   0.129677E+02   0.156507E+02  -0.127902E+02   0.000000E+00   0.284409E+02  -0.568819E+02
   0.341872E+02   0.275836E+02   0.668098E-02   0.146607E+02   0.735923E+01   0.326508E+00   0.183155E+02   0.146418E+02  -0.158232E+02   0.000000E+00   0.304650E+02  -0.609300E+02
   0.342862E+02   0.276457E+02   0.522630E-02   0.126587E+02   0.128542E+02   0.673740E+00   0.116101E+02   0.167444E+02  -0.145779E+02   0.000000E+00   0.313223E+02  -0.626447E+02
   0.342862E+02   0.284737E+02   0.683569E-02   0.106729E+02   0.901095E+01   0.762392E+00   0.168546E+02   0.176618E+02  -0.124801E+02   0.000000E+00   0.301419E+02  -0.602838E+02
   0.344829E+02   0.274008E+02   0.614869E-02   0.916026E+01   0.114276E+02   0.796177E+00   0.160572E+02   0.186188E+02  -0.125347E+02   0.000000E+00   0.311535E+02  -0.623070E+02
   0.343854E+02   0.271917E+02   0.585977E-02   0.836843E+01   0.828418E+01   0.796177E+00   0.160572E+02   0.189628E+02  -0.126433E+02   0.000000E+00   0.316061E+02  -0.632123E+02
   0.343854E+02   0.273941E+02   0.586758E-02   0.120459E+02   0.893650E+01   0.210056E+00   0.123455E+02   0.190750E+02  -0.129883E+02   0.000000E+00   0.320633E+02  -0.641267E+02
   0.344494E+02   0.277419E+02   0.522249E-02   0.827502E+01   0.115057E+02   0.210056E+00   0.108169E+02   0.171305E+02  -0.136983E+02   0.000000E+00   0.308288E+02  -0.616575E+02
   0.344494E+02   0.273747E+02   0.554278E-02   0.958732E+01   0.986093E+01   0.247135E+01   0.229681E+02   0.146315E+02  -0.147077E+02   0.000000E+00   0.293392E+02  -0.586785E+02
   0.339860E+02   0.278294E+02   0.736507E-02   0.114378E+02   0.148639E+02   0.433433E+00   0.149535E+02   0.116380E+02  -0.147611E+02   0.000000E+00   0.263991E+02  -0.527982E+02
   0.343271E+02   0.281535E+02   0.529598E-02   0.936425E+01   0.133945E+02   0.799429E+00   0.126828E+02   0.173376E+02  -0.135765E+02   0.000000E+00   0.309141E+02  -0.618282E+02
   0.342775E+02   0.282628E+02   0.530311E-02   0.936425E+01   0.773399E+01   0.113861E+01   0.150468E+02   0.178277E+02  -0.126040E+02   0.000000E+00   0.304317E+02  -0.608634E+02
   0.343601E+02   0.279402E+02   0.685599E-02   0.112407E+02   0.132311E+02   0.101241E+00   0.129651E+02   0.173579E+02  -0.137118E+02   0.000000E+00   0.310697E+02  -0.621395E+02
   0.343601E+02   0.274579E+02   0.640827E-02   0.851761E+01   0.102922E+02   0.145684E+01   0.136741E+02   0.187480E+02  -0.122592E+02   0.000000E+00   0.310072E+02  -0.620143E+02
   0.342939E+02   0.271351E+02   0.541693E-02   0.936907E+01   0.136992E+02   0.421584E+01   0.129106E+02   0.113013E+02  -0.137164E+02   0.000000E+00   0.250177E+02  -0.500354E+02
   0.343094E+02   0.268670E+02   0.668730E-02   0.130200E+02   0.110346E+02   0.982191E-01   0.153059E+02   0.167976E+02  -0.134235E+02   0.000000E+00   0.302211E+02  -0.604421E+02
   0.344051E+02   0.261722E+02   0.691087E-02   0.998035E+01   0.916106E+01   0.108420E+01   0.108208E+02   0.141901E+02  -0.130571E+02   0.000000E+00   0.272472E+02  -0.544945E+02
   0.344713E+02   0.265130E+02   0.586846E-02   0.117196E+02   0.111451E+02   0.160946E+01   0.127432E+02   0.157706E+02  -0.129421E+02   0.000000E+00   0.287127E+02  -0.574255E+02
