Kmin_MC_Up_a0  Kmin_TR_a0     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.103798E+03   0.746149E+02   0.232539E-03   0.925412E+01   0.117990E+02   0.652349E+00   0.127525E+02   0.492572E+02
   0.995602E+02   0.730528E+02   0.888114E-03   0.723425E+01   0.828401E+01   0.188091E+01   0.138218E+02   0.501751E+02
   0.103602E+03   0.736466E+02   0.429061E-03   0.935520E+01   0.971437E+01   0.148581E+01   0.177062E+02   0.499501E+02
   0.100099E+03   0.736253E+02   0.196102E-03   0.935520E+01   0.116099E+02   0.115429E+01   0.154953E+02   0.508400E+02
   0.102685E+03   0.676021E+02   0.553216E-03   0.957812E+01   0.109353E+02   0.203015E+01   0.170139E+02   0.484716E+02
   0.964778E+02   0.723304E+02   0.297500E-03   0.840425E+01   0.115172E+02   0.340863E+00   0.119368E+02   0.492890E+02
   0.104225E+03   0.772630E+02   0.581075E-03   0.110071E+02   0.782336E+01   0.454033E+00   0.118272E+02   0.480493E+02
   0.101515E+03   0.726740E+02   0.664391E-03   0.112755E+02   0.112483E+02   0.307178E+00   0.159532E+02   0.514642E+02
   0.984492E+02   0.722897E+02   0.425490E-03   0.133047E+02   0.113657E+02   0.342033E-01   0.166139E+02   0.499125E+02
   0.978385E+02   0.742865E+02   0.930222E-03   0.471384E+01   0.106667E+02   0.714632E+00   0.215368E+02   0.427569E+02
   0.102531E+03   0.709219E+02   0.727469E-04   0.100634E+02   0.112822E+02   0.238955E+01   0.222646E+02   0.468522E+02
   0.101508E+03   0.705571E+02   0.635079E-03   0.958447E+01   0.676649E+01   0.198139E+01   0.147405E+02   0.496255E+02
   0.101946E+03   0.732343E+02   0.700389E-03   0.927963E+01   0.148801E+02   0.180605E+01   0.140864E+02   0.491161E+02
   0.101946E+03   0.746480E+02   0.610818E-03   0.157360E+02   0.123977E+02   0.712734E+00   0.103980E+02   0.466309E+02
   0.991632E+02   0.729594E+02   0.602694E-03   0.108537E+02   0.100763E+02   0.405342E+00   0.233412E+02   0.492121E+02
   0.983636E+02   0.703493E+02   0.366460E-03   0.119239E+02   0.155392E+02   0.171794E+01   0.172251E+02   0.468363E+02
   0.100903E+03   0.752118E+02   0.476833E-03   0.122843E+02   0.121839E+02   0.131953E+00   0.203066E+02   0.489558E+02
   0.100472E+03   0.674867E+02   0.325952E-03   0.136985E+02   0.123035E+02   0.213368E+01   0.198605E+02   0.454461E+02
   0.995893E+02   0.727599E+02   0.272285E-03   0.119905E+02   0.950178E+01   0.192327E+01   0.132968E+02   0.504253E+02
   0.955049E+02   0.733244E+02   0.657627E-03   0.737367E+01   0.925520E+01   0.148448E+01   0.142695E+02   0.489719E+02
   0.100252E+03   0.711373E+02   0.669386E-03   0.898418E+01   0.729390E+01   0.223462E+01   0.152920E+02   0.503178E+02
   0.977274E+02   0.715988E+02   0.486744E-03   0.112306E+02   0.102281E+02   0.248365E+01   0.204236E+02   0.486751E+02
   0.100681E+03   0.754037E+02   0.227483E-03   0.105018E+02   0.930902E+01   0.273988E+01   0.144041E+02   0.499220E+02
   0.987572E+02   0.750824E+02   0.756425E-03   0.958282E+01   0.754582E+01   0.251002E+00   0.154584E+02   0.511201E+02
   0.981011E+02   0.753727E+02   0.661729E-03   0.855765E+01   0.104163E+02   0.195506E+01   0.138309E+02   0.507662E+02
   0.100140E+03   0.710449E+02   0.738261E-03   0.109992E+02   0.859588E+01   0.844768E+00   0.166234E+02   0.513849E+02
   0.981090E+02   0.737480E+02   0.738261E-03   0.130020E+02   0.995033E+01   0.181493E+01   0.171577E+02   0.498764E+02
   0.100917E+03   0.672374E+02   0.827773E-03   0.800647E+01   0.846650E+01   0.289189E+00   0.136594E+02   0.491680E+02
   0.100917E+03   0.678181E+02   0.652587E-03   0.906213E+01   0.926260E+01   0.491021E+00   0.186966E+02   0.495301E+02
   0.988382E+02   0.704374E+02   0.388433E-03   0.922731E+01   0.948236E+01   0.212510E+01   0.173463E+02   0.502382E+02
   0.103114E+03   0.694361E+02   0.312531E-04   0.111532E+02   0.117921E+02   0.121376E+01   0.104277E+02   0.471676E+02
   0.990512E+02   0.738452E+02   0.531554E-03   0.103832E+02   0.654406E+01   0.103632E+01   0.189027E+02   0.491918E+02
   0.100619E+03   0.722733E+02   0.674545E-03   0.954408E+01   0.718680E+01   0.191011E+00   0.125002E+02   0.510834E+02
   0.102878E+03   0.683509E+02   0.134702E-02   0.716360E+01   0.875227E+01   0.344575E+00   0.147593E+02   0.460736E+02
   0.100615E+03   0.709656E+02   0.920202E-03   0.992930E+01   0.760351E+01   0.758822E+00   0.178987E+02   0.503005E+02
   0.102452E+03   0.732340E+02   0.786571E-03   0.101848E+02   0.988864E+01   0.102847E+01   0.184385E+02   0.507563E+02
   0.105496E+03   0.719910E+02   0.346621E-03   0.956345E+01   0.975158E+01   0.473551E+01   0.109421E+02   0.450936E+02
   0.100464E+03   0.711067E+02   0.109271E-02   0.123702E+02   0.885336E+01   0.380279E+00   0.111414E+02   0.492580E+02
   0.982969E+02   0.698400E+02   0.766280E-03   0.113305E+02   0.798606E+01   0.135677E+01   0.149021E+02   0.502455E+02
   0.998823E+02   0.735984E+02   0.410288E-03   0.806004E+01   0.799947E+01   0.172137E+01   0.162462E+02   0.506188E+02
   0.102122E+03   0.706772E+02   0.488273E-03   0.112560E+02   0.625291E+01   0.290670E+01   0.115876E+02   0.469220E+02
   0.102052E+03   0.760043E+02   0.756926E-03   0.990906E+01   0.111571E+02   0.808105E+00   0.133772E+02   0.508937E+02
   0.985330E+02   0.779145E+02   0.324885E-03   0.112632E+02   0.863415E+01   0.453094E+00   0.160066E+02   0.493680E+02
   0.102304E+03   0.754914E+02   0.228371E-03   0.838830E+01   0.815863E+01   0.317269E-01   0.151975E+02   0.501511E+02
   0.100929E+03   0.729135E+02   0.980630E-03   0.928803E+01   0.105495E+02   0.860603E+00   0.181318E+02   0.507978E+02
   0.987386E+02   0.736745E+02   0.972936E-03   0.811866E+01   0.953099E+01   0.658350E+00   0.137337E+02   0.511445E+02
   0.979720E+02   0.740377E+02   0.126844E-02   0.777010E+01   0.117945E+02   0.992088E+00   0.132707E+02   0.483468E+02
   0.987130E+02   0.805639E+02   0.850658E-03   0.165142E+02   0.109988E+02   0.336219E+01   0.173107E+02   0.423726E+02
   0.998097E+02   0.718609E+02   0.620219E-03   0.100084E+02   0.743142E+01   0.312308E+01   0.153271E+02   0.498444E+02
   0.997683E+02   0.694188E+02   0.318782E-03   0.104237E+02   0.102266E+02   0.642840E+00   0.115630E+02   0.501657E+02
   0.100741E+03   0.697797E+02   0.707051E-03   0.799891E+01   0.923212E+01   0.152151E+00   0.852685E+01   0.477716E+02
   0.100766E+03   0.766500E+02   0.536899E-03   0.574334E+01   0.122895E+02   0.219665E+01   0.154085E+02   0.465267E+02
   0.101123E+03   0.744107E+02   0.724974E-03   0.813031E+01   0.978304E+01   0.427413E+00   0.160139E+02   0.516665E+02
   0.103387E+03   0.709618E+02   0.111597E-02   0.958227E+01   0.838199E+01   0.228827E+01   0.169416E+02   0.482894E+02
   0.961586E+02   0.697029E+02   0.605091E-03   0.116831E+02   0.838199E+01   0.127562E+01   0.180084E+02   0.484213E+02
   0.100428E+03   0.767877E+02   0.899891E-03   0.110154E+02   0.136420E+02   0.216605E+01   0.131712E+02   0.484535E+02
   0.101111E+03   0.742891E+02   0.430085E-03   0.140998E+02   0.124676E+02   0.161465E+01   0.165868E+02   0.485908E+02
   0.101291E+03   0.698655E+02   0.751871E-03   0.943001E+01   0.111130E+02   0.117262E+00   0.150449E+02   0.512486E+02
   0.967736E+02   0.790994E+02   0.632312E-03   0.121964E+02   0.883799E+01   0.815806E+00   0.157252E+02   0.477115E+02
   0.100273E+03   0.747127E+02   0.126571E-03   0.119097E+02   0.967064E+01   0.851467E+00   0.940843E+01   0.483189E+02
   0.100273E+03   0.708633E+02   0.322774E-03   0.983465E+01   0.109141E+02   0.127285E+01   0.116977E+02   0.505539E+02
   0.977704E+02   0.730713E+02   0.112845E-02   0.884649E+01   0.901495E+01   0.285659E+01   0.161686E+02   0.488900E+02
   0.987430E+02   0.715021E+02   0.293575E-03   0.118178E+02   0.974073E+01   0.155998E+01   0.196804E+02   0.493109E+02
   0.987430E+02   0.744971E+02   0.146691E-03   0.105215E+02   0.980254E+01   0.470563E+00   0.115658E+02   0.504205E+02
   0.991931E+02   0.700074E+02   0.833199E-03   0.739433E+01   0.613684E+01   0.139500E+01   0.146826E+02   0.478376E+02
   0.101678E+03   0.745139E+02   0.450410E-03   0.887632E+01   0.100183E+02   0.634365E+00   0.111915E+02   0.508456E+02
   0.101440E+03   0.736613E+02   0.581950E-03   0.831502E+01   0.112389E+02   0.277859E+01   0.118436E+02   0.498826E+02
   0.102776E+03   0.758762E+02   0.613035E-03   0.119327E+02   0.875826E+01   0.142424E+01   0.139246E+02   0.500832E+02
   0.101292E+03   0.754670E+02   0.106497E-02   0.117664E+02   0.875826E+01   0.101528E+01   0.187541E+02   0.491654E+02
   0.986566E+02   0.762273E+02   0.209525E-03   0.788887E+01   0.112899E+02   0.710101E+00   0.180003E+02   0.491954E+02
   0.986566E+02   0.734852E+02   0.570590E-03   0.135660E+02   0.133231E+02   0.300592E+01   0.136280E+02   0.478348E+02
   0.995111E+02   0.730359E+02   0.831066E-03   0.103177E+02   0.120734E+02   0.268275E+01   0.198162E+02   0.490337E+02
   0.976816E+02   0.747618E+02   0.249736E-03   0.972618E+01   0.777983E+01   0.146683E+01   0.146467E+02   0.499765E+02
   0.102919E+03   0.748995E+02   0.786674E-03   0.138831E+02   0.130871E+02   0.128981E+01   0.110594E+02   0.472081E+02
   0.100652E+03   0.736227E+02   0.118643E-02   0.942254E+01   0.171485E+02   0.358320E+01   0.123831E+02   0.440949E+02
   0.955159E+02   0.770831E+02   0.782812E-03   0.112498E+02   0.120696E+02   0.122706E+01   0.132206E+02   0.477051E+02
   0.103338E+03   0.757078E+02   0.110639E-02   0.994033E+01   0.129716E+02   0.600206E+00   0.152844E+02   0.482845E+02
   0.981959E+02   0.720979E+02   0.860094E-03   0.845517E+01   0.880239E+01   0.140509E+00   0.977956E+01   0.495735E+02
   0.100082E+03   0.645431E+02   0.860094E-03   0.984776E+01   0.127706E+02   0.366788E+00   0.123291E+02   0.457745E+02
   0.101727E+03   0.742803E+02   0.487316E-03   0.128295E+02   0.135602E+02   0.152062E+01   0.172307E+02   0.485939E+02
   0.101727E+03   0.728982E+02   0.368486E-03   0.123466E+02   0.791446E+01   0.589951E+00   0.134033E+02   0.503762E+02
   0.962657E+02   0.721419E+02   0.658993E-04   0.113302E+02   0.999576E+01   0.393272E+01   0.177030E+02   0.466234E+02
   0.970597E+02   0.734408E+02   0.908177E-03   0.109680E+02   0.941011E+01   0.134205E+01   0.141102E+02   0.505419E+02
   0.985612E+02   0.739583E+02   0.483816E-03   0.115227E+02   0.121714E+02   0.105951E+01   0.123163E+02   0.503723E+02
   0.102434E+03   0.719218E+02   0.165937E-03   0.131236E+02   0.126706E+02   0.908379E+00   0.136206E+02   0.485351E+02
   0.998503E+02   0.741145E+02   0.130039E-02   0.105701E+02   0.109047E+02   0.988842E+00   0.205588E+02   0.478605E+02
   0.100620E+03   0.716706E+02   0.520408E-03   0.115481E+02   0.934537E+01   0.108362E+01   0.271495E+02   0.465506E+02
   0.984307E+02   0.733514E+02   0.611451E-03   0.904387E+01   0.872910E+01   0.460573E+00   0.205083E+02   0.504015E+02
   0.997481E+02   0.716831E+02   0.986965E-05   0.122660E+02   0.117913E+02   0.132045E+01   0.116138E+02   0.490879E+02
   0.101224E+03   0.752114E+02   0.601070E-03   0.100768E+02   0.117696E+02   0.242935E+01   0.132467E+02   0.503765E+02
   0.101995E+03   0.724691E+02   0.766291E-03   0.847894E+01   0.832396E+01   0.169726E+00   0.125324E+02   0.512693E+02
   0.102300E+03   0.742487E+02   0.889526E-03   0.103022E+02   0.103489E+02   0.827009E+00   0.120365E+02   0.508220E+02
   0.100285E+03   0.730457E+02   0.100606E-02   0.724950E+01   0.955315E+01   0.616453E+00   0.110480E+02   0.497377E+02
   0.101369E+03   0.730671E+02   0.790823E-03   0.701653E+01   0.145573E+02   0.646048E+00   0.110480E+02   0.478221E+02
   0.101872E+03   0.724246E+02   0.570288E-03   0.136990E+02   0.118171E+02   0.245749E+00   0.200385E+02   0.485811E+02
   0.103702E+03   0.783692E+02   0.734091E-03   0.941393E+01   0.120923E+02   0.314062E+01   0.144129E+02   0.470946E+02
   0.103776E+03   0.707380E+02   0.408807E-03   0.106173E+02   0.107994E+02   0.845232E+00   0.109365E+02   0.489476E+02
   0.100126E+03   0.763651E+02   0.426989E-03   0.147117E+02   0.932896E+01   0.149121E-01   0.163062E+02   0.489388E+02
   0.101774E+03   0.704724E+02   0.134891E-02   0.905256E+01   0.100013E+02   0.694158E+00   0.153660E+02   0.486982E+02
   0.100524E+03   0.710027E+02   0.126874E-02   0.814976E+01   0.967086E+01   0.264729E+01   0.135821E+02   0.483631E+02
   0.973617E+02   0.734623E+02   0.657595E-03   0.812543E+01   0.103457E+02   0.866614E+00   0.191075E+02   0.501150E+02
   0.979339E+02   0.759894E+02   0.628625E-03   0.862577E+01   0.759541E+01   0.156248E+01   0.171757E+02   0.497379E+02
   0.976259E+02   0.679997E+02   0.788027E-03   0.663372E+01   0.127532E+02   0.615390E+00   0.139740E+02   0.471295E+02
   0.100066E+03   0.718075E+02   0.906254E-03   0.134224E+02   0.860543E+01   0.172151E+00   0.183247E+02   0.496833E+02
   0.960442E+02   0.719533E+02   0.642809E-03   0.145661E+02   0.103069E+02   0.204046E+01   0.163366E+02   0.475657E+02
   0.101857E+03   0.713032E+02   0.592615E-03   0.174602E+02   0.855080E+01   0.604775E+00   0.169396E+02   0.468778E+02
   0.977203E+02   0.702503E+02   0.103751E-02   0.996605E+01   0.986750E+01   0.110637E+01   0.142594E+02   0.501808E+02
   0.101262E+03   0.719013E+02   0.962252E-03   0.152427E+02   0.937602E+01   0.793097E-02   0.143434E+02   0.489505E+02
   0.986253E+02   0.784164E+02   0.165452E-03   0.131422E+02   0.109827E+02   0.110274E+01   0.128741E+02   0.475007E+02
   0.100090E+03   0.739619E+02   0.192699E-03   0.110654E+02   0.116786E+02   0.496313E+00   0.233137E+02   0.478938E+02
   0.992709E+02   0.694837E+02   0.817564E-03   0.985032E+01   0.837497E+01   0.149042E+01   0.163534E+02   0.505339E+02
   0.103232E+03   0.735935E+02   0.254049E-03   0.104462E+02   0.147476E+02   0.327887E+01   0.164491E+02   0.464376E+02
   0.100447E+03   0.697793E+02   0.763372E-03   0.922023E+01   0.875114E+01   0.956050E+00   0.138442E+02   0.513300E+02
   0.102297E+03   0.750143E+02   0.548364E-03   0.920677E+01   0.124152E+02   0.788740E+00   0.159678E+02   0.505242E+02
   0.962687E+02   0.712162E+02   0.651575E-03   0.105886E+02   0.968785E+01   0.247450E+01   0.145995E+02   0.496206E+02
   0.101804E+03   0.762612E+02   0.104987E-02   0.596141E+01   0.142248E+02   0.119985E+01   0.141420E+02   0.454078E+02
   0.997354E+02   0.708938E+02   0.570108E-03   0.101468E+02   0.105125E+02   0.114415E+01   0.147406E+02   0.517175E+02
   0.103480E+03   0.765356E+02   0.979612E-03   0.102990E+02   0.809661E+01   0.144903E-01   0.228896E+02   0.465617E+02
   0.101817E+03   0.729612E+02   0.146064E-03   0.110425E+02   0.982847E+01   0.310556E+01   0.128257E+02   0.492197E+02
   0.103606E+03   0.799857E+02   0.568110E-03   0.764986E+01   0.875541E+01   0.224802E+01   0.113198E+02   0.456298E+02
   0.100521E+03   0.755164E+02   0.443747E-03   0.102826E+02   0.875541E+01   0.368717E+00   0.162920E+02   0.513965E+02
   0.976776E+02   0.727312E+02   0.109971E-02   0.770474E+01   0.107245E+02   0.724346E+00   0.158895E+02   0.496471E+02
   0.102468E+03   0.717941E+02   0.673961E-03   0.118641E+02   0.922806E+01   0.122904E+01   0.116357E+02   0.503453E+02
   0.104152E+03   0.742993E+02   0.739331E-03   0.123344E+02   0.731321E+01   0.381253E+01   0.165252E+02   0.465373E+02
   0.102101E+03   0.700314E+02   0.267150E-03   0.101219E+02   0.769002E+01   0.295725E+01   0.134302E+02   0.486401E+02
   0.100227E+03   0.746822E+02   0.902108E-03   0.112938E+02   0.101848E+02   0.254432E+00   0.160856E+02   0.513516E+02
   0.994460E+02   0.742964E+02   0.385735E-03   0.967777E+01   0.832505E+01   0.749327E+00   0.157325E+02   0.514790E+02
   0.994460E+02   0.720696E+02   0.696753E-04   0.761571E+01   0.940710E+01   0.456528E-01   0.187159E+02   0.497701E+02
