Kmin_MC_Up_a0 Kmin_TR_a0    Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.343745E+02  0.270166E+02  0.577665E-02  0.680715E+01  0.129271E+02  0.860181E+00  0.142042E+02  0.165910E+02
  0.343745E+02  0.270166E+02  0.588933E-02  0.682034E+01  0.121769E+02  0.943529E+00  0.132447E+02  0.168837E+02
  0.343745E+02  0.270166E+02  0.627610E-02  0.750829E+01  0.107923E+02  0.109834E+01  0.129156E+02  0.178084E+02
  0.343745E+02  0.270166E+02  0.627610E-02  0.794372E+01  0.101773E+02  0.109928E+01  0.115163E+02  0.177643E+02
  0.343745E+02  0.270166E+02  0.627610E-02  0.773864E+01  0.103395E+02  0.108145E+01  0.113010E+02  0.175101E+02
  0.343745E+02  0.267467E+02  0.618267E-02  0.773864E+01  0.102312E+02  0.118206E+01  0.113010E+02  0.166841E+02
  0.343745E+02  0.267467E+02  0.563596E-02  0.773864E+01  0.105224E+02  0.128530E+01  0.123292E+02  0.168071E+02
  0.343745E+02  0.267467E+02  0.563596E-02  0.843660E+01  0.114309E+02  0.140348E+01  0.123877E+02  0.168056E+02
  0.343745E+02  0.267467E+02  0.563596E-02  0.844537E+01  0.111092E+02  0.162696E+01  0.127595E+02  0.167719E+02
  0.343745E+02  0.264820E+02  0.647750E-02  0.826389E+01  0.974879E+01  0.162663E+01  0.133825E+02  0.159865E+02
  0.343745E+02  0.264820E+02  0.647750E-02  0.920769E+01  0.964018E+01  0.169822E+01  0.142862E+02  0.162308E+02
  0.343745E+02  0.264820E+02  0.647750E-02  0.792421E+01  0.961981E+01  0.163759E+01  0.159857E+02  0.157302E+02
  0.343745E+02  0.279396E+02  0.615003E-02  0.792421E+01  0.948418E+01  0.149002E+01  0.127351E+02  0.183154E+02
  0.343745E+02  0.279396E+02  0.681586E-02  0.920296E+01  0.948418E+01  0.133348E+01  0.141702E+02  0.183942E+02
  0.343745E+02  0.279396E+02  0.655324E-02  0.807651E+01  0.881263E+01  0.120334E+01  0.153112E+02  0.183906E+02
  0.343745E+02  0.267698E+02  0.692571E-02  0.807651E+01  0.102999E+02  0.129964E+01  0.143125E+02  0.168882E+02
  0.343745E+02  0.268434E+02  0.555317E-02  0.992412E+01  0.102999E+02  0.116877E+01  0.147235E+02  0.181120E+02
  0.343745E+02  0.268434E+02  0.679849E-02  0.992412E+01  0.114867E+02  0.110581E+01  0.124847E+02  0.172097E+02
  0.343745E+02  0.281371E+02  0.687368E-02  0.980495E+01  0.114867E+02  0.103611E+01  0.124847E+02  0.176595E+02
  0.343745E+02  0.281371E+02  0.683432E-02  0.813046E+01  0.105830E+02  0.115114E+01  0.104666E+02  0.165374E+02
  0.343745E+02  0.281371E+02  0.656477E-02  0.810846E+01  0.100912E+02  0.101908E+01  0.109719E+02  0.174207E+02
  0.343745E+02  0.281371E+02  0.660004E-02  0.833734E+01  0.996494E+01  0.977728E+00  0.107734E+02  0.174057E+02
  0.343745E+02  0.281371E+02  0.660004E-02  0.882912E+01  0.109448E+02  0.100689E+01  0.123704E+02  0.181165E+02
  0.343745E+02  0.279127E+02  0.687446E-02  0.103644E+02  0.960464E+01  0.995086E+00  0.123704E+02  0.183053E+02
  0.343745E+02  0.279127E+02  0.687446E-02  0.103644E+02  0.100439E+02  0.940486E+00  0.134691E+02  0.185562E+02
  0.343745E+02  0.279459E+02  0.657110E-02  0.936601E+01  0.103641E+02  0.916835E+00  0.129236E+02  0.188794E+02
  0.343745E+02  0.279459E+02  0.657110E-02  0.854278E+01  0.102668E+02  0.961210E+00  0.125301E+02  0.186030E+02
  0.343745E+02  0.279459E+02  0.668569E-02  0.942840E+01  0.911966E+01  0.891053E+00  0.119133E+02  0.184868E+02
  0.343745E+02  0.279459E+02  0.700581E-02  0.850865E+01  0.877825E+01  0.105463E+01  0.129077E+02  0.179240E+02
  0.343745E+02  0.279459E+02  0.601288E-02  0.858680E+01  0.877825E+01  0.101483E+01  0.156094E+02  0.191331E+02
  0.343745E+02  0.279459E+02  0.614357E-02  0.815285E+01  0.922678E+01  0.103489E+01  0.156094E+02  0.189648E+02
  0.343745E+02  0.279459E+02  0.525555E-02  0.759639E+01  0.880593E+01  0.896473E+00  0.131148E+02  0.181474E+02
  0.343745E+02  0.279459E+02  0.599531E-02  0.759639E+01  0.972123E+01  0.909690E+00  0.137697E+02  0.188385E+02
  0.343745E+02  0.279459E+02  0.608447E-02  0.799876E+01  0.103278E+02  0.984768E+00  0.128057E+02  0.188104E+02
  0.343745E+02  0.279951E+02  0.591658E-02  0.799876E+01  0.110928E+02  0.882667E+00  0.142128E+02  0.188248E+02
  0.343745E+02  0.279951E+02  0.613691E-02  0.741390E+01  0.100853E+02  0.820803E+00  0.154620E+02  0.185524E+02
  0.343745E+02  0.286956E+02  0.613691E-02  0.741390E+01  0.100103E+02  0.846614E+00  0.158624E+02  0.165097E+02
  0.343745E+02  0.286956E+02  0.589845E-02  0.801868E+01  0.107209E+02  0.649634E+00  0.149724E+02  0.169354E+02
  0.343745E+02  0.286956E+02  0.638422E-02  0.918882E+01  0.106015E+02  0.721418E+00  0.163998E+02  0.171697E+02
  0.343745E+02  0.286956E+02  0.638422E-02  0.812444E+01  0.125425E+02  0.755098E+00  0.143112E+02  0.162646E+02
  0.343745E+02  0.265393E+02  0.638422E-02  0.931824E+01  0.102547E+02  0.680305E+00  0.135212E+02  0.173660E+02
  0.343745E+02  0.265393E+02  0.638422E-02  0.935557E+01  0.104934E+02  0.734036E+00  0.136000E+02  0.173043E+02
  0.343745E+02  0.265393E+02  0.638422E-02  0.679240E+01  0.109569E+02  0.734036E+00  0.144289E+02  0.157333E+02
  0.343745E+02  0.279210E+02  0.538142E-02  0.679240E+01  0.115948E+02  0.712345E+00  0.138789E+02  0.174577E+02
  0.343745E+02  0.280499E+02  0.595549E-02  0.754221E+01  0.106877E+02  0.718856E+00  0.162131E+02  0.184661E+02
  0.343745E+02  0.280499E+02  0.756774E-02  0.823948E+01  0.100366E+02  0.948291E+00  0.160941E+02  0.167828E+02
  0.343745E+02  0.280499E+02  0.715074E-02  0.999145E+01  0.103656E+02  0.884851E+00  0.175181E+02  0.175467E+02
  0.343745E+02  0.280499E+02  0.582452E-02  0.999145E+01  0.103735E+02  0.919238E+00  0.175181E+02  0.188112E+02
  0.343745E+02  0.280499E+02  0.582452E-02  0.112497E+02  0.103735E+02  0.842077E+00  0.168877E+02  0.187344E+02
  0.343745E+02  0.280499E+02  0.572735E-02  0.117256E+02  0.103735E+02  0.905677E+00  0.156507E+02  0.187047E+02
  0.343745E+02  0.275601E+02  0.572735E-02  0.108135E+02  0.980285E+01  0.102915E+01  0.148676E+02  0.195779E+02
  0.343745E+02  0.275601E+02  0.572735E-02  0.103523E+02  0.110122E+02  0.118317E+01  0.168827E+02  0.190229E+02
  0.343745E+02  0.275555E+02  0.533185E-02  0.850388E+01  0.106468E+02  0.112708E+01  0.166156E+02  0.187923E+02
  0.343745E+02  0.278438E+02  0.533185E-02  0.850388E+01  0.105063E+02  0.103715E+01  0.168431E+02  0.186603E+02
  0.343745E+02  0.278438E+02  0.533185E-02  0.855381E+01  0.951214E+01  0.958984E+00  0.168431E+02  0.188371E+02
  0.343745E+02  0.278438E+02  0.533185E-02  0.770590E+01  0.967022E+01  0.108696E+01  0.168431E+02  0.182966E+02
  0.343745E+02  0.275281E+02  0.475782E-02  0.771335E+01  0.992618E+01  0.960228E+00  0.158595E+02  0.172423E+02
  0.343745E+02  0.275281E+02  0.475782E-02  0.771335E+01  0.100656E+02  0.986098E+00  0.158627E+02  0.172085E+02
  0.343745E+02  0.275281E+02  0.633338E-02  0.864200E+01  0.972698E+01  0.109614E+01  0.154539E+02  0.192645E+02
  0.343745E+02  0.275281E+02  0.672101E-02  0.709500E+01  0.100334E+02  0.950661E+00  0.155671E+02  0.178591E+02
  0.344339E+02  0.275281E+02  0.582094E-02  0.709500E+01  0.109504E+02  0.937243E+00  0.168851E+02  0.178907E+02
  0.344339E+02  0.275281E+02  0.582094E-02  0.789669E+01  0.109381E+02  0.109651E+01  0.135511E+02  0.187033E+02
  0.344339E+02  0.275281E+02  0.582094E-02  0.948224E+01  0.107466E+02  0.973332E+00  0.141486E+02  0.193772E+02
  0.344339E+02  0.275281E+02  0.586742E-02  0.996739E+01  0.943366E+01  0.978032E+00  0.140080E+02  0.195087E+02
  0.344339E+02  0.275281E+02  0.586742E-02  0.112746E+02  0.854239E+01  0.119439E+01  0.151262E+02  0.188366E+02
  0.344339E+02  0.275281E+02  0.691707E-02  0.106291E+02  0.917687E+01  0.940376E+00  0.133769E+02  0.183760E+02
  0.344339E+02  0.275281E+02  0.679294E-02  0.111993E+02  0.845284E+01  0.924532E+00  0.116373E+02  0.177347E+02
  0.344339E+02  0.275281E+02  0.679294E-02  0.111993E+02  0.903508E+01  0.881534E+00  0.106386E+02  0.173424E+02
  0.344339E+02  0.275281E+02  0.679294E-02  0.108335E+02  0.925737E+01  0.864800E+00  0.106386E+02  0.174973E+02
  0.344339E+02  0.275281E+02  0.623303E-02  0.105352E+02  0.964657E+01  0.794536E+00  0.106386E+02  0.182715E+02
  0.344339E+02  0.275281E+02  0.536023E-02  0.975214E+01  0.781169E+01  0.877141E+00  0.102866E+02  0.173057E+02
  0.344339E+02  0.275281E+02  0.646879E-02  0.101870E+02  0.782048E+01  0.826190E+00  0.103182E+02  0.173265E+02
  0.344339E+02  0.275281E+02  0.560681E-02  0.103585E+02  0.782048E+01  0.864355E+00  0.103182E+02  0.175387E+02
  0.344339E+02  0.275281E+02  0.650336E-02  0.116355E+02  0.782048E+01  0.705432E+00  0.119507E+02  0.179022E+02
  0.344339E+02  0.275281E+02  0.577087E-02  0.110563E+02  0.633778E+01  0.708198E+00  0.119507E+02  0.168569E+02
  0.343189E+02  0.275281E+02  0.639309E-02  0.116435E+02  0.585250E+01  0.665749E+00  0.119498E+02  0.156917E+02
  0.343189E+02  0.275281E+02  0.589778E-02  0.112998E+02  0.585250E+01  0.387179E+00  0.119498E+02  0.162432E+02
  0.343189E+02  0.275281E+02  0.592479E-02  0.115167E+02  0.585250E+01  0.240618E+00  0.177653E+02  0.160855E+02
  0.343189E+02  0.275281E+02  0.592479E-02  0.115167E+02  0.665689E+01  0.221256E+00  0.179927E+02  0.174091E+02
  0.343189E+02  0.275281E+02  0.592479E-02  0.132255E+02  0.665689E+01  0.279756E+00  0.155141E+02  0.170792E+02
  0.343189E+02  0.279417E+02  0.592479E-02  0.121785E+02  0.741758E+01  0.503694E+00  0.155141E+02  0.183239E+02
  0.343189E+02  0.279417E+02  0.592479E-02  0.121785E+02  0.764776E+01  0.403354E+00  0.155141E+02  0.185459E+02
  0.343189E+02  0.279417E+02  0.579361E-02  0.122976E+02  0.683915E+01  0.311020E+00  0.155141E+02  0.177187E+02
  0.343189E+02  0.275252E+02  0.579361E-02  0.125051E+02  0.683915E+01  0.565900E+00  0.142996E+02  0.177022E+02
  0.343189E+02  0.271056E+02  0.579361E-02  0.127791E+02  0.679524E+01  0.700497E+00  0.162737E+02  0.165633E+02
  0.343189E+02  0.270561E+02  0.539936E-02  0.129138E+02  0.839805E+01  0.796586E+00  0.166579E+02  0.171294E+02
  0.342303E+02  0.287851E+02  0.539936E-02  0.106646E+02  0.918785E+01  0.845683E+00  0.166579E+02  0.165754E+02
  0.342303E+02  0.287851E+02  0.688253E-02  0.129204E+02  0.947991E+01  0.896720E+00  0.166579E+02  0.158508E+02
  0.342303E+02  0.279598E+02  0.688253E-02  0.111794E+02  0.107490E+02  0.960436E+00  0.194852E+02  0.168480E+02
  0.342303E+02  0.276604E+02  0.703854E-02  0.110585E+02  0.945740E+01  0.888942E+00  0.182350E+02  0.172494E+02
  0.342303E+02  0.276604E+02  0.515287E-02  0.123073E+02  0.105497E+02  0.880879E+00  0.210311E+02  0.157391E+02
  0.342303E+02  0.276604E+02  0.515287E-02  0.107687E+02  0.979031E+01  0.107566E+01  0.218193E+02  0.159348E+02
  0.342303E+02  0.276604E+02  0.710225E-02  0.913238E+01  0.102919E+02  0.105570E+01  0.213434E+02  0.159387E+02
  0.342303E+02  0.276604E+02  0.729662E-02  0.883770E+01  0.103584E+02  0.101509E+01  0.205066E+02  0.159265E+02
  0.342303E+02  0.282441E+02  0.729662E-02  0.888798E+01  0.116301E+02  0.935500E+00  0.221869E+02  0.146914E+02
  0.342303E+02  0.282441E+02  0.671940E-02  0.118140E+02  0.117893E+02  0.909613E+00  0.221869E+02  0.150941E+02
  0.342303E+02  0.282441E+02  0.708365E-02  0.126750E+02  0.115738E+02  0.992844E+00  0.220014E+02  0.142503E+02
  0.342303E+02  0.279107E+02  0.708365E-02  0.124672E+02  0.110706E+02  0.115888E+01  0.227228E+02  0.142625E+02
  0.342303E+02  0.279107E+02  0.708365E-02  0.104680E+02  0.990972E+01  0.132529E+01  0.219620E+02  0.154723E+02
  0.342303E+02  0.279107E+02  0.708365E-02  0.105550E+02  0.947676E+01  0.130491E+01  0.210131E+02  0.159246E+02
  0.342303E+02  0.279107E+02  0.708365E-02  0.111155E+02  0.103352E+02  0.125804E+01  0.222651E+02  0.151639E+02
  0.342303E+02  0.282685E+02  0.584802E-02  0.100664E+02  0.952116E+01  0.128841E+01  0.232267E+02  0.157432E+02
  0.342303E+02  0.282685E+02  0.564611E-02  0.111306E+02  0.887251E+01  0.149036E+01  0.221517E+02  0.156343E+02
  0.342303E+02  0.282685E+02  0.564611E-02  0.104712E+02  0.951282E+01  0.163208E+01  0.207502E+02  0.163728E+02
  0.342303E+02  0.282685E+02  0.564611E-02  0.114517E+02  0.951282E+01  0.174478E+01  0.212044E+02  0.157351E+02
  0.342303E+02  0.282685E+02  0.544760E-02  0.104349E+02  0.870101E+01  0.158360E+01  0.209468E+02  0.160051E+02
  0.342303E+02  0.282403E+02  0.664551E-02  0.960857E+01  0.918115E+01  0.152197E+01  0.239501E+02  0.147469E+02
  0.342303E+02  0.282403E+02  0.664551E-02  0.102742E+02  0.918115E+01  0.140628E+01  0.249132E+02  0.142989E+02
  0.342303E+02  0.282403E+02  0.447047E-02  0.883123E+01  0.852791E+01  0.148592E+01  0.249132E+02  0.105281E+02
  0.342303E+02  0.282403E+02  0.447047E-02  0.106106E+02  0.980294E+01  0.156540E+01  0.249132E+02  0.105750E+02
  0.342303E+02  0.282403E+02  0.475002E-02  0.106106E+02  0.883902E+01  0.168999E+01  0.261769E+02  0.112047E+02
  0.342303E+02  0.273374E+02  0.475002E-02  0.930722E+01  0.104291E+02  0.172656E+01  0.230901E+02  0.125991E+02
  0.342303E+02  0.273374E+02  0.475002E-02  0.103475E+02  0.100540E+02  0.153001E+01  0.229205E+02  0.129264E+02
  0.342143E+02  0.273374E+02  0.475002E-02  0.103475E+02  0.796086E+01  0.131141E+01  0.229205E+02  0.122795E+02
  0.342143E+02  0.273374E+02  0.521575E-02  0.100604E+02  0.796086E+01  0.131533E+01  0.210906E+02  0.149090E+02
  0.342143E+02  0.273374E+02  0.521575E-02  0.970213E+01  0.802566E+01  0.126420E+01  0.191666E+02  0.158181E+02
  0.342143E+02  0.273374E+02  0.737911E-02  0.892657E+01  0.802566E+01  0.144988E+01  0.197705E+02  0.148210E+02
  0.342143E+02  0.273374E+02  0.734048E-02  0.858519E+01  0.743907E+01  0.168470E+01  0.196067E+02  0.141755E+02
  0.342143E+02  0.269386E+02  0.656330E-02  0.803421E+01  0.708282E+01  0.170980E+01  0.186126E+02  0.139024E+02
  0.342143E+02  0.269386E+02  0.548842E-02  0.803421E+01  0.692406E+01  0.145131E+01  0.186126E+02  0.134962E+02
  0.342143E+02  0.276794E+02  0.548842E-02  0.803421E+01  0.692406E+01  0.135320E+01  0.186126E+02  0.157676E+02
  0.342143E+02  0.276794E+02  0.543410E-02  0.928742E+01  0.847215E+01  0.107496E+01  0.186126E+02  0.174811E+02
  0.342143E+02  0.276794E+02  0.543410E-02  0.920334E+01  0.847215E+01  0.107496E+01  0.187240E+02  0.174338E+02
  0.342143E+02  0.276794E+02  0.609969E-02  0.948639E+01  0.847215E+01  0.968023E+00  0.190558E+02  0.177648E+02
  0.342143E+02  0.276794E+02  0.760738E-02  0.948639E+01  0.754849E+01  0.809697E+00  0.153474E+02  0.162470E+02
  0.342143E+02  0.276794E+02  0.830338E-02  0.851574E+01  0.810159E+01  0.888511E+00  0.143446E+02  0.148735E+02
  0.342143E+02  0.276794E+02  0.743740E-02  0.883398E+01  0.755851E+01  0.843874E+00  0.122586E+02  0.162091E+02
  0.342143E+02  0.276794E+02  0.566263E-02  0.883398E+01  0.615326E+01  0.905965E+00  0.143690E+02  0.163246E+02
  0.342143E+02  0.276794E+02  0.648257E-02  0.825449E+01  0.760887E+01  0.890833E+00  0.143690E+02  0.177843E+02
  0.342143E+02  0.279449E+02  0.648257E-02  0.726453E+01  0.760887E+01  0.953096E+00  0.151788E+02  0.170914E+02
  0.342143E+02  0.279449E+02  0.648257E-02  0.679806E+01  0.837728E+01  0.930376E+00  0.165910E+02  0.168203E+02
  0.342143E+02  0.279449E+02  0.615193E-02  0.829428E+01  0.837728E+01  0.917896E+00  0.143019E+02  0.185338E+02
  0.342143E+02  0.279449E+02  0.615193E-02  0.802371E+01  0.912922E+01  0.945969E+00  0.157830E+02  0.184774E+02
  0.342143E+02  0.279449E+02  0.615193E-02  0.808029E+01  0.772043E+01  0.950656E+00  0.168106E+02  0.177466E+02
  0.342143E+02  0.279449E+02  0.615193E-02  0.789301E+01  0.762650E+01  0.104844E+01  0.165626E+02  0.175477E+02
  0.344052E+02  0.281581E+02  0.615193E-02  0.831184E+01  0.762650E+01  0.924195E+00  0.173683E+02  0.174134E+02
  0.344052E+02  0.281581E+02  0.736318E-02  0.104694E+02  0.916190E+01  0.114420E+01  0.172644E+02  0.165982E+02
  0.344052E+02  0.281581E+02  0.628901E-02  0.997917E+01  0.916190E+01  0.127255E+01  0.172644E+02  0.179643E+02
  0.344052E+02  0.282444E+02  0.798011E-02  0.118966E+02  0.100075E+02  0.114742E+01  0.182468E+02  0.144371E+02
  0.344052E+02  0.269437E+02  0.815169E-02  0.116247E+02  0.847325E+01  0.121812E+01  0.182468E+02  0.140757E+02
  0.344052E+02  0.269437E+02  0.815169E-02  0.115212E+02  0.820308E+01  0.111419E+01  0.196943E+02  0.135717E+02
  0.344052E+02  0.269437E+02  0.651011E-02  0.109401E+02  0.842493E+01  0.111419E+01  0.204468E+02  0.165730E+02
  0.344052E+02  0.278046E+02  0.651011E-02  0.970018E+01  0.994638E+01  0.110984E+01  0.184086E+02  0.182262E+02
  0.344052E+02  0.278046E+02  0.578174E-02  0.103085E+02  0.994638E+01  0.113923E+01  0.179519E+02  0.186536E+02
  0.344052E+02  0.278046E+02  0.578174E-02  0.105669E+02  0.913233E+01  0.117481E+01  0.177633E+02  0.186100E+02
  0.344052E+02  0.278046E+02  0.578174E-02  0.105669E+02  0.913233E+01  0.112670E+01  0.194343E+02  0.180817E+02
  0.344052E+02  0.278046E+02  0.563242E-02  0.778470E+01  0.913233E+01  0.101309E+01  0.194343E+02  0.176695E+02
  0.344052E+02  0.279781E+02  0.656191E-02  0.778470E+01  0.955084E+01  0.863201E+00  0.165358E+02  0.180895E+02
  0.344052E+02  0.279781E+02  0.656191E-02  0.922287E+01  0.906581E+01  0.910287E+00  0.146991E+02  0.187792E+02
  0.344052E+02  0.279781E+02  0.551507E-02  0.922287E+01  0.906581E+01  0.718722E+00  0.147185E+02  0.190678E+02
  0.344052E+02  0.279781E+02  0.551507E-02  0.894745E+01  0.795256E+01  0.602220E+00  0.150159E+02  0.186656E+02
  0.344052E+02  0.279781E+02  0.557355E-02  0.894745E+01  0.910361E+01  0.569778E+00  0.156366E+02  0.190889E+02
  0.344052E+02  0.271131E+02  0.546609E-02  0.891747E+01  0.876908E+01  0.385788E+00  0.152973E+02  0.192031E+02
  0.344052E+02  0.271131E+02  0.605843E-02  0.823183E+01  0.890816E+01  0.316605E+00  0.194399E+02  0.181480E+02
  0.344052E+02  0.274858E+02  0.477224E-02  0.746125E+01  0.734196E+01  0.267501E+00  0.194399E+02  0.153392E+02
  0.344052E+02  0.275445E+02  0.477224E-02  0.821305E+01  0.709861E+01  0.280434E+00  0.186616E+02  0.158635E+02
  0.344052E+02  0.275445E+02  0.472907E-02  0.733037E+01  0.681384E+01  0.164394E+00  0.185340E+02  0.148082E+02
  0.344052E+02  0.275445E+02  0.671150E-02  0.714974E+01  0.783883E+01  0.145614E+00  0.185340E+02  0.169562E+02
  0.344052E+02  0.270672E+02  0.695533E-02  0.714974E+01  0.676211E+01  0.634524E-01  0.185340E+02  0.152227E+02
  0.344052E+02  0.270672E+02  0.661931E-02  0.714974E+01  0.676211E+01  0.254165E+00  0.171089E+02  0.161088E+02
  0.344052E+02  0.270672E+02  0.571306E-02  0.714974E+01  0.690551E+01  0.187590E+00  0.153369E+02  0.170733E+02
  0.344052E+02  0.270672E+02  0.562763E-02  0.729798E+01  0.737843E+01  0.488867E+00  0.121623E+02  0.172712E+02
  0.344052E+02  0.270672E+02  0.574909E-02  0.729798E+01  0.797823E+01  0.479029E+00  0.140614E+02  0.181301E+02
  0.344052E+02  0.270672E+02  0.595326E-02  0.729798E+01  0.905016E+01  0.635454E+00  0.132524E+02  0.183910E+02
  0.344052E+02  0.277607E+02  0.644112E-02  0.802838E+01  0.946633E+01  0.605303E+00  0.137405E+02  0.190088E+02
  0.344052E+02  0.277607E+02  0.700655E-02  0.802838E+01  0.885429E+01  0.772416E+00  0.131930E+02  0.179783E+02
  0.344052E+02  0.277607E+02  0.821519E-02  0.888590E+01  0.971186E+01  0.719662E+00  0.116371E+02  0.153784E+02
  0.344052E+02  0.267918E+02  0.821519E-02  0.764034E+01  0.762765E+01  0.645905E+00  0.116371E+02  0.135237E+02
  0.344052E+02  0.267918E+02  0.791807E-02  0.764034E+01  0.675182E+01  0.450602E+00  0.136470E+02  0.139246E+02
  0.344052E+02  0.276370E+02  0.791807E-02  0.764034E+01  0.764785E+01  0.478337E+00  0.121095E+02  0.152121E+02
  0.344052E+02  0.276370E+02  0.738518E-02  0.669289E+01  0.872640E+01  0.617139E+00  0.123931E+02  0.159692E+02
  0.344052E+02  0.272354E+02  0.731261E-02  0.617875E+01  0.821690E+01  0.617139E+00  0.132664E+02  0.152253E+02
  0.344052E+02  0.272354E+02  0.700003E-02  0.617875E+01  0.804890E+01  0.688363E+00  0.145365E+02  0.157661E+02
