Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_MC_Up_a2  Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.351336E+02  -0.219239E+01  -0.836827E+00   0.303400E+02  -0.273796E+01  -0.173012E+01   0.267509E-03   0.106391E+02   0.102140E+02   0.132146E+01   0.106841E+02   0.608234E+02
   0.351182E+02  -0.202960E+01  -0.871271E+00   0.303400E+02  -0.273796E+01  -0.419946E+01   0.529671E-03   0.128567E+02   0.906648E+01   0.127066E+01   0.158541E+02   0.597867E+02
   0.350438E+02  -0.188518E+01  -0.789101E+00   0.302698E+02  -0.308604E+01  -0.271521E+01   0.336873E-03   0.991202E+01   0.802829E+01   0.168197E+01   0.145137E+02   0.622552E+02
   0.350947E+02  -0.210893E+01  -0.727068E+00   0.305529E+02  -0.282851E+01  -0.274682E+01   0.134828E-03   0.105373E+02   0.125687E+02   0.222095E+01   0.112341E+02   0.595533E+02
   0.350947E+02  -0.198086E+01  -0.727068E+00   0.303917E+02  -0.355834E+01  -0.262266E+01   0.980146E-04   0.116115E+02   0.863498E+01   0.317862E+00   0.172232E+02   0.622063E+02
   0.350889E+02  -0.200372E+01  -0.762556E+00   0.303208E+02  -0.264238E+01  -0.218053E+01   0.949627E-04   0.937365E+01   0.113365E+02   0.257999E+01   0.186438E+02   0.597166E+02
   0.351202E+02  -0.213155E+01  -0.892563E+00   0.305869E+02  -0.330238E+01  -0.191584E+01   0.170119E-03   0.104308E+02   0.903379E+01   0.589088E+00   0.165526E+02   0.635376E+02
   0.351511E+02  -0.218260E+01  -0.805589E+00   0.303928E+02  -0.330238E+01  -0.267480E+01   0.215587E-03   0.103423E+02   0.107043E+02   0.130386E+01   0.155391E+02   0.608253E+02
   0.351313E+02  -0.209671E+01  -0.726488E+00   0.302263E+02  -0.321399E+01  -0.665574E+00   0.694872E-03   0.115748E+02   0.800220E+01   0.190037E+01   0.174903E+02   0.594200E+02
   0.350790E+02  -0.202363E+01  -0.994088E+00   0.306158E+02  -0.394288E+01  -0.665574E+00   0.213762E-03   0.827678E+01   0.112601E+02   0.105141E+01   0.182731E+02   0.631350E+02
   0.350849E+02  -0.202363E+01  -0.994088E+00   0.305884E+02  -0.381816E+01  -0.621859E+00   0.925358E-04   0.933421E+01   0.860337E+01   0.154328E+01   0.133153E+02   0.642656E+02
   0.350851E+02  -0.197067E+01  -0.797979E+00   0.305884E+02  -0.421528E+01  -0.245559E+01   0.493165E-03   0.116625E+02   0.100725E+02   0.673630E+00   0.172541E+02   0.618667E+02
   0.350851E+02  -0.209098E+01  -0.857482E+00   0.304875E+02  -0.287887E+01  -0.312616E+00   0.238243E-03   0.105216E+02   0.837539E+01   0.695259E+00   0.133395E+02   0.634829E+02
   0.350935E+02  -0.209098E+01  -0.819121E+00   0.305316E+02  -0.315547E+01  -0.317140E+01   0.837368E-03   0.866848E+01   0.859769E+01   0.175914E+01   0.151574E+02   0.605726E+02
   0.351064E+02  -0.206037E+01  -0.819222E+00   0.305048E+02  -0.355778E+01  -0.135671E+01   0.743366E-03   0.107333E+02   0.857290E+01   0.171296E+01   0.124522E+02   0.618186E+02
   0.351002E+02  -0.202522E+01  -0.819222E+00   0.304602E+02  -0.361958E+01  -0.135671E+01   0.278286E-03   0.874639E+01   0.971477E+01   0.922031E+00   0.127420E+02   0.644182E+02
   0.350819E+02  -0.198415E+01  -0.104441E+01   0.303555E+02  -0.262119E+01  -0.369629E+01   0.101406E-02   0.114390E+02   0.125359E+02   0.124701E+01   0.118373E+02   0.582541E+02
   0.351181E+02  -0.196366E+01  -0.962211E+00   0.296183E+02  -0.170294E+01  -0.344999E+01   0.687549E-03   0.111585E+02   0.855063E+01   0.422004E+01   0.121306E+02   0.506838E+02
   0.350834E+02  -0.194742E+01  -0.962211E+00   0.298186E+02  -0.159039E+01  -0.338944E+01   0.740130E-03   0.106666E+02   0.970900E+01   0.271509E+01   0.150420E+02   0.575266E+02
   0.350759E+02  -0.182759E+01  -0.960237E+00   0.304418E+02  -0.429854E+01  -0.208294E+01   0.364258E-03   0.883625E+01   0.892320E+01   0.521944E+01   0.128342E+02   0.555630E+02
   0.350494E+02  -0.195808E+01  -0.843476E+00   0.303712E+02  -0.287496E+01  -0.758335E+00   0.291658E-04   0.121179E+02   0.815772E+01   0.139061E+01   0.134820E+02   0.623526E+02
   0.350761E+02  -0.210255E+01  -0.878258E+00   0.303004E+02  -0.239049E+01  -0.101363E+01   0.996127E-03   0.967996E+01   0.991252E+01   0.388950E+00   0.137242E+02   0.600594E+02
   0.350761E+02  -0.209389E+01  -0.672401E+00   0.304385E+02  -0.381829E+01   0.451344E+00   0.915308E-05   0.941221E+01   0.896530E+01   0.607346E+00   0.104577E+02   0.610504E+02
   0.350906E+02  -0.209389E+01  -0.450157E+00   0.304385E+02  -0.418628E+01  -0.210272E+01   0.394626E-03   0.907640E+01   0.100863E+02   0.103299E+00   0.162141E+02   0.620172E+02
   0.351005E+02  -0.212056E+01  -0.381346E+00   0.304385E+02  -0.471877E+01  -0.179985E+00   0.455498E-03   0.117180E+02   0.878515E+01   0.252326E+01   0.130980E+02   0.585153E+02
   0.351329E+02  -0.207861E+01  -0.700314E+00   0.304224E+02  -0.426828E+01  -0.265575E-02   0.127497E-03   0.868418E+01   0.101780E+02   0.167492E+01   0.116636E+02   0.606318E+02
   0.350651E+02  -0.190032E+01  -0.836660E+00   0.301957E+02  -0.323097E+01  -0.212149E+01   0.429832E-03   0.105557E+02   0.121525E+02   0.388733E+00   0.192494E+02   0.620539E+02
   0.350068E+02  -0.190032E+01  -0.930232E+00   0.302432E+02  -0.323097E+01  -0.212149E+01   0.365714E-03   0.126193E+02   0.778686E+01   0.490569E-02   0.115486E+02   0.602466E+02
   0.350684E+02  -0.198271E+01  -0.661852E+00   0.302545E+02  -0.321726E+01  -0.366479E+01   0.270486E-03   0.154690E+02   0.134624E+02   0.122075E+01   0.115189E+02   0.580238E+02
   0.350514E+02  -0.188492E+01  -0.110748E+01   0.301312E+02  -0.232819E+01  -0.366479E+01   0.405639E-03   0.118637E+02   0.124290E+02   0.433729E+00   0.201274E+02   0.599457E+02
   0.350844E+02  -0.188492E+01  -0.109960E+01   0.302080E+02  -0.328930E+01  -0.357521E+01   0.712967E-03   0.123439E+02   0.881866E+01   0.165725E+01   0.141829E+02   0.589327E+02
   0.350558E+02  -0.180539E+01  -0.117671E+01   0.305599E+02  -0.347733E+01  -0.288424E+01   0.643710E-03   0.904424E+01   0.107417E+02   0.834005E+00   0.138591E+02   0.606353E+02
   0.349988E+02  -0.172670E+01  -0.117671E+01   0.306706E+02  -0.423024E+01  -0.288424E+01   0.688386E-03   0.896337E+01   0.912484E+01   0.713214E+00   0.100181E+02   0.580575E+02
   0.349777E+02  -0.176683E+01  -0.103134E+01   0.303373E+02  -0.317993E+01  -0.219301E+01   0.903407E-03   0.896337E+01   0.146388E+02   0.305515E+00   0.201812E+02   0.568294E+02
   0.349838E+02  -0.176683E+01  -0.108354E+01   0.303373E+02  -0.355886E+01  -0.323103E+01   0.453711E-04   0.118585E+02   0.659675E+01   0.676591E-01   0.195497E+02   0.572295E+02
   0.350472E+02  -0.183884E+01  -0.847483E+00   0.300636E+02  -0.340048E+01  -0.323103E+01   0.500862E-03   0.105982E+02   0.941069E+01   0.671108E+00   0.128968E+02   0.618729E+02
   0.350278E+02  -0.183901E+01  -0.917697E+00   0.299947E+02  -0.278163E+01  -0.323103E+01   0.568649E-03   0.120596E+02   0.123828E+02   0.291754E+01   0.123673E+02   0.585042E+02
   0.349900E+02  -0.172357E+01  -0.105267E+01   0.302549E+02  -0.349494E+01  -0.362319E+01   0.568649E-03   0.101293E+02   0.105314E+02   0.312462E+00   0.160653E+02   0.605381E+02
   0.349694E+02  -0.176991E+01  -0.105267E+01   0.302549E+02  -0.211973E+01  -0.151703E+01   0.544110E-03   0.102245E+02   0.100752E+02   0.129279E+01   0.134751E+02   0.583330E+02
   0.350215E+02  -0.180092E+01  -0.105267E+01   0.302688E+02  -0.333358E+01  -0.586955E+00   0.785205E-03   0.120362E+02   0.897454E+01   0.250070E+01   0.130538E+02   0.594727E+02
   0.350397E+02  -0.174086E+01  -0.113946E+01   0.302688E+02  -0.411765E+01  -0.126757E+01   0.532294E-03   0.986315E+01   0.100060E+02   0.136027E+01   0.150907E+02   0.604234E+02
   0.350456E+02  -0.190848E+01  -0.102203E+01   0.307726E+02  -0.411765E+01  -0.114714E+01   0.153346E-04   0.769083E+01   0.121505E+02   0.160814E+01   0.105794E+02   0.612288E+02
   0.350717E+02  -0.208325E+01  -0.751261E+00   0.303915E+02  -0.255185E+01  -0.114714E+01   0.402149E-03   0.105879E+02   0.132455E+02   0.140421E+01   0.166385E+02   0.609482E+02
   0.350827E+02  -0.207885E+01  -0.869043E+00   0.304890E+02  -0.317708E+01  -0.328230E+01   0.182295E-03   0.806226E+01   0.120060E+02   0.566540E+00   0.209858E+02   0.604175E+02
   0.350926E+02  -0.206457E+01  -0.921211E+00   0.304354E+02  -0.259098E+01  -0.440267E+00   0.723573E-04   0.840945E+01   0.103676E+02   0.194773E+01   0.164059E+02   0.621992E+02
   0.350596E+02  -0.206961E+01  -0.103005E+01   0.307057E+02  -0.315792E+01  -0.745264E+00   0.532930E-03   0.100233E+02   0.122449E+02   0.868757E+00   0.118008E+02   0.612642E+02
   0.350800E+02  -0.202544E+01  -0.101391E+01   0.307662E+02  -0.408437E+01   0.440413E+00   0.405330E-03   0.868025E+01   0.141155E+02   0.178958E+01   0.113394E+02   0.606147E+02
   0.350800E+02  -0.190269E+01  -0.994782E+00   0.303953E+02  -0.279088E+01  -0.109390E+01   0.238797E-03   0.853496E+01   0.103642E+02   0.154392E+00   0.140582E+02   0.613225E+02
   0.350824E+02  -0.201594E+01  -0.890757E+00   0.303379E+02  -0.288680E+01  -0.219215E+01   0.459448E-03   0.119905E+02   0.677641E+01   0.264214E+00   0.139881E+02   0.626323E+02
   0.350824E+02  -0.195337E+01  -0.890757E+00   0.302760E+02  -0.398913E+01  -0.219215E+01   0.393287E-03   0.123700E+02   0.929371E+01   0.463581E+00   0.184644E+02   0.611383E+02
   0.350638E+02  -0.195625E+01  -0.890757E+00   0.302991E+02  -0.264485E+01  -0.208720E+01   0.267422E-03   0.112771E+02   0.860465E+01   0.223917E+01   0.115540E+02   0.621115E+02
   0.351256E+02  -0.204328E+01  -0.120698E+01   0.306389E+02  -0.367343E+01  -0.268109E+01   0.370767E-03   0.107654E+02   0.931022E+01   0.525409E+00   0.131521E+02   0.587775E+02
   0.351288E+02  -0.202629E+01  -0.107512E+01   0.303050E+02  -0.248966E+01  -0.268109E+01   0.673089E-03   0.147054E+02   0.890995E+01   0.101896E+00   0.132384E+02   0.586863E+02
   0.350691E+02  -0.207916E+01  -0.107512E+01   0.305836E+02  -0.218289E+01  -0.183131E+01   0.602361E-03   0.105426E+02   0.123854E+02   0.145035E+01   0.163663E+02   0.600006E+02
   0.350691E+02  -0.207916E+01  -0.102485E+01   0.303538E+02  -0.278014E+01   0.673937E-01   0.430958E-03   0.101175E+02   0.991926E+01   0.383056E+01   0.156829E+02   0.566100E+02
   0.350245E+02  -0.186016E+01  -0.949503E+00   0.303385E+02  -0.394209E+01   0.673937E-01   0.444073E-03   0.136549E+02   0.784345E+01   0.620524E+00   0.138957E+02   0.603797E+02
   0.350471E+02  -0.189152E+01  -0.833861E+00   0.304097E+02  -0.377252E+01  -0.236919E+01   0.444073E-03   0.948313E+01   0.984694E+01   0.310141E+01   0.144046E+02   0.618605E+02
   0.350454E+02  -0.195170E+01  -0.891630E+00   0.305970E+02  -0.377252E+01  -0.236919E+01   0.361244E-03   0.108832E+02   0.128761E+02   0.130829E+01   0.120566E+02   0.621072E+02
   0.350596E+02  -0.195525E+01  -0.921045E+00   0.306140E+02  -0.377252E+01   0.553438E+00   0.385027E-04   0.936938E+01   0.112018E+02   0.122585E+01   0.150388E+02   0.637741E+02
   0.350226E+02  -0.195141E+01  -0.921045E+00   0.304145E+02  -0.377252E+01  -0.134292E+01   0.470987E-03   0.989167E+01   0.117614E+02   0.146629E+01   0.114564E+02   0.606665E+02
   0.350783E+02  -0.195141E+01  -0.124490E+01   0.308472E+02  -0.377252E+01   0.957767E+00   0.416651E-03   0.820967E+01   0.168594E+02   0.396773E+01   0.160842E+02   0.547085E+02
   0.350688E+02  -0.197232E+01  -0.917437E+00   0.305903E+02  -0.407088E+01  -0.267721E+00   0.416651E-03   0.839834E+01   0.123453E+02   0.156744E+01   0.191134E+02   0.622659E+02
   0.350716E+02  -0.191932E+01  -0.100633E+01   0.305899E+02  -0.378639E+01  -0.148561E+01   0.416651E-03   0.982452E+01   0.121756E+02   0.184268E+01   0.187039E+02   0.619911E+02
   0.350585E+02  -0.191932E+01  -0.114106E+01   0.309154E+02  -0.425921E+01   0.609327E+00   0.196618E-03   0.110160E+02   0.121241E+02   0.261577E+00   0.220703E+02   0.602806E+02
   0.350285E+02  -0.181161E+01  -0.108529E+01   0.306584E+02  -0.428431E+01   0.609327E+00   0.196618E-03   0.880326E+01   0.120836E+02   0.243756E+01   0.167072E+02   0.608743E+02
   0.350228E+02  -0.190311E+01  -0.117290E+01   0.305928E+02  -0.281088E+01  -0.227510E+01   0.439302E-03   0.779122E+01   0.104830E+02   0.337374E+01   0.138883E+02   0.596350E+02
   0.350360E+02  -0.192033E+01  -0.721118E+00   0.304988E+02  -0.459850E+01  -0.365941E+00   0.509558E-03   0.933504E+01   0.950414E+01   0.327185E+00   0.143183E+02   0.628024E+02
   0.350352E+02  -0.195555E+01  -0.721118E+00   0.304042E+02  -0.391058E+01  -0.953086E+00   0.104730E-03   0.120769E+02   0.108753E+02   0.183562E+01   0.112699E+02   0.617687E+02
   0.350510E+02  -0.195555E+01  -0.112373E+01   0.306551E+02  -0.364319E+01  -0.953086E+00   0.104730E-03   0.106052E+02   0.115521E+02   0.884661E+00   0.116682E+02   0.633670E+02
   0.350366E+02  -0.195382E+01  -0.112373E+01   0.306551E+02  -0.364319E+01  -0.182434E+01   0.568441E-04   0.672484E+01   0.917668E+01   0.746554E+00   0.144611E+02   0.614467E+02
   0.350366E+02  -0.198613E+01  -0.112373E+01   0.307963E+02  -0.270779E+01  -0.197505E+01   0.730916E-03   0.984228E+01   0.111104E+02   0.315418E+00   0.261640E+02   0.557358E+02
   0.350081E+02  -0.182282E+01  -0.107804E+01   0.309166E+02  -0.395628E+01  -0.526421E+00   0.715331E-03   0.993037E+01   0.102924E+02   0.253978E+01   0.957435E+01   0.561885E+02
   0.350646E+02  -0.198196E+01  -0.871723E+00   0.304407E+02  -0.395628E+01  -0.526421E+00   0.169582E-03   0.875781E+01   0.985592E+01   0.515132E+00   0.129841E+02   0.645402E+02
   0.350664E+02  -0.199360E+01  -0.871723E+00   0.303784E+02  -0.339290E+01  -0.232701E+01   0.420589E-03   0.863006E+01   0.129671E+02   0.156787E+01   0.168363E+02   0.627200E+02
   0.350980E+02  -0.197656E+01  -0.801809E+00   0.302557E+02  -0.339290E+01  -0.159648E+01   0.636906E-03   0.124278E+02   0.922951E+01   0.175781E+01   0.171422E+02   0.610839E+02
   0.351419E+02  -0.210103E+01  -0.919014E+00   0.303769E+02  -0.315489E+01  -0.991975E+00   0.200943E-03   0.114585E+02   0.704282E+01   0.225350E+00   0.133262E+02   0.608858E+02
   0.350377E+02  -0.183193E+01  -0.824525E+00   0.303769E+02  -0.435908E+01   0.771518E+00   0.577257E-03   0.911276E+01   0.129101E+02   0.633053E+00   0.132746E+02   0.594950E+02
   0.350382E+02  -0.183193E+01  -0.936804E+00   0.304408E+02  -0.435908E+01  -0.115031E+01   0.804759E-04   0.914652E+01   0.111467E+02   0.151727E+01   0.175792E+02   0.626128E+02
   0.350501E+02  -0.195411E+01  -0.891368E+00   0.304408E+02  -0.359306E+01  -0.115031E+01   0.804759E-04   0.133760E+02   0.957005E+01   0.116715E+01   0.173228E+02   0.635349E+02
   0.350799E+02  -0.191529E+01  -0.108698E+01   0.304408E+02  -0.381478E+01  -0.115031E+01   0.149132E-03   0.131458E+02   0.951660E+01   0.965056E+00   0.183195E+02   0.620275E+02
   0.350688E+02  -0.192339E+01  -0.924557E+00   0.303421E+02  -0.343428E+01  -0.680711E+00   0.194672E-03   0.801728E+01   0.116256E+02   0.699935E+00   0.158892E+02   0.635903E+02
   0.350755E+02  -0.200644E+01  -0.809194E+00   0.306714E+02  -0.418191E+01  -0.181590E+00   0.194672E-03   0.951143E+01   0.109097E+02   0.699935E+00   0.181846E+02   0.639250E+02
   0.350669E+02  -0.192197E+01  -0.112200E+01   0.306341E+02  -0.418191E+01   0.115466E+00   0.368736E-04   0.122011E+02   0.841675E+01   0.424749E+00   0.101738E+02   0.615675E+02
   0.350669E+02  -0.195262E+01  -0.113442E+01   0.305983E+02  -0.296520E+01  -0.512478E+00   0.187631E-03   0.146636E+02   0.747096E+01   0.108385E+01   0.157080E+02   0.607020E+02
   0.350764E+02  -0.198995E+01  -0.117673E+01   0.306266E+02  -0.293338E+01  -0.656405E+00   0.490581E-03   0.998960E+01   0.110526E+02   0.138395E+01   0.153817E+02   0.627027E+02
   0.350764E+02  -0.198102E+01  -0.971843E+00   0.306266E+02  -0.347002E+01  -0.131171E+01   0.678974E-04   0.110654E+02   0.947073E+01   0.138395E+01   0.172076E+02   0.639578E+02
   0.350851E+02  -0.199655E+01  -0.830817E+00   0.306266E+02  -0.352799E+01  -0.263318E+00   0.678974E-04   0.795876E+01   0.944198E+01   0.293615E+01   0.121216E+02   0.604042E+02
   0.350816E+02  -0.191857E+01  -0.152242E+01   0.306953E+02  -0.265808E+01   0.225799E+01   0.161664E-02   0.142258E+02   0.784709E+01   0.186822E+01   0.157279E+02   0.483124E+02
   0.350544E+02  -0.193952E+01  -0.777646E+00   0.303636E+02  -0.408498E+01   0.134175E+01   0.148188E-03   0.939385E+01   0.814469E+01   0.466308E+00   0.149439E+02   0.600777E+02
   0.350544E+02  -0.189647E+01  -0.941084E+00   0.303636E+02  -0.333177E+01  -0.181586E+01   0.340866E-03   0.114791E+02   0.127761E+02   0.319118E+01   0.136688E+02   0.611027E+02
   0.350544E+02  -0.197792E+01  -0.775832E+00   0.303636E+02  -0.344331E+01  -0.182083E+01   0.807063E-04   0.104930E+02   0.954410E+01   0.193656E+01   0.116685E+02   0.637594E+02
   0.350729E+02  -0.199276E+01  -0.792461E+00   0.305153E+02  -0.424326E+01  -0.182083E+01   0.807063E-04   0.953034E+01   0.774252E+01   0.837161E+00   0.966423E+01   0.618652E+02
   0.350884E+02  -0.208345E+01  -0.792461E+00   0.304194E+02  -0.344536E+01  -0.151154E+01   0.807063E-04   0.123481E+02   0.125169E+02   0.636600E+00   0.164842E+02   0.631819E+02
   0.350968E+02  -0.205524E+01  -0.103623E+01   0.304478E+02  -0.344536E+01  -0.207562E+01   0.231345E-03   0.116377E+02   0.109415E+02   0.152031E+01   0.143549E+02   0.617425E+02
   0.351032E+02  -0.196491E+01  -0.991849E+00   0.306184E+02  -0.416692E+01  -0.628452E+00   0.288743E-03   0.856313E+01   0.838642E+01   0.148192E+01   0.140518E+02   0.625628E+02
   0.350931E+02  -0.198834E+01  -0.864990E+00   0.303242E+02  -0.326282E+01  -0.387768E+01   0.288743E-03   0.809824E+01   0.121707E+02   0.260221E+01   0.194247E+02   0.591470E+02
   0.350679E+02  -0.198834E+01  -0.864990E+00   0.304331E+02  -0.320213E+01  -0.286694E+01   0.350708E-03   0.132484E+02   0.105396E+02   0.492346E+00   0.214631E+02   0.613175E+02
   0.350481E+02  -0.183418E+01  -0.932471E+00   0.301642E+02  -0.311428E+01  -0.303437E+01   0.417938E-03   0.866357E+01   0.127869E+02   0.167239E+01   0.161548E+02   0.613378E+02
   0.350638E+02  -0.190949E+01  -0.932471E+00   0.302638E+02  -0.247488E+01  -0.195401E+01   0.466527E-04   0.751833E+01   0.934798E+01   0.134615E+01   0.149072E+02   0.615459E+02
   0.350226E+02  -0.183128E+01  -0.932471E+00   0.302061E+02  -0.235075E+01  -0.195401E+01   0.137078E-03   0.769394E+01   0.125534E+02   0.154169E+01   0.169554E+02   0.587371E+02
   0.350234E+02  -0.185342E+01  -0.932471E+00   0.300980E+02  -0.235627E+01  -0.751689E+00   0.321801E-03   0.105344E+02   0.106035E+02   0.538703E-02   0.107980E+02   0.595341E+02
   0.350897E+02  -0.194432E+01  -0.111979E+01   0.304601E+02  -0.238185E+01  -0.336480E+01   0.241786E-03   0.146055E+02   0.118308E+02   0.599293E+00   0.183452E+02   0.576348E+02
   0.350736E+02  -0.195347E+01  -0.103056E+01   0.301822E+02  -0.238185E+01  -0.336480E+01   0.333044E-03   0.980378E+01   0.654899E+01   0.884266E+00   0.990647E+01   0.598171E+02
   0.350960E+02  -0.203477E+01  -0.849003E+00   0.302917E+02  -0.250956E+01  -0.449099E+01   0.250983E-03   0.115310E+02   0.969924E+01   0.105170E+01   0.177306E+02   0.611093E+02
   0.350714E+02  -0.203477E+01  -0.849003E+00   0.303400E+02  -0.320401E+01  -0.222658E+01   0.155156E-03   0.852960E+01   0.981918E+01   0.643140E+00   0.192236E+02   0.636601E+02
   0.350340E+02  -0.195165E+01  -0.880967E+00   0.303400E+02  -0.364235E+01  -0.117462E+01   0.315635E-04   0.113463E+02   0.879549E+01   0.416109E+00   0.198527E+02   0.621305E+02
   0.350534E+02  -0.191355E+01  -0.880967E+00   0.303400E+02  -0.397554E+01  -0.149383E+01   0.176503E-03   0.769369E+01   0.974190E+01   0.594823E+00   0.169805E+02   0.636149E+02
   0.350304E+02  -0.188196E+01  -0.835131E+00   0.301491E+02  -0.271528E+01  -0.182606E+01   0.194263E-03   0.116411E+02   0.106054E+02   0.393305E+00   0.130940E+02   0.625984E+02
   0.350482E+02  -0.195818E+01  -0.915846E+00   0.303384E+02  -0.349226E+01  -0.302334E+00   0.389032E-04   0.107951E+02   0.102454E+02   0.267036E+01   0.172495E+02   0.617004E+02
   0.350591E+02  -0.195818E+01  -0.108191E+01   0.304921E+02  -0.361516E+01  -0.302334E+00   0.443053E-03   0.984312E+01   0.101685E+02   0.951454E+00   0.176810E+02   0.631233E+02
   0.350734E+02  -0.190488E+01  -0.108191E+01   0.303661E+02  -0.278061E+01  -0.848692E+00   0.160194E-03   0.828974E+01   0.748868E+01   0.316439E+01   0.212676E+02   0.579816E+02
   0.350707E+02  -0.189332E+01  -0.108191E+01   0.306574E+02  -0.381082E+01  -0.268753E+01   0.624117E-03   0.116712E+02   0.107117E+02   0.384771E+00   0.167371E+02   0.610391E+02
   0.350707E+02  -0.202181E+01  -0.749620E+00   0.308141E+02  -0.387025E+01  -0.148498E+01   0.339692E-03   0.123622E+02   0.120849E+02   0.220754E+00   0.152173E+02   0.601649E+02
   0.350655E+02  -0.206957E+01  -0.597556E+00   0.305042E+02  -0.395601E+01  -0.186868E+01   0.384169E-03   0.746328E+01   0.974979E+01   0.742129E+00   0.142450E+02   0.624301E+02
