Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_MC_Up_a2  Kmin_MC_Up_a3  Kmin_MC_Up_a4  Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Kmin_TR_a4     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.350210E+02  -0.191156E+01  -0.728101E+00  -0.140506E-01  -0.237644E+00   0.301269E+02  -0.245584E+01  -0.380005E+01   0.583784E+00  -0.127255E+01   0.190398E-03   0.107579E+02   0.110628E+02   0.839831E+00   0.112819E+02   0.836943E+02  -0.131418E+02   0.000000E+00   0.968361E+02  -0.193672E+03
   0.350517E+02  -0.187464E+01  -0.926952E+00  -0.170951E-01  -0.393113E+00   0.298380E+02  -0.256526E+01  -0.278859E+01   0.233805E+01  -0.200994E+01   0.354118E-03   0.875532E+01   0.120606E+02   0.984884E+00   0.139786E+02   0.876702E+02  -0.127498E+02   0.000000E+00   0.100420E+03  -0.200840E+03
   0.350598E+02  -0.186645E+01  -0.119029E+01   0.558764E+00  -0.113256E+00   0.299218E+02  -0.192370E+01  -0.293090E+01   0.508685E+01   0.196505E+01   0.653303E-03   0.719799E+01   0.900691E+01   0.257508E-01   0.181218E+02   0.814053E+02  -0.137346E+02   0.000000E+00   0.951399E+02  -0.190280E+03
   0.350532E+02  -0.190293E+01  -0.926301E+00  -0.235555E+00   0.115285E-01   0.299302E+02  -0.198843E+01  -0.534991E+01   0.792454E+01  -0.130288E+01   0.897265E-03   0.723425E+01   0.977903E+01   0.486100E+00   0.928481E+01   0.774597E+02  -0.154109E+02   0.000000E+00   0.928706E+02  -0.185741E+03
   0.350593E+02  -0.189755E+01  -0.926301E+00  -0.873528E-01  -0.836168E-01   0.299949E+02  -0.202427E+01  -0.118108E+01  -0.521002E+00  -0.270635E+01   0.507507E-03   0.103185E+02   0.862050E+01   0.291121E+00   0.143520E+02   0.833841E+02  -0.121950E+02   0.000000E+00   0.955791E+02  -0.191158E+03
   0.350126E+02  -0.189755E+01  -0.903226E+00   0.516711E+00  -0.465889E+00   0.299704E+02  -0.209404E+01  -0.279439E+01   0.325982E+01  -0.450110E+01   0.404111E-03   0.700977E+01   0.821301E+01   0.347655E+01   0.189222E+02   0.795010E+02  -0.144610E+02   0.000000E+00   0.939620E+02  -0.187924E+03
   0.350128E+02  -0.183422E+01  -0.903226E+00   0.119338E+00  -0.493167E+00   0.300050E+02  -0.229468E+01  -0.347979E+01   0.105618E+01  -0.338386E+01   0.282922E-03   0.101296E+02   0.114769E+02   0.725737E+00   0.203651E+02   0.853566E+02  -0.139085E+02   0.000000E+00   0.992651E+02  -0.198530E+03
   0.350317E+02  -0.168972E+01  -0.903226E+00   0.224928E+00   0.148745E+00   0.300261E+02  -0.295907E+01  -0.375047E+01   0.450410E+01  -0.696039E+01   0.958683E-03   0.117540E+02   0.940612E+01   0.143352E+01   0.159054E+02   0.797999E+02  -0.126194E+02   0.000000E+00   0.924193E+02  -0.184839E+03
   0.351023E+02  -0.187819E+01  -0.893525E+00   0.466147E+00   0.154799E+00   0.303377E+02  -0.247260E+01  -0.371283E+01   0.360398E+01  -0.417772E+01   0.213366E-03   0.817956E+01   0.110798E+02   0.880304E-02   0.159038E+02   0.794201E+02  -0.126832E+02   0.000000E+00   0.921033E+02  -0.184207E+03
   0.350929E+02  -0.191150E+01  -0.929602E+00   0.547963E-01   0.154799E+00   0.302027E+02  -0.203058E+01  -0.371283E+01   0.348656E+01  -0.417772E+01   0.446432E-03   0.713687E+01   0.121709E+02   0.130783E+01   0.112923E+02   0.840662E+02  -0.145317E+02   0.000000E+00   0.985979E+02  -0.197196E+03
   0.350747E+02  -0.193211E+01  -0.941875E+00   0.547963E-01   0.226810E+00   0.301261E+02  -0.218915E+01  -0.235974E+01   0.503575E+00  -0.880058E+00   0.696150E-04   0.117065E+02   0.135691E+02   0.107704E+00   0.129272E+02   0.863515E+02  -0.141094E+02   0.000000E+00   0.100461E+03  -0.200922E+03
   0.350972E+02  -0.186782E+01  -0.110317E+01   0.547963E-01   0.123104E-01   0.300335E+02  -0.279858E+01  -0.224686E+01   0.338286E+01  -0.202050E+01   0.133761E-03   0.877788E+01   0.120651E+02   0.147211E+01   0.135012E+02   0.858383E+02  -0.127877E+02   0.000000E+00   0.986260E+02  -0.197252E+03
   0.350351E+02  -0.180990E+01  -0.915050E+00  -0.138680E+00  -0.437716E+00   0.300335E+02  -0.327745E+01  -0.211820E+01   0.406046E+01  -0.740708E+00   0.321610E-03   0.877788E+01   0.816706E+01   0.224124E+01   0.178707E+02   0.846437E+02  -0.129946E+02   0.000000E+00   0.976383E+02  -0.195277E+03
   0.350448E+02  -0.183507E+01  -0.944768E+00   0.179630E+00  -0.109178E-01   0.303162E+02  -0.327745E+01  -0.211820E+01   0.193205E+01  -0.103118E+00   0.321610E-03   0.947121E+01   0.898523E+01   0.111939E+01   0.162853E+02   0.892768E+02  -0.122295E+02   0.000000E+00   0.101506E+03  -0.203013E+03
   0.349794E+02  -0.175221E+01  -0.103188E+01   0.333118E+00  -0.292436E+00   0.301468E+02  -0.260922E+01  -0.502825E+00   0.579322E+01  -0.223419E+00   0.265344E-04   0.960084E+01   0.124093E+02   0.659675E+00   0.136367E+02   0.839252E+02  -0.128406E+02   0.000000E+00   0.967658E+02  -0.193532E+03
   0.349859E+02  -0.176681E+01  -0.899504E+00   0.131442E+00   0.621351E-01   0.301468E+02  -0.280499E+01  -0.324928E+01   0.266187E+00  -0.534002E+00   0.160516E-03   0.146455E+02   0.105162E+02   0.377365E+00   0.175629E+02   0.831063E+02  -0.147962E+02   0.000000E+00   0.979025E+02  -0.195805E+03
   0.350170E+02  -0.178198E+01  -0.105475E+01   0.269997E+00   0.621351E-01   0.301090E+02  -0.227015E+01  -0.186775E+01   0.286535E+01  -0.858587E+00   0.139437E-03   0.937282E+01   0.957760E+01   0.483556E+00   0.162359E+02   0.898206E+02  -0.121694E+02   0.000000E+00   0.101990E+03  -0.203980E+03
   0.350359E+02  -0.176425E+01  -0.105475E+01   0.445693E+00   0.621351E-01   0.298043E+02  -0.237231E+01  -0.306253E+01   0.357934E+01  -0.133816E+01   0.240691E-04   0.103300E+02   0.135873E+02   0.708408E+00   0.148920E+02   0.865603E+02  -0.135644E+02   0.000000E+00   0.100125E+03  -0.200249E+03
   0.350512E+02  -0.185599E+01  -0.885087E+00  -0.428785E+00   0.273844E+00   0.300111E+02  -0.237791E+01  -0.306253E+01   0.216493E+01  -0.111956E+01   0.871380E-03   0.142216E+02   0.960020E+01   0.663109E+00   0.138265E+02   0.832953E+02  -0.139281E+02   0.000000E+00   0.972234E+02  -0.194447E+03
   0.350551E+02  -0.195305E+01  -0.771820E+00   0.491780E-01  -0.107058E+00   0.296886E+02  -0.170711E+01  -0.344161E+01   0.437410E+01  -0.296292E+01   0.172305E-03   0.151619E+02   0.792611E+01   0.828194E+00   0.115398E+02   0.847529E+02  -0.156659E+02   0.000000E+00   0.100419E+03  -0.200838E+03
   0.351081E+02  -0.208693E+01  -0.768212E+00   0.283953E+00   0.320462E+00   0.299224E+02  -0.177257E+01  -0.344161E+01   0.366836E+01  -0.241131E+01   0.527113E-03   0.897976E+01   0.102149E+02   0.438607E+00   0.156100E+02   0.842135E+02  -0.121679E+02   0.000000E+00   0.963814E+02  -0.192763E+03
   0.350733E+02  -0.186760E+01  -0.905894E+00   0.112196E+00  -0.329047E-02   0.301455E+02  -0.229849E+01  -0.356987E+01   0.627031E+01  -0.528875E+01   0.153631E-03   0.116256E+02   0.111134E+02   0.231044E+00   0.164219E+02   0.853851E+02  -0.129163E+02   0.000000E+00   0.983014E+02  -0.196603E+03
   0.350459E+02  -0.186760E+01  -0.905894E+00   0.106773E+00  -0.901900E-01   0.301455E+02  -0.292819E+01  -0.174949E+01   0.262887E+01  -0.516424E+01   0.153631E-03   0.962707E+01   0.707141E+01   0.658461E+00   0.172975E+02   0.854950E+02  -0.135750E+02   0.000000E+00   0.990700E+02  -0.198140E+03
   0.350846E+02  -0.191109E+01  -0.792814E+00  -0.235786E+00   0.188832E+00   0.302799E+02  -0.336788E+01  -0.174949E+01   0.262887E+01   0.143780E+01   0.364925E-03   0.103268E+02   0.136413E+02   0.116857E+01   0.106926E+02   0.862557E+02  -0.146987E+02   0.000000E+00   0.100954E+03  -0.201909E+03
   0.350846E+02  -0.187583E+01  -0.913857E+00  -0.111925E+00   0.246464E-01   0.301139E+02  -0.281421E+01   0.164108E+01   0.266104E+01   0.274553E+01   0.550074E-03   0.786246E+01   0.969558E+01   0.661092E+00   0.133150E+02   0.807356E+02  -0.125659E+02   0.000000E+00   0.933015E+02  -0.186603E+03
   0.350902E+02  -0.186008E+01  -0.973803E+00  -0.111925E+00   0.511647E+00   0.301962E+02  -0.296215E+01  -0.204426E+01   0.266104E+01  -0.132369E+01   0.264860E-03   0.120396E+02   0.115079E+02   0.298878E+01   0.199570E+02   0.837808E+02  -0.143520E+02   0.000000E+00   0.981328E+02  -0.196266E+03
   0.350747E+02  -0.186008E+01  -0.837232E+00  -0.111925E+00   0.537895E+00   0.302296E+02  -0.307154E+01  -0.116212E+01   0.348654E+01   0.961553E-02   0.193365E-03   0.100006E+02   0.101151E+02   0.284966E+00   0.135551E+02   0.890530E+02  -0.120842E+02   0.000000E+00   0.101137E+03  -0.202274E+03
   0.350717E+02  -0.186008E+01  -0.800750E+00  -0.335792E+00   0.764177E+00   0.302296E+02  -0.280247E+01  -0.260338E+01   0.113757E+01   0.664578E+00   0.188449E-03   0.110440E+02   0.963307E+01   0.160780E+00   0.232824E+02   0.836812E+02  -0.151025E+02   0.000000E+00   0.987837E+02  -0.197567E+03
   0.350564E+02  -0.190643E+01  -0.682145E+00   0.142051E+00   0.527333E+00   0.299476E+02  -0.244702E+01  -0.260338E+01   0.548518E+01  -0.463193E+00   0.600556E-03   0.795712E+01   0.917377E+01   0.164864E+01   0.206101E+02   0.825535E+02  -0.140547E+02   0.000000E+00   0.966082E+02  -0.193216E+03
   0.350564E+02  -0.193295E+01  -0.932703E+00   0.302591E+00   0.145665E+00   0.299578E+02  -0.161789E+01  -0.214001E+01   0.183152E+01  -0.189567E+01   0.366912E-03   0.756267E+01   0.955036E+01   0.101750E+01   0.132363E+02   0.858799E+02  -0.127912E+02   0.000000E+00   0.986711E+02  -0.197342E+03
   0.350564E+02  -0.187481E+01  -0.112975E+01   0.239325E+00  -0.880409E-01   0.301648E+02  -0.154012E+01  -0.266474E+01   0.462357E+01  -0.189567E+01   0.304962E-03   0.123064E+02   0.125794E+02   0.878307E+00   0.126209E+02   0.847978E+02  -0.138778E+02   0.000000E+00   0.986756E+02  -0.197351E+03
   0.350534E+02  -0.190607E+01  -0.112975E+01   0.179163E+00   0.433268E+00   0.303754E+02  -0.230817E+01  -0.539095E+00   0.351743E+01   0.181842E+01   0.541015E-03   0.138872E+02   0.917355E+01   0.152882E+00   0.165247E+02   0.838902E+02  -0.139411E+02   0.000000E+00   0.978313E+02  -0.195663E+03
   0.351415E+02  -0.197830E+01  -0.112975E+01  -0.260985E+00   0.763227E+00   0.303754E+02  -0.140112E+01  -0.975556E+00   0.576595E+01   0.176093E+01   0.772117E-03   0.113869E+02   0.115172E+02   0.187277E+01   0.132835E+02   0.818425E+02  -0.128386E+02   0.000000E+00   0.946811E+02  -0.189362E+03
   0.350805E+02  -0.184887E+01  -0.124176E+01  -0.189568E+00   0.890662E+00   0.304474E+02  -0.117849E+01  -0.975556E+00   0.494884E+01  -0.659857E+01   0.685447E-03   0.111752E+02   0.942143E+01   0.129848E+01   0.146790E+02   0.795200E+02  -0.122786E+02   0.000000E+00   0.917986E+02  -0.183597E+03
   0.350758E+02  -0.184887E+01  -0.120177E+01   0.640414E-01   0.679866E+00   0.301572E+02  -0.190311E+01  -0.312825E+01   0.486942E+01  -0.144975E+00   0.243728E-03   0.818841E+01   0.942143E+01   0.930616E+00   0.175527E+02   0.841507E+02  -0.127943E+02   0.000000E+00   0.969450E+02  -0.193890E+03
   0.350657E+02  -0.180056E+01  -0.919993E+00   0.640414E-01   0.163293E+00   0.296203E+02  -0.190311E+01  -0.312825E+01   0.261179E+01  -0.131754E+01   0.426863E-03   0.940564E+01   0.106657E+02   0.263847E+00   0.173551E+02   0.865330E+02  -0.125578E+02   0.000000E+00   0.990908E+02  -0.198182E+03
   0.350083E+02  -0.171045E+01  -0.112630E+01   0.249354E+00   0.106232E+00   0.296701E+02  -0.191279E+01  -0.327952E+01   0.323908E+01  -0.263664E+01   0.267267E-03   0.750460E+01   0.841994E+01   0.873970E+00   0.122238E+02   0.853867E+02  -0.133038E+02   0.000000E+00   0.986905E+02  -0.197381E+03
   0.350291E+02  -0.166413E+01  -0.123697E+01   0.323418E+00  -0.311086E+00   0.299137E+02  -0.191279E+01  -0.311537E+01   0.473912E+01  -0.742548E-01   0.449365E-03   0.971742E+01   0.120528E+02   0.452167E+00   0.143331E+02   0.831868E+02  -0.126286E+02   0.000000E+00   0.958154E+02  -0.191631E+03
   0.350346E+02  -0.173409E+01  -0.123697E+01   0.413895E+00  -0.159521E+00   0.299730E+02  -0.169690E+01  -0.278873E+01   0.565998E+01  -0.200690E+01   0.550947E-03   0.841862E+01   0.135952E+02   0.825735E-01   0.104736E+02   0.836246E+02  -0.149822E+02   0.000000E+00   0.986068E+02  -0.197214E+03
   0.350015E+02  -0.163240E+01  -0.123697E+01   0.497149E+00   0.373281E+00   0.299730E+02  -0.169690E+01  -0.169286E+01   0.517849E+01  -0.721435E-01   0.713622E-03   0.923231E+01   0.969717E+01   0.148558E+01   0.168365E+02   0.837310E+02  -0.123073E+02   0.000000E+00   0.960383E+02  -0.192077E+03
   0.350015E+02  -0.170546E+01  -0.120836E+01   0.211235E+00  -0.637885E-01   0.300355E+02  -0.213405E+01  -0.291325E+01   0.565730E+01  -0.202253E+01   0.406098E-04   0.923231E+01   0.969717E+01   0.189300E+01   0.132211E+02   0.876156E+02  -0.120980E+02   0.000000E+00   0.997136E+02  -0.199427E+03
   0.350172E+02  -0.164887E+01  -0.120836E+01   0.824918E-01   0.229925E+00   0.301306E+02  -0.190606E+01  -0.230864E+01   0.183581E+01  -0.581062E+01   0.342401E-03   0.113315E+02   0.746383E+01   0.157791E+01   0.104834E+02   0.810847E+02  -0.143876E+02   0.000000E+00   0.954723E+02  -0.190945E+03
   0.349432E+02  -0.164887E+01  -0.133209E+01   0.383284E+00   0.256009E+00   0.305880E+02  -0.200116E+01  -0.230864E+01   0.348443E+01  -0.744964E+01   0.366400E-03   0.103130E+02   0.903746E+01   0.167980E+00   0.191789E+02   0.782651E+02  -0.131144E+02   0.000000E+00   0.913795E+02  -0.182759E+03
   0.350155E+02  -0.164887E+01  -0.135881E+01   0.383284E+00   0.256009E+00   0.303442E+02  -0.281414E+01  -0.273071E+01   0.296634E+01  -0.113502E+00   0.407045E-03   0.835856E+01   0.109628E+02   0.639382E+00   0.151880E+02   0.853944E+02  -0.124786E+02   0.000000E+00   0.978730E+02  -0.195746E+03
   0.349928E+02  -0.165539E+01  -0.116353E+01   0.566055E+00   0.256009E+00   0.303442E+02  -0.281414E+01  -0.145463E+01   0.176008E+01  -0.185912E+01   0.351845E-03   0.788426E+01   0.152404E+02   0.162703E+01   0.162984E+02   0.822750E+02  -0.153226E+02   0.000000E+00   0.975976E+02  -0.195195E+03
   0.350009E+02  -0.178658E+01  -0.992789E+00   0.582766E-01   0.255124E+00   0.303239E+02  -0.268285E+01   0.945624E+00   0.398423E+01   0.190937E+01   0.525463E-03   0.113624E+02   0.717306E+01   0.913564E-01   0.122825E+02   0.826686E+02  -0.137229E+02   0.000000E+00   0.963915E+02  -0.192783E+03
   0.350485E+02  -0.185294E+01  -0.104948E+01   0.582766E-01   0.508408E-01   0.301717E+02  -0.160068E+01  -0.171686E+01   0.560183E+01   0.339240E+01   0.364841E-03   0.970511E+01   0.107631E+02   0.107132E+01   0.154206E+02   0.866845E+02  -0.122037E+02   0.000000E+00   0.988882E+02  -0.197776E+03
   0.350692E+02  -0.181118E+01  -0.118720E+01   0.117949E+00   0.405546E-01   0.300921E+02  -0.251257E+01  -0.238944E+01   0.267872E+01  -0.243242E+01   0.318880E-03   0.112895E+02   0.151081E+02   0.166230E+01   0.132256E+02   0.847102E+02  -0.149626E+02   0.000000E+00   0.996728E+02  -0.199346E+03
   0.350645E+02  -0.188467E+01  -0.653782E+00   0.595564E-01   0.293704E+00   0.301290E+02  -0.281114E+01  -0.212274E+01  -0.562572E+00   0.444572E+01   0.596260E-04   0.113917E+02   0.100738E+02   0.173172E+00   0.194486E+02   0.804795E+02  -0.134976E+02   0.000000E+00   0.939771E+02  -0.187954E+03
   0.350760E+02  -0.192303E+01  -0.579490E+00   0.643294E-01   0.105506E+00   0.301290E+02  -0.298038E+01  -0.193031E+01   0.234058E+01   0.232551E+01   0.834604E-03   0.108747E+02   0.112297E+02   0.133170E+01   0.108332E+02   0.828057E+02  -0.134984E+02   0.000000E+00   0.963041E+02  -0.192608E+03
   0.350786E+02  -0.190106E+01  -0.534511E+00   0.287347E+00   0.847963E+00   0.299570E+02  -0.231450E+01  -0.285683E+01   0.410075E+01  -0.478542E+01   0.725974E-03   0.735291E+01   0.654861E+01   0.171192E+01   0.138720E+02   0.782613E+02  -0.147335E+02   0.000000E+00   0.929948E+02  -0.185990E+03
   0.350525E+02  -0.188902E+01  -0.779647E+00  -0.151395E+00   0.226327E+00   0.301486E+02  -0.231450E+01  -0.158737E+01   0.343096E+01  -0.137458E+00   0.164918E-04   0.118257E+02   0.103062E+02   0.266071E+01   0.143492E+02   0.860736E+02  -0.125851E+02   0.000000E+00   0.986587E+02  -0.197317E+03
   0.350789E+02  -0.186577E+01  -0.111510E+01  -0.223386E+00   0.614027E+00   0.305877E+02  -0.231450E+01  -0.625478E+00   0.582752E+01   0.346141E+01   0.492355E-03   0.141265E+02   0.104700E+02   0.853710E+00   0.150331E+02   0.829750E+02  -0.139560E+02   0.000000E+00   0.969310E+02  -0.193862E+03
   0.351015E+02  -0.195835E+01  -0.111510E+01   0.175699E+00   0.347745E+00   0.308403E+02  -0.254379E+01  -0.373135E+00   0.245447E+01  -0.256908E+01   0.274050E-04   0.861803E+01   0.861454E+01   0.311792E+00   0.149449E+02   0.810579E+02  -0.122973E+02   0.000000E+00   0.933552E+02  -0.186710E+03
   0.350333E+02  -0.185885E+01  -0.112640E+01  -0.129175E+00   0.339448E+00   0.306729E+02  -0.331435E+01   0.702465E+00   0.153828E+01   0.115125E+01   0.311970E-03   0.803184E+01   0.108860E+02   0.277014E+01   0.174613E+02   0.825646E+02  -0.130409E+02   0.000000E+00   0.956055E+02  -0.191211E+03
   0.350250E+02  -0.183630E+01  -0.110282E+01  -0.804081E-01   0.307264E+00   0.305734E+02  -0.279748E+01  -0.679482E+00   0.269036E+01   0.200447E-01   0.324452E-04   0.736877E+01   0.705681E+01   0.306423E+00   0.163057E+02   0.848628E+02  -0.142451E+02   0.000000E+00   0.991079E+02  -0.198216E+03
   0.350359E+02  -0.185727E+01  -0.912243E+00   0.502104E+00   0.299596E+00   0.302549E+02  -0.279748E+01  -0.225951E+01   0.230053E+01   0.771216E+00   0.175890E-03   0.115239E+02   0.112281E+02   0.249182E-01   0.116990E+02   0.859632E+02  -0.132446E+02   0.000000E+00   0.992078E+02  -0.198416E+03
   0.351141E+02  -0.193581E+01  -0.916872E+00   0.116667E+00   0.140630E+00   0.302737E+02  -0.275859E+01  -0.200072E+01   0.273423E+01  -0.231884E+01   0.470013E-03   0.114051E+02   0.619763E+01   0.249182E-01   0.221510E+02   0.823894E+02  -0.170637E+02   0.000000E+00   0.994531E+02  -0.198906E+03
   0.350035E+02  -0.180691E+01  -0.108004E+01   0.355142E+00  -0.198075E+00   0.302443E+02  -0.275859E+01  -0.259865E+01   0.194336E+01  -0.228343E+01   0.141183E-04   0.123430E+02   0.788730E+01   0.186646E+00   0.219578E+02   0.853495E+02  -0.154715E+02   0.000000E+00   0.100821E+03  -0.201642E+03
   0.350035E+02  -0.180691E+01  -0.729862E+00   0.530270E-01  -0.308492E+00   0.301587E+02  -0.358616E+01  -0.967497E+00  -0.356694E+00   0.474409E+01   0.716130E-03   0.816845E+01   0.997374E+01   0.941432E+00   0.115064E+02   0.816067E+02  -0.129645E+02   0.000000E+00   0.945712E+02  -0.189142E+03
   0.350313E+02  -0.180691E+01  -0.945782E+00   0.530270E-01   0.115208E-01   0.304438E+02  -0.391013E+01  -0.628018E+00  -0.356694E+00   0.178497E-01   0.362909E-03   0.901854E+01   0.118961E+02   0.216747E+00   0.183576E+02   0.873084E+02  -0.133367E+02   0.000000E+00   0.100645E+03  -0.201290E+03
   0.350567E+02  -0.188946E+01  -0.104368E+01   0.751128E+00  -0.302674E+00   0.304834E+02  -0.335723E+01  -0.628018E+00  -0.307111E+00  -0.239126E+01   0.226055E-03   0.844992E+01   0.108589E+02   0.822684E+00   0.201258E+02   0.810914E+02  -0.137716E+02   0.000000E+00   0.948630E+02  -0.189726E+03
   0.350660E+02  -0.183873E+01  -0.113639E+01   0.175863E+00   0.371971E+00   0.304834E+02  -0.339237E+01  -0.628018E+00   0.108500E+01   0.182515E+01   0.514813E-03   0.130881E+02   0.874693E+01   0.530300E+00   0.193701E+02   0.849363E+02  -0.143816E+02   0.000000E+00   0.993179E+02  -0.198636E+03
   0.350627E+02  -0.191298E+01  -0.117757E+01   0.665055E+00   0.302345E+00   0.308438E+02  -0.339237E+01   0.383857E+00  -0.206593E+01   0.441924E+01   0.470579E-03   0.837548E+01   0.112776E+02   0.434538E+00   0.130646E+02   0.776061E+02  -0.126610E+02   0.000000E+00   0.902671E+02  -0.180534E+03
   0.351076E+02  -0.187127E+01  -0.566417E+00  -0.783698E+00   0.734497E+00   0.302563E+02  -0.436557E+01   0.878804E+00  -0.505211E+00   0.248199E+01   0.930722E-03   0.811033E+01   0.102403E+02   0.176217E+01   0.156155E+02   0.764095E+02  -0.124742E+02   0.000000E+00   0.888837E+02  -0.177767E+03
   0.350684E+02  -0.190183E+01  -0.113094E+01   0.428262E-01   0.159361E-01   0.305779E+02  -0.363588E+01  -0.889413E+00   0.236435E+01   0.480564E+01   0.843038E-03   0.995919E+01   0.983661E+01   0.143530E+01   0.146815E+02   0.822124E+02  -0.120115E+02   0.000000E+00   0.942239E+02  -0.188448E+03
   0.350592E+02  -0.190709E+01  -0.900113E+00   0.522357E+00   0.159361E-01   0.305779E+02  -0.398256E+01   0.337669E+00   0.236435E+01   0.242367E+01   0.618046E-04   0.103652E+02   0.976570E+01   0.671930E+00   0.113794E+02   0.850534E+02  -0.127570E+02   0.000000E+00   0.978104E+02  -0.195621E+03
