Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_MC_Up_a2  Kmin_MC_Up_a3  Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.350771E+02  -0.198329E+01  -0.650402E+00  -0.928027E-01   0.299804E+02  -0.224393E+01  -0.272075E+01   0.279313E+01   0.472965E-03   0.122831E+02   0.102817E+02   0.249188E+01   0.173955E+02   0.958396E+02  -0.643594E+01   0.000000E+00   0.102276E+03  -0.204551E+03
   0.350335E+02  -0.185415E+01  -0.689126E+00  -0.277868E-01   0.299959E+02  -0.224393E+01  -0.380808E+01   0.471414E+01   0.490510E-03   0.134201E+02   0.778649E+01   0.139241E+01   0.172109E+02   0.939147E+02  -0.752365E+01   0.000000E+00   0.101438E+03  -0.202877E+03
   0.350438E+02  -0.186782E+01  -0.634942E+00   0.262924E+00   0.298246E+02  -0.200976E+01  -0.318013E+01   0.833132E+00   0.377314E-03   0.927278E+01   0.739382E+01   0.389417E+00   0.143227E+02   0.946174E+02  -0.605562E+01   0.000000E+00   0.100673E+03  -0.201346E+03
   0.350488E+02  -0.193716E+01  -0.572076E+00   0.284247E-01   0.299339E+02  -0.286817E+01  -0.121816E+01   0.103454E+01   0.453055E-03   0.996028E+01   0.109226E+02   0.221950E-01   0.143227E+02   0.974880E+02  -0.540402E+01   0.000000E+00   0.102892E+03  -0.205784E+03
   0.349903E+02  -0.178273E+01  -0.572076E+00  -0.793042E-01   0.299112E+02  -0.298863E+01  -0.163094E+01   0.145559E+01   0.483334E-04   0.103221E+02   0.786442E+01   0.145676E+01   0.137870E+02   0.930659E+02  -0.577173E+01   0.000000E+00   0.988376E+02  -0.197675E+03
   0.350103E+02  -0.178273E+01  -0.733342E+00  -0.793042E-01   0.298862E+02  -0.304165E+01  -0.344376E+01   0.225970E+01   0.543073E-03   0.845250E+01   0.125467E+02   0.918825E+00   0.142483E+02   0.963323E+02  -0.627881E+01   0.000000E+00   0.102611E+03  -0.205222E+03
   0.350760E+02  -0.185397E+01  -0.869059E+00  -0.242991E+00   0.300379E+02  -0.296220E+01  -0.218242E+01   0.210996E+01   0.254152E-03   0.101003E+02   0.852287E+01   0.841938E+00   0.158750E+02   0.983303E+02  -0.550932E+01   0.000000E+00   0.103840E+03  -0.207679E+03
   0.350760E+02  -0.182409E+01  -0.798019E+00   0.373391E+00   0.298368E+02  -0.347856E+01  -0.161756E+01   0.210996E+01   0.542645E-03   0.862383E+01   0.760067E+01   0.139015E+00   0.195326E+02   0.935052E+02  -0.716963E+01   0.000000E+00   0.100675E+03  -0.201350E+03
   0.350148E+02  -0.184312E+01  -0.798019E+00   0.121144E+00   0.302254E+02  -0.275132E+01  -0.388997E+01   0.518793E+01   0.649392E-03   0.919281E+01   0.103042E+02   0.707315E+00   0.118820E+02   0.950063E+02  -0.573303E+01   0.000000E+00   0.100739E+03  -0.201479E+03
   0.350501E+02  -0.188210E+01  -0.657632E+00  -0.242618E+00   0.298983E+02  -0.275080E+01  -0.215261E+01   0.488025E+01   0.918847E-04   0.948292E+01   0.984393E+01   0.174792E+01   0.153362E+02   0.973375E+02  -0.523954E+01   0.000000E+00   0.102577E+03  -0.205154E+03
   0.350501E+02  -0.188210E+01  -0.458206E+00   0.916551E-01   0.298525E+02  -0.275298E+01  -0.260821E+01   0.206728E+01   0.926175E-04   0.961691E+01   0.900532E+01   0.799833E+00   0.152184E+02   0.960962E+02  -0.527124E+01   0.000000E+00   0.101367E+03  -0.202735E+03
   0.350502E+02  -0.180456E+01  -0.823454E+00   0.426605E+00   0.298525E+02  -0.285221E+01  -0.246402E+01   0.206728E+01   0.295423E-03   0.880727E+01   0.107763E+02   0.902198E+00   0.168867E+02   0.982835E+02  -0.575492E+01   0.000000E+00   0.104038E+03  -0.208077E+03
   0.350193E+02  -0.183670E+01  -0.914922E+00  -0.125270E+00   0.299737E+02  -0.199397E+01  -0.102775E+01   0.385211E+01   0.237432E-03   0.698075E+01   0.109205E+02   0.279167E+01   0.143307E+02   0.926954E+02  -0.666254E+01   0.000000E+00   0.993579E+02  -0.198716E+03
   0.350193E+02  -0.182250E+01  -0.104012E+01   0.469826E+00   0.299737E+02  -0.132317E+01  -0.102775E+01   0.662932E+01   0.545195E-03   0.959591E+01   0.113727E+02   0.299290E+00   0.159043E+02   0.953547E+02  -0.565857E+01   0.000000E+00   0.101013E+03  -0.202027E+03
   0.350253E+02  -0.174955E+01  -0.120567E+01   0.611107E+00   0.299386E+02  -0.168646E+01  -0.512170E+01   0.662932E+01   0.571220E-03   0.974725E+01   0.916199E+01   0.497132E+00   0.126641E+02   0.933839E+02  -0.542146E+01   0.000000E+00   0.988054E+02  -0.197611E+03
   0.350253E+02  -0.179528E+01  -0.110195E+01   0.361486E+00   0.300357E+02  -0.158663E+01  -0.329438E+01   0.461942E+01   0.124754E-03   0.104111E+02   0.107179E+02   0.170341E+01   0.188886E+02   0.957064E+02  -0.632640E+01   0.000000E+00   0.102033E+03  -0.204066E+03
   0.350260E+02  -0.179528E+01  -0.111463E+01   0.500539E+00   0.300689E+02  -0.211679E+01  -0.329438E+01   0.457024E+01   0.124754E-03   0.113563E+02   0.123407E+02   0.155878E+01   0.173849E+02   0.961379E+02  -0.675405E+01   0.000000E+00   0.102892E+03  -0.205784E+03
   0.350260E+02  -0.179528E+01  -0.103242E+01   0.500539E+00   0.300879E+02  -0.228503E+01  -0.253397E+01   0.410018E+01   0.590261E-03   0.855903E+01   0.725252E+01   0.837643E+00   0.155037E+02   0.975995E+02  -0.640410E+01   0.000000E+00   0.104004E+03  -0.208007E+03
   0.350152E+02  -0.179958E+01  -0.103242E+01   0.592126E+00   0.303271E+02  -0.212342E+01  -0.862938E+00   0.227540E+01   0.769443E-04   0.904313E+01   0.111544E+02   0.386802E+00   0.155516E+02   0.942377E+02  -0.557845E+01   0.000000E+00   0.998162E+02  -0.199632E+03
   0.350183E+02  -0.184336E+01  -0.118373E+01   0.321707E+00   0.304751E+02  -0.237379E+01  -0.493142E+00   0.560905E+01   0.423688E-03   0.121026E+02   0.106385E+02   0.396356E+00   0.139574E+02   0.943269E+02  -0.599040E+01   0.000000E+00   0.100317E+03  -0.200635E+03
   0.349812E+02  -0.173363E+01  -0.123938E+01   0.509234E+00   0.302976E+02  -0.264128E+01  -0.490419E+00   0.175656E+01   0.442533E-03   0.928400E+01   0.104246E+02   0.167169E+00   0.170101E+02   0.956096E+02  -0.562306E+01   0.000000E+00   0.101233E+03  -0.202465E+03
   0.350500E+02  -0.176721E+01  -0.102176E+01   0.513628E+00   0.302931E+02  -0.299229E+01  -0.313940E+01   0.589152E+01   0.521441E-03   0.108117E+02   0.795970E+01   0.305538E+00   0.146472E+02   0.946768E+02  -0.580189E+01   0.000000E+00   0.100479E+03  -0.200957E+03
   0.350534E+02  -0.186187E+01  -0.100610E+01   0.335916E+00   0.300349E+02  -0.215903E+01  -0.587018E+00   0.328716E+01   0.456171E-03   0.888438E+01   0.795970E+01   0.532383E+00   0.146793E+02   0.975329E+02  -0.570528E+01   0.000000E+00   0.103238E+03  -0.206476E+03
   0.350534E+02  -0.184841E+01  -0.100610E+01   0.111129E+00   0.300349E+02  -0.192385E+01  -0.337030E+01   0.492272E+01   0.278538E-03   0.109040E+02   0.117619E+02   0.524554E+00   0.126574E+02   0.978651E+02  -0.610399E+01   0.000000E+00   0.103969E+03  -0.207938E+03
   0.350413E+02  -0.180154E+01  -0.102720E+01   0.148536E+00   0.298483E+02  -0.225072E+01  -0.339227E+01   0.192716E+01   0.133476E-03   0.107185E+02   0.105380E+02   0.938975E+00   0.227367E+02   0.950401E+02  -0.803642E+01   0.000000E+00   0.103077E+03  -0.206153E+03
   0.350413E+02  -0.184861E+01  -0.950711E+00   0.269168E+00   0.298004E+02  -0.189827E+01  -0.339227E+01   0.338438E+01   0.602411E-03   0.130161E+02   0.934395E+01   0.850362E+00   0.156786E+02   0.970844E+02  -0.643232E+01   0.000000E+00   0.103517E+03  -0.207033E+03
   0.350591E+02  -0.179787E+01  -0.877420E+00   0.122474E+00   0.299305E+02  -0.232539E+01  -0.346604E+01   0.612353E+01   0.797389E-03   0.834742E+01   0.918690E+01   0.221331E+01   0.144246E+02   0.942677E+02  -0.545405E+01   0.000000E+00   0.997217E+02  -0.199443E+03
   0.350068E+02  -0.168129E+01  -0.877420E+00   0.323280E+00   0.297713E+02  -0.238380E+01  -0.247123E+01   0.229375E+01   0.797389E-03   0.115944E+02   0.113219E+02   0.140234E+01   0.153109E+02   0.948693E+02  -0.600583E+01   0.000000E+00   0.100875E+03  -0.201750E+03
   0.349847E+02  -0.171763E+01  -0.877420E+00   0.384542E+00   0.298640E+02  -0.239801E+01  -0.257731E+01   0.296214E+01   0.194194E-03   0.103764E+02   0.126472E+02   0.387859E+00   0.180656E+02   0.975804E+02  -0.683824E+01   0.000000E+00   0.104419E+03  -0.208837E+03
   0.349833E+02  -0.167780E+01  -0.851890E+00   0.135619E+00   0.298640E+02  -0.254605E+01  -0.338813E+01   0.451006E+01   0.584164E-03   0.129627E+02   0.911989E+01   0.148831E+01   0.213172E+02   0.935721E+02  -0.825242E+01   0.000000E+00   0.101825E+03  -0.203649E+03
   0.349833E+02  -0.174871E+01  -0.812584E+00   0.723249E-01   0.299344E+02  -0.256608E+01  -0.293312E+01   0.329375E+01   0.274978E-03   0.831433E+01   0.100211E+02   0.177491E+01   0.112259E+02   0.960901E+02  -0.624543E+01   0.000000E+00   0.102336E+03  -0.204671E+03
   0.349716E+02  -0.166469E+01  -0.987832E+00   0.211516E+00   0.299344E+02  -0.279929E+01  -0.150116E+01   0.365961E+01   0.559287E-04   0.928505E+01   0.108152E+02   0.111972E+01   0.125802E+02   0.972253E+02  -0.560241E+01   0.000000E+00   0.102828E+03  -0.205655E+03
   0.349995E+02  -0.159208E+01  -0.102699E+01   0.232352E+00   0.297272E+02  -0.233567E+01  -0.478013E+01   0.451232E+01   0.895577E-04   0.900123E+01   0.115574E+02   0.925689E+00   0.156701E+02   0.936821E+02  -0.574909E+01   0.000000E+00   0.994312E+02  -0.198862E+03
   0.349995E+02  -0.164329E+01  -0.134754E+01   0.232352E+00   0.299958E+02  -0.233567E+01  -0.297573E+01   0.549719E+01   0.653805E-03   0.903601E+01   0.959141E+01   0.174634E+01   0.116630E+02   0.939673E+02  -0.578867E+01   0.000000E+00   0.997560E+02  -0.199512E+03
   0.349804E+02  -0.164038E+01  -0.120879E+01   0.758866E+00   0.299896E+02  -0.235548E+01  -0.378541E+01   0.345952E+01   0.294548E-03   0.992735E+01   0.104750E+02   0.881280E+00   0.183322E+02   0.958469E+02  -0.601208E+01   0.000000E+00   0.101859E+03  -0.203718E+03
   0.350054E+02  -0.164038E+01  -0.126468E+01   0.479809E+00   0.299085E+02  -0.202796E+01  -0.378541E+01   0.345952E+01   0.295251E-03   0.992735E+01   0.970129E+01   0.219157E+01   0.133224E+02   0.956848E+02  -0.527350E+01   0.000000E+00   0.100958E+03  -0.201917E+03
   0.349864E+02  -0.162362E+01  -0.116907E+01   0.405589E+00   0.299085E+02  -0.234971E+01  -0.338863E+01   0.348135E+01   0.295251E-03   0.113527E+02   0.772325E+01   0.102923E+01   0.143766E+02   0.976165E+02  -0.612583E+01   0.000000E+00   0.103742E+03  -0.207485E+03
   0.350252E+02  -0.176392E+01  -0.114477E+01   0.227807E+00   0.300920E+02  -0.234971E+01  -0.324066E+01   0.607568E+01   0.931016E-04   0.961740E+01   0.844621E+01   0.111504E+00   0.129301E+02   0.974955E+02  -0.553645E+01   0.000000E+00   0.103032E+03  -0.206064E+03
   0.350252E+02  -0.177930E+01  -0.942610E+00   0.884052E-01   0.300770E+02  -0.332639E+01  -0.324066E+01   0.239873E+01   0.124886E-03   0.795733E+01   0.877891E+01   0.887159E+00   0.151275E+02   0.975229E+02  -0.575697E+01   0.000000E+00   0.103280E+03  -0.206560E+03
   0.350583E+02  -0.180621E+01  -0.942610E+00   0.183647E-01   0.302248E+02  -0.332639E+01  -0.235205E+01   0.142662E+01   0.462654E-04   0.112920E+02   0.108220E+02   0.316720E+00   0.170861E+02   0.984657E+02  -0.604695E+01   0.000000E+00   0.104513E+03  -0.209025E+03
   0.350273E+02  -0.191163E+01  -0.665779E+00   0.202364E+00   0.303045E+02  -0.299719E+01  -0.235205E+01   0.441531E+01   0.351208E-03   0.863419E+01   0.119874E+02   0.272925E+00   0.141721E+02   0.964464E+02  -0.593998E+01   0.000000E+00   0.102386E+03  -0.204773E+03
   0.350357E+02  -0.187080E+01  -0.884461E+00   0.202364E+00   0.302755E+02  -0.219382E+01  -0.999407E+00   0.558989E+01   0.351208E-03   0.927719E+01   0.810245E+01   0.143813E+01   0.952408E+01   0.946993E+02  -0.770489E+01   0.000000E+00   0.102404E+03  -0.204808E+03
   0.350310E+02  -0.182643E+01  -0.108452E+01  -0.278664E-01   0.303234E+02  -0.262380E+01  -0.236364E+01   0.236292E+01   0.872284E-05   0.105882E+02   0.108792E+02   0.111791E+00   0.110761E+02   0.954231E+02  -0.635907E+01   0.000000E+00   0.101782E+03  -0.203564E+03
   0.350222E+02  -0.178479E+01  -0.108452E+01   0.905375E-01   0.303015E+02  -0.251759E+01  -0.117267E+01   0.157791E+01   0.362118E-03   0.133396E+02   0.969367E+01   0.107313E+01   0.152816E+02   0.955274E+02  -0.657168E+01   0.000000E+00   0.102099E+03  -0.204198E+03
   0.350371E+02  -0.176338E+01  -0.103895E+01   0.284927E+00   0.301814E+02  -0.278974E+01  -0.355820E+01   0.157791E+01   0.336319E-03   0.129775E+02   0.941974E+01   0.157054E+00   0.149632E+02   0.964916E+02  -0.633398E+01   0.000000E+00   0.102826E+03  -0.205651E+03
   0.350597E+02  -0.177216E+01  -0.103895E+01   0.255015E+00   0.300991E+02  -0.266118E+01  -0.139882E+01   0.444420E+01   0.190774E-03   0.120823E+02   0.902330E+01   0.662643E+00   0.163202E+02   0.973038E+02  -0.608069E+01   0.000000E+00   0.103384E+03  -0.206769E+03
   0.350522E+02  -0.185874E+01  -0.103895E+01   0.828972E-01   0.303405E+02  -0.274697E+01  -0.159976E+01   0.494381E+01   0.153172E-03   0.111821E+02   0.101024E+02   0.110425E+01   0.149377E+02   0.979446E+02  -0.551703E+01   0.000000E+00   0.103462E+03  -0.206923E+03
   0.350276E+02  -0.185595E+01  -0.820010E+00  -0.148877E+00   0.299917E+02  -0.269538E+01  -0.289226E+01   0.523758E+01   0.623511E-03   0.101415E+02   0.874921E+01   0.717627E+00   0.143433E+02   0.969741E+02  -0.532809E+01   0.000000E+00   0.102302E+03  -0.204604E+03
   0.350478E+02  -0.193125E+01  -0.820010E+00   0.170433E+00   0.299969E+02  -0.180572E+01  -0.100559E+01   0.593368E+01   0.618028E-03   0.904112E+01   0.120347E+02   0.651237E+00   0.131673E+02   0.958890E+02  -0.596388E+01   0.000000E+00   0.101853E+03  -0.203706E+03
   0.351012E+02  -0.206211E+01  -0.721680E+00   0.417833E-01   0.299969E+02  -0.200084E+01  -0.172945E+01   0.229522E+01   0.707090E-03   0.132059E+02   0.990536E+01   0.128567E+01   0.154822E+02   0.949170E+02  -0.652217E+01   0.000000E+00   0.101439E+03  -0.202878E+03
   0.351041E+02  -0.206211E+01  -0.721680E+00   0.140443E+00   0.302051E+02  -0.276446E+01  -0.202661E+01   0.436459E+01   0.451725E-03   0.923408E+01   0.114585E+02   0.132214E+01   0.167748E+02   0.970046E+02  -0.587740E+01   0.000000E+00   0.102882E+03  -0.205764E+03
   0.350872E+02  -0.206211E+01  -0.591875E+00   0.158954E+00   0.302632E+02  -0.276446E+01  -0.146899E+01   0.470974E+00   0.451725E-03   0.785474E+01   0.102793E+02   0.806482E+00   0.149205E+02   0.955989E+02  -0.576116E+01   0.000000E+00   0.101360E+03  -0.202720E+03
   0.351074E+02  -0.206871E+01  -0.616971E+00  -0.645861E-01   0.300676E+02  -0.257665E+01  -0.127250E+01   0.206405E+01   0.449633E-03   0.104370E+02   0.694811E+01   0.187752E+01   0.129383E+02   0.959309E+02  -0.672592E+01   0.000000E+00   0.102657E+03  -0.205314E+03
   0.350752E+02  -0.205114E+01  -0.494994E+00  -0.289566E-01   0.300676E+02  -0.265069E+01  -0.152871E+01   0.100864E+01   0.267155E-03   0.898090E+01   0.116487E+02   0.211714E+01   0.130955E+02   0.949378E+02  -0.581706E+01   0.000000E+00   0.100755E+03  -0.201510E+03
   0.350903E+02  -0.203901E+01  -0.486318E+00  -0.289566E-01   0.298068E+02  -0.257231E+01  -0.152871E+01   0.279781E+01   0.526126E-03   0.117011E+02   0.106830E+02   0.326676E+00   0.188608E+02   0.961913E+02  -0.671270E+01   0.000000E+00   0.102904E+03  -0.205808E+03
   0.350932E+02  -0.197904E+01  -0.556923E+00   0.246906E-01   0.299271E+02  -0.305755E+01  -0.449612E+01   0.435840E+01   0.184854E-03   0.106261E+02   0.132907E+02   0.145949E+00   0.164418E+02   0.952348E+02  -0.684170E+01   0.000000E+00   0.102076E+03  -0.204153E+03
   0.350619E+02  -0.197904E+01  -0.550275E+00   0.247482E-01   0.301442E+02  -0.305755E+01  -0.340119E+01   0.263548E+01   0.663251E-04   0.118754E+02   0.100126E+02   0.466721E-01   0.164322E+02   0.974876E+02  -0.597933E+01   0.000000E+00   0.103467E+03  -0.206934E+03
   0.350476E+02  -0.197194E+01  -0.449080E+00   0.235265E+00   0.301964E+02  -0.316655E+01  -0.268041E+01   0.403050E+01   0.210979E-03   0.760521E+01   0.935529E+01   0.149374E+01   0.138261E+02   0.943335E+02  -0.589511E+01   0.000000E+00   0.100229E+03  -0.200457E+03
   0.351093E+02  -0.197194E+01  -0.554015E+00  -0.977437E-01   0.297867E+02  -0.288051E+01  -0.208875E+01   0.287216E+01   0.640588E-03   0.883938E+01   0.838999E+01   0.419401E+00   0.153021E+02   0.974325E+02  -0.554317E+01   0.000000E+00   0.102976E+03  -0.205951E+03
   0.350571E+02  -0.199376E+01  -0.666292E+00  -0.390179E+00   0.302524E+02  -0.276911E+01  -0.231168E+01   0.341402E+00   0.745632E-03   0.137186E+02   0.114883E+02   0.207262E+01   0.178334E+02   0.899609E+02  -0.773402E+01   0.000000E+00   0.976949E+02  -0.195390E+03
   0.351149E+02  -0.191647E+01  -0.924619E+00  -0.311721E-01   0.300986E+02  -0.280530E+01  -0.234258E+01   0.254743E+01   0.726658E-03   0.813839E+01   0.120118E+02   0.134117E+01   0.164092E+02   0.950590E+02  -0.636003E+01   0.000000E+00   0.101419E+03  -0.202838E+03
   0.350575E+02  -0.181545E+01  -0.748330E+00  -0.242267E+00   0.297650E+02  -0.280530E+01  -0.253371E+01   0.254743E+01   0.694942E-03   0.100890E+02   0.139588E+02   0.147226E+01   0.138532E+02   0.948153E+02  -0.697511E+01   0.000000E+00   0.101790E+03  -0.203581E+03
   0.350575E+02  -0.198559E+01  -0.619943E+00  -0.171292E+00   0.301456E+02  -0.280530E+01  -0.202254E+01   0.254743E+01   0.583090E-03   0.858546E+01   0.147205E+02   0.100516E+01   0.233065E+02   0.925641E+02  -0.105036E+02   0.000000E+00   0.103068E+03  -0.206135E+03
   0.350693E+02  -0.198559E+01  -0.619943E+00   0.236073E+00   0.301456E+02  -0.280530E+01  -0.202254E+01   0.273410E+01   0.243950E-03   0.104329E+02   0.101865E+02   0.118889E+01   0.218762E+02   0.965928E+02  -0.748655E+01   0.000000E+00   0.104079E+03  -0.208159E+03
   0.350699E+02  -0.191199E+01  -0.730683E+00   0.222243E+00   0.301264E+02  -0.264868E+01  -0.267102E+01   0.167368E+01   0.788086E-04   0.803391E+01   0.867202E+01   0.115349E+01   0.145757E+02   0.977526E+02  -0.571473E+01   0.000000E+00   0.103467E+03  -0.206935E+03
   0.350881E+02  -0.193770E+01  -0.826895E+00   0.207685E+00   0.301383E+02  -0.276744E+01  -0.127782E+01   0.351723E+01   0.661530E-04   0.137895E+02   0.149193E+02   0.185938E+01   0.206203E+02   0.933136E+02  -0.108385E+02   0.000000E+00   0.104152E+03  -0.208304E+03
   0.350690E+02  -0.187286E+01  -0.959798E+00   0.220549E-02   0.300518E+02  -0.294873E+01  -0.133103E+01   0.259743E+01   0.661530E-04   0.109149E+02   0.118687E+02   0.334144E+00   0.211701E+02   0.967743E+02  -0.779165E+01   0.000000E+00   0.104566E+03  -0.209132E+03
   0.350690E+02  -0.183112E+01  -0.818435E+00   0.194447E+00   0.299290E+02  -0.270046E+01  -0.266911E+01   0.386789E+01   0.332590E-03   0.912805E+01   0.709653E+01   0.125579E+01   0.200713E+02   0.967349E+02  -0.773349E+01   0.000000E+00   0.104468E+03  -0.208937E+03
   0.350585E+02  -0.185677E+01  -0.818435E+00   0.238788E+00   0.299842E+02  -0.270046E+01  -0.266911E+01   0.262932E+01   0.289333E-03   0.851721E+01   0.100112E+02   0.494793E-01   0.242925E+02   0.972572E+02  -0.879193E+01   0.000000E+00   0.106049E+03  -0.212098E+03
   0.350472E+02  -0.185677E+01  -0.986078E+00   0.231259E+00   0.300443E+02  -0.238378E+01  -0.268181E+01   0.555387E+01   0.569251E-04   0.106901E+02   0.633190E+01   0.844359E+00   0.185748E+02   0.961146E+02  -0.830247E+01   0.000000E+00   0.104417E+03  -0.208834E+03
   0.350795E+02  -0.185677E+01  -0.986078E+00   0.244631E+00   0.300804E+02  -0.266892E+01  -0.310550E+01   0.178158E+01   0.179980E-03   0.747439E+01   0.113182E+02   0.274111E+00   0.154277E+02   0.971628E+02  -0.636336E+01   0.000000E+00   0.103526E+03  -0.207052E+03
   0.350604E+02  -0.185815E+01  -0.844233E+00   0.156092E+00   0.300804E+02  -0.302027E+01  -0.502447E+00   0.138625E+01   0.915771E-04   0.153413E+02   0.891867E+01   0.188000E+00   0.155159E+02   0.962294E+02  -0.805647E+01   0.000000E+00   0.104286E+03  -0.208572E+03
   0.350508E+02  -0.185815E+01  -0.911341E+00   0.927454E-01   0.303024E+02  -0.296150E+01  -0.809275E+00   0.391148E+01   0.915771E-04   0.969992E+01   0.728058E+01   0.167495E+01   0.163332E+02   0.976832E+02  -0.634035E+01   0.000000E+00   0.104024E+03  -0.208047E+03
   0.350676E+02  -0.185815E+01  -0.998606E+00   0.311089E+00   0.301767E+02  -0.281575E+01  -0.809275E+00   0.155626E+01   0.364216E-03   0.112597E+02   0.992473E+01   0.134402E+01   0.165514E+02   0.977541E+02  -0.574899E+01   0.000000E+00   0.103503E+03  -0.207006E+03
   0.350448E+02  -0.185700E+01  -0.957707E+00   0.473568E+00   0.301767E+02  -0.281575E+01  -0.278207E+01   0.155626E+01   0.131710E-03   0.115211E+02   0.109078E+02   0.128416E+01   0.137880E+02   0.971033E+02  -0.581968E+01   0.000000E+00   0.102923E+03  -0.205846E+03
   0.350281E+02  -0.182843E+01  -0.957707E+00   0.887056E-01   0.301732E+02  -0.258556E+01  -0.294512E+01   0.483818E+01   0.292395E-03   0.979560E+01   0.722766E+01   0.455644E+00   0.140077E+02   0.981050E+02  -0.620948E+01   0.000000E+00   0.104314E+03  -0.208629E+03
   0.350858E+02  -0.182843E+01  -0.813097E+00   0.574137E+00   0.297010E+02  -0.167302E+01  -0.273537E+01   0.516020E+01   0.620142E-03   0.126964E+02   0.722766E+01   0.156414E+01   0.140077E+02   0.902847E+02  -0.717595E+01   0.000000E+00   0.974606E+02  -0.194921E+03
