Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_MC_Up_a2  Kmin_MC_Up_a3  Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.350654E+02  -0.190849E+01  -0.817591E+00   0.460292E-01   0.308446E+02  -0.467848E+01   0.156440E+01   0.335046E+00   0.926317E-03   0.107491E+02   0.934649E+01   0.152094E+02   0.168927E+02   0.218155E+03  -0.769786E+01   0.000000E+00   0.225853E+03  -0.451706E+03
   0.350490E+02  -0.196677E+01  -0.670255E+00   0.319474E+00   0.307691E+02  -0.474805E+01   0.143459E+01  -0.828230E+00   0.401153E-03   0.976138E+01   0.659381E+01   0.128245E+02   0.196984E+02   0.216038E+03  -0.103447E+02   0.000000E+00   0.226383E+03  -0.452765E+03
   0.350923E+02  -0.192636E+01  -0.705218E+00  -0.218557E+00   0.304794E+02  -0.430549E+01  -0.651402E+00   0.208700E+01   0.562363E-03   0.121305E+02   0.114833E+02   0.170409E+02   0.159320E+02   0.220263E+03  -0.873279E+01   0.000000E+00   0.228996E+03  -0.457992E+03
   0.351158E+02  -0.197890E+01  -0.708060E+00  -0.101008E+00   0.305460E+02  -0.419290E+01   0.335877E-01   0.185601E+01   0.854508E-03   0.785880E+01   0.894909E+01   0.202732E+02   0.138477E+02   0.217469E+03  -0.922268E+01   0.000000E+00   0.226692E+03  -0.453383E+03
   0.350902E+02  -0.187695E+01  -0.820082E+00   0.673458E-01   0.305302E+02  -0.431325E+01   0.335877E-01   0.240128E+00   0.664318E-04   0.785052E+01   0.102265E+02   0.149076E+02   0.138477E+02   0.221098E+03  -0.777225E+01   0.000000E+00   0.228870E+03  -0.457740E+03
   0.350880E+02  -0.183136E+01  -0.820082E+00   0.395987E-01   0.306533E+02  -0.450990E+01  -0.201884E+01   0.295661E+01   0.592395E-03   0.100796E+02   0.839473E+01   0.140056E+02   0.130111E+02   0.216169E+03  -0.757664E+01   0.000000E+00   0.223746E+03  -0.447491E+03
   0.350374E+02  -0.180802E+01  -0.722055E+00   0.160594E+00   0.306533E+02  -0.501998E+01  -0.289019E+00   0.146561E+01   0.592395E-03   0.940947E+01   0.129657E+02   0.187930E+02   0.223976E+02   0.216500E+03  -0.116183E+02   0.000000E+00   0.228118E+03  -0.456237E+03
   0.350208E+02  -0.181042E+01  -0.104952E+01   0.216216E+00   0.307950E+02  -0.501998E+01  -0.210513E+01   0.146561E+01   0.844566E-03   0.118050E+02   0.110073E+02   0.164953E+02   0.167350E+02   0.213044E+03  -0.844761E+01   0.000000E+00   0.221492E+03  -0.442983E+03
   0.350208E+02  -0.169079E+01  -0.128866E+01   0.407535E+00   0.307383E+02  -0.432466E+01   0.128778E+01   0.126729E+01   0.910885E-03   0.146686E+02   0.961122E+01   0.122276E+02   0.207249E+02   0.213795E+03  -0.114046E+02   0.000000E+00   0.225200E+03  -0.450399E+03
   0.350208E+02  -0.174464E+01  -0.119838E+01   0.407535E+00   0.307727E+02  -0.444930E+01   0.959954E+00   0.126729E+01   0.387267E-03   0.993061E+01   0.787095E+01   0.133768E+02   0.215604E+02   0.218216E+03  -0.978756E+01   0.000000E+00   0.228004E+03  -0.456007E+03
   0.350038E+02  -0.174315E+01  -0.103307E+01  -0.436689E-01   0.308255E+02  -0.444930E+01   0.959954E+00   0.607870E+00   0.541073E-03   0.126870E+02   0.110687E+02   0.165428E+02   0.146821E+02   0.217691E+03  -0.863770E+01   0.000000E+00   0.226329E+03  -0.452657E+03
   0.350194E+02  -0.174315E+01  -0.992979E+00   0.639250E-01   0.308784E+02  -0.520895E+01   0.200846E+01   0.607870E+00   0.212220E-03   0.126201E+02   0.119350E+02   0.122317E+02   0.178043E+02   0.216962E+03  -0.959174E+01   0.000000E+00   0.226554E+03  -0.453107E+03
   0.350465E+02  -0.178978E+01  -0.880091E+00  -0.587959E+00   0.309250E+02  -0.531239E+01  -0.161040E+00  -0.768586E+00   0.599672E-03   0.739465E+01   0.115558E+02   0.152034E+02   0.911255E+01   0.210381E+03  -0.111245E+02   0.000000E+00   0.221506E+03  -0.443011E+03
   0.350545E+02  -0.182536E+01  -0.970293E+00   0.735238E+00   0.305668E+02  -0.399437E+01  -0.862915E+00   0.325717E+01   0.830874E-03   0.112286E+02   0.106575E+02   0.117778E+02   0.111053E+02   0.216651E+03  -0.897566E+01   0.000000E+00   0.225627E+03  -0.451253E+03
   0.350545E+02  -0.182778E+01  -0.922405E+00   0.432455E+00   0.305668E+02  -0.384098E+01  -0.261086E+00   0.159092E+01   0.998776E-03   0.124533E+02   0.146467E+02   0.990100E+01   0.186717E+02   0.212845E+03  -0.128425E+02   0.000000E+00   0.225687E+03  -0.451375E+03
   0.350501E+02  -0.196536E+01  -0.840132E+00   0.244857E+00   0.309574E+02  -0.532357E+01   0.113669E+01  -0.611494E+00   0.919584E-03   0.841043E+01   0.955551E+01   0.112757E+02   0.819586E+01   0.211306E+03  -0.121360E+02   0.000000E+00   0.223442E+03  -0.446884E+03
   0.350688E+02  -0.195907E+01  -0.844543E+00   0.555766E-01   0.313588E+02  -0.525323E+01   0.475593E+01  -0.143416E+01   0.829181E-03   0.888297E+01   0.110610E+02   0.138041E+02   0.175013E+02   0.213035E+03  -0.799890E+01   0.000000E+00   0.221034E+03  -0.442068E+03
   0.350535E+02  -0.190215E+01  -0.101088E+01   0.261132E+00   0.312706E+02  -0.525323E+01   0.303596E+01  -0.143416E+01   0.787933E-03   0.888297E+01   0.993249E+01   0.133250E+02   0.158732E+02   0.216782E+03  -0.746345E+01   0.000000E+00   0.224245E+03  -0.448491E+03
   0.350149E+02  -0.182559E+01  -0.115586E+01   0.569896E+00   0.311988E+02  -0.525323E+01   0.143678E+01   0.236487E+01   0.866212E-03   0.144200E+02   0.762137E+01   0.102833E+02   0.112742E+02   0.210104E+03  -0.120883E+02   0.000000E+00   0.222192E+03  -0.444385E+03
   0.350031E+02  -0.185243E+01  -0.894887E+00   0.967939E-01   0.313868E+02  -0.575931E+01   0.193415E+01  -0.393613E+00   0.859426E-03   0.933204E+01   0.982425E+01   0.120893E+02   0.126146E+02   0.214568E+03  -0.780385E+01   0.000000E+00   0.222372E+03  -0.444744E+03
   0.350025E+02  -0.175875E+01  -0.888005E+00   0.369589E+00   0.311397E+02  -0.596476E+01   0.371308E+01   0.860742E-01   0.546618E-03   0.988983E+01   0.807460E+01   0.116663E+02   0.180474E+02   0.214670E+03  -0.875846E+01   0.000000E+00   0.223428E+03  -0.446857E+03
   0.349739E+02  -0.170760E+01  -0.116280E+01   0.243804E+00   0.305597E+02  -0.429094E+01   0.514335E+00  -0.129679E+01   0.623885E-04   0.113018E+02   0.727536E+01   0.996971E+01   0.114208E+02   0.211986E+03  -0.108493E+02   0.000000E+00   0.222835E+03  -0.445671E+03
   0.350295E+02  -0.176892E+01  -0.112349E+01   0.659091E+00   0.305823E+02  -0.435965E+01   0.191968E+01  -0.156350E+01   0.812826E-03   0.116537E+02   0.129900E+02   0.154357E+02   0.206762E+02   0.212440E+03  -0.104694E+02   0.000000E+00   0.222909E+03  -0.445819E+03
   0.350518E+02  -0.185549E+01  -0.102215E+01  -0.431647E-01   0.307936E+02  -0.435965E+01   0.245017E+00  -0.649045E+00   0.229656E-03   0.768585E+01   0.117711E+02   0.142257E+02   0.113726E+02   0.218405E+03  -0.902075E+01   0.000000E+00   0.227426E+03  -0.454851E+03
   0.350707E+02  -0.198720E+01  -0.605815E+00  -0.180172E+00   0.307936E+02  -0.442398E+01   0.832003E+00   0.699775E+00   0.302633E-03   0.921351E+01   0.753136E+01   0.174740E+02   0.158646E+02   0.218128E+03  -0.852173E+01   0.000000E+00   0.226650E+03  -0.453299E+03
   0.350941E+02  -0.202556E+01  -0.510572E+00  -0.663483E-01   0.309326E+02  -0.542154E+01   0.832003E+00  -0.519977E+00   0.419546E-04   0.139018E+02   0.108496E+02   0.146747E+02   0.140351E+02   0.218016E+03  -0.908280E+01   0.000000E+00   0.227099E+03  -0.454198E+03
   0.350878E+02  -0.197800E+01  -0.625581E+00   0.293532E+00   0.310927E+02  -0.593853E+01   0.153499E+01  -0.548219E+00   0.247544E-03   0.123234E+02   0.114168E+02   0.224804E+02   0.126675E+02   0.214469E+03  -0.110046E+02   0.000000E+00   0.225474E+03  -0.450947E+03
   0.350536E+02  -0.194528E+01  -0.616242E+00  -0.885954E-01   0.310053E+02  -0.536159E+01   0.542864E+00  -0.198677E+01   0.267067E-04   0.971164E+01   0.969311E+01   0.159488E+02   0.183256E+02   0.217932E+03  -0.803154E+01   0.000000E+00   0.225964E+03  -0.451927E+03
   0.351141E+02  -0.201531E+01  -0.648515E+00   0.326968E-01   0.305934E+02  -0.474848E+01   0.542864E+00   0.593969E+00   0.654982E-03   0.960668E+01   0.119384E+02   0.115285E+02   0.253732E+02   0.215669E+03  -0.123911E+02   0.000000E+00   0.228060E+03  -0.456120E+03
   0.350738E+02  -0.198561E+01  -0.497706E+00   0.597614E+00   0.310644E+02  -0.531863E+01   0.904421E+00  -0.204484E+01   0.598378E-03   0.115457E+02   0.917248E+01   0.124430E+02   0.163556E+02   0.213136E+03  -0.809792E+01   0.000000E+00   0.221234E+03  -0.442468E+03
   0.350738E+02  -0.195535E+01  -0.517792E+00  -0.408178E+00   0.311511E+02  -0.596794E+01   0.729619E+00  -0.349045E+01   0.800770E-03   0.124097E+02   0.104567E+02   0.119932E+02   0.146084E+02   0.214916E+03  -0.851154E+01   0.000000E+00   0.223428E+03  -0.446855E+03
   0.350236E+02  -0.190461E+01  -0.757443E+00  -0.146737E+00   0.311511E+02  -0.596794E+01   0.181660E+01  -0.354191E+01   0.295097E-03   0.101438E+02   0.105714E+02   0.166403E+02   0.109264E+02   0.212818E+03  -0.854686E+01   0.000000E+00   0.221365E+03  -0.442730E+03
   0.350233E+02  -0.187932E+01  -0.592522E+00   0.199694E+00   0.311511E+02  -0.617999E+01   0.156864E+01  -0.226919E+01   0.184073E-03   0.983377E+01   0.102379E+02   0.101306E+02   0.192099E+02   0.214554E+03  -0.982186E+01   0.000000E+00   0.224376E+03  -0.448752E+03
   0.350223E+02  -0.188148E+01  -0.592522E+00   0.127495E-01   0.308125E+02  -0.572419E+01   0.156864E+01   0.109366E+01   0.566903E-03   0.142613E+02   0.867442E+01   0.145005E+02   0.164784E+02   0.215152E+03  -0.948473E+01   0.000000E+00   0.224637E+03  -0.449273E+03
   0.351055E+02  -0.188148E+01  -0.711547E+00  -0.787185E-01   0.310098E+02  -0.519288E+01  -0.711368E+00   0.255379E+00   0.842880E-03   0.842635E+01   0.124550E+02   0.125141E+02   0.131576E+02   0.211082E+03  -0.858933E+01   0.000000E+00   0.219671E+03  -0.439343E+03
   0.350843E+02  -0.195633E+01  -0.711547E+00   0.369648E+00   0.305187E+02  -0.415696E+01  -0.115571E+01   0.117021E+01   0.400354E-03   0.850378E+01   0.106826E+02   0.243457E+02   0.180253E+02   0.217430E+03  -0.115679E+02   0.000000E+00   0.228998E+03  -0.457996E+03
   0.350805E+02  -0.188055E+01  -0.889248E+00  -0.144967E+00   0.302450E+02  -0.282777E+01  -0.115571E+01   0.809008E+00   0.112477E-03   0.101000E+02   0.116788E+02   0.111454E+02   0.129401E+02   0.218654E+03  -0.865751E+01   0.000000E+00   0.227312E+03  -0.454623E+03
   0.350235E+02  -0.179492E+01  -0.889248E+00  -0.383179E+00   0.302450E+02  -0.348798E+01  -0.326005E+01   0.809008E+00   0.769059E-03   0.143291E+02   0.897787E+01   0.126671E+02   0.165871E+02   0.214850E+03  -0.968901E+01   0.000000E+00   0.224539E+03  -0.449078E+03
   0.349871E+02  -0.171362E+01  -0.808926E+00   0.400264E+00   0.302929E+02  -0.348874E+01  -0.531347E+00  -0.776111E+00   0.162597E-03   0.124299E+02   0.842858E+01   0.895586E+01   0.170455E+02   0.214662E+03  -0.114038E+02   0.000000E+00   0.226066E+03  -0.452132E+03
   0.350240E+02  -0.180415E+01  -0.942173E+00  -0.164786E+00   0.303468E+02  -0.379969E+01  -0.531347E+00   0.654485E+00   0.487331E-03   0.105252E+02   0.115480E+02   0.117467E+02   0.203315E+02   0.218631E+03  -0.970896E+01   0.000000E+00   0.228340E+03  -0.456680E+03
   0.350615E+02  -0.182650E+01  -0.824959E+00  -0.164786E+00   0.303246E+02  -0.379969E+01  -0.749109E+00   0.155326E+01   0.339263E-03   0.834929E+01   0.161054E+02   0.148568E+02   0.153715E+02   0.218775E+03  -0.108248E+02   0.000000E+00   0.229600E+03  -0.459200E+03
   0.350157E+02  -0.178656E+01  -0.101192E+01  -0.189129E+00   0.303246E+02  -0.349006E+01  -0.218668E+01  -0.110521E+01   0.380691E-03   0.950271E+01   0.105377E+02   0.131005E+02   0.137333E+02   0.216225E+03  -0.743029E+01   0.000000E+00   0.223655E+03  -0.447311E+03
   0.349765E+02  -0.167161E+01  -0.997464E+00   0.605422E+00   0.305061E+02  -0.406606E+01   0.168845E+00   0.972845E+00   0.449121E-04   0.129127E+02   0.133307E+02   0.119496E+02   0.212811E+02   0.216318E+03  -0.119500E+02   0.000000E+00   0.228268E+03  -0.456536E+03
   0.349927E+02  -0.167837E+01  -0.997464E+00   0.617873E+00   0.302659E+02  -0.406606E+01  -0.979648E+00   0.185395E+01   0.442466E-03   0.864270E+01   0.108670E+02   0.147258E+02   0.120548E+02   0.220680E+03  -0.791341E+01   0.000000E+00   0.228593E+03  -0.457187E+03
   0.349927E+02  -0.169504E+01  -0.997464E+00   0.422159E+00   0.304357E+02  -0.354984E+01  -0.979648E+00  -0.898801E-02   0.171322E-03   0.134534E+02   0.859272E+01   0.161688E+02   0.169536E+02   0.219333E+03  -0.924699E+01   0.000000E+00   0.228580E+03  -0.457160E+03
   0.349855E+02  -0.167789E+01  -0.103226E+01   0.535539E+00   0.306919E+02  -0.400401E+01  -0.131527E+01  -0.347953E+01   0.767857E-03   0.853384E+01   0.103336E+02   0.141367E+02   0.169536E+02   0.215585E+03  -0.775565E+01   0.000000E+00   0.223341E+03  -0.446681E+03
   0.349964E+02  -0.167383E+01  -0.117255E+01   0.535539E+00   0.305714E+02  -0.415571E+01  -0.208713E+00   0.697866E+00   0.124656E-03   0.126081E+02   0.819052E+01   0.185938E+02   0.169617E+02   0.219620E+03  -0.956397E+01   0.000000E+00   0.229184E+03  -0.458368E+03
   0.349964E+02  -0.163488E+01  -0.107200E+01  -0.111728E+00   0.305129E+02  -0.415571E+01  -0.277001E+01   0.226878E+01   0.102056E-02   0.915929E+01   0.749184E+01   0.207389E+02   0.218767E+02   0.210789E+03  -0.118148E+02   0.000000E+00   0.222604E+03  -0.445208E+03
   0.349821E+02  -0.162920E+01  -0.103926E+01   0.476800E+00   0.306310E+02  -0.461872E+01  -0.957164E+00   0.821977E+00   0.878849E-03   0.126909E+02   0.807967E+01   0.176951E+02   0.143722E+02   0.217062E+03  -0.904916E+01   0.000000E+00   0.226111E+03  -0.452222E+03
   0.350014E+02  -0.163636E+01  -0.103926E+01   0.432081E+00   0.306406E+02  -0.495024E+01  -0.957164E+00   0.280561E+00   0.652846E-03   0.166736E+02   0.142210E+02   0.134448E+02   0.169165E+02   0.213714E+03  -0.132810E+02   0.000000E+00   0.226995E+03  -0.453990E+03
   0.349769E+02  -0.163636E+01  -0.103926E+01   0.721874E+00   0.307360E+02  -0.461965E+01  -0.798980E+00   0.440277E+00   0.972534E-03   0.751009E+01   0.113317E+02   0.166958E+02   0.162319E+02   0.215553E+03  -0.872550E+01   0.000000E+00   0.224278E+03  -0.448557E+03
   0.349769E+02  -0.155047E+01  -0.134295E+01   0.958493E+00   0.305840E+02  -0.455566E+01  -0.281243E+01   0.278239E+01   0.639555E-03   0.110478E+02   0.851062E+01   0.149289E+02   0.107448E+02   0.211941E+03  -0.870012E+01   0.000000E+00   0.220641E+03  -0.441282E+03
   0.349351E+02  -0.151016E+01  -0.134928E+01   0.344118E+00   0.305840E+02  -0.376111E+01  -0.113420E+01   0.230058E+01   0.372803E-03   0.769073E+01   0.851062E+01   0.125873E+02   0.163431E+02   0.216584E+03  -0.840903E+01   0.000000E+00   0.224993E+03  -0.449986E+03
   0.349616E+02  -0.155941E+01  -0.127040E+01   0.344118E+00   0.303952E+02  -0.334968E+01  -0.113420E+01   0.295856E+01   0.683421E-03   0.108244E+02   0.672135E+01   0.122464E+02   0.139915E+02   0.217764E+03  -0.929501E+01   0.000000E+00   0.227059E+03  -0.454118E+03
   0.349233E+02  -0.157388E+01  -0.119259E+01   0.647613E+00   0.301148E+02  -0.271994E+01  -0.126810E+01   0.306571E+01   0.378163E-03   0.107567E+02   0.844815E+01   0.192164E+02   0.185389E+02   0.217383E+03  -0.937299E+01   0.000000E+00   0.226756E+03  -0.453512E+03
   0.349646E+02  -0.157876E+01  -0.136014E+01   0.292300E+00   0.301904E+02  -0.271994E+01  -0.194487E+01   0.140584E+01   0.138179E-02   0.721346E+01   0.830713E+01   0.209364E+02   0.132137E+02   0.210204E+03  -0.103082E+02   0.000000E+00   0.220512E+03  -0.441024E+03
   0.349980E+02  -0.156991E+01  -0.125017E+01   0.101021E+01   0.301904E+02  -0.260945E+01  -0.304923E+01   0.596232E+01   0.610704E-03   0.949126E+01   0.942579E+01   0.136581E+02   0.133317E+02   0.215752E+03  -0.729765E+01   0.000000E+00   0.223050E+03  -0.446099E+03
   0.349299E+02  -0.154705E+01  -0.131998E+01   0.590132E+00   0.303569E+02  -0.277158E+01  -0.264363E+01   0.370337E+01   0.515041E-03   0.976532E+01   0.988841E+01   0.169590E+02   0.131761E+02   0.218197E+03  -0.762447E+01   0.000000E+00   0.225821E+03  -0.451643E+03
   0.349651E+02  -0.152984E+01  -0.134689E+01   0.790268E+00   0.300239E+02  -0.266828E+01  -0.157613E+01   0.127090E+01   0.317481E-03   0.854814E+01   0.922004E+01   0.159379E+02   0.161769E+02   0.218555E+03  -0.766471E+01   0.000000E+00   0.226220E+03  -0.452439E+03
   0.349878E+02  -0.155007E+01  -0.134689E+01   0.790268E+00   0.299127E+02  -0.266828E+01  -0.312834E+01   0.376152E+01   0.830018E-03   0.948394E+01   0.105843E+02   0.138400E+02   0.148799E+02   0.218108E+03  -0.733174E+01   0.000000E+00   0.225440E+03  -0.450879E+03
   0.349218E+02  -0.154772E+01  -0.113404E+01   0.790268E+00   0.299704E+02  -0.290811E+01  -0.405108E+01   0.414818E+01   0.853900E-03   0.856546E+01   0.111327E+02   0.153556E+02   0.146013E+02   0.215979E+03  -0.766779E+01   0.000000E+00   0.223647E+03  -0.447294E+03
   0.349989E+02  -0.167670E+01  -0.133411E+01   0.304698E+00   0.300792E+02  -0.173655E+01  -0.243756E+01   0.375443E+01   0.614262E-03   0.113887E+02   0.849984E+01   0.141038E+02   0.167444E+02   0.219142E+03  -0.801551E+01   0.000000E+00   0.227158E+03  -0.454315E+03
   0.349795E+02  -0.167670E+01  -0.129782E+01   0.962617E+00   0.301159E+02  -0.173655E+01  -0.279197E+00   0.375443E+01   0.762021E-04   0.101495E+02   0.108312E+02   0.161257E+02   0.174792E+02   0.215474E+03  -0.801965E+01   0.000000E+00   0.223494E+03  -0.446987E+03
   0.350277E+02  -0.167955E+01  -0.131051E+01   0.356942E+00   0.297002E+02  -0.173655E+01  -0.169066E+01   0.375443E+01   0.105603E-02   0.102233E+02   0.996825E+01   0.246866E+02   0.182699E+02   0.211304E+03  -0.115686E+02   0.000000E+00   0.222873E+03  -0.445745E+03
   0.349516E+02  -0.153801E+01  -0.127730E+01   0.434188E+00   0.297617E+02  -0.240065E+01  -0.245669E+01   0.167042E+01   0.162399E-03   0.859833E+01   0.116803E+02   0.139001E+02   0.136557E+02   0.217204E+03  -0.786284E+01   0.000000E+00   0.225067E+03  -0.450134E+03
   0.349851E+02  -0.153801E+01  -0.975519E+00   0.700139E+00   0.298412E+02  -0.361516E+01  -0.245669E+01   0.253460E+01   0.295614E-03   0.627611E+01   0.780688E+01   0.109624E+02   0.107805E+02   0.211502E+03  -0.119737E+02   0.000000E+00   0.223476E+03  -0.446951E+03
   0.349703E+02  -0.153801E+01  -0.117979E+01   0.809448E+00   0.298285E+02  -0.306982E+01  -0.333900E+01   0.253460E+01   0.433445E-03   0.823187E+01   0.695930E+01   0.160088E+02   0.143192E+02   0.216186E+03  -0.891662E+01   0.000000E+00   0.225103E+03  -0.450205E+03
   0.349703E+02  -0.156467E+01  -0.121167E+01   0.957206E+00   0.298695E+02  -0.259920E+01  -0.333900E+01   0.253460E+01   0.764150E-03   0.847604E+01   0.114464E+02   0.136671E+02   0.229913E+02   0.214756E+03  -0.105209E+02   0.000000E+00   0.225277E+03  -0.450554E+03
   0.349861E+02  -0.156467E+01  -0.141428E+01   0.552122E+00   0.300763E+02  -0.239569E+01  -0.145152E+01   0.437123E+01   0.125198E-03   0.133027E+02   0.106365E+02   0.223339E+02   0.192991E+02   0.215091E+03  -0.120965E+02   0.000000E+00   0.227188E+03  -0.454375E+03
   0.349879E+02  -0.163786E+01  -0.116119E+01   0.572687E+00   0.302160E+02  -0.276091E+01  -0.154933E+01   0.286097E+01   0.719316E-03   0.980665E+01   0.107875E+02   0.932118E+01   0.203562E+02   0.216828E+03  -0.112164E+02   0.000000E+00   0.228044E+03  -0.456089E+03
   0.349879E+02  -0.162726E+01  -0.112821E+01   0.572687E+00   0.301264E+02  -0.314630E+01  -0.265455E+01   0.318518E+01   0.343335E-03   0.896932E+01   0.123759E+02   0.132681E+02   0.121614E+02   0.221311E+03  -0.848536E+01   0.000000E+00   0.229796E+03  -0.459593E+03
   0.349728E+02  -0.163900E+01  -0.997255E+00  -0.710538E-01   0.300491E+02  -0.302038E+01  -0.237367E+01   0.173205E+01   0.567983E-03   0.113658E+02   0.140393E+02   0.213503E+02   0.200221E+02   0.214466E+03  -0.126123E+02   0.000000E+00   0.227078E+03  -0.454157E+03
   0.350316E+02  -0.179272E+01  -0.904015E+00  -0.186382E+00   0.300491E+02  -0.289372E+01  -0.237367E+01   0.108214E+01   0.507613E-05   0.110842E+02   0.172333E+02   0.153020E+02   0.182654E+02   0.216522E+03  -0.124484E+02   0.000000E+00   0.228970E+03  -0.457941E+03
   0.350337E+02  -0.186387E+01  -0.904015E+00   0.269834E+00   0.302696E+02  -0.284298E+01  -0.277708E+01   0.720892E+01   0.408843E-03   0.711249E+01   0.858843E+01   0.163623E+02   0.107011E+02   0.217968E+03  -0.977628E+01   0.000000E+00   0.227744E+03  -0.455489E+03
   0.350303E+02  -0.188438E+01  -0.692534E+00   0.136608E+00   0.302696E+02  -0.280060E+01   0.388253E+00   0.642102E+00   0.487335E-03   0.107566E+02   0.120468E+02   0.168592E+02   0.123012E+02   0.216361E+03  -0.859932E+01   0.000000E+00   0.224960E+03  -0.449921E+03
   0.350522E+02  -0.187514E+01  -0.843657E+00   0.205284E+00   0.302696E+02  -0.348508E+01   0.388253E+00   0.227172E+01   0.387385E-03   0.154671E+02   0.861335E+01   0.200245E+02   0.174596E+02   0.217430E+03  -0.119745E+02   0.000000E+00   0.229405E+03  -0.458809E+03
   0.350809E+02  -0.192567E+01  -0.843657E+00   0.205284E+00   0.301346E+02  -0.307555E+01  -0.278949E+01   0.424307E+01   0.924935E-04   0.663860E+01   0.844197E+01   0.206037E+02   0.161219E+02   0.219831E+03  -0.108508E+02   0.000000E+00   0.230682E+03  -0.461364E+03
   0.350405E+02  -0.190192E+01  -0.869946E+00   0.131968E+00   0.300666E+02  -0.238878E+01  -0.952769E+00   0.424307E+01   0.971096E-04   0.103768E+02   0.122526E+02   0.168851E+02   0.103581E+02   0.220014E+03  -0.966953E+01   0.000000E+00   0.229684E+03  -0.459367E+03
   0.350493E+02  -0.194145E+01  -0.782685E+00  -0.915551E-01   0.299954E+02  -0.194130E+01  -0.299255E+01   0.424307E+01   0.258801E-03   0.830077E+01   0.819378E+01   0.215923E+02   0.146076E+02   0.219631E+03  -0.980881E+01   0.000000E+00   0.229440E+03  -0.458880E+03
   0.350543E+02  -0.188415E+01  -0.792304E+00   0.743257E-02   0.301192E+02  -0.247391E+01  -0.392988E+01   0.216622E+01   0.929772E-04   0.955029E+01   0.120244E+02   0.108939E+02   0.115672E+02   0.218880E+03  -0.939216E+01   0.000000E+00   0.228272E+03  -0.456544E+03
