Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_TR_a0     Kmin_TR_a1     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.351477E+02  -0.233374E+01   0.302726E+02  -0.278647E+01   0.103150E-02   0.101750E+02   0.818921E+01   0.156350E+01   0.137274E+02   0.732127E+02  -0.123739E+02   0.000000E+00   0.855866E+02  -0.171173E+03
   0.351477E+02  -0.242243E+01   0.304271E+02  -0.294611E+01   0.103150E-02   0.970422E+01   0.107991E+02   0.127956E+01   0.164856E+02   0.723512E+02  -0.123820E+02   0.000000E+00   0.847332E+02  -0.169466E+03
   0.351581E+02  -0.236171E+01   0.302379E+02  -0.325972E+01   0.127367E-02   0.103063E+02   0.168183E+02   0.895443E-01   0.135413E+02   0.707993E+02  -0.160125E+02   0.000000E+00   0.868118E+02  -0.173624E+03
   0.351128E+02  -0.229037E+01   0.302379E+02  -0.370812E+01   0.111366E-02   0.841092E+01   0.117617E+02   0.352348E+00   0.140919E+02   0.746571E+02  -0.127231E+02   0.000000E+00   0.873802E+02  -0.174760E+03
   0.351128E+02  -0.224692E+01   0.301278E+02  -0.370812E+01   0.134754E-02   0.802854E+01   0.961972E+01   0.158394E+01   0.168010E+02   0.730830E+02  -0.126814E+02   0.000000E+00   0.857644E+02  -0.171529E+03
   0.351519E+02  -0.219678E+01   0.300085E+02  -0.408263E+01   0.101119E-02   0.877315E+01   0.143142E+02   0.110244E+01   0.167801E+02   0.737676E+02  -0.143634E+02   0.000000E+00   0.881310E+02  -0.176262E+03
   0.350717E+02  -0.209485E+01   0.304788E+02  -0.416081E+01   0.936544E-03   0.104679E+02   0.109015E+02   0.186996E+00   0.132201E+02   0.737174E+02  -0.123685E+02   0.000000E+00   0.860859E+02  -0.172172E+03
   0.350717E+02  -0.208000E+01   0.305670E+02  -0.482758E+01   0.579496E-03   0.924536E+01   0.875074E+01   0.817816E+00   0.129476E+02   0.738663E+02  -0.122553E+02   0.000000E+00   0.861216E+02  -0.172243E+03
   0.350935E+02  -0.214255E+01   0.302775E+02  -0.403603E+01   0.825887E-03   0.105815E+02   0.902034E+01   0.182606E+01   0.131829E+02   0.757124E+02  -0.122496E+02   0.000000E+00   0.879620E+02  -0.175924E+03
   0.350946E+02  -0.219628E+01   0.302584E+02  -0.454513E+01   0.888351E-03   0.104474E+02   0.796948E+01   0.169826E+01   0.164798E+02   0.748015E+02  -0.127335E+02   0.000000E+00   0.875350E+02  -0.175070E+03
   0.350636E+02  -0.210973E+01   0.305233E+02  -0.481790E+01   0.154371E-02   0.946753E+01   0.652518E+01   0.322371E+01   0.145601E+02   0.673239E+02  -0.138594E+02   0.000000E+00   0.811833E+02  -0.162367E+03
   0.350696E+02  -0.219910E+01   0.306454E+02  -0.422334E+01   0.869682E-03   0.140727E+02   0.102260E+02   0.119739E+01   0.202407E+02   0.696714E+02  -0.152954E+02   0.000000E+00   0.849668E+02  -0.169934E+03
   0.351377E+02  -0.219910E+01   0.301321E+02  -0.422334E+01   0.869682E-03   0.100257E+02   0.796591E+01   0.123935E+01   0.153967E+02   0.767509E+02  -0.125004E+02   0.000000E+00   0.892513E+02  -0.178503E+03
   0.351249E+02  -0.222260E+01   0.301321E+02  -0.366153E+01   0.219451E-03   0.113779E+02   0.126041E+02   0.498724E+00   0.197828E+02   0.723802E+02  -0.145167E+02   0.000000E+00   0.868969E+02  -0.173794E+03
   0.351612E+02  -0.222260E+01   0.299180E+02  -0.304773E+01   0.732097E-03   0.125744E+02   0.537784E+01   0.348570E+00   0.198579E+02   0.679759E+02  -0.183829E+02   0.000000E+00   0.863588E+02  -0.172718E+03
   0.351142E+02  -0.220171E+01   0.304215E+02  -0.386720E+01   0.102066E-02   0.775305E+01   0.103494E+02   0.159048E+01   0.106184E+02   0.733113E+02  -0.137947E+02   0.000000E+00   0.871060E+02  -0.174212E+03
   0.351142E+02  -0.214560E+01   0.304215E+02  -0.489907E+01   0.409054E-03   0.946929E+01   0.643975E+01   0.597362E+00   0.145606E+02   0.747757E+02  -0.139890E+02   0.000000E+00   0.887647E+02  -0.177529E+03
   0.351142E+02  -0.212287E+01   0.304094E+02  -0.569649E+01   0.917547E-03   0.103747E+02   0.842626E+01   0.215955E+00   0.160164E+02   0.750016E+02  -0.124124E+02   0.000000E+00   0.874140E+02  -0.174828E+03
   0.350820E+02  -0.212323E+01   0.305087E+02  -0.569649E+01   0.620004E-03   0.825509E+01   0.110421E+02   0.248932E+00   0.190099E+02   0.726084E+02  -0.134724E+02   0.000000E+00   0.860808E+02  -0.172162E+03
   0.351045E+02  -0.208320E+01   0.303998E+02  -0.527937E+01   0.579229E-03   0.107650E+02   0.160175E+02   0.109272E+01   0.161556E+02   0.724312E+02  -0.155741E+02   0.000000E+00   0.880053E+02  -0.176011E+03
   0.351131E+02  -0.208320E+01   0.303998E+02  -0.522105E+01   0.106753E-03   0.131225E+02   0.116857E+02   0.748256E+00   0.171408E+02   0.717043E+02  -0.140539E+02   0.000000E+00   0.857582E+02  -0.171516E+03
   0.351360E+02  -0.215703E+01   0.302181E+02  -0.441897E+01   0.767482E-03   0.116584E+02   0.111583E+02   0.377621E+00   0.136468E+02   0.768097E+02  -0.127688E+02   0.000000E+00   0.895785E+02  -0.179157E+03
   0.351343E+02  -0.218668E+01   0.302181E+02  -0.428728E+01   0.326446E-03   0.964083E+01   0.117854E+02   0.111008E+01   0.237294E+02   0.726312E+02  -0.156142E+02   0.000000E+00   0.882454E+02  -0.176491E+03
   0.351108E+02  -0.212894E+01   0.301106E+02  -0.419804E+01   0.981594E-03   0.152775E+02   0.982161E+01   0.867040E+00   0.131046E+02   0.740549E+02  -0.147920E+02   0.000000E+00   0.888469E+02  -0.177694E+03
   0.351170E+02  -0.212894E+01   0.301106E+02  -0.414998E+01   0.727230E-03   0.118332E+02   0.982434E+01   0.113663E+01   0.117508E+02   0.756793E+02  -0.130537E+02   0.000000E+00   0.887330E+02  -0.177466E+03
   0.350862E+02  -0.209301E+01   0.302664E+02  -0.494722E+01   0.727230E-03   0.143340E+02   0.849688E+01   0.174931E+00   0.135673E+02   0.745438E+02  -0.142190E+02   0.000000E+00   0.887628E+02  -0.177526E+03
   0.351258E+02  -0.212682E+01   0.301760E+02  -0.475942E+01   0.361460E-03   0.121252E+02   0.735071E+01   0.183816E+01   0.120056E+02   0.726891E+02  -0.139745E+02   0.000000E+00   0.866636E+02  -0.173327E+03
   0.351324E+02  -0.214728E+01   0.303184E+02  -0.492725E+01   0.111750E-02   0.855063E+01   0.828738E+01   0.119356E+01   0.208197E+02   0.738908E+02  -0.141187E+02   0.000000E+00   0.880095E+02  -0.176019E+03
   0.351250E+02  -0.213348E+01   0.303184E+02  -0.515120E+01   0.742827E-03   0.897116E+01   0.939247E+01   0.548400E-01   0.162397E+02   0.769291E+02  -0.122275E+02   0.000000E+00   0.891566E+02  -0.178313E+03
   0.351312E+02  -0.213348E+01   0.303248E+02  -0.494316E+01   0.336201E-03   0.995434E+01   0.157717E+02   0.154300E+01   0.167051E+02   0.719403E+02  -0.153430E+02   0.000000E+00   0.872833E+02  -0.174567E+03
   0.351312E+02  -0.213010E+01   0.304455E+02  -0.511278E+01   0.136380E-02   0.108680E+02   0.997232E+01   0.138466E+01   0.165548E+02   0.732457E+02  -0.124315E+02   0.000000E+00   0.856772E+02  -0.171354E+03
   0.351312E+02  -0.220897E+01   0.306157E+02  -0.551542E+01   0.816551E-03   0.107408E+02   0.756215E+01   0.735740E+00   0.141792E+02   0.758654E+02  -0.128593E+02   0.000000E+00   0.887247E+02  -0.177449E+03
   0.351547E+02  -0.222159E+01   0.306157E+02  -0.551542E+01   0.902263E-03   0.864392E+01   0.883475E+01   0.209155E+00   0.138877E+02   0.763927E+02  -0.122290E+02   0.000000E+00   0.886217E+02  -0.177243E+03
   0.351695E+02  -0.224275E+01   0.305776E+02  -0.522573E+01   0.870335E-03   0.134935E+02   0.112597E+02   0.140652E+01   0.122855E+02   0.743085E+02  -0.140590E+02   0.000000E+00   0.883675E+02  -0.176735E+03
   0.351464E+02  -0.217790E+01   0.305776E+02  -0.522573E+01   0.870335E-03   0.938661E+01   0.776073E+01   0.118594E+00   0.121802E+02   0.758223E+02  -0.129145E+02   0.000000E+00   0.887368E+02  -0.177474E+03
   0.351573E+02  -0.216016E+01   0.305776E+02  -0.504421E+01   0.817639E-03   0.899019E+01   0.981807E+01   0.297632E+00   0.123331E+02   0.743096E+02  -0.123484E+02   0.000000E+00   0.866580E+02  -0.173316E+03
   0.351571E+02  -0.227185E+01   0.303319E+02  -0.516938E+01   0.429943E-03   0.704357E+01   0.847335E+01   0.735057E+00   0.146994E+02   0.722254E+02  -0.133913E+02   0.000000E+00   0.856167E+02  -0.171233E+03
   0.351693E+02  -0.227185E+01   0.307718E+02  -0.544929E+01   0.107588E-02   0.809685E+01   0.121587E+02   0.673811E+00   0.123845E+02   0.738731E+02  -0.133304E+02   0.000000E+00   0.872035E+02  -0.174407E+03
   0.351995E+02  -0.239793E+01   0.310466E+02  -0.617317E+01   0.118216E-02   0.117454E+02   0.100680E+02   0.222298E+01   0.136581E+02   0.696156E+02  -0.125519E+02   0.000000E+00   0.821675E+02  -0.164335E+03
   0.351382E+02  -0.232403E+01   0.310466E+02  -0.598352E+01   0.684365E-03   0.117454E+02   0.867195E+01   0.644087E+00   0.142103E+02   0.708778E+02  -0.126223E+02   0.000000E+00   0.835001E+02  -0.167000E+03
   0.351945E+02  -0.240546E+01   0.301768E+02  -0.393928E+01   0.122825E-02   0.936525E+01   0.115328E+02   0.127864E+01   0.175824E+02   0.730711E+02  -0.129034E+02   0.000000E+00   0.859745E+02  -0.171949E+03
   0.351842E+02  -0.237275E+01   0.304704E+02  -0.535959E+01   0.736638E-03   0.104627E+02   0.138032E+02   0.318122E+00   0.123425E+02   0.704784E+02  -0.140161E+02   0.000000E+00   0.844945E+02  -0.168989E+03
   0.351842E+02  -0.213707E+01   0.305857E+02  -0.589052E+01   0.114032E-02   0.145961E+02   0.751662E+01   0.172910E+01   0.163854E+02   0.681384E+02  -0.151290E+02   0.000000E+00   0.832674E+02  -0.166535E+03
   0.351284E+02  -0.217881E+01   0.309343E+02  -0.638238E+01   0.665766E-03   0.127938E+02   0.105744E+02   0.244274E+01   0.146994E+02   0.708849E+02  -0.131290E+02   0.000000E+00   0.840139E+02  -0.168028E+03
   0.351262E+02  -0.226337E+01   0.310426E+02  -0.640313E+01   0.114323E-02   0.975027E+01   0.108661E+02   0.293609E+00   0.165478E+02   0.712163E+02  -0.124149E+02   0.000000E+00   0.836312E+02  -0.167262E+03
   0.351024E+02  -0.221018E+01   0.309238E+02  -0.640313E+01   0.828449E-03   0.109430E+02   0.769655E+01   0.156596E+01   0.125693E+02   0.701088E+02  -0.130447E+02   0.000000E+00   0.831535E+02  -0.166307E+03
   0.351114E+02  -0.225615E+01   0.305992E+02  -0.530406E+01   0.797831E-03   0.905760E+01   0.100119E+02   0.107467E+01   0.167240E+02   0.744241E+02  -0.123256E+02   0.000000E+00   0.867497E+02  -0.173499E+03
   0.351948E+02  -0.231515E+01   0.306444E+02  -0.541050E+01   0.686218E-03   0.877853E+01   0.956975E+01   0.300850E+01   0.134723E+02   0.733648E+02  -0.121430E+02   0.000000E+00   0.855078E+02  -0.171016E+03
   0.351948E+02  -0.231515E+01   0.306444E+02  -0.501840E+01   0.528591E-03   0.124564E+02   0.997682E+01   0.419664E+00   0.171426E+02   0.743434E+02  -0.132209E+02   0.000000E+00   0.875643E+02  -0.175129E+03
   0.351596E+02  -0.231028E+01   0.305234E+02  -0.501840E+01   0.765770E-03   0.822084E+01   0.112072E+02   0.101876E+01   0.113177E+02   0.754227E+02  -0.133144E+02   0.000000E+00   0.887371E+02  -0.177474E+03
   0.352045E+02  -0.225892E+01   0.301195E+02  -0.439032E+01   0.769103E-03   0.976395E+01   0.855173E+01   0.157327E+00   0.121690E+02   0.747034E+02  -0.125146E+02   0.000000E+00   0.872180E+02  -0.174436E+03
   0.351298E+02  -0.222853E+01   0.304349E+02  -0.488753E+01   0.501250E-03   0.928491E+01   0.124308E+02   0.197875E+01   0.140621E+02   0.754981E+02  -0.128357E+02   0.000000E+00   0.883338E+02  -0.176668E+03
   0.351298E+02  -0.229734E+01   0.304349E+02  -0.351257E+01   0.102295E-02   0.914935E+01   0.894163E+01   0.160158E+01   0.176283E+02   0.741586E+02  -0.125859E+02   0.000000E+00   0.867445E+02  -0.173489E+03
   0.351298E+02  -0.224425E+01   0.305071E+02  -0.468021E+01   0.617383E-03   0.982680E+01   0.107995E+02   0.908858E+00   0.167156E+02   0.771316E+02  -0.124362E+02   0.000000E+00   0.895678E+02  -0.179136E+03
   0.351298E+02  -0.234962E+01   0.305533E+02  -0.375708E+01   0.818160E-03   0.783700E+01   0.113644E+02   0.110480E+01   0.165251E+02   0.734301E+02  -0.130893E+02   0.000000E+00   0.865194E+02  -0.173039E+03
   0.351524E+02  -0.228253E+01   0.305533E+02  -0.376675E+01   0.101252E-02   0.774787E+01   0.967546E+01   0.532246E+00   0.114516E+02   0.732525E+02  -0.132242E+02   0.000000E+00   0.864767E+02  -0.172953E+03
   0.350945E+02  -0.223603E+01   0.302479E+02  -0.378367E+01   0.499704E-03   0.952019E+01   0.875534E+01   0.167216E+01   0.112440E+02   0.731238E+02  -0.128632E+02   0.000000E+00   0.859870E+02  -0.171974E+03
   0.350945E+02  -0.223230E+01   0.304797E+02  -0.389282E+01   0.423391E-03   0.112655E+02   0.881326E+01   0.247113E+01   0.161436E+02   0.712596E+02  -0.125549E+02   0.000000E+00   0.838145E+02  -0.167629E+03
   0.351854E+02  -0.233797E+01   0.304797E+02  -0.428369E+01   0.866674E-03   0.113519E+02   0.794493E+01   0.641401E+00   0.127405E+02   0.761382E+02  -0.129733E+02   0.000000E+00   0.891115E+02  -0.178223E+03
   0.351760E+02  -0.237998E+01   0.304797E+02  -0.384775E+01   0.119872E-02   0.144764E+02   0.114912E+02   0.110962E+01   0.136436E+02   0.725251E+02  -0.145227E+02   0.000000E+00   0.870478E+02  -0.174096E+03
   0.351786E+02  -0.239071E+01   0.303965E+02  -0.410205E+01   0.636583E-03   0.121924E+02   0.861070E+01   0.716376E+00   0.217568E+02   0.734524E+02  -0.149641E+02   0.000000E+00   0.884165E+02  -0.176833E+03
   0.352070E+02  -0.239071E+01   0.301596E+02  -0.390368E+01   0.896361E-03   0.111870E+02   0.861070E+01   0.510259E+00   0.184103E+02   0.747269E+02  -0.131731E+02   0.000000E+00   0.879000E+02  -0.175800E+03
   0.351259E+02  -0.229802E+01   0.304150E+02  -0.439924E+01   0.590997E-03   0.922971E+01   0.905996E+01   0.974771E+00   0.102963E+02   0.744861E+02  -0.134608E+02   0.000000E+00   0.879469E+02  -0.175894E+03
   0.351259E+02  -0.229602E+01   0.304150E+02  -0.439924E+01   0.640042E-03   0.932248E+01   0.905077E+01   0.187521E+01   0.141372E+02   0.754397E+02  -0.120447E+02   0.000000E+00   0.874844E+02  -0.174969E+03
   0.351430E+02  -0.229602E+01   0.304601E+02  -0.464812E+01   0.590815E-03   0.119023E+02   0.103162E+02   0.216000E+01   0.148030E+02   0.752631E+02  -0.126296E+02   0.000000E+00   0.878927E+02  -0.175785E+03
   0.351271E+02  -0.225282E+01   0.302111E+02  -0.355009E+01   0.133943E-02   0.794294E+01   0.711263E+01   0.123960E+01   0.154901E+02   0.728476E+02  -0.136322E+02   0.000000E+00   0.864798E+02  -0.172960E+03
   0.351579E+02  -0.225282E+01   0.301336E+02  -0.355009E+01   0.563674E-03   0.879293E+01   0.951662E+01   0.110747E+01   0.132641E+02   0.758683E+02  -0.121696E+02   0.000000E+00   0.880379E+02  -0.176076E+03
   0.351150E+02  -0.221108E+01   0.306099E+02  -0.513017E+01   0.108815E-02   0.103559E+02   0.780900E+01   0.123040E+01   0.167641E+02   0.748916E+02  -0.128773E+02   0.000000E+00   0.877689E+02  -0.175538E+03
   0.351234E+02  -0.221656E+01   0.307721E+02  -0.599681E+01   0.659288E-03   0.124884E+02   0.132191E+02   0.513678E+01   0.114879E+02   0.657275E+02  -0.147589E+02   0.000000E+00   0.804864E+02  -0.160973E+03
   0.351170E+02  -0.216378E+01   0.307740E+02  -0.599681E+01   0.759977E-03   0.111693E+02   0.115649E+02   0.789160E-01   0.173999E+02   0.742484E+02  -0.131409E+02   0.000000E+00   0.873893E+02  -0.174779E+03
   0.350864E+02  -0.216378E+01   0.309270E+02  -0.568825E+01   0.104177E-02   0.113791E+02   0.109435E+02   0.860154E+00   0.148345E+02   0.728102E+02  -0.125642E+02   0.000000E+00   0.853744E+02  -0.170749E+03
   0.350998E+02  -0.219029E+01   0.304748E+02  -0.472511E+01   0.751342E-03   0.780376E+01   0.875577E+01   0.439064E+00   0.142229E+02   0.766003E+02  -0.126348E+02   0.000000E+00   0.892351E+02  -0.178470E+03
   0.351435E+02  -0.218842E+01   0.301707E+02  -0.469643E+01   0.883096E-03   0.894370E+01   0.875577E+01   0.190785E+01   0.937005E+01   0.736067E+02  -0.144730E+02   0.000000E+00   0.880797E+02  -0.176159E+03
   0.351439E+02  -0.222280E+01   0.301587E+02  -0.487502E+01   0.100400E-02   0.735120E+01   0.111925E+02   0.493752E+00   0.124103E+02   0.738354E+02  -0.134508E+02   0.000000E+00   0.872862E+02  -0.174572E+03
   0.351627E+02  -0.211084E+01   0.301738E+02  -0.447763E+01   0.723231E-03   0.135191E+02   0.120067E+02   0.145937E+01   0.116942E+02   0.702455E+02  -0.146088E+02   0.000000E+00   0.848543E+02  -0.169709E+03
   0.350497E+02  -0.205914E+01   0.301738E+02  -0.328961E+01   0.105494E-02   0.871212E+01   0.914154E+01   0.179010E+01   0.875443E+01   0.682017E+02  -0.152410E+02   0.000000E+00   0.834427E+02  -0.166885E+03
   0.350960E+02  -0.214040E+01   0.300807E+02  -0.455107E+01   0.937263E-03   0.495117E+01   0.884221E+01   0.147224E+00   0.124569E+02   0.700061E+02  -0.178299E+02   0.000000E+00   0.878360E+02  -0.175672E+03
   0.351551E+02  -0.219720E+01   0.301133E+02  -0.487633E+01   0.974624E-03   0.186357E+02   0.883792E+01   0.286155E+00   0.115293E+02   0.693453E+02  -0.181801E+02   0.000000E+00   0.875254E+02  -0.175051E+03
   0.351551E+02  -0.219720E+01   0.301133E+02  -0.464271E+01   0.116884E-02   0.148422E+02   0.100060E+02   0.182587E+01   0.185837E+02   0.714059E+02  -0.151768E+02   0.000000E+00   0.865827E+02  -0.173165E+03
   0.351290E+02  -0.219720E+01   0.307159E+02  -0.521239E+01   0.145022E-03   0.131051E+02   0.110988E+02   0.319545E+01   0.132571E+02   0.698141E+02  -0.135359E+02   0.000000E+00   0.833500E+02  -0.166700E+03
   0.351695E+02  -0.227878E+01   0.307282E+02  -0.521239E+01   0.668573E-03   0.883713E+01   0.126628E+02   0.908523E+00   0.134137E+02   0.750314E+02  -0.130887E+02   0.000000E+00   0.881201E+02  -0.176240E+03
   0.351695E+02  -0.229536E+01   0.307282E+02  -0.498951E+01   0.117277E-02   0.971908E+01   0.880249E+01   0.105784E+01   0.984564E+01   0.729282E+02  -0.138963E+02   0.000000E+00   0.868245E+02  -0.173649E+03
   0.351563E+02  -0.229536E+01   0.307584E+02  -0.513299E+01   0.234264E-03   0.128393E+02   0.880249E+01   0.124110E+01   0.169073E+02   0.725793E+02  -0.134494E+02   0.000000E+00   0.860287E+02  -0.172057E+03
   0.351634E+02  -0.230737E+01   0.306857E+02  -0.513299E+01   0.624768E-03   0.128084E+02   0.115319E+02   0.778969E+00   0.194407E+02   0.740575E+02  -0.145538E+02   0.000000E+00   0.886113E+02  -0.177223E+03
   0.351518E+02  -0.229649E+01   0.306857E+02  -0.498367E+01   0.978031E-03   0.101504E+02   0.907648E+01   0.101268E+01   0.185448E+02   0.754706E+02  -0.128570E+02   0.000000E+00   0.883276E+02  -0.176655E+03
   0.351694E+02  -0.229298E+01   0.307889E+02  -0.526769E+01   0.662190E-03   0.105260E+02   0.661387E+01   0.910437E+00   0.169548E+02   0.734206E+02  -0.141613E+02   0.000000E+00   0.875819E+02  -0.175164E+03
   0.351675E+02  -0.229298E+01   0.305861E+02  -0.526769E+01   0.628090E-03   0.135740E+02   0.888014E+01   0.276206E+01   0.169548E+02   0.728801E+02  -0.138845E+02   0.000000E+00   0.867646E+02  -0.173529E+03
   0.351263E+02  -0.217648E+01   0.304518E+02  -0.526769E+01   0.812255E-03   0.717464E+01   0.120927E+02   0.233134E+00   0.176290E+02   0.751790E+02  -0.142190E+02   0.000000E+00   0.893980E+02  -0.178796E+03
   0.351079E+02  -0.207553E+01   0.301757E+02  -0.420377E+01   0.937450E-03   0.917994E+01   0.762655E+01   0.127139E+01   0.153863E+02   0.745513E+02  -0.127303E+02   0.000000E+00   0.872816E+02  -0.174563E+03
   0.351327E+02  -0.221273E+01   0.303717E+02  -0.449719E+01   0.405495E-03   0.115610E+02   0.936985E+01   0.110975E+01   0.203494E+02   0.752235E+02  -0.139079E+02   0.000000E+00   0.891314E+02  -0.178263E+03
   0.351670E+02  -0.221273E+01   0.301136E+02  -0.449719E+01   0.695145E-03   0.947590E+01   0.111737E+02   0.157659E+01   0.125250E+02   0.753517E+02  -0.125176E+02   0.000000E+00   0.878693E+02  -0.175739E+03
   0.351670E+02  -0.223489E+01   0.298926E+02  -0.379005E+01   0.106112E-02   0.118516E+02   0.111998E+02   0.145663E+01   0.118754E+02   0.734128E+02  -0.132969E+02   0.000000E+00   0.867097E+02  -0.173419E+03
   0.351240E+02  -0.218044E+01   0.304421E+02  -0.426418E+01   0.843573E-03   0.919350E+01   0.846983E+01   0.157033E+01   0.175834E+02   0.752797E+02  -0.127016E+02   0.000000E+00   0.879813E+02  -0.175963E+03
   0.351737E+02  -0.220243E+01   0.304333E+02  -0.495238E+01   0.954016E-03   0.700164E+01   0.141396E+02   0.622428E+00   0.118364E+02   0.725954E+02  -0.155865E+02   0.000000E+00   0.881819E+02  -0.176364E+03
   0.351420E+02  -0.228865E+01   0.304995E+02  -0.498122E+01   0.752081E-03   0.116690E+02   0.830679E+01   0.167337E+01   0.151858E+02   0.753363E+02  -0.127551E+02   0.000000E+00   0.880914E+02  -0.176183E+03
   0.351022E+02  -0.207571E+01   0.308118E+02  -0.588085E+01   0.120460E-02   0.117222E+02   0.690050E+01   0.177919E+01   0.155910E+02   0.702031E+02  -0.139254E+02   0.000000E+00   0.841285E+02  -0.168257E+03
   0.351022E+02  -0.208093E+01   0.305567E+02  -0.548506E+01   0.699358E-03   0.144198E+02   0.129908E+02   0.192117E+01   0.144841E+02   0.718766E+02  -0.151825E+02   0.000000E+00   0.870591E+02  -0.174118E+03
   0.350985E+02  -0.215064E+01   0.301112E+02  -0.437545E+01   0.699358E-03   0.824007E+01   0.637078E+01   0.129785E+01   0.128852E+02   0.735566E+02  -0.145458E+02   0.000000E+00   0.881024E+02  -0.176205E+03
   0.350928E+02  -0.208171E+01   0.301998E+02  -0.441924E+01   0.129692E-02   0.109952E+02   0.128103E+02   0.184149E+01   0.160213E+02   0.725693E+02  -0.133860E+02   0.000000E+00   0.859553E+02  -0.171911E+03
   0.350928E+02  -0.215879E+01   0.305427E+02  -0.570831E+01   0.879808E-03   0.718024E+01   0.761289E+01   0.899060E+00   0.157682E+02   0.726477E+02  -0.138227E+02   0.000000E+00   0.864704E+02  -0.172941E+03
   0.351519E+02  -0.220684E+01   0.305006E+02  -0.486552E+01   0.487055E-03   0.124844E+02   0.125207E+02   0.193151E+01   0.215315E+02   0.719660E+02  -0.157326E+02   0.000000E+00   0.876986E+02  -0.175397E+03
   0.351188E+02  -0.220684E+01   0.303565E+02  -0.389159E+01   0.482574E-03   0.917842E+01   0.111472E+02   0.299325E+00   0.169184E+02   0.753212E+02  -0.126077E+02   0.000000E+00   0.879289E+02  -0.175858E+03
   0.351188E+02  -0.220684E+01   0.303117E+02  -0.389159E+01   0.119431E-02   0.100966E+02   0.962431E+01   0.935071E+00   0.227246E+02   0.731074E+02  -0.146073E+02   0.000000E+00   0.877147E+02  -0.175429E+03
