Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_TR_a0     Kmin_TR_a1     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.351532E+02  -0.222134E+01   0.307399E+02  -0.574533E+01   0.901252E-03   0.863739E+01   0.100307E+02   0.161055E+02   0.121002E+02   0.206179E+03  -0.146830E+02   0.000000E+00   0.220862E+03  -0.441724E+03
   0.351237E+02  -0.222915E+01   0.305538E+02  -0.474665E+01   0.350817E-03   0.104351E+02   0.137921E+02   0.150487E+02   0.142325E+02   0.204945E+03  -0.157259E+02   0.000000E+00   0.220671E+03  -0.441342E+03
   0.351380E+02  -0.222915E+01   0.305334E+02  -0.499483E+01   0.663909E-03   0.134507E+02   0.115230E+02   0.162281E+02   0.238584E+02   0.203026E+03  -0.191620E+02   0.000000E+00   0.222188E+03  -0.444376E+03
   0.351134E+02  -0.217323E+01   0.302912E+02  -0.492805E+01   0.238747E-03   0.773316E+01   0.988584E+01   0.182380E+02   0.176049E+02   0.203569E+03  -0.157744E+02   0.000000E+00   0.219343E+03  -0.438687E+03
   0.351134E+02  -0.221855E+01   0.301595E+02  -0.345783E+01   0.100723E-02   0.109296E+02   0.829556E+01   0.140343E+02   0.115534E+02   0.204464E+03  -0.150787E+02   0.000000E+00   0.219543E+03  -0.439085E+03
   0.351084E+02  -0.216981E+01   0.303356E+02  -0.500743E+01   0.676826E-03   0.111199E+02   0.861509E+01   0.175846E+02   0.115625E+02   0.205668E+03  -0.154988E+02   0.000000E+00   0.221167E+03  -0.442334E+03
   0.350899E+02  -0.214407E+01   0.304516E+02  -0.500743E+01   0.320947E-03   0.125760E+02   0.138001E+02   0.156438E+02   0.133720E+02   0.203329E+03  -0.166806E+02   0.000000E+00   0.220010E+03  -0.440019E+03
   0.351118E+02  -0.219004E+01   0.304181E+02  -0.500743E+01   0.731856E-03   0.100165E+02   0.951771E+01   0.199673E+02   0.163055E+02   0.205981E+03  -0.155238E+02   0.000000E+00   0.221505E+03  -0.443010E+03
   0.351409E+02  -0.227159E+01   0.303556E+02  -0.448150E+01   0.820833E-03   0.115920E+02   0.827383E+01   0.130090E+02   0.194866E+02   0.205516E+03  -0.159702E+02   0.000000E+00   0.221486E+03  -0.442972E+03
   0.351017E+02  -0.218209E+01   0.305317E+02  -0.431243E+01   0.110641E-02   0.587828E+01   0.167213E+02   0.177860E+02   0.130953E+02   0.197734E+03  -0.215048E+02   0.000000E+00   0.219239E+03  -0.438478E+03
   0.351017E+02  -0.204030E+01   0.302009E+02  -0.431243E+01   0.121284E-02   0.880537E+01   0.126438E+02   0.120865E+02   0.147377E+02   0.202147E+03  -0.154125E+02   0.000000E+00   0.217559E+03  -0.435119E+03
   0.350969E+02  -0.199778E+01   0.302029E+02  -0.539907E+01   0.960359E-03   0.103670E+02   0.829232E+01   0.110366E+02   0.190727E+02   0.202577E+03  -0.161965E+02   0.000000E+00   0.218773E+03  -0.437547E+03
   0.351755E+02  -0.215194E+01   0.304152E+02  -0.501180E+01   0.736186E-03   0.132578E+02   0.106623E+02   0.179772E+02   0.138337E+02   0.202510E+03  -0.160450E+02   0.000000E+00   0.218555E+03  -0.437110E+03
   0.351297E+02  -0.225517E+01   0.301555E+02  -0.383970E+01   0.620830E-03   0.103555E+02   0.935598E+01   0.186645E+02   0.126445E+02   0.205253E+03  -0.151104E+02   0.000000E+00   0.220363E+03  -0.440727E+03
   0.351536E+02  -0.230156E+01   0.304941E+02  -0.383970E+01   0.610054E-03   0.105648E+02   0.909211E+01   0.116972E+02   0.182714E+02   0.204025E+03  -0.153807E+02   0.000000E+00   0.219406E+03  -0.438811E+03
   0.352008E+02  -0.230395E+01   0.303570E+02  -0.487637E+01   0.862547E-03   0.122518E+02   0.114695E+02   0.125713E+02   0.163109E+02   0.204951E+03  -0.155373E+02   0.000000E+00   0.220488E+03  -0.440977E+03
   0.351929E+02  -0.237393E+01   0.305443E+02  -0.497216E+01   0.426095E-03   0.678868E+01   0.131659E+02   0.135137E+02   0.159649E+02   0.201960E+03  -0.169130E+02   0.000000E+00   0.218873E+03  -0.437746E+03
   0.351515E+02  -0.220627E+01   0.305337E+02  -0.517663E+01   0.760245E-03   0.119200E+02   0.883156E+01   0.153443E+02   0.152593E+02   0.207192E+03  -0.147416E+02   0.000000E+00   0.221934E+03  -0.443867E+03
   0.351436E+02  -0.213469E+01   0.302551E+02  -0.467160E+01   0.554586E-03   0.133264E+02   0.744130E+01   0.124199E+02   0.141086E+02   0.204075E+03  -0.164181E+02   0.000000E+00   0.220493E+03  -0.440986E+03
   0.351436E+02  -0.224950E+01   0.301796E+02  -0.467160E+01   0.751634E-03   0.117552E+02   0.643971E+01   0.233262E+02   0.106269E+02   0.199314E+03  -0.205499E+02   0.000000E+00   0.219864E+03  -0.439728E+03
   0.350701E+02  -0.205338E+01   0.301796E+02  -0.488790E+01   0.117372E-02   0.107525E+02   0.901827E+01   0.172607E+02   0.173244E+02   0.203606E+03  -0.150204E+02   0.000000E+00   0.218626E+03  -0.437253E+03
   0.351562E+02  -0.213267E+01   0.301466E+02  -0.488790E+01   0.334993E-03   0.104320E+02   0.149049E+02   0.124924E+02   0.189668E+02   0.200208E+03  -0.176747E+02   0.000000E+00   0.217883E+03  -0.435765E+03
   0.351486E+02  -0.219403E+01   0.300929E+02  -0.451133E+01   0.126739E-02   0.115096E+02   0.993244E+01   0.123986E+02   0.119907E+02   0.203405E+03  -0.151090E+02   0.000000E+00   0.218514E+03  -0.437028E+03
   0.351033E+02  -0.211065E+01   0.301493E+02  -0.451133E+01   0.770360E-03   0.106533E+02   0.982981E+01   0.173237E+02   0.133081E+02   0.206510E+03  -0.146242E+02   0.000000E+00   0.221134E+03  -0.442268E+03
   0.351033E+02  -0.209376E+01   0.301318E+02  -0.414653E+01   0.115104E-02   0.878935E+01   0.125588E+02   0.157212E+02   0.163134E+02   0.203904E+03  -0.152640E+02   0.000000E+00   0.219168E+03  -0.438336E+03
   0.350894E+02  -0.217518E+01   0.304370E+02  -0.464533E+01   0.298500E-03   0.695860E+01   0.125362E+02   0.173515E+02   0.187271E+02   0.201833E+03  -0.174556E+02   0.000000E+00   0.219289E+03  -0.438577E+03
   0.350894E+02  -0.215209E+01   0.304100E+02  -0.463251E+01   0.704846E-03   0.859888E+01   0.870132E+01   0.158321E+02   0.182622E+02   0.206216E+03  -0.150696E+02   0.000000E+00   0.221286E+03  -0.442571E+03
   0.350917E+02  -0.208473E+01   0.300030E+02  -0.456423E+01   0.674360E-03   0.987734E+01   0.932114E+01   0.164079E+02   0.131392E+02   0.204648E+03  -0.143199E+02   0.000000E+00   0.218968E+03  -0.437936E+03
   0.350319E+02  -0.204161E+01   0.301757E+02  -0.475236E+01   0.140209E-02   0.800669E+01   0.929459E+01   0.167014E+02   0.134050E+02   0.200581E+03  -0.147482E+02   0.000000E+00   0.215329E+03  -0.430658E+03
   0.350981E+02  -0.215455E+01   0.305395E+02  -0.419970E+01   0.802206E-03   0.111406E+02   0.887205E+01   0.142721E+02   0.174147E+02   0.203956E+03  -0.147838E+02   0.000000E+00   0.218740E+03  -0.437480E+03
   0.350981E+02  -0.227873E+01   0.302321E+02  -0.378778E+01   0.595946E-03   0.109585E+02   0.751215E+01   0.169811E+02   0.165298E+02   0.201143E+03  -0.155262E+02   0.000000E+00   0.216669E+03  -0.433338E+03
   0.351073E+02  -0.227873E+01   0.302721E+02  -0.377245E+01   0.948686E-03   0.125148E+02   0.913518E+01   0.132529E+02   0.141219E+02   0.203945E+03  -0.149799E+02   0.000000E+00   0.218925E+03  -0.437850E+03
   0.351645E+02  -0.227643E+01   0.306706E+02  -0.529694E+01   0.422867E-03   0.126629E+02   0.729941E+01   0.178676E+02   0.144691E+02   0.204295E+03  -0.164561E+02   0.000000E+00   0.220751E+03  -0.441502E+03
   0.351759E+02  -0.227643E+01   0.306706E+02  -0.552093E+01   0.446636E-03   0.773292E+01   0.730802E+01   0.152653E+02   0.123845E+02   0.204405E+03  -0.158353E+02   0.000000E+00   0.220240E+03  -0.440481E+03
   0.351716E+02  -0.233149E+01   0.303936E+02  -0.386992E+01   0.563033E-03   0.830753E+01   0.772081E+01   0.166774E+02   0.128786E+02   0.205071E+03  -0.152683E+02   0.000000E+00   0.220339E+03  -0.440679E+03
   0.351597E+02  -0.226672E+01   0.302567E+02  -0.401587E+01   0.881721E-03   0.114309E+02   0.108529E+02   0.137712E+02   0.120813E+02   0.206406E+03  -0.149593E+02   0.000000E+00   0.221365E+03  -0.442731E+03
   0.350957E+02  -0.213363E+01   0.299332E+02  -0.387643E+01   0.683351E-03   0.913005E+01   0.957845E+01   0.137712E+02   0.179772E+02   0.204162E+03  -0.146510E+02   0.000000E+00   0.218813E+03  -0.437626E+03
   0.350569E+02  -0.200667E+01   0.300853E+02  -0.381601E+01   0.143776E-02   0.913005E+01   0.104634E+02   0.123363E+02   0.134940E+02   0.200667E+03  -0.144615E+02   0.000000E+00   0.215129E+03  -0.430257E+03
   0.350974E+02  -0.200667E+01   0.304539E+02  -0.573617E+01   0.587452E-03   0.113143E+02   0.113408E+02   0.178764E+02   0.109491E+02   0.202646E+03  -0.161835E+02   0.000000E+00   0.218829E+03  -0.437659E+03
   0.350974E+02  -0.208605E+01   0.304486E+02  -0.532517E+01   0.976735E-03   0.866045E+01   0.147146E+02   0.218586E+02   0.137487E+02   0.202288E+03  -0.185842E+02   0.000000E+00   0.220872E+03  -0.441744E+03
   0.351175E+02  -0.211715E+01   0.305665E+02  -0.562850E+01   0.581933E-03   0.716194E+01   0.117446E+02   0.150983E+02   0.141968E+02   0.205581E+03  -0.155946E+02   0.000000E+00   0.221176E+03  -0.442351E+03
   0.351175E+02  -0.211715E+01   0.305659E+02  -0.562850E+01   0.353869E-03   0.581268E+01   0.790910E+01   0.134519E+02   0.179786E+02   0.201948E+03  -0.182824E+02   0.000000E+00   0.220230E+03  -0.440461E+03
   0.350534E+02  -0.212605E+01   0.307374E+02  -0.562850E+01   0.114148E-02   0.700660E+01   0.911170E+01   0.147367E+02   0.260083E+02   0.197767E+03  -0.196258E+02   0.000000E+00   0.217393E+03  -0.434786E+03
   0.351130E+02  -0.209168E+01   0.302981E+02  -0.562850E+01   0.114148E-02   0.919267E+01   0.102588E+02   0.137423E+02   0.147380E+02   0.204482E+03  -0.140943E+02   0.000000E+00   0.218576E+03  -0.437153E+03
   0.351119E+02  -0.220742E+01   0.303683E+02  -0.462566E+01   0.109576E-02   0.740768E+01   0.129934E+02   0.828730E+01   0.143025E+02   0.200543E+03  -0.197939E+02   0.000000E+00   0.220337E+03  -0.440674E+03
   0.350868E+02  -0.211935E+01   0.301819E+02  -0.371293E+01   0.749490E-03   0.104554E+02   0.581585E+01   0.140981E+02   0.123619E+02   0.201768E+03  -0.175213E+02   0.000000E+00   0.219289E+03  -0.438579E+03
   0.351343E+02  -0.216051E+01   0.305014E+02  -0.459877E+01   0.601656E-03   0.116454E+02   0.803744E+01   0.176895E+02   0.138554E+02   0.204661E+03  -0.153865E+02   0.000000E+00   0.220047E+03  -0.440095E+03
   0.350591E+02  -0.215039E+01   0.303264E+02  -0.398861E+01   0.109051E-02   0.950162E+01   0.675456E+01   0.115241E+02   0.145027E+02   0.201877E+03  -0.161608E+02   0.000000E+00   0.218038E+03  -0.436076E+03
   0.351050E+02  -0.197679E+01   0.303264E+02  -0.584584E+01   0.593876E-03   0.856001E+01   0.839015E+01   0.168148E+02   0.930952E+01   0.199416E+03  -0.170625E+02   0.000000E+00   0.216478E+03  -0.432957E+03
   0.350681E+02  -0.197679E+01   0.304696E+02  -0.553910E+01   0.100759E-02   0.877312E+01   0.102736E+02   0.165903E+02   0.162784E+02   0.204302E+03  -0.145741E+02   0.000000E+00   0.218876E+03  -0.437752E+03
   0.350809E+02  -0.195570E+01   0.301334E+02  -0.570801E+01   0.669708E-03   0.113265E+02   0.102736E+02   0.108395E+02   0.120864E+02   0.199704E+03  -0.157776E+02   0.000000E+00   0.215482E+03  -0.430963E+03
   0.351020E+02  -0.197904E+01   0.304721E+02  -0.570801E+01   0.700978E-03   0.847495E+01   0.118717E+02   0.138391E+02   0.136274E+02   0.202803E+03  -0.147977E+02   0.000000E+00   0.217601E+03  -0.435201E+03
   0.351539E+02  -0.226906E+01   0.306054E+02  -0.437685E+01   0.978286E-03   0.103490E+02   0.900323E+01   0.140149E+02   0.147383E+02   0.205835E+03  -0.141195E+02   0.000000E+00   0.219955E+03  -0.439909E+03
   0.351166E+02  -0.225114E+01   0.304896E+02  -0.489185E+01   0.641240E-03   0.103490E+02   0.103166E+02   0.127383E+02   0.164894E+02   0.205894E+03  -0.145311E+02   0.000000E+00   0.220425E+03  -0.440850E+03
   0.351688E+02  -0.224038E+01   0.303099E+02  -0.432812E+01   0.641240E-03   0.134692E+02   0.940476E+01   0.139171E+02   0.135742E+02   0.205882E+03  -0.154740E+02   0.000000E+00   0.221356E+03  -0.442712E+03
   0.351669E+02  -0.231170E+01   0.302011E+02  -0.381848E+01   0.917129E-03   0.122763E+02   0.107385E+02   0.200861E+02   0.175117E+02   0.203897E+03  -0.167393E+02   0.000000E+00   0.220636E+03  -0.441273E+03
   0.351257E+02  -0.215479E+01   0.303289E+02  -0.474649E+01   0.312867E-03   0.798963E+01   0.903272E+01   0.141021E+02   0.193944E+02   0.205481E+03  -0.155626E+02   0.000000E+00   0.221044E+03  -0.442087E+03
   0.351060E+02  -0.215479E+01   0.301611E+02  -0.391007E+01   0.782675E-03   0.744968E+01   0.101285E+02   0.121520E+02   0.174985E+02   0.205166E+03  -0.156599E+02   0.000000E+00   0.220826E+03  -0.441652E+03
   0.351198E+02  -0.221781E+01   0.302047E+02  -0.397294E+01   0.778661E-03   0.799692E+01   0.100997E+02   0.138489E+02   0.137134E+02   0.206703E+03  -0.144845E+02   0.000000E+00   0.221188E+03  -0.442375E+03
   0.351198E+02  -0.227740E+01   0.302047E+02  -0.397294E+01   0.548931E-03   0.920852E+01   0.112704E+02   0.160897E+02   0.129774E+02   0.203995E+03  -0.146116E+02   0.000000E+00   0.218607E+03  -0.437213E+03
   0.351218E+02  -0.215056E+01   0.302047E+02  -0.448578E+01   0.101272E-02   0.139590E+02   0.909728E+01   0.151067E+02   0.161141E+02   0.205007E+03  -0.159466E+02   0.000000E+00   0.220954E+03  -0.441907E+03
   0.351184E+02  -0.218787E+01   0.303210E+02  -0.440652E+01   0.106375E-02   0.100247E+02   0.146966E+02   0.170697E+02   0.144496E+02   0.204255E+03  -0.166205E+02   0.000000E+00   0.220876E+03  -0.441751E+03
   0.351913E+02  -0.229509E+01   0.302658E+02  -0.353089E+01   0.911300E-03   0.103532E+02   0.145759E+02   0.130130E+02   0.146469E+02   0.202180E+03  -0.163564E+02   0.000000E+00   0.218536E+03  -0.437073E+03
   0.351708E+02  -0.228060E+01   0.302406E+02  -0.353089E+01   0.673479E-03   0.916073E+01   0.880134E+01   0.163109E+02   0.108207E+02   0.204257E+03  -0.153244E+02   0.000000E+00   0.219581E+03  -0.439163E+03
   0.351972E+02  -0.226486E+01   0.298369E+02  -0.353089E+01   0.125352E-02   0.107742E+02   0.964250E+01   0.140844E+02   0.143829E+02   0.202197E+03  -0.141526E+02   0.000000E+00   0.216350E+03  -0.432699E+03
   0.351437E+02  -0.223151E+01   0.300316E+02  -0.351077E+01   0.900600E-03   0.990795E+01   0.949826E+01   0.114100E+02   0.125999E+02   0.205137E+03  -0.149027E+02   0.000000E+00   0.220040E+03  -0.440079E+03
   0.351554E+02  -0.223151E+01   0.300206E+02  -0.356985E+01   0.524362E-03   0.928369E+01   0.102172E+02   0.137666E+02   0.156078E+02   0.205180E+03  -0.141493E+02   0.000000E+00   0.219329E+03  -0.438659E+03
   0.351389E+02  -0.217764E+01   0.301064E+02  -0.406391E+01   0.731820E-03   0.679623E+01   0.873417E+01   0.114957E+02   0.138899E+02   0.204833E+03  -0.162495E+02   0.000000E+00   0.221083E+03  -0.442165E+03
   0.351008E+02  -0.222686E+01   0.301064E+02  -0.406387E+01   0.806804E-03   0.797047E+01   0.129645E+02   0.114174E+02   0.178952E+02   0.201784E+03  -0.168042E+02   0.000000E+00   0.218588E+03  -0.437176E+03
   0.351001E+02  -0.206293E+01   0.301472E+02  -0.406387E+01   0.127898E-02   0.729222E+01   0.861175E+01   0.983317E+01   0.171649E+02   0.200072E+03  -0.172909E+02   0.000000E+00   0.217363E+03  -0.434726E+03
   0.351830E+02  -0.229959E+01   0.301557E+02  -0.384388E+01   0.111931E-02   0.884898E+01   0.951903E+01   0.177568E+02   0.155144E+02   0.204898E+03  -0.146798E+02   0.000000E+00   0.219578E+03  -0.439156E+03
   0.351481E+02  -0.226582E+01   0.302759E+02  -0.351365E+01   0.766465E-03   0.109345E+02   0.102830E+02   0.137663E+02   0.166952E+02   0.205444E+03  -0.145450E+02   0.000000E+00   0.219989E+03  -0.439978E+03
   0.351393E+02  -0.226364E+01   0.304353E+02  -0.402575E+01   0.920870E-03   0.109345E+02   0.995514E+01   0.131845E+02   0.145269E+02   0.206431E+03  -0.143063E+02   0.000000E+00   0.220737E+03  -0.441475E+03
   0.351684E+02  -0.219493E+01   0.304353E+02  -0.534413E+01   0.460006E-03   0.141712E+02   0.691550E+01   0.131015E+02   0.206980E+02   0.201314E+03  -0.189726E+02   0.000000E+00   0.220287E+03  -0.440573E+03
   0.351822E+02  -0.225937E+01   0.305282E+02  -0.563345E+01   0.641507E-03   0.157139E+02   0.886825E+01   0.139735E+02   0.159599E+02   0.202763E+03  -0.172292E+02   0.000000E+00   0.219992E+03  -0.439984E+03
   0.351822E+02  -0.226230E+01   0.306985E+02  -0.563345E+01   0.641507E-03   0.111212E+02   0.118559E+02   0.131714E+02   0.152839E+02   0.205569E+03  -0.149460E+02   0.000000E+00   0.220515E+03  -0.441030E+03
   0.351686E+02  -0.219876E+01   0.306621E+02  -0.563345E+01   0.596063E-03   0.119125E+02   0.143096E+02   0.126219E+02   0.136713E+02   0.203501E+03  -0.167976E+02   0.000000E+00   0.220299E+03  -0.440597E+03
