Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_MC_Up_a2  Kmin_MC_Up_a3  Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.339932E+02  -0.371936E+01  -0.243783E+01  -0.223439E-01   0.282016E+02  -0.300858E+00  -0.135991E+01   0.492549E+01   0.235844E-01   0.160433E-01   0.146306E-01   0.768871E-03   0.790851E-03  -0.428187E+02   0.151973E+02   0.000000E+00  -0.580160E+02   0.116032E+03
   0.327038E+02  -0.275218E+01   0.222925E+01   0.118527E+01   0.272222E+02  -0.403601E+00  -0.560880E-01   0.439985E+01   0.165910E-02   0.198859E-02   0.143113E-02   0.140946E-01   0.171143E-01  -0.422613E+02   0.149578E+02   0.000000E+00  -0.572191E+02   0.114438E+03
   0.340361E+02  -0.275218E+01  -0.208368E+01  -0.100546E+01   0.300889E+02   0.107957E+01   0.204292E+01   0.279350E+01   0.110739E-01   0.686949E-02   0.143113E-02   0.756915E-02   0.223589E-02  -0.410398E+02   0.166101E+02   0.000000E+00  -0.576499E+02   0.115300E+03
   0.347371E+02  -0.275218E+01  -0.251311E+01  -0.446797E+00   0.295534E+02   0.303690E+01  -0.494680E+01  -0.427802E+00   0.126056E-01   0.645517E-02   0.758883E-02   0.177512E-01   0.154697E-02  -0.440708E+02   0.150865E+02   0.000000E+00  -0.591573E+02   0.118315E+03
   0.341691E+02  -0.146785E+01  -0.427067E+00  -0.340916E+01   0.289671E+02  -0.285841E+00   0.109045E+01  -0.505343E+01   0.183565E-01   0.111001E-01   0.808327E-02   0.100251E-01   0.195828E-01  -0.449435E+02   0.135416E+02   0.000000E+00  -0.584851E+02   0.116970E+03
   0.329859E+02   0.127461E+01  -0.240316E+01   0.317745E+01   0.262311E+02   0.362910E+01   0.194143E+01  -0.444646E+00   0.304511E-01   0.333044E-02   0.555548E-02   0.307025E-02   0.148469E-01  -0.449890E+02   0.157404E+02   0.000000E+00  -0.607294E+02   0.121459E+03
   0.325140E+02  -0.178428E+01   0.346016E+01  -0.277689E+01   0.302887E+02  -0.838626E+00   0.488498E+01   0.546593E+00   0.131108E-02   0.123668E-02   0.377785E-02   0.126276E-01   0.100814E-01  -0.445941E+02   0.156483E+02   0.000000E+00  -0.602424E+02   0.120485E+03
   0.337884E+02  -0.335470E+01   0.311386E+01  -0.154657E+01   0.276349E+02  -0.200479E+01   0.227330E+01   0.213854E-01   0.836261E-02   0.854620E-02   0.217209E-01   0.516480E-02   0.114997E-03  -0.434131E+02   0.148660E+02   0.000000E+00  -0.582791E+02   0.116558E+03
   0.318433E+02  -0.252365E+00  -0.281598E+01  -0.277367E+01   0.274355E+02   0.118868E+01   0.205893E+01  -0.345766E+01   0.255861E-01   0.978754E-03   0.111035E-02   0.551842E-02   0.885217E-02  -0.419710E+02   0.167747E+02   0.000000E+00  -0.587457E+02   0.117491E+03
   0.321129E+02  -0.935215E+00  -0.913328E-01   0.202028E+01   0.281209E+02  -0.444576E+01  -0.544759E+01   0.478345E+01   0.190917E-01   0.195654E-01   0.111035E-02   0.214131E-01   0.227398E-01  -0.470509E+02   0.119378E+02   0.000000E+00  -0.589887E+02   0.117977E+03
   0.312028E+02  -0.367671E+00   0.352180E+01   0.327570E+01   0.270846E+02   0.173825E+01   0.131367E+00   0.942180E+00   0.244633E-01   0.329725E-02   0.164834E-02   0.197423E-01   0.834503E-02  -0.454327E+02   0.151174E+02   0.000000E+00  -0.605501E+02   0.121100E+03
   0.334022E+02  -0.109060E+01  -0.313309E+01  -0.408391E+01   0.277832E+02  -0.885498E-01  -0.209935E+01   0.157156E+00   0.226995E-02   0.892368E-02   0.237083E-02   0.764731E-03   0.148069E-01  -0.403797E+02   0.157341E+02   0.000000E+00  -0.561138E+02   0.112228E+03
   0.324616E+02  -0.109060E+01  -0.486323E+01  -0.279272E+00   0.259388E+02  -0.205948E+01  -0.529403E+01   0.586131E+01   0.888459E-02   0.107600E-01   0.420396E-01   0.390421E-02   0.102026E-01  -0.490871E+02   0.117300E+02   0.000000E+00  -0.608171E+02   0.121634E+03
   0.329292E+02  -0.109658E+01   0.123075E+01   0.190776E+00   0.281022E+02  -0.222615E+01  -0.343330E+01   0.879004E+00   0.701450E-02   0.644762E-02   0.630274E-02   0.272623E-02   0.131263E-01  -0.409062E+02   0.155604E+02   0.000000E+00  -0.564666E+02   0.112933E+03
   0.317566E+02  -0.212334E+00   0.500594E-01  -0.246065E+01   0.310945E+02   0.210228E+01  -0.541182E+01   0.253807E+01   0.321260E-01   0.459349E-01   0.102234E-01   0.342011E-02   0.162522E-01  -0.505216E+02   0.108376E+02   0.000000E+00  -0.613592E+02   0.122718E+03
   0.328245E+02  -0.130718E+01  -0.307928E+01  -0.341403E+01   0.271475E+02  -0.497675E+01  -0.341736E+01   0.250484E+01   0.141929E-01   0.207902E-01   0.748072E-02   0.175768E-02   0.270112E-01  -0.460485E+02   0.127167E+02   0.000000E+00  -0.587652E+02   0.117530E+03
   0.348622E+02  -0.135583E+01  -0.942378E+00  -0.111538E+01   0.256789E+02  -0.767536E+01  -0.182704E+01  -0.118321E+01   0.141336E-01   0.293730E-02   0.597386E-02   0.493770E-02   0.258997E-02  -0.457060E+02   0.167768E+02   0.000000E+00  -0.624828E+02   0.124966E+03
   0.341465E+02   0.964252E+00  -0.265421E+00   0.887949E+01   0.258693E+02   0.267720E+01  -0.234622E+01  -0.173816E+01   0.142052E-01   0.928403E-02   0.201768E-02   0.706087E-02   0.154928E-01  -0.489237E+02   0.150351E+02   0.000000E+00  -0.639588E+02   0.127918E+03
   0.334399E+02   0.376199E+00  -0.627627E+01   0.333785E+01   0.307055E+02  -0.228441E+01  -0.755302E+01  -0.150631E+01   0.171770E-01   0.306833E-02   0.108333E-02   0.586960E-02   0.340166E-02  -0.448639E+02   0.170784E+02   0.000000E+00  -0.619423E+02   0.123885E+03
   0.336811E+02  -0.151793E+01  -0.126196E+01   0.239770E+01   0.297994E+02  -0.412040E+01  -0.700546E+01  -0.391409E+01   0.104734E-01   0.854706E-02   0.166460E-01   0.114310E-02   0.446039E-03  -0.435568E+02   0.157425E+02   0.000000E+00  -0.592993E+02   0.118599E+03
   0.331923E+02  -0.158847E+01  -0.611604E+01   0.808838E+00   0.300081E+02  -0.233775E+01   0.622234E+00   0.583219E+01   0.302094E-02   0.904646E-02   0.231193E-01   0.800947E-02   0.389142E-02  -0.451565E+02   0.140140E+02   0.000000E+00  -0.591705E+02   0.118341E+03
   0.331923E+02  -0.158847E+01  -0.118503E+01  -0.294481E+00   0.255953E+02   0.550490E+00   0.273462E+01   0.542351E+01   0.376764E-02   0.209426E-02   0.154727E-01   0.248950E-02   0.406564E-02  -0.415864E+02   0.160085E+02   0.000000E+00  -0.575949E+02   0.115190E+03
   0.332504E+02  -0.385360E+01  -0.112551E+00   0.271644E+01   0.267754E+02   0.105876E+01   0.552428E+01   0.128626E+00   0.139637E-01   0.959430E-02   0.232642E-02   0.129302E-03   0.943686E-02  -0.426441E+02   0.162720E+02   0.000000E+00  -0.589161E+02   0.117832E+03
   0.330131E+02  -0.479460E+00  -0.525292E+01  -0.447211E+00   0.296471E+02  -0.481789E+00   0.113966E+01   0.457158E+00   0.269996E-01   0.192859E-01   0.232642E-02   0.343796E-02   0.430690E-02  -0.429338E+02   0.154850E+02   0.000000E+00  -0.584188E+02   0.116838E+03
   0.325001E+02  -0.160798E+01   0.443156E-01  -0.705458E+01   0.293750E+02  -0.941674E-01   0.199893E+01   0.539606E+01   0.266408E-04   0.270445E-02   0.175823E-02   0.323292E-02   0.262182E-01  -0.443416E+02   0.150293E+02   0.000000E+00  -0.593709E+02   0.118742E+03
   0.318656E+02   0.103361E+00  -0.235473E+00  -0.312491E+01   0.268144E+02  -0.456466E+01   0.128273E+01   0.241306E+01   0.172976E-03   0.461653E-02   0.195565E-01   0.122175E-01   0.604885E-02  -0.438002E+02   0.141767E+02   0.000000E+00  -0.579769E+02   0.115954E+03
   0.321628E+02   0.759182E+00  -0.235473E+00  -0.447579E+01   0.266672E+02   0.334898E+01   0.283446E+01  -0.156992E+01   0.356128E-01   0.161372E-01   0.173495E-01   0.838462E-02   0.132297E-01  -0.476584E+02   0.129106E+02   0.000000E+00  -0.605690E+02   0.121138E+03
   0.336144E+02  -0.352695E+01  -0.550779E+01  -0.246914E+01   0.276139E+02   0.265435E+01  -0.725594E+00  -0.304964E+01   0.178007E-02   0.172935E-01   0.803071E-02   0.622770E-02   0.124264E-01  -0.469448E+02   0.140228E+02   0.000000E+00  -0.609676E+02   0.121935E+03
   0.334771E+02  -0.132284E+00  -0.585879E+01   0.533234E+01   0.289934E+02  -0.122485E+01  -0.312725E-02   0.614321E+00   0.122957E-02   0.304478E-01   0.441185E-02   0.705836E-04   0.131876E-01  -0.453476E+02   0.136089E+02   0.000000E+00  -0.589565E+02   0.117913E+03
   0.334771E+02   0.551624E+00  -0.522187E+01  -0.194315E+01   0.288623E+02   0.599617E+00   0.531404E+01  -0.928854E+01   0.122957E-02   0.109852E-01   0.487513E-02   0.883119E-02   0.323843E-02  -0.450759E+02   0.156277E+02   0.000000E+00  -0.607036E+02   0.121407E+03
   0.316423E+02   0.188920E+00   0.123908E+01  -0.227547E+01   0.283879E+02   0.261957E+01   0.442082E+01   0.658476E+01   0.971455E-03   0.219542E-01   0.117861E-01   0.975220E-02   0.956344E-02  -0.469566E+02   0.131151E+02   0.000000E+00  -0.600717E+02   0.120143E+03
   0.337208E+02  -0.172217E+01   0.286673E+00  -0.101489E+02   0.282247E+02  -0.103045E+00  -0.838523E+01   0.435845E+01   0.454757E-02   0.301115E-01   0.171233E-01   0.343924E-02   0.687088E-02  -0.500395E+02   0.126662E+02   0.000000E+00  -0.627057E+02   0.125411E+03
   0.316332E+02  -0.151515E+01  -0.678029E+00   0.318379E+01   0.284463E+02  -0.379619E+01  -0.446778E+00   0.637268E+01   0.126087E-01   0.111985E-02   0.100459E-01   0.437210E-02   0.751550E-02  -0.434417E+02   0.161153E+02   0.000000E+00  -0.595570E+02   0.119114E+03
   0.338602E+02  -0.162139E+01  -0.678029E+00   0.141020E+01   0.287089E+02   0.762834E+00   0.550483E+01   0.322108E+01   0.358084E-01   0.111985E-02   0.756995E-02   0.356124E-02   0.425367E-02  -0.434184E+02   0.167702E+02   0.000000E+00  -0.601886E+02   0.120377E+03
   0.329390E+02  -0.448727E+00  -0.267723E+01   0.178649E-01   0.281308E+02  -0.783578E+00  -0.160969E+01  -0.788537E+00   0.220787E-01   0.512916E-02   0.181655E-01   0.225308E-02   0.790013E-03  -0.406042E+02   0.157869E+02   0.000000E+00  -0.563911E+02   0.112782E+03
   0.322531E+02   0.342905E-01  -0.906230E+00  -0.128574E+00   0.267565E+02   0.582799E+01   0.176311E+01  -0.278683E+01   0.518640E-02   0.292496E-02   0.798167E-02   0.808145E-03   0.150616E-01  -0.431877E+02   0.157430E+02   0.000000E+00  -0.589307E+02   0.117861E+03
   0.324658E+02  -0.172542E+01   0.150400E+01   0.239720E+01   0.280556E+02   0.116517E+01   0.140061E+01  -0.174478E+01   0.110961E-01   0.274370E-03   0.186269E-01   0.141359E-02   0.204412E-01  -0.424380E+02   0.143451E+02   0.000000E+00  -0.567831E+02   0.113566E+03
   0.328908E+02  -0.158076E+01   0.219398E+01  -0.910440E+00   0.264767E+02  -0.159642E+01   0.252751E+01   0.724840E+00   0.145361E-01   0.909786E-03   0.410674E-02   0.141359E-02   0.256283E-01  -0.420533E+02   0.152148E+02   0.000000E+00  -0.572681E+02   0.114536E+03
   0.340432E+02  -0.267261E+01  -0.530066E+01   0.505645E+00   0.308211E+02  -0.277753E+01  -0.349685E+00  -0.161620E+01   0.154078E-01   0.317822E-02   0.212120E-03   0.133133E-01   0.354271E-02  -0.428120E+02   0.163960E+02   0.000000E+00  -0.592080E+02   0.118416E+03
   0.346757E+02  -0.557768E+01  -0.105605E+00  -0.230434E+01   0.280073E+02   0.891901E+00  -0.380494E+01   0.254200E+01   0.122948E-01   0.311090E-02   0.103882E-01   0.228013E-02   0.334260E-02  -0.435107E+02   0.165085E+02   0.000000E+00  -0.600192E+02   0.120038E+03
   0.347203E+02  -0.557768E+01  -0.509954E+01   0.294082E+01   0.279889E+02   0.446975E+01  -0.552462E+01   0.483474E+01   0.945842E-02   0.370357E-02   0.132405E-02   0.191814E-01   0.264028E-01  -0.505700E+02   0.133595E+02   0.000000E+00  -0.639295E+02   0.127859E+03
   0.329122E+02   0.167039E+01  -0.531634E+01  -0.499428E+01   0.292419E+02   0.214215E+01   0.624951E+00   0.918471E+01   0.255510E-01   0.267516E-01   0.323625E-01   0.173117E-02   0.177594E-02  -0.496653E+02   0.121586E+02   0.000000E+00  -0.618239E+02   0.123648E+03
   0.329816E+02  -0.189482E+01  -0.651104E+00   0.138734E+01   0.286479E+02   0.797176E+00  -0.244028E+01   0.814200E+01   0.327333E-02   0.153286E-01   0.343244E-01   0.558524E-02   0.899489E-03  -0.446751E+02   0.128069E+02   0.000000E+00  -0.574820E+02   0.114964E+03
   0.337574E+02  -0.319964E+00   0.690145E-01  -0.685689E+01   0.259129E+02  -0.314637E+01   0.439539E+01  -0.215503E+01   0.247791E-01   0.318487E-02   0.111252E-01   0.250373E-01   0.671301E-02  -0.469361E+02   0.138146E+02   0.000000E+00  -0.607507E+02   0.121501E+03
   0.332402E+02  -0.416027E+01   0.257096E+01   0.353758E+01   0.308919E+02   0.546978E+01   0.592460E+01  -0.274300E+01   0.359138E-02   0.174445E-01   0.283703E-02   0.197580E-03   0.161428E-02  -0.471359E+02   0.162113E+02   0.000000E+00  -0.633472E+02   0.126694E+03
   0.339865E+02  -0.152469E+01  -0.419213E+01   0.995747E+00   0.308782E+02  -0.275943E+01  -0.283632E+01   0.751966E+01   0.123603E-01   0.999693E-03   0.234146E-01   0.104949E-01   0.152550E-01  -0.461534E+02   0.134043E+02   0.000000E+00  -0.595577E+02   0.119115E+03
   0.342829E+02  -0.391304E+01  -0.123645E+00   0.101261E+02   0.263870E+02   0.197183E+01  -0.112072E+01   0.162379E+01   0.135460E-01   0.189162E-01   0.614271E-02   0.235542E-02   0.333335E-02  -0.459335E+02   0.153459E+02   0.000000E+00  -0.612794E+02   0.122559E+03
   0.342829E+02  -0.185742E+00  -0.321111E+01  -0.787015E+01   0.254169E+02  -0.548053E+01  -0.221446E+01  -0.273402E+01   0.239896E-02   0.580254E-03   0.782472E-02   0.395967E-03   0.545268E-02  -0.443627E+02   0.169953E+02   0.000000E+00  -0.613580E+02   0.122716E+03
   0.324771E+02  -0.146269E+01   0.168345E+01   0.576730E+01   0.270818E+02  -0.201075E+01  -0.241242E+00  -0.224432E+01   0.116485E-01   0.130157E-02   0.566538E-02   0.246923E-01   0.169712E-01  -0.446654E+02   0.135576E+02   0.000000E+00  -0.582230E+02   0.116446E+03
   0.344599E+02  -0.116696E+01  -0.531785E+01  -0.163404E+01   0.291414E+02   0.886620E+00   0.610273E+01  -0.165587E+01   0.621738E-02   0.420965E-02   0.763043E-02   0.666016E-03   0.655497E-02  -0.430895E+02   0.165146E+02   0.000000E+00  -0.596041E+02   0.119208E+03
   0.322664E+02   0.111695E+00  -0.436483E+00  -0.140756E+01   0.284944E+02   0.382917E+01   0.316230E+01  -0.625277E+01   0.287154E-01   0.821674E-02   0.144792E-02   0.131997E-01   0.612547E-02  -0.441749E+02   0.155217E+02   0.000000E+00  -0.596966E+02   0.119393E+03
   0.321516E+02  -0.167616E+00   0.257727E+01  -0.203388E+01   0.289816E+02  -0.133295E+01   0.188598E+01  -0.101909E+01   0.129607E-01   0.411262E-02   0.315095E-02   0.510782E-02   0.317901E-02  -0.412116E+02   0.168656E+02   0.000000E+00  -0.580772E+02   0.116154E+03
   0.337837E+02  -0.194912E+01  -0.185900E+01  -0.436530E+01   0.298723E+02   0.577526E+00   0.175148E+01  -0.134000E+00   0.142794E-01   0.617839E-02   0.223878E-01   0.293311E-02   0.277818E-02  -0.425235E+02   0.149929E+02   0.000000E+00  -0.575164E+02   0.115033E+03
   0.342554E+02  -0.165552E+01  -0.614498E+01   0.680265E+00   0.296255E+02  -0.438037E+01  -0.229251E+01   0.620197E+00   0.430566E-02   0.129698E-02   0.915972E-01   0.813958E-03   0.845172E-02  -0.507692E+02   0.820469E+01   0.000000E+00  -0.589739E+02   0.117948E+03
   0.335352E+02  -0.481393E+01   0.168868E+01   0.825876E+00   0.264251E+02   0.522753E+00  -0.219689E+01   0.318130E+01   0.131422E-01   0.330802E-01   0.241710E-01   0.418057E-02   0.612933E-02  -0.473769E+02   0.116646E+02   0.000000E+00  -0.590415E+02   0.118083E+03
   0.322210E+02  -0.309842E+01   0.168868E+01  -0.621885E+01   0.280409E+02  -0.517171E+01  -0.419783E+01   0.636353E+01   0.103240E-01   0.372098E-02   0.150261E-01   0.104096E-02   0.115338E-01  -0.477245E+02   0.152885E+02   0.000000E+00  -0.630130E+02   0.126026E+03
   0.342189E+02  -0.478981E+01   0.168868E+01   0.424591E+01   0.266115E+02   0.102548E+01   0.196318E+01   0.679112E+01   0.148374E-01   0.140985E-01   0.290663E-02   0.193327E-01   0.118609E-01  -0.465896E+02   0.136008E+02   0.000000E+00  -0.601904E+02   0.120381E+03
   0.333223E+02   0.323446E+01  -0.183593E+01  -0.520603E+01   0.252253E+02   0.102548E+01  -0.272229E+01   0.412020E+00   0.294758E-01   0.978080E-02   0.592846E-02   0.104426E-01   0.160203E-01  -0.486233E+02   0.142035E+02   0.000000E+00  -0.628268E+02   0.125654E+03
   0.308654E+02   0.183347E+01  -0.692946E-01  -0.651632E+00   0.274143E+02  -0.658507E+01  -0.253165E+01   0.164656E+01   0.864896E-02   0.155664E-01   0.142489E-01   0.645685E-02   0.218243E-02  -0.466891E+02   0.145752E+02   0.000000E+00  -0.612643E+02   0.122529E+03
   0.308801E+02   0.106621E+01  -0.147810E+01  -0.703163E+01   0.284669E+02   0.187176E+01  -0.574487E+00   0.497662E+01   0.239032E-01   0.537737E-02   0.240354E-02   0.669226E-02   0.175105E-01  -0.470878E+02   0.152223E+02   0.000000E+00  -0.623101E+02   0.124620E+03
   0.336947E+02   0.967839E+00  -0.604137E+01  -0.744550E+01   0.293326E+02  -0.843878E+00   0.576659E+01   0.400177E+01   0.232971E-01   0.500090E-02   0.653432E-02   0.282114E-01   0.141406E-01  -0.485450E+02   0.130320E+02   0.000000E+00  -0.615770E+02   0.123154E+03
   0.342205E+02  -0.290485E+01  -0.352794E+01   0.539586E+01   0.284183E+02   0.143612E+01  -0.134522E+01   0.109843E+01   0.142860E-02   0.180487E-01   0.192114E-01   0.647229E-03   0.130420E-02  -0.432378E+02   0.144995E+02   0.000000E+00  -0.577373E+02   0.115475E+03
   0.323618E+02  -0.135564E+01  -0.214357E+01  -0.290392E+01   0.284183E+02  -0.323438E+01  -0.446426E+00   0.257701E+01   0.162741E-01   0.802940E-02   0.179050E-01   0.674217E-02   0.122987E-01  -0.434922E+02   0.139232E+02   0.000000E+00  -0.574154E+02   0.114831E+03
   0.319084E+02   0.122003E+01  -0.391605E+01  -0.339437E+01   0.293160E+02  -0.212824E+01  -0.253495E+01   0.558363E+01   0.842989E-02   0.186562E-01   0.313619E-01   0.727154E-02   0.317242E-01  -0.489644E+02   0.951930E+01   0.000000E+00  -0.584837E+02   0.116967E+03
   0.312707E+02   0.144659E+01   0.423763E+01  -0.171424E+01   0.278513E+02  -0.354307E+00  -0.874549E+00   0.268340E+01   0.520883E-01   0.993658E-02   0.683313E-02   0.703377E-02   0.239411E-01  -0.511680E+02   0.136462E+02   0.000000E+00  -0.648142E+02   0.129628E+03
   0.332507E+02   0.137337E+01   0.531512E+01  -0.153922E+01   0.288935E+02  -0.792516E+00  -0.723622E+01  -0.520078E+01   0.142136E-01   0.139763E-01   0.500298E-02   0.163831E-01   0.218271E-01  -0.525605E+02   0.127017E+02   0.000000E+00  -0.652622E+02   0.130524E+03
   0.326150E+02  -0.129444E+00  -0.345999E+01  -0.244658E+01   0.282281E+02   0.395767E+01   0.358740E+01  -0.457731E+01   0.970564E-02   0.226775E-01   0.184882E-01   0.720404E-02   0.976936E-02  -0.456921E+02   0.126068E+02   0.000000E+00  -0.582989E+02   0.116598E+03
   0.322299E+02  -0.146532E+01   0.844954E-01  -0.330119E+01   0.274860E+02  -0.229319E+01   0.567621E+01   0.517560E+01   0.247839E-01   0.101023E-01   0.149832E-02   0.201221E-02   0.122556E-01  -0.438937E+02   0.158338E+02   0.000000E+00  -0.597275E+02   0.119455E+03
   0.322299E+02  -0.493468E+00  -0.584368E+01   0.281331E+01   0.264979E+02   0.184231E+01  -0.660212E-01  -0.655110E+01   0.841845E-02   0.263381E-01   0.492814E-02   0.201880E-02   0.727156E-02  -0.463533E+02   0.143650E+02   0.000000E+00  -0.607183E+02   0.121437E+03
   0.322155E+02  -0.493468E+00  -0.206523E+01  -0.529929E+01   0.308485E+02  -0.219680E+01  -0.496051E+01   0.529623E+01   0.275426E-01   0.448215E-02   0.479078E-03   0.292214E-01   0.282002E-01  -0.487359E+02   0.121824E+02   0.000000E+00  -0.609183E+02   0.121837E+03
   0.337854E+02  -0.327903E+01  -0.413066E+01   0.299085E+01   0.276709E+02  -0.696775E+00   0.452081E+01  -0.243370E+01   0.998872E-02   0.127738E-01   0.495195E-02   0.751356E-03   0.702857E-02  -0.427646E+02   0.158701E+02   0.000000E+00  -0.586347E+02   0.117269E+03
   0.330506E+02  -0.327903E+01  -0.256913E+01   0.772696E+01   0.276897E+02   0.110454E+01  -0.299767E+01   0.618087E+01   0.208473E-02   0.119680E-02   0.259665E-01   0.710338E-02   0.930500E-02  -0.467738E+02   0.140635E+02   0.000000E+00  -0.608373E+02   0.121675E+03
