Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_MC_Up_a2  Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.982314E+02  -0.691062E+02   0.105268E+02   0.604701E+02   0.438878E+01  -0.221400E+02   0.161333E-02   0.888185E+01   0.822933E+01   0.176308E+02   0.119816E+02   0.138172E+03  -0.152359E+02   0.000000E+00   0.153408E+03  -0.306816E+03
   0.110409E+03  -0.833100E+02   0.321423E+02   0.634135E+02   0.313519E+02  -0.163125E+02   0.634874E-03   0.860230E+01   0.851707E+01   0.195201E+02   0.133987E+02   0.145266E+03  -0.154759E+02   0.000000E+00   0.160742E+03  -0.321484E+03
   0.110409E+03  -0.746676E+02   0.458456E+02   0.600775E+02  -0.627003E+01  -0.174601E+02   0.125687E-02   0.116437E+02   0.100589E+02   0.162192E+02   0.137665E+02   0.143349E+03  -0.146132E+02   0.000000E+00   0.157962E+03  -0.315924E+03
   0.966617E+02  -0.319021E+02  -0.124086E+02   0.639443E+02   0.278702E+02  -0.167669E+02   0.981137E-03   0.105803E+02   0.837109E+01   0.120151E+02   0.117496E+02   0.143418E+03  -0.152130E+02   0.000000E+00   0.158631E+03  -0.317262E+03
   0.916295E+02  -0.778107E+02   0.543603E+02   0.647868E+02  -0.218595E+02  -0.922180E+01   0.960340E-03   0.784185E+01   0.133578E+02   0.137671E+02   0.201275E+02   0.141451E+03  -0.172184E+02   0.000000E+00   0.158669E+03  -0.317339E+03
   0.102289E+03  -0.407363E+01   0.263348E+02   0.605036E+02   0.317282E+01  -0.215424E+02   0.106079E-02   0.116955E+02   0.126699E+02   0.144631E+02   0.157898E+02   0.142865E+03  -0.154688E+02   0.000000E+00   0.158334E+03  -0.316668E+03
   0.109090E+03  -0.794343E+01   0.127604E+02   0.614090E+02   0.234387E+02  -0.672580E+01   0.805495E-03   0.115413E+02   0.961570E+01   0.196077E+02   0.127750E+02   0.143702E+03  -0.157112E+02   0.000000E+00   0.159413E+03  -0.318826E+03
   0.110108E+03  -0.539783E+01  -0.292511E+02   0.617489E+02   0.123044E+02  -0.274038E+02   0.977953E-03   0.114591E+02   0.926231E+01   0.166109E+02   0.117323E+02   0.143292E+03  -0.151104E+02   0.000000E+00   0.158402E+03  -0.316805E+03
   0.960774E+02  -0.195703E+02   0.101563E+02   0.638687E+02   0.281852E+02  -0.143013E+02   0.523206E-03   0.783975E+01   0.116725E+02   0.195806E+02   0.130528E+02   0.143200E+03  -0.162120E+02   0.000000E+00   0.159412E+03  -0.318824E+03
   0.108638E+03  -0.365312E+02   0.441890E+01   0.715038E+02  -0.103511E+02  -0.131651E+02   0.455628E-03   0.141620E+02   0.103681E+02   0.167157E+02   0.148742E+02   0.144190E+03  -0.161659E+02   0.000000E+00   0.160356E+03  -0.320712E+03
   0.989105E+02   0.287500E+02  -0.247967E+02   0.685357E+02  -0.302300E+01  -0.341762E+01   0.869903E-03   0.934448E+01   0.845611E+01   0.128206E+02   0.125820E+02   0.143804E+03  -0.145396E+02   0.000000E+00   0.158344E+03  -0.316687E+03
   0.110030E+03  -0.300454E+01   0.538694E+02   0.620532E+02   0.284422E+02  -0.260639E+02   0.131596E-02   0.785459E+01   0.703037E+01   0.155981E+02   0.110945E+02   0.139993E+03  -0.165851E+02   0.000000E+00   0.156578E+03  -0.313156E+03
   0.941862E+02  -0.675901E+02   0.773096E+02   0.741745E+02   0.146171E+02  -0.103481E+02   0.437427E-03   0.708308E+01   0.781929E+01   0.164444E+02   0.162857E+02   0.142742E+03  -0.160211E+02   0.000000E+00   0.158763E+03  -0.317526E+03
   0.954353E+02  -0.792160E+02   0.690183E+02   0.646119E+02  -0.156045E+02  -0.176686E+02   0.808381E-03   0.128714E+02   0.107221E+02   0.126160E+02   0.205954E+02   0.142457E+03  -0.169585E+02   0.000000E+00   0.159416E+03  -0.318831E+03
   0.101652E+03  -0.524075E+02   0.242033E+02   0.614830E+02   0.429625E+01  -0.235683E+00   0.501460E-03   0.111836E+02   0.986005E+01   0.151191E+02   0.127293E+02   0.145740E+03  -0.144425E+02   0.000000E+00   0.160183E+03  -0.320365E+03
   0.989872E+02  -0.257763E+02  -0.463104E+01   0.603162E+02  -0.173611E+02  -0.373000E+02   0.486812E-03   0.150171E+02   0.105952E+02   0.115502E+02   0.203704E+02   0.140006E+03  -0.186465E+02   0.000000E+00   0.158652E+03  -0.317305E+03
   0.107797E+03  -0.552464E+02   0.601661E+02   0.773515E+02   0.357571E+01  -0.287231E+01   0.816783E-03   0.949622E+01   0.810132E+01   0.128382E+02   0.153793E+02   0.145677E+03  -0.145097E+02   0.000000E+00   0.160187E+03  -0.320373E+03
   0.108562E+03  -0.544713E+02   0.501671E+02   0.619194E+02  -0.358732E+01  -0.693826E+01   0.851918E-03   0.814010E+01   0.920722E+01   0.123686E+02   0.196778E+02   0.144263E+03  -0.157954E+02   0.000000E+00   0.160058E+03  -0.320117E+03
   0.109153E+03   0.265408E+02  -0.704805E+02   0.639776E+02   0.199744E+02  -0.310940E+02   0.105841E-02   0.824392E+01   0.864869E+01   0.193283E+02   0.961331E+01   0.139664E+03  -0.174821E+02   0.000000E+00   0.157146E+03  -0.314292E+03
   0.872660E+02   0.560995E+02  -0.192151E+02   0.644274E+02  -0.101006E+02  -0.818184E+01   0.194298E-03   0.902499E+01   0.827176E+01   0.147607E+02   0.112343E+02   0.143142E+03  -0.150364E+02   0.000000E+00   0.158178E+03  -0.316357E+03
   0.110990E+03  -0.352983E+02   0.888673E+01   0.625417E+02   0.249187E+02  -0.330316E+02   0.632010E-03   0.111484E+02   0.132579E+02   0.250641E+02   0.155688E+02   0.140871E+03  -0.193996E+02   0.000000E+00   0.160271E+03  -0.320541E+03
   0.953906E+02   0.114482E+02  -0.487028E+02   0.623705E+02   0.934285E+00  -0.348357E+02   0.883429E-03   0.119689E+02   0.110562E+02   0.193573E+02   0.114047E+02   0.142332E+03  -0.165470E+02   0.000000E+00   0.158879E+03  -0.317758E+03
   0.910402E+02  -0.344563E+02   0.188700E+02   0.608047E+02  -0.213304E+01  -0.402947E+02   0.948398E-03   0.803031E+01   0.147190E+02   0.136073E+02   0.150831E+02   0.142086E+03  -0.166682E+02   0.000000E+00   0.158754E+03  -0.317508E+03
   0.109315E+03  -0.960128E+02   0.438888E+02   0.782560E+02   0.333874E+01  -0.445402E+00   0.351764E-03   0.879026E+01   0.770729E+01   0.149175E+02   0.130100E+02   0.145814E+03  -0.147765E+02   0.000000E+00   0.160590E+03  -0.321181E+03
   0.109881E+03  -0.106501E+03   0.722826E+02   0.708863E+02   0.333874E+01   0.638260E+01   0.837160E-03   0.105770E+02   0.100803E+02   0.159567E+02   0.158103E+02   0.145930E+03  -0.143056E+02   0.000000E+00   0.160236E+03  -0.320471E+03
   0.108133E+03  -0.844889E+02   0.590240E+02   0.600609E+02  -0.131530E+02  -0.124552E+02   0.911770E-04   0.905227E+01   0.995282E+01   0.241037E+02   0.203357E+02   0.141428E+03  -0.187729E+02   0.000000E+00   0.160201E+03  -0.320402E+03
   0.977492E+02  -0.597863E+02   0.276784E+02   0.670616E+02  -0.102283E+02  -0.432598E+01   0.741470E-03   0.952752E+01   0.138222E+02   0.158841E+02   0.110948E+02   0.143422E+03  -0.165523E+02   0.000000E+00   0.159974E+03  -0.319949E+03
   0.107793E+03  -0.826121E+02   0.123406E+03   0.670964E+02  -0.646975E+01  -0.126836E+02   0.603611E-03   0.104841E+02   0.962025E+01   0.204226E+02   0.185479E+02   0.141823E+03  -0.163344E+02   0.000000E+00   0.158157E+03  -0.316315E+03
   0.108491E+03  -0.887756E+02   0.957388E+02   0.679722E+02  -0.368456E+01   0.761546E+01   0.735198E-04   0.935061E+01   0.103831E+02   0.159549E+02   0.183510E+02   0.144569E+03  -0.148681E+02   0.000000E+00   0.159437E+03  -0.318874E+03
   0.105836E+03  -0.942982E+02   0.518859E+02   0.769122E+02  -0.166665E+01   0.873747E+00   0.747034E-03   0.973487E+01   0.902977E+01   0.123193E+02   0.139364E+02   0.146149E+03  -0.142965E+02   0.000000E+00   0.160446E+03  -0.320891E+03
   0.107923E+03  -0.770272E+02   0.355857E+02   0.633981E+02  -0.185409E+02  -0.661467E+01   0.276898E-03   0.900914E+01   0.772486E+01   0.131733E+02   0.131091E+02   0.145770E+03  -0.147842E+02   0.000000E+00   0.160554E+03  -0.321108E+03
   0.110722E+03  -0.941719E+02   0.597608E+02   0.638378E+02   0.939158E+01  -0.150264E+02   0.153092E-03   0.805457E+01   0.951078E+01   0.138499E+02   0.156274E+02   0.146011E+03  -0.144163E+02   0.000000E+00   0.160427E+03  -0.320855E+03
   0.110279E+03  -0.856729E+02   0.778015E+02   0.734133E+02   0.227865E+01  -0.846017E+01   0.466092E-03   0.115573E+02   0.114275E+02   0.136787E+02   0.129389E+02   0.145820E+03  -0.149065E+02   0.000000E+00   0.160726E+03  -0.321453E+03
   0.104455E+03  -0.539808E+02   0.673366E+02   0.701458E+02   0.227865E+01   0.113549E+02   0.365905E-03   0.104431E+02   0.110568E+02   0.159541E+02   0.150021E+02   0.145422E+03  -0.144073E+02   0.000000E+00   0.159829E+03  -0.319659E+03
   0.952204E+02  -0.301829E+02   0.697800E+02   0.612871E+02   0.219320E+02  -0.274926E+02   0.847788E-03   0.140178E+02   0.806338E+01   0.141092E+02   0.146065E+02   0.142250E+03  -0.160999E+02   0.000000E+00   0.158350E+03  -0.316700E+03
   0.871174E+02   0.817605E+01   0.376351E+01   0.635132E+02  -0.244003E+02  -0.238796E+02   0.796682E-03   0.987658E+01   0.822950E+01   0.184457E+02   0.138899E+02   0.143659E+03  -0.150121E+02   0.000000E+00   0.158671E+03  -0.317342E+03
   0.995387E+02  -0.302344E+01   0.290063E+02   0.634197E+02  -0.163543E+02  -0.324150E+01   0.578944E-03   0.143341E+02   0.578180E+01   0.204411E+02   0.163849E+02   0.138400E+03  -0.208819E+02   0.000000E+00   0.159282E+03  -0.318564E+03
   0.102529E+03  -0.216061E+02   0.127412E+02   0.606077E+02   0.106569E+02  -0.345012E+02   0.113711E-02   0.107227E+02   0.100647E+02   0.101858E+02   0.117877E+02   0.142126E+03  -0.161127E+02   0.000000E+00   0.158239E+03  -0.316477E+03
   0.109083E+03  -0.405275E+02  -0.196066E+01   0.646122E+02   0.106569E+02  -0.227871E+02   0.115153E-03   0.100989E+02   0.111890E+02   0.120401E+02   0.132781E+02   0.144989E+03  -0.147337E+02   0.000000E+00   0.159723E+03  -0.319445E+03
   0.109793E+03   0.479414E+02   0.228377E+01   0.647340E+02   0.122523E+02  -0.251673E+02   0.687880E-03   0.145201E+02   0.170446E+02   0.152218E+02   0.143856E+02   0.138221E+03  -0.202012E+02   0.000000E+00   0.158422E+03  -0.316844E+03
   0.105817E+03   0.970946E+00  -0.567929E+02   0.618365E+02  -0.391835E+01   0.106672E+02   0.736004E-03   0.965271E+01   0.116463E+02   0.179733E+02   0.148961E+02   0.144138E+03  -0.150108E+02   0.000000E+00   0.159149E+03  -0.318298E+03
   0.935504E+02  -0.326590E+01  -0.128144E+01   0.778169E+02   0.365682E+01  -0.205543E+01   0.705543E-03   0.145227E+02   0.118871E+02   0.190341E+02   0.121840E+02   0.141257E+03  -0.179442E+02   0.000000E+00   0.159201E+03  -0.318402E+03
   0.110676E+03  -0.726644E+02   0.290943E+02   0.647946E+02  -0.227643E+01  -0.122623E+02   0.903835E-04   0.123659E+02   0.897487E+01   0.118064E+02   0.193878E+02   0.144092E+03  -0.163753E+02   0.000000E+00   0.160467E+03  -0.320935E+03
   0.104730E+03  -0.445034E+02   0.370400E+01   0.638146E+02   0.255434E+02  -0.780800E+01   0.193452E-04   0.905853E+01   0.828286E+01   0.991126E+01   0.140736E+02   0.143474E+03  -0.160022E+02   0.000000E+00   0.159476E+03  -0.318952E+03
   0.107445E+03  -0.119331E+03   0.683144E+02   0.638146E+02   0.118620E-01  -0.104088E+02   0.803749E-03   0.136439E+02   0.118542E+02   0.116699E+02   0.121129E+02   0.142631E+03  -0.169479E+02   0.000000E+00   0.159579E+03  -0.319158E+03
   0.104051E+03  -0.953950E+02   0.122226E+03   0.645790E+02   0.195570E+02  -0.232722E+02   0.111229E-02   0.114587E+02   0.931643E+01   0.113459E+02   0.133631E+02   0.142151E+03  -0.151108E+02   0.000000E+00   0.157262E+03  -0.314524E+03
   0.110282E+03  -0.725273E+02   0.311064E+02   0.713614E+02   0.252375E+01   0.101986E+02   0.876141E-03   0.967644E+01   0.132602E+02   0.113043E+02   0.160515E+02   0.144172E+03  -0.161051E+02   0.000000E+00   0.160277E+03  -0.320554E+03
   0.103637E+03  -0.790462E+02   0.377024E+02   0.710382E+02  -0.707704E+01  -0.713439E+01   0.521838E-03   0.151537E+02   0.720481E+01   0.171390E+02   0.134716E+02   0.142533E+03  -0.179878E+02   0.000000E+00   0.160521E+03  -0.321042E+03
   0.878686E+02  -0.272973E+02   0.505491E+02   0.652052E+02   0.176313E+02  -0.163011E+02   0.113842E-03   0.136321E+02   0.695498E+01   0.161953E+02   0.190719E+02   0.139274E+03  -0.179108E+02   0.000000E+00   0.157185E+03  -0.314370E+03
   0.107678E+03  -0.106342E+03   0.532962E+02   0.600232E+02  -0.166471E+02  -0.205889E+02   0.758506E-03   0.791659E+01   0.125738E+02   0.131675E+02   0.103372E+02   0.142671E+03  -0.167801E+02   0.000000E+00   0.159451E+03  -0.318902E+03
   0.108868E+03  -0.111853E+03   0.660948E+02   0.631026E+02  -0.293882E+01  -0.258732E+01   0.687558E-03   0.122075E+02   0.908519E+01   0.131675E+02   0.159091E+02   0.145419E+03  -0.149045E+02   0.000000E+00   0.160323E+03  -0.320647E+03
   0.950754E+02  -0.650780E+02   0.518358E+02   0.615506E+02   0.318510E+01  -0.249304E+02   0.843284E-03   0.973392E+01   0.103088E+02   0.231781E+02   0.191361E+02   0.141608E+03  -0.178156E+02   0.000000E+00   0.159424E+03  -0.318847E+03
   0.100052E+03  -0.988271E+01  -0.426725E+01   0.650312E+02   0.178803E+02  -0.216070E+02   0.665856E-03   0.792890E+01   0.873069E+01   0.167168E+02   0.150407E+02   0.144567E+03  -0.147982E+02   0.000000E+00   0.159365E+03  -0.318730E+03
   0.105744E+03   0.248490E+02  -0.743634E+02   0.684781E+02   0.203436E+02  -0.190111E+02   0.103175E-02   0.838267E+01   0.886020E+01   0.141325E+02   0.155788E+02   0.143497E+03  -0.143197E+02   0.000000E+00   0.157817E+03  -0.315633E+03
   0.962783E+02   0.130300E+02   0.222499E+02   0.634248E+02  -0.136288E+02  -0.218135E+02   0.525916E-03   0.106095E+02   0.101390E+02   0.160740E+02   0.166356E+02   0.144049E+03  -0.144899E+02   0.000000E+00   0.158539E+03  -0.317078E+03
   0.771386E+02   0.234649E+02  -0.247190E+02   0.679742E+02   0.100118E+02   0.803085E+01   0.404619E-03   0.101678E+02   0.108520E+02   0.191999E+02   0.171627E+02   0.142611E+03  -0.155600E+02   0.000000E+00   0.158171E+03  -0.316342E+03
   0.107153E+03  -0.262193E+02  -0.348309E+02   0.683938E+02   0.503491E+01   0.148697E+01   0.336465E-05   0.969269E+01   0.100596E+02   0.182675E+02   0.104674E+02   0.142700E+03  -0.159327E+02   0.000000E+00   0.158633E+03  -0.317265E+03
   0.103004E+03  -0.287371E+02  -0.193414E+00   0.621257E+02   0.282559E+01  -0.232291E+02   0.743261E-03   0.969269E+01   0.105372E+02   0.150192E+02   0.120741E+02   0.145430E+03  -0.144449E+02   0.000000E+00   0.159875E+03  -0.319750E+03
   0.108507E+03  -0.573058E+02   0.656330E+02   0.694003E+02   0.179739E+00   0.252974E+01   0.589213E-03   0.934977E+01   0.105372E+02   0.985952E+01   0.140736E+02   0.144617E+03  -0.158487E+02   0.000000E+00   0.160466E+03  -0.320931E+03
   0.110828E+03  -0.878860E+02   0.608674E+02   0.750881E+02   0.179739E+00  -0.887947E+00   0.332884E-03   0.109445E+02   0.669811E+01   0.150579E+02   0.127845E+02   0.144946E+03  -0.159669E+02   0.000000E+00   0.160913E+03  -0.321826E+03
   0.110828E+03  -0.945725E+02   0.439273E+02   0.658669E+02  -0.838451E-01  -0.287586E+02   0.658331E-03   0.924310E+01   0.569756E+01   0.157309E+02   0.155742E+02   0.143161E+03  -0.175275E+02   0.000000E+00   0.160689E+03  -0.321377E+03
   0.926080E+02  -0.545694E+02   0.439273E+02   0.774908E+02   0.396966E+01  -0.577639E+01   0.886314E-03   0.903849E+01   0.877369E+01   0.959929E+01   0.107780E+02   0.142067E+03  -0.171936E+02   0.000000E+00   0.159261E+03  -0.318521E+03
   0.953688E+02  -0.504088E+02   0.680594E+02   0.611816E+02   0.131331E+02  -0.276238E+02   0.938766E-03   0.105163E+02   0.876221E+01   0.104430E+02   0.140163E+02   0.143285E+03  -0.154393E+02   0.000000E+00   0.158724E+03  -0.317449E+03
   0.960230E+02  -0.790795E+02   0.398044E+02   0.734667E+02   0.155100E+01  -0.100865E+02   0.517898E-03   0.138105E+02   0.103845E+02   0.153912E+02   0.181032E+02   0.143013E+03  -0.163498E+02   0.000000E+00   0.159363E+03  -0.318726E+03
   0.109894E+03  -0.525090E+02   0.139845E+02   0.659991E+02   0.120050E+02  -0.155678E+02   0.464453E-03   0.129004E+02   0.972667E+01   0.109293E+02   0.163911E+02   0.144393E+03  -0.161752E+02   0.000000E+00   0.160568E+03  -0.321136E+03
   0.100717E+03  -0.778790E+02   0.457997E+02   0.610392E+02   0.252937E+02  -0.100419E+02   0.754602E-03   0.963993E+01   0.783466E+01   0.104234E+02   0.236236E+02   0.141135E+03  -0.188100E+02   0.000000E+00   0.159945E+03  -0.319890E+03
