Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_MC_Up_a2  Kmin_MC_Up_a3  Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.351078E+02  -0.199335E+01  -0.743600E+00  -0.896266E-01   0.302426E+02  -0.367858E+01   0.613381E-01   0.378366E+00   0.570447E-03   0.118472E+02   0.107570E+02   0.200167E+01   0.177223E+02   0.209775E+03  -0.642436E+01   0.000000E+00   0.216199E+03  -0.432399E+03
   0.351387E+02  -0.209570E+01  -0.792201E+00   0.332239E-01   0.305805E+02  -0.367858E+01  -0.154594E+01   0.600124E+00   0.399974E-03   0.941734E+01   0.124438E+02   0.554757E+00   0.149952E+02   0.210658E+03  -0.604259E+01   0.000000E+00   0.216701E+03  -0.433401E+03
   0.351337E+02  -0.206083E+01  -0.814236E+00   0.332239E-01   0.305805E+02  -0.362603E+01  -0.125794E+01  -0.101245E+00   0.259765E-03   0.702090E+01   0.788271E+01   0.117336E+01   0.146675E+02   0.210111E+03  -0.690525E+01   0.000000E+00   0.217016E+03  -0.434033E+03
   0.351240E+02  -0.207374E+01  -0.871202E+00   0.332239E-01   0.306773E+02  -0.277910E+01  -0.141618E+01   0.455810E+00   0.499064E-03   0.122093E+02   0.140142E+02   0.389900E+00   0.170749E+02   0.207151E+03  -0.803998E+01   0.000000E+00   0.215191E+03  -0.430382E+03
   0.351142E+02  -0.207374E+01  -0.781207E+00   0.312240E+00   0.300422E+02  -0.251241E+01  -0.439264E+00  -0.323529E+00   0.285246E-03   0.992283E+01   0.138707E+02   0.149395E+00   0.104404E+02   0.211511E+03  -0.817912E+01   0.000000E+00   0.219690E+03  -0.439380E+03
   0.350745E+02  -0.200546E+01  -0.552570E+00   0.312240E+00   0.299871E+02  -0.308939E+01  -0.439264E+00  -0.743844E+00   0.691073E-03   0.798772E+01   0.135001E+02   0.443213E+00   0.171847E+02   0.210863E+03  -0.744107E+01   0.000000E+00   0.218304E+03  -0.436608E+03
   0.350827E+02  -0.195614E+01  -0.881754E+00   0.186387E+00   0.300358E+02  -0.254485E+01  -0.142242E+01  -0.993897E-01   0.345949E-03   0.137859E+02   0.133972E+02   0.367317E+00   0.143096E+02   0.214827E+03  -0.819355E+01   0.000000E+00   0.223021E+03  -0.446041E+03
   0.350827E+02  -0.195614E+01  -0.881754E+00   0.603862E+00   0.301095E+02  -0.254485E+01  -0.136876E+01   0.728328E+00   0.421241E-03   0.120803E+02   0.954907E+01   0.464219E-02   0.158263E+02   0.212174E+03  -0.594722E+01   0.000000E+00   0.218121E+03  -0.436242E+03
   0.350737E+02  -0.195614E+01  -0.762786E+00  -0.250316E-01   0.302135E+02  -0.298656E+01  -0.599430E+00   0.123793E+01   0.824411E-04   0.632853E+01   0.746563E+01   0.549638E+00   0.109021E+02   0.214999E+03  -0.912994E+01   0.000000E+00   0.224129E+03  -0.448258E+03
   0.350616E+02  -0.194731E+01  -0.762786E+00  -0.946700E-01   0.303620E+02  -0.287132E+01  -0.127341E+01  -0.463445E+00   0.899056E-04   0.105886E+02   0.118565E+02   0.207708E+00   0.162358E+02   0.217465E+03  -0.603010E+01   0.000000E+00   0.223495E+03  -0.446990E+03
   0.350815E+02  -0.188678E+01  -0.812216E+00   0.169492E+00   0.302893E+02  -0.337513E+01  -0.106455E+01   0.231718E+01   0.683094E-03   0.973406E+01   0.825890E+01   0.915356E+00   0.202257E+02   0.212942E+03  -0.690567E+01   0.000000E+00   0.219848E+03  -0.439695E+03
   0.350876E+02  -0.190378E+01  -0.812216E+00  -0.181217E+00   0.301425E+02  -0.345661E+01  -0.934224E+00   0.208866E+00   0.515094E-03   0.796425E+01   0.112785E+02   0.178189E+01   0.190046E+02   0.211002E+03  -0.689956E+01   0.000000E+00   0.217902E+03  -0.435803E+03
   0.350375E+02  -0.194644E+01  -0.554490E+00  -0.659829E-01   0.300892E+02  -0.345661E+01  -0.105427E+01   0.114803E+01   0.607907E-03   0.101799E+02   0.119080E+02   0.331108E+00   0.133166E+02   0.215499E+03  -0.587742E+01   0.000000E+00   0.221376E+03  -0.442753E+03
   0.350845E+02  -0.191872E+01  -0.732804E+00   0.352465E+00   0.300915E+02  -0.282447E+01  -0.602919E+00   0.364207E+00   0.607907E-03   0.833530E+01   0.889573E+01   0.432419E+00   0.132337E+02   0.217839E+03  -0.559913E+01   0.000000E+00   0.223438E+03  -0.446876E+03
   0.350966E+02  -0.199565E+01  -0.732804E+00  -0.225094E+00   0.301785E+02  -0.285519E+01  -0.101145E+01   0.268223E+00   0.694281E-04   0.108361E+02   0.113904E+02   0.704452E+00   0.171930E+02   0.216698E+03  -0.611385E+01   0.000000E+00   0.222812E+03  -0.445624E+03
   0.350966E+02  -0.199565E+01  -0.826561E+00   0.610987E-01   0.301785E+02  -0.290880E+01  -0.166272E+01   0.268223E+00   0.120307E-03   0.109675E+02   0.110446E+02   0.236520E+00   0.189099E+02   0.216667E+03  -0.656576E+01   0.000000E+00   0.223233E+03  -0.446466E+03
   0.350966E+02  -0.191894E+01  -0.829387E+00  -0.676687E-01   0.300330E+02  -0.303357E+01  -0.704360E+00   0.255562E-01   0.361499E-03   0.867328E+01   0.102455E+02   0.193476E+00   0.194617E+02   0.218795E+03  -0.649223E+01   0.000000E+00   0.225287E+03  -0.450574E+03
   0.350089E+02  -0.179470E+01  -0.882262E+00   0.271634E+00   0.300330E+02  -0.278755E+01  -0.867478E+00   0.255562E-01   0.609892E-03   0.105639E+02   0.136491E+02   0.857301E-01   0.175863E+02   0.219304E+03  -0.733035E+01   0.000000E+00   0.226634E+03  -0.453269E+03
   0.350195E+02  -0.179219E+01  -0.101115E+01   0.271634E+00   0.303561E+02  -0.289793E+01  -0.108213E+01  -0.382858E-02   0.128659E-03   0.879150E+01   0.121125E+02   0.221333E+00   0.113225E+02   0.218467E+03  -0.667865E+01   0.000000E+00   0.225146E+03  -0.450291E+03
   0.350200E+02  -0.167041E+01  -0.109935E+01   0.314362E+00   0.301128E+02  -0.292116E+01  -0.786956E+00   0.115360E+00   0.448286E-03   0.127877E+02   0.110398E+02   0.469542E-01   0.131375E+02   0.217392E+03  -0.655183E+01   0.000000E+00   0.223944E+03  -0.447888E+03
   0.349533E+02  -0.160840E+01  -0.945782E+00   0.266003E+00   0.298747E+02  -0.292997E+01  -0.623116E+00   0.260267E+00   0.896454E-03   0.691564E+01   0.180167E+02   0.857340E-01   0.174066E+02   0.209333E+03  -0.119197E+02   0.000000E+00   0.221253E+03  -0.442505E+03
   0.350174E+02  -0.169361E+01  -0.906479E+00   0.864268E-01   0.300695E+02  -0.279229E+01  -0.821158E+00   0.241065E+00   0.715678E-03   0.118963E+02   0.109417E+02   0.857340E-01   0.154566E+02   0.217264E+03  -0.602472E+01   0.000000E+00   0.223289E+03  -0.446577E+03
   0.350063E+02  -0.174952E+01  -0.112234E+01   0.330761E+00   0.302366E+02  -0.279229E+01  -0.965224E+00   0.283091E+00   0.401209E-03   0.104888E+02   0.103494E+02   0.251709E+00   0.153223E+02   0.219911E+03  -0.539391E+01   0.000000E+00   0.225305E+03  -0.450610E+03
   0.350104E+02  -0.178153E+01  -0.930721E+00   0.202443E+00   0.301556E+02  -0.309286E+01  -0.684987E+00   0.869336E+00   0.275922E-05   0.759176E+01   0.872399E+01   0.618419E+00   0.134544E+02   0.218416E+03  -0.605060E+01   0.000000E+00   0.224467E+03  -0.448933E+03
   0.350104E+02  -0.175160E+01  -0.931542E+00   0.126896E+00   0.300300E+02  -0.304048E+01  -0.176103E+01   0.869336E+00   0.104657E-03   0.108114E+02   0.105687E+02   0.352311E+00   0.127885E+02   0.217113E+03  -0.564789E+01   0.000000E+00   0.222761E+03  -0.445522E+03
   0.350282E+02  -0.172924E+01  -0.856255E+00   0.358420E+00   0.300300E+02  -0.362384E+01  -0.232256E+00  -0.133034E+00   0.609917E-03   0.898838E+01   0.115005E+02   0.542741E+00   0.190156E+02   0.212865E+03  -0.660194E+01   0.000000E+00   0.219467E+03  -0.438934E+03
   0.350343E+02  -0.182194E+01  -0.856255E+00   0.219617E+00   0.301176E+02  -0.355378E+01  -0.537685E+00   0.524414E+00   0.688045E-04   0.929496E+01   0.106132E+02   0.546929E+00   0.158748E+02   0.218278E+03  -0.543606E+01   0.000000E+00   0.223714E+03  -0.447428E+03
   0.350343E+02  -0.180486E+01  -0.722083E+00   0.179850E+00   0.301176E+02  -0.324291E+01  -0.136182E+01   0.132904E+01   0.688045E-04   0.775876E+01   0.122087E+02   0.838104E+00   0.175752E+02   0.215613E+03  -0.696251E+01   0.000000E+00   0.222576E+03  -0.445151E+03
   0.350214E+02  -0.185040E+01  -0.736930E+00   0.210924E+00   0.300313E+02  -0.293789E+01  -0.136182E+01   0.132904E+01   0.527613E-03   0.109408E+02   0.119359E+02   0.949332E+00   0.217202E+02   0.213659E+03  -0.808434E+01   0.000000E+00   0.221743E+03  -0.443487E+03
   0.350214E+02  -0.182390E+01  -0.935062E+00   0.177439E+00   0.300427E+02  -0.293789E+01  -0.607571E+00   0.141343E+01   0.691419E-03   0.785223E+01   0.924415E+01   0.388755E+00   0.171370E+02   0.216042E+03  -0.608425E+01   0.000000E+00   0.222126E+03  -0.444253E+03
   0.350023E+02  -0.164873E+01  -0.111399E+01   0.705292E+00   0.300427E+02  -0.319063E+01  -0.607571E+00   0.754213E+00   0.102794E-02   0.117602E+02   0.141952E+02   0.453386E+00   0.140555E+02   0.211285E+03  -0.760465E+01   0.000000E+00   0.218890E+03  -0.437779E+03
   0.349558E+02  -0.158522E+01  -0.704236E+00   0.292054E+00   0.296602E+02  -0.350470E+01  -0.164021E+01   0.145696E+01   0.638752E-03   0.820638E+01   0.119615E+02   0.971088E+00   0.173797E+02   0.206499E+03  -0.653088E+01   0.000000E+00   0.213030E+03  -0.426060E+03
   0.349817E+02  -0.154155E+01  -0.961702E+00   0.606607E+00   0.301872E+02  -0.381005E+01  -0.283976E+01  -0.101815E+00   0.236479E-03   0.952531E+01   0.121673E+02   0.137881E+01   0.179415E+02   0.205380E+03  -0.647971E+01   0.000000E+00   0.211860E+03  -0.423719E+03
   0.349721E+02  -0.152106E+01  -0.106107E+01   0.503820E+00   0.301872E+02  -0.398294E+01  -0.142733E+01   0.713324E+00   0.101289E-03   0.140779E+02   0.741460E+01   0.143424E+01   0.228067E+02   0.205049E+03  -0.104789E+02   0.000000E+00   0.215528E+03  -0.431056E+03
   0.348923E+02  -0.153131E+01  -0.107342E+01   0.784430E+00   0.301872E+02  -0.323571E+01  -0.625282E+00   0.705308E-02   0.528131E-03   0.103150E+02   0.854074E+01   0.500708E+00   0.183949E+02   0.209134E+03  -0.616238E+01   0.000000E+00   0.215296E+03  -0.430593E+03
   0.349799E+02  -0.156871E+01  -0.116704E+01   0.173632E+00   0.297401E+02  -0.323571E+01  -0.625282E+00   0.269055E+00   0.117740E-02   0.113467E+02   0.125830E+02   0.150868E+00   0.191422E+02   0.207335E+03  -0.744433E+01   0.000000E+00   0.214779E+03  -0.429559E+03
   0.349642E+02  -0.154788E+01  -0.123834E+01   0.173632E+00   0.297401E+02  -0.323466E+01  -0.625282E+00   0.669920E+00   0.117740E-02   0.100677E+02   0.931399E+01   0.354459E+00   0.160378E+02   0.208907E+03  -0.536394E+01   0.000000E+00   0.214271E+03  -0.428542E+03
   0.349766E+02  -0.152066E+01  -0.122261E+01   0.597787E+00   0.299857E+02  -0.293911E+01  -0.835610E+00   0.254615E-01   0.113882E-03   0.579567E+01   0.856805E+01   0.455073E+00   0.154015E+02   0.209298E+03  -0.859467E+01   0.000000E+00   0.217893E+03  -0.435785E+03
   0.350010E+02  -0.163066E+01  -0.104658E+01   0.673725E+00   0.299857E+02  -0.297841E+01  -0.951185E+00   0.978817E+00   0.815800E-03   0.124109E+02   0.103103E+02   0.664049E+00   0.137749E+02   0.213347E+03  -0.608863E+01   0.000000E+00   0.219436E+03  -0.438871E+03
   0.349725E+02  -0.166113E+01  -0.108860E+01   0.176737E+00   0.302483E+02  -0.279590E+01  -0.605389E+00   0.978817E+00   0.139536E-03   0.125578E+02   0.109418E+02   0.589787E+00   0.193905E+02   0.213108E+03  -0.738979E+01   0.000000E+00   0.220498E+03  -0.440996E+03
   0.349831E+02  -0.165772E+01  -0.108296E+01   0.176737E+00   0.300284E+02  -0.272559E+01  -0.533753E+00  -0.210071E+00   0.173225E-03   0.877621E+01   0.100958E+02   0.192387E-01   0.170208E+02   0.217034E+03  -0.566092E+01   0.000000E+00   0.222695E+03  -0.445390E+03
   0.349932E+02  -0.165772E+01  -0.982493E+00   0.413413E+00   0.300284E+02  -0.295938E+01  -0.153356E+01  -0.573608E+00   0.326484E-03   0.113276E+02   0.938780E+01   0.406702E+00   0.173767E+02   0.215137E+03  -0.596482E+01   0.000000E+00   0.221102E+03  -0.442204E+03
   0.349945E+02  -0.171956E+01  -0.108095E+01  -0.272905E-01   0.301618E+02  -0.307331E+01  -0.747135E+00   0.395986E+00   0.372988E-03   0.635955E+01   0.976809E+01   0.593601E+00   0.128232E+02   0.214575E+03  -0.748392E+01   0.000000E+00   0.222059E+03  -0.444118E+03
   0.350073E+02  -0.170261E+01  -0.890806E+00   0.506283E+00   0.299504E+02  -0.277136E+01  -0.130844E+01  -0.362583E+00   0.161061E-03   0.138704E+02   0.810029E+01   0.383391E+00   0.132380E+02   0.213752E+03  -0.732131E+01   0.000000E+00   0.221073E+03  -0.442147E+03
   0.350199E+02  -0.171443E+01  -0.929959E+00   0.276308E+00   0.301403E+02  -0.281752E+01  -0.695309E+00  -0.362583E+00   0.196727E-03   0.804305E+01   0.947392E+01   0.110719E-01   0.103747E+02   0.215654E+03  -0.692963E+01   0.000000E+00   0.222584E+03  -0.445167E+03
   0.349918E+02  -0.176622E+01  -0.111277E+01   0.396534E+00   0.303136E+02  -0.281752E+01  -0.126790E+01  -0.318706E+00   0.401193E-03   0.101957E+02   0.105801E+02   0.200608E+00   0.202193E+02   0.216453E+03  -0.677495E+01   0.000000E+00   0.223228E+03  -0.446456E+03
   0.349978E+02  -0.175942E+01  -0.951119E+00   0.414478E+00   0.302491E+02  -0.281752E+01  -0.234558E+01  -0.243828E+00   0.277997E-03   0.936928E+01   0.112605E+02   0.662718E+00   0.152300E+02   0.214592E+03  -0.554262E+01   0.000000E+00   0.220135E+03  -0.440269E+03
   0.350289E+02  -0.179233E+01  -0.944583E+00   0.131607E+00   0.303026E+02  -0.281752E+01  -0.156464E+01  -0.243828E+00   0.318815E-03   0.123464E+02   0.913983E+01   0.801811E+00   0.159932E+02   0.215208E+03  -0.613453E+01   0.000000E+00   0.221343E+03  -0.442685E+03
   0.350289E+02  -0.187663E+01  -0.737099E+00   0.131607E+00   0.301780E+02  -0.314351E+01  -0.110613E+01  -0.243828E+00   0.121302E-03   0.774876E+01   0.122207E+02   0.204714E+00   0.152521E+02   0.218481E+03  -0.652324E+01   0.000000E+00   0.225004E+03  -0.450008E+03
   0.350289E+02  -0.187663E+01  -0.746725E+00  -0.123270E+00   0.301980E+02  -0.254578E+01  -0.110613E+01   0.173702E+00   0.627716E-04   0.123237E+02   0.105521E+02   0.186228E+00   0.154418E+02   0.217070E+03  -0.612576E+01   0.000000E+00   0.223196E+03  -0.446392E+03
   0.350728E+02  -0.198186E+01  -0.746725E+00   0.692251E-01   0.301881E+02  -0.270154E+01  -0.110613E+01  -0.221711E+00   0.328039E-03   0.906924E+01   0.986118E+01   0.228931E+00   0.126800E+02   0.220986E+03  -0.543667E+01   0.000000E+00   0.226423E+03  -0.452845E+03
   0.350700E+02  -0.199259E+01  -0.746725E+00   0.423255E-01   0.302513E+02  -0.269738E+01  -0.104918E+01  -0.221711E+00   0.203006E-03   0.100263E+02   0.973615E+01   0.193772E+00   0.175378E+02   0.220341E+03  -0.568835E+01   0.000000E+00   0.226029E+03  -0.452059E+03
   0.350694E+02  -0.190707E+01  -0.746725E+00   0.352417E+00   0.301006E+02  -0.269738E+01  -0.132337E+01  -0.221711E+00   0.393021E-03   0.109212E+02   0.106598E+02   0.310024E+00   0.161929E+02   0.218958E+03  -0.569155E+01   0.000000E+00   0.224650E+03  -0.449299E+03
   0.350694E+02  -0.186896E+01  -0.829099E+00  -0.129360E+00   0.299057E+02  -0.270040E+01  -0.513938E+00  -0.221711E+00   0.923111E-03   0.778627E+01   0.937685E+01   0.830583E-01   0.193825E+02   0.215718E+03  -0.683912E+01   0.000000E+00   0.222557E+03  -0.445114E+03
   0.350662E+02  -0.187552E+01  -0.844812E+00   0.204614E+00   0.299971E+02  -0.272357E+01  -0.519376E+00  -0.823802E-01   0.226144E-03   0.130568E+02   0.859676E+01   0.161680E+00   0.120353E+02   0.218854E+03  -0.691821E+01   0.000000E+00   0.225772E+03  -0.451544E+03
   0.350686E+02  -0.177722E+01  -0.107578E+01   0.223433E+00   0.300752E+02  -0.272357E+01  -0.840354E+00   0.836213E+00   0.525649E-04   0.102934E+02   0.870705E+01   0.150999E+00   0.144231E+02   0.216594E+03  -0.536226E+01   0.000000E+00   0.221956E+03  -0.443913E+03
   0.350302E+02  -0.178221E+01  -0.963525E+00   0.223433E+00   0.302062E+02  -0.294185E+01  -0.505626E+00   0.501132E-01   0.236455E-03   0.100225E+02   0.147295E+02   0.150999E+00   0.168655E+02   0.217762E+03  -0.779497E+01   0.000000E+00   0.225557E+03  -0.451114E+03
   0.350332E+02  -0.178221E+01  -0.105275E+01   0.189419E+00   0.302731E+02  -0.342238E+01  -0.547084E+00   0.111387E+01   0.358419E-03   0.103979E+02   0.887973E+01   0.701531E+00   0.138310E+02   0.217940E+03  -0.535857E+01   0.000000E+00   0.223299E+03  -0.446597E+03
   0.350180E+02  -0.174751E+01  -0.105795E+01   0.140716E+00   0.303028E+02  -0.342238E+01  -0.645835E+00   0.161598E+01   0.489571E-03   0.934344E+01   0.147302E+02   0.101246E+01   0.119736E+02   0.213708E+03  -0.790335E+01   0.000000E+00   0.221611E+03  -0.443223E+03
   0.349898E+02  -0.172219E+01  -0.841253E+00   0.140716E+00   0.302015E+02  -0.341889E+01  -0.183972E+01   0.147686E+01   0.489571E-03   0.103274E+02   0.107156E+02   0.109010E+01   0.155436E+02   0.214984E+03  -0.546718E+01   0.000000E+00   0.220451E+03  -0.440902E+03
   0.349677E+02  -0.173390E+01  -0.780641E+00   0.771108E-01   0.299383E+02  -0.221429E+01  -0.140544E+01  -0.847075E+00   0.810546E-03   0.806275E+01   0.107156E+02   0.428667E+00   0.126743E+02   0.210280E+03  -0.592113E+01   0.000000E+00   0.216201E+03  -0.432402E+03
   0.349527E+02  -0.182191E+01  -0.105099E+01   0.742762E-01   0.303731E+02  -0.221429E+01  -0.140544E+01  -0.133941E+01   0.834871E-03   0.101523E+02   0.107524E+02   0.948926E-01   0.161584E+02   0.208448E+03  -0.554158E+01   0.000000E+00   0.213990E+03  -0.427979E+03
   0.349833E+02  -0.166950E+01  -0.106939E+01  -0.375105E-01   0.301395E+02  -0.327911E+01  -0.769191E+00   0.113312E+01   0.659739E-03   0.569780E+01   0.105223E+02   0.426921E+00   0.128913E+02   0.212637E+03  -0.885307E+01   0.000000E+00   0.221490E+03  -0.442980E+03
   0.349994E+02  -0.160794E+01  -0.129747E+01   0.138865E+00   0.301395E+02  -0.280577E+01  -0.151948E+01   0.166438E+00   0.548671E-03   0.919460E+01   0.903689E+01   0.456566E+00   0.165282E+02   0.215141E+03  -0.548749E+01   0.000000E+00   0.220628E+03  -0.441257E+03
   0.349994E+02  -0.172249E+01  -0.130357E+01   0.905558E+00   0.303848E+02  -0.293131E+01  -0.136250E+01   0.276273E+00   0.405095E-03   0.882152E+01   0.107051E+02   0.457784E+00   0.105835E+02   0.211263E+03  -0.661065E+01   0.000000E+00   0.217874E+03  -0.435747E+03
   0.349994E+02  -0.172249E+01  -0.981147E+00   0.467150E+00   0.300748E+02  -0.293131E+01  -0.945277E+00   0.552995E+00   0.483627E-03   0.106481E+02   0.130007E+02   0.931874E+00   0.211240E+02   0.213406E+03  -0.828451E+01   0.000000E+00   0.221691E+03  -0.443381E+03
   0.350165E+02  -0.175304E+01  -0.912870E+00   0.135247E+00   0.300748E+02  -0.298671E+01  -0.921202E+00   0.327708E+00   0.265335E-03   0.149999E+02   0.761593E+01   0.300437E+00   0.157962E+02   0.218030E+03  -0.844208E+01   0.000000E+00   0.226472E+03  -0.452944E+03
   0.350165E+02  -0.175304E+01  -0.921034E+00   0.389680E+00   0.302347E+02  -0.339156E+01  -0.126209E+01   0.150038E+01   0.129066E-03   0.128188E+02   0.116304E+02   0.464262E+00   0.146704E+02   0.216447E+03  -0.668103E+01   0.000000E+00   0.223128E+03  -0.446256E+03
   0.350587E+02  -0.180296E+01  -0.825338E+00   0.544031E+00   0.301460E+02  -0.368933E+01  -0.105288E+01   0.107574E+01   0.300066E-03   0.124253E+02   0.917719E+01   0.847662E+00   0.861159E+01   0.211413E+03  -0.934915E+01   0.000000E+00   0.220762E+03  -0.441524E+03
   0.350933E+02  -0.180296E+01  -0.825338E+00   0.320814E+00   0.298322E+02  -0.352681E+01  -0.622140E+00   0.168314E+01   0.535111E-03   0.992476E+01   0.953762E+01   0.351342E+00   0.183810E+02   0.211024E+03  -0.593529E+01   0.000000E+00   0.216959E+03  -0.433919E+03
   0.350588E+02  -0.185325E+01  -0.808153E+00   0.788876E-01   0.301436E+02  -0.264569E+01  -0.974972E+00  -0.102581E+01   0.563824E-03   0.121678E+02   0.119314E+02   0.204591E+00   0.143648E+02   0.215938E+03  -0.646567E+01   0.000000E+00   0.222404E+03  -0.444807E+03
   0.350424E+02  -0.179621E+01  -0.114645E+01   0.913743E-01   0.303274E+02  -0.257636E+01  -0.158962E+01  -0.110062E+01   0.843682E-03   0.897135E+01   0.823136E+01   0.111622E+01   0.127512E+02   0.210449E+03  -0.572670E+01   0.000000E+00   0.216176E+03  -0.432351E+03
   0.349766E+02  -0.166852E+01  -0.145067E+01   0.502001E+00   0.305922E+02  -0.245796E+01  -0.969111E+00   0.530374E+00   0.719974E-03   0.104201E+02   0.107629E+02   0.754959E+00   0.192803E+02   0.208749E+03  -0.648388E+01   0.000000E+00   0.215233E+03  -0.430466E+03
   0.349803E+02  -0.170582E+01  -0.104887E+01   0.502001E+00   0.303088E+02  -0.284577E+01  -0.816755E+00   0.223940E-02   0.350171E-03   0.124903E+02   0.910281E+01   0.325890E+00   0.148839E+02   0.217306E+03  -0.609162E+01   0.000000E+00   0.223398E+03  -0.446795E+03
   0.350599E+02  -0.187923E+01  -0.865177E+00  -0.217739E+00   0.302118E+02  -0.284577E+01  -0.816755E+00   0.223940E-02   0.265113E-04   0.780508E+01   0.123102E+02   0.262840E+00   0.154892E+02   0.218132E+03  -0.655433E+01   0.000000E+00   0.224686E+03  -0.449373E+03
   0.350599E+02  -0.191966E+01  -0.930083E+00   0.387589E+00   0.302415E+02  -0.265148E+01  -0.135535E+01   0.190329E+00   0.991832E-03   0.737261E+01   0.975272E+01   0.187028E+00   0.165586E+02   0.216168E+03  -0.630211E+01   0.000000E+00   0.222470E+03  -0.444940E+03
   0.350155E+02  -0.179345E+01  -0.930083E+00   0.268554E+00   0.300798E+02  -0.323916E+01  -0.772363E+00   0.190329E+00   0.236841E-03   0.795921E+01   0.114738E+02   0.333661E+00   0.147714E+02   0.218506E+03  -0.602606E+01   0.000000E+00   0.224532E+03  -0.449064E+03
   0.350155E+02  -0.179345E+01  -0.862744E+00   0.135286E+00   0.300968E+02  -0.292162E+01  -0.109979E+01   0.190329E+00   0.871626E-04   0.112751E+02   0.894757E+01   0.488693E+00   0.140323E+02   0.219678E+03  -0.557405E+01   0.000000E+00   0.225252E+03  -0.450504E+03
