Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_MC_Up_a2  Kmin_MC_Up_a3  Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.350480E+02  -0.187470E+01  -0.121375E+01   0.231717E+00   0.303673E+02  -0.261637E+01  -0.243363E+01   0.299295E+01   0.390884E-05   0.117839E+02   0.881423E+01   0.105306E+01   0.173317E+02   0.659717E+02
   0.350528E+02  -0.185491E+01  -0.138969E+01   0.139366E+00   0.303673E+02  -0.319363E+01  -0.122555E+01   0.504967E+01   0.211911E-03   0.102182E+02   0.107297E+02   0.194248E+00   0.113669E+02   0.623313E+02
   0.350256E+02  -0.188534E+01  -0.136950E+01   0.715571E-02   0.302769E+02  -0.207296E+01  -0.162969E+01   0.592349E+01   0.308207E-03   0.902761E+01   0.744490E+01   0.126272E+01   0.122562E+02   0.620916E+02
   0.350954E+02  -0.206868E+01  -0.968707E+00   0.715571E-02   0.302588E+02  -0.192689E+01  -0.105093E+01   0.534573E+01   0.118931E-03   0.819661E+01   0.134155E+02   0.890724E+00   0.197246E+02   0.643282E+02
   0.351183E+02  -0.209208E+01  -0.762809E+00  -0.194392E+00   0.303896E+02  -0.298081E+01  -0.132723E+01   0.520693E+01   0.118062E-03   0.944155E+01   0.105181E+02   0.222787E+00   0.142050E+02   0.661105E+02
   0.350906E+02  -0.209208E+01  -0.760867E+00  -0.137120E+00   0.304133E+02  -0.247767E+01   0.545983E-01   0.364848E+01   0.277237E-04   0.720083E+01   0.131821E+02   0.201351E+01   0.144686E+02   0.619241E+02
   0.350828E+02  -0.207176E+01  -0.731545E+00  -0.263957E+00   0.302928E+02  -0.247767E+01  -0.282003E+01   0.647980E+01   0.294477E-03   0.622802E+01   0.789071E+01   0.176434E+01   0.179165E+02   0.610090E+02
   0.351374E+02  -0.209752E+01  -0.753503E+00  -0.252669E+00   0.299714E+02  -0.183485E+01  -0.218609E+01   0.874710E+01   0.662023E-03   0.117893E+02   0.107777E+02   0.168507E+00   0.130410E+02   0.613640E+02
   0.350860E+02  -0.204371E+01  -0.928998E+00  -0.160493E+00   0.304607E+02  -0.200180E+01  -0.250359E+01   0.830118E+01   0.647374E-03   0.109058E+02   0.116908E+02   0.988110E+00   0.137087E+02   0.622785E+02
   0.351266E+02  -0.203091E+01  -0.140165E+01   0.343336E+00   0.305852E+02  -0.153445E+01   0.217575E+00   0.589183E+01   0.911425E-03   0.103075E+02   0.694629E+01   0.277547E+01   0.175996E+02   0.560902E+02
   0.350838E+02  -0.205534E+01  -0.887170E+00   0.154056E+00   0.304758E+02  -0.294322E+01  -0.208664E+01   0.871327E+00   0.134455E-03   0.831706E+01   0.115700E+02   0.178608E+01   0.124169E+02   0.641267E+02
   0.350948E+02  -0.205534E+01  -0.887170E+00  -0.324047E+00   0.304770E+02  -0.362240E+01  -0.223223E+01   0.207312E+01   0.558547E-03   0.578918E+01   0.134763E+02   0.178363E+01   0.106920E+02   0.570040E+02
   0.350874E+02  -0.205303E+01  -0.666477E+00  -0.525781E-01   0.303351E+02  -0.315127E+01  -0.919626E+00   0.643109E+01   0.556225E-04   0.122508E+02   0.115636E+02   0.122791E+01   0.160820E+02   0.644046E+02
   0.351197E+02  -0.206879E+01  -0.753273E+00  -0.123771E-01   0.303735E+02  -0.315127E+01  -0.919626E+00   0.427690E+01   0.452606E-04   0.927839E+01   0.122263E+02   0.906319E+00   0.186835E+02   0.640604E+02
   0.350248E+02  -0.197646E+01  -0.700899E+00  -0.379335E+00   0.300425E+02  -0.315127E+01  -0.689188E+00   0.451612E+01   0.151796E-03   0.131789E+02   0.116491E+02   0.710116E+00   0.180652E+02   0.565922E+02
   0.350793E+02  -0.194557E+01  -0.890412E+00   0.743996E-02   0.296580E+02  -0.178951E+01  -0.307230E+01   0.451612E+01   0.944101E-04   0.128326E+02   0.130421E+02   0.185118E+01   0.194156E+02   0.602564E+02
   0.350810E+02  -0.197601E+01  -0.890412E+00   0.809326E-01   0.299215E+02  -0.107276E+01  -0.297103E+01   0.378512E+01   0.171446E-03   0.125365E+02   0.134949E+02   0.157703E+01   0.198186E+02   0.586892E+02
   0.350810E+02  -0.205072E+01  -0.872588E+00   0.809326E-01   0.304325E+02  -0.307817E+01  -0.297103E+01   0.378512E+01   0.473703E-03   0.825345E+01   0.689835E+01   0.419565E+00   0.125626E+02   0.635595E+02
   0.350579E+02  -0.206318E+01  -0.822825E+00  -0.163779E+00   0.304013E+02  -0.220314E+01   0.946990E+00   0.282336E+01   0.180916E-03   0.950053E+01   0.782943E+01   0.869605E+00   0.209602E+02   0.595394E+02
   0.350579E+02  -0.208026E+01  -0.717897E+00   0.235308E+00   0.303481E+02  -0.220314E+01  -0.699264E+00   0.806875E+01   0.446982E-03   0.100498E+02   0.996878E+01   0.570555E+00   0.123324E+02   0.638753E+02
   0.350892E+02  -0.203408E+01  -0.913295E+00   0.282776E-01   0.306134E+02  -0.328095E+01  -0.409191E+00   0.509550E+01   0.111008E-03   0.891112E+01   0.120063E+02   0.332437E+01   0.118172E+02   0.629055E+02
   0.350389E+02  -0.195606E+01  -0.913295E+00   0.251395E+00   0.304365E+02  -0.167761E+01  -0.241500E+00   0.714518E+01   0.296188E-03   0.105398E+02   0.111180E+02   0.243230E+01   0.153839E+02   0.636485E+02
   0.350707E+02  -0.200416E+01  -0.913295E+00   0.251395E+00   0.304339E+02  -0.304072E+01  -0.359374E+00   0.480459E+01   0.588433E-03   0.983249E+01   0.806338E+01   0.853603E+00   0.163100E+02   0.651465E+02
   0.350733E+02  -0.201038E+01  -0.111680E+01   0.251395E+00   0.306600E+02  -0.259226E+01  -0.134174E+00   0.504769E+01   0.899133E-04   0.610810E+01   0.637007E+01   0.217148E+01   0.104506E+02   0.599427E+02
   0.350733E+02  -0.213073E+01  -0.946668E+00   0.552546E-01   0.304730E+02  -0.293441E+01  -0.204930E+01   0.210453E+01   0.899133E-04   0.638018E+01   0.124518E+02   0.778873E+00   0.225407E+02   0.580782E+02
   0.350752E+02  -0.207800E+01  -0.946668E+00   0.232802E+00   0.304831E+02  -0.240156E+01  -0.204930E+01   0.854528E+01   0.899133E-04   0.785096E+01   0.642562E+01   0.144401E+01   0.174661E+02   0.614411E+02
   0.350951E+02  -0.207800E+01  -0.946668E+00   0.196779E-02   0.301556E+02  -0.261646E+01  -0.125862E+01   0.399965E+01   0.738950E-04   0.868784E+01   0.743831E+01   0.243966E+00   0.129977E+02   0.647772E+02
   0.350787E+02  -0.210563E+01  -0.564902E+00  -0.422204E+00   0.301556E+02  -0.266506E+01  -0.779948E+00   0.399965E+01   0.689076E-03   0.100897E+02   0.850897E+01   0.249922E+00   0.158144E+02   0.621803E+02
   0.351111E+02  -0.212905E+01  -0.374567E+00  -0.145682E+00   0.301487E+02  -0.384323E+01  -0.117493E+01   0.154365E+01   0.340633E-03   0.123668E+02   0.893223E+01   0.102499E+01   0.152430E+02   0.615847E+02
   0.350984E+02  -0.212905E+01  -0.702648E+00  -0.251613E+00   0.304492E+02  -0.351572E+01  -0.117493E+01   0.154365E+01   0.341272E-03   0.107138E+02   0.815853E+01   0.922166E+00   0.131697E+02   0.641506E+02
   0.350903E+02  -0.212905E+01  -0.720440E+00  -0.244578E+00   0.306057E+02  -0.383746E+01  -0.194754E+01  -0.155760E+00   0.840739E-03   0.106388E+02   0.787334E+01   0.118774E+01   0.126574E+02   0.597925E+02
   0.351017E+02  -0.210836E+01  -0.837712E+00  -0.244578E+00   0.304880E+02  -0.228141E+01   0.432629E+00   0.674159E+01   0.217069E-04   0.177908E+02   0.104680E+02   0.285512E+01   0.137909E+02   0.582293E+02
   0.351053E+02  -0.211563E+01  -0.837712E+00   0.637880E-01   0.302927E+02  -0.279724E+01  -0.123095E+01   0.135293E+01   0.166429E-03   0.920957E+01   0.114288E+02   0.234893E+01   0.152115E+02   0.638625E+02
   0.351053E+02  -0.208774E+01  -0.837712E+00  -0.149438E+00   0.301622E+02  -0.279724E+01  -0.131366E+01   0.275889E+01   0.606719E-03   0.103660E+02   0.101410E+02   0.264754E+01   0.126472E+02   0.627028E+02
   0.351108E+02  -0.207738E+01  -0.948924E+00  -0.115149E+00   0.301565E+02  -0.245586E+01  -0.378364E+01   0.630565E+01   0.391396E-03   0.129851E+02   0.903137E+01   0.593938E+00   0.167482E+02   0.626380E+02
   0.350907E+02  -0.204192E+01  -0.948924E+00   0.358344E+00   0.301824E+02  -0.229327E+01  -0.208626E+01   0.546360E+01   0.278313E-03   0.959752E+01   0.683829E+01   0.349515E+01   0.149006E+02   0.626767E+02
   0.350449E+02  -0.202320E+01  -0.993748E+00   0.290119E+00   0.300893E+02  -0.145472E+01  -0.204177E+01   0.376073E+01   0.205275E-03   0.673967E+01   0.159109E+02   0.162573E+00   0.177641E+02   0.605241E+02
   0.350902E+02  -0.202320E+01  -0.942473E+00  -0.268374E+00   0.303589E+02  -0.233502E+01  -0.204177E+01   0.553931E+01   0.259506E-03   0.114304E+02   0.121902E+02   0.119337E+01   0.220068E+02   0.617742E+02
   0.350958E+02  -0.201106E+01  -0.942473E+00  -0.115254E-01   0.304066E+02  -0.170597E+01  -0.196746E+01   0.829110E+01   0.211631E-03   0.120803E+02   0.106656E+02   0.107555E+01   0.136557E+02   0.633287E+02
   0.350576E+02  -0.201106E+01  -0.983965E+00  -0.115254E-01   0.302900E+02  -0.259421E+01  -0.320530E+00   0.329032E+01   0.130940E-03   0.106194E+02   0.104613E+02   0.445116E+00   0.131171E+02   0.657846E+02
   0.350532E+02  -0.201431E+01  -0.106439E+01   0.579411E-01   0.302900E+02  -0.173006E+01  -0.322285E+01   0.344807E+01   0.130940E-03   0.908659E+01   0.133277E+02   0.189212E+01   0.116419E+02   0.624153E+02
   0.350532E+02  -0.201431E+01  -0.111233E+01   0.579411E-01   0.303217E+02  -0.234330E+01  -0.849559E+00   0.242843E+01   0.266920E-04   0.126219E+02   0.117409E+02   0.920744E+00   0.121223E+02   0.632179E+02
   0.351163E+02  -0.201431E+01  -0.881454E+00   0.579411E-01   0.302513E+02  -0.176153E+01   0.652305E+00   0.782159E+01   0.124336E-02   0.109103E+02   0.110825E+02   0.777807E+00   0.189888E+02   0.562470E+02
   0.349960E+02  -0.184165E+01  -0.746569E+00   0.404940E+00   0.299426E+02  -0.195665E+01  -0.331393E+01   0.845026E+00   0.230556E-04   0.880516E+01   0.963519E+01   0.175237E+01   0.110330E+02   0.578583E+02
   0.350695E+02  -0.189357E+01  -0.912687E+00  -0.236744E+00   0.299525E+02  -0.257019E+01  -0.285447E+01   0.512153E+01   0.135226E-03   0.702541E+01   0.111883E+02   0.124904E+01   0.160969E+02   0.634129E+02
   0.350226E+02  -0.189357E+01  -0.118003E+01   0.322074E+00   0.301805E+02  -0.247076E+01  -0.300698E+01   0.486677E+01   0.201292E-04   0.112037E+02   0.103117E+02   0.193549E+01   0.176453E+02   0.648730E+02
   0.350169E+02  -0.175953E+01  -0.142027E+01   0.575973E+00   0.301500E+02  -0.191779E+01  -0.171659E+01   0.629663E+01   0.603053E-03   0.130164E+02   0.900983E+01   0.320312E+01   0.107999E+02   0.603553E+02
   0.350303E+02  -0.173767E+01  -0.112052E+01   0.191230E+00   0.299107E+02  -0.221408E+01  -0.369836E+01   0.456081E+01   0.121534E-02   0.858781E+01   0.106522E+02   0.197765E+01   0.141117E+02   0.578978E+02
   0.349900E+02  -0.173486E+01  -0.113648E+01   0.487100E+00   0.304014E+02  -0.422576E+01  -0.307352E+01   0.347773E+01   0.214131E-03   0.956392E+01   0.861007E+01   0.732246E+00   0.146525E+02   0.616690E+02
   0.349744E+02  -0.177719E+01  -0.130152E+01   0.716339E+00   0.302937E+02  -0.171325E+01  -0.166065E+01   0.701020E+01   0.800860E-04   0.129725E+02   0.757018E+01   0.693938E-01   0.185853E+02   0.640946E+02
   0.350089E+02  -0.184527E+01  -0.128289E+01   0.666780E-01   0.302937E+02  -0.254087E+01  -0.237819E+01   0.168846E+01   0.411962E-03   0.120057E+02   0.151212E+02   0.101459E+01   0.136880E+02   0.605818E+02
   0.349911E+02  -0.190734E+01  -0.602370E+00   0.666780E-01   0.299070E+02  -0.217153E+01  -0.302803E+01   0.683887E+01   0.338739E-04   0.115504E+02   0.126366E+02   0.146761E+01   0.166686E+02   0.590733E+02
   0.350082E+02  -0.190734E+01  -0.939801E+00   0.420752E-01   0.297863E+02  -0.893247E+00  -0.364383E+01   0.755343E+01   0.661325E-03   0.118587E+02   0.107652E+02   0.222959E+01   0.150724E+02   0.602548E+02
   0.350364E+02  -0.189472E+01  -0.900956E+00  -0.523109E-01   0.299481E+02  -0.870286E+00  -0.344951E+01   0.110391E+02   0.421423E-03   0.962885E+01   0.163886E+02   0.530525E+00   0.180921E+02   0.573515E+02
   0.350244E+02  -0.187437E+01  -0.105428E+01  -0.523109E-01   0.299435E+02  -0.153571E+01  -0.356128E+01   0.794427E+01   0.480391E-03   0.822082E+01   0.685856E+01   0.288511E+00   0.159391E+02   0.623465E+02
   0.350244E+02  -0.180628E+01  -0.105428E+01   0.857598E+00   0.297407E+02  -0.153571E+01  -0.413426E+01   0.651182E+01   0.223772E-03   0.157704E+02   0.808885E+01   0.371326E+00   0.150125E+02   0.581038E+02
   0.350484E+02  -0.183622E+01  -0.122752E+01   0.321367E+00   0.299086E+02  -0.197505E+01  -0.280681E+01   0.453158E+01   0.673544E-04   0.861351E+01   0.948414E+01   0.145508E+00   0.106366E+02   0.649143E+02
   0.350484E+02  -0.183622E+01  -0.116623E+01   0.426844E+00   0.300376E+02  -0.197505E+01  -0.280681E+01   0.413555E+01   0.328352E-03   0.129216E+02   0.894447E+01   0.760247E+00   0.216187E+02   0.630423E+02
   0.349643E+02  -0.183622E+01  -0.908346E+00   0.518652E+00   0.302705E+02  -0.267713E+01  -0.166616E+01   0.444812E+01   0.271504E-03   0.100074E+02   0.956948E+01   0.115657E+01   0.169231E+02   0.631215E+02
   0.349940E+02  -0.181261E+01  -0.926700E+00   0.121884E+00   0.307546E+02  -0.456022E+01  -0.305272E+00   0.395424E+01   0.715543E-04   0.156730E+02   0.865858E+01   0.194306E+00   0.182554E+02   0.586812E+02
   0.350464E+02  -0.187130E+01  -0.113726E+01   0.121884E+00   0.306421E+02  -0.304857E+01   0.752554E+00   0.665118E+01   0.203083E-03   0.954301E+01   0.930477E+01   0.556653E+00   0.229961E+02   0.625188E+02
   0.350533E+02  -0.182577E+01  -0.138645E+01   0.814041E+00   0.309015E+02  -0.411765E+01   0.109847E+01   0.493978E+01   0.927166E-03   0.954301E+01   0.807796E+01   0.167583E+01   0.168865E+02   0.574318E+02
   0.350048E+02  -0.182960E+01  -0.161955E+01   0.106889E+01   0.311842E+02  -0.292880E+01   0.118128E+00   0.312199E+01   0.101486E-02   0.156190E+02   0.130810E+02   0.115544E+01   0.171926E+02   0.529038E+02
   0.350153E+02  -0.179318E+01  -0.124686E+01   0.253875E+00   0.308990E+02  -0.499369E+01   0.480357E+00   0.144043E-01   0.244458E-03   0.736475E+01   0.110081E+02   0.146424E+01   0.184561E+02   0.606530E+02
   0.349845E+02  -0.174093E+01  -0.125797E+01   0.473065E+00   0.312532E+02  -0.492896E+01   0.127870E+01  -0.168777E+01   0.420275E-03   0.109284E+02   0.114137E+02   0.532417E+01   0.137877E+02   0.540016E+02
   0.350702E+02  -0.183055E+01  -0.131544E+01   0.408951E+00   0.312555E+02  -0.467325E+01  -0.275637E+00   0.614388E+01   0.314562E-03   0.621616E+01   0.983988E+01   0.140478E+01   0.135234E+02   0.515568E+02
   0.350209E+02  -0.182088E+01  -0.160970E+01   0.306863E+00   0.304817E+02  -0.203081E+01  -0.111334E+01   0.328982E+01   0.348073E-03   0.108439E+02   0.817182E+01   0.150761E+01   0.170218E+02   0.623982E+02
   0.349884E+02  -0.165943E+01  -0.169542E+01   0.102549E+01   0.306906E+02  -0.188065E+01   0.446019E+00   0.746990E+01   0.588500E-03   0.716388E+01   0.944002E+01   0.124658E+01   0.170054E+02   0.601427E+02
   0.349995E+02  -0.172789E+01  -0.178445E+01   0.533344E+00   0.308216E+02  -0.685167E+00  -0.740133E+00   0.830680E+01   0.370189E-03   0.964310E+01   0.110491E+02   0.767460E+00   0.169515E+02   0.589900E+02
   0.349995E+02  -0.172789E+01  -0.122542E+01   0.533344E+00   0.305317E+02  -0.371794E+01   0.528788E+00   0.513253E+01   0.370189E-03   0.961308E+01   0.688756E+01   0.466071E+00   0.166770E+02   0.625005E+02
   0.349708E+02  -0.168813E+01  -0.122542E+01   0.533344E+00   0.305317E+02  -0.346574E+01  -0.165801E+01   0.903664E+00   0.103815E-03   0.121881E+02   0.901711E+01   0.254930E+00   0.101349E+02   0.621638E+02
   0.349539E+02  -0.172028E+01  -0.122781E+01   0.392986E+00   0.305736E+02  -0.346574E+01  -0.907061E+00   0.392439E+01   0.103815E-03   0.939030E+01   0.933492E+01   0.774091E+00   0.172708E+02   0.642663E+02
   0.349533E+02  -0.161511E+01  -0.133055E+01   0.335982E+00   0.305944E+02  -0.403977E+01  -0.122755E+01   0.320619E+00   0.631789E-03   0.101486E+02   0.929374E+01   0.109279E+01   0.133842E+02   0.613169E+02
   0.349533E+02  -0.155173E+01  -0.132472E+01   0.425835E+00   0.305944E+02  -0.430994E+01  -0.122755E+01   0.123611E+01   0.468480E-03   0.118194E+02   0.964679E+01   0.138609E+01   0.145617E+02   0.598000E+02
   0.349126E+02  -0.161197E+01  -0.132472E+01   0.425835E+00   0.305980E+02  -0.349723E+01   0.174865E+00   0.358500E+01   0.101133E-03   0.801699E+01   0.127560E+02   0.155178E+00   0.188866E+02   0.588989E+02
   0.349262E+02  -0.177192E+01  -0.121215E+01   0.745447E+00   0.305980E+02  -0.310720E+01  -0.131715E+01   0.440534E+01   0.317582E-03   0.893646E+01   0.103157E+02   0.242901E+01   0.116554E+02   0.586630E+02
   0.350251E+02  -0.179459E+01  -0.121215E+01   0.118159E+00   0.301062E+02  -0.254464E+01  -0.131715E+01   0.389659E+01   0.406183E-03   0.788933E+01   0.109957E+02   0.366150E+01   0.180940E+02   0.614665E+02
   0.350251E+02  -0.166805E+01  -0.106026E+01   0.221577E-02   0.300748E+02  -0.312597E+01  -0.221878E+01   0.149188E+01   0.931985E-03   0.106512E+02   0.909025E+01   0.130645E+01   0.149883E+02   0.582165E+02
   0.350273E+02  -0.190599E+01  -0.759239E+00  -0.735130E-01   0.299670E+02  -0.281446E+01  -0.276607E+01   0.287180E+01   0.228141E-04   0.115305E+02   0.105175E+02   0.171365E+01   0.163185E+02   0.639049E+02
   0.350524E+02  -0.189262E+01  -0.119473E+01  -0.735130E-01   0.299670E+02  -0.185429E+01  -0.276607E+01   0.529209E+01   0.228141E-04   0.137097E+02   0.124002E+02   0.141793E+01   0.184057E+02   0.617506E+02
   0.350392E+02  -0.189262E+01  -0.877835E+00   0.173803E+00   0.299628E+02  -0.257895E+01  -0.379872E+01   0.503421E+01   0.159519E-03   0.129338E+02   0.842253E+01   0.458512E+00   0.192912E+02   0.641548E+02
   0.350480E+02  -0.189387E+01  -0.877835E+00   0.523765E+00   0.299049E+02  -0.262295E+01  -0.142135E+01   0.590482E+01   0.776503E-04   0.107558E+02   0.100798E+02   0.104749E-02   0.970077E+01   0.613064E+02
   0.350480E+02  -0.187286E+01  -0.102067E+01   0.730693E-01   0.300539E+02  -0.295187E+01  -0.524819E+01   0.511801E+01   0.116801E-02   0.923161E+01   0.813783E+01   0.752053E-01   0.114425E+02   0.573139E+02
   0.350338E+02  -0.183304E+01  -0.103606E+01  -0.143091E+00   0.301516E+02  -0.286636E+01  -0.373043E+01   0.343631E+01   0.790303E-03   0.102664E+02   0.813783E+01   0.140039E+01   0.140131E+02   0.617988E+02
   0.350338E+02  -0.186825E+01  -0.103606E+01   0.159799E+00   0.301117E+02  -0.286636E+01  -0.247747E+01   0.310611E+01   0.285552E-03   0.834176E+01   0.100953E+02   0.739241E+00   0.192149E+02   0.657880E+02
   0.350141E+02  -0.186606E+01  -0.930352E+00   0.333166E+00   0.302024E+02  -0.286636E+01  -0.894733E+00   0.358229E+01   0.741629E-04   0.960483E+01   0.834410E+01   0.232097E+00   0.119163E+02   0.664280E+02
   0.350225E+02  -0.180180E+01  -0.126214E+01   0.497438E+00   0.299861E+02  -0.260795E+01  -0.414162E+01   0.358229E+01   0.350526E-03   0.105971E+02   0.100429E+02   0.115736E+01   0.108898E+02   0.617459E+02
   0.349883E+02  -0.177870E+01  -0.104621E+01   0.633194E-01   0.303561E+02  -0.358434E+01  -0.220609E+01   0.788299E+01   0.603493E-03   0.114744E+02   0.144042E+02   0.193810E+01   0.178870E+02   0.565476E+02
   0.350285E+02  -0.193528E+01  -0.869957E+00   0.633194E-01   0.303561E+02  -0.270429E+01  -0.227552E+01   0.135099E+01   0.286822E-03   0.833463E+01   0.623270E+01   0.446981E+00   0.172985E+02   0.620158E+02
   0.350242E+02  -0.195044E+01  -0.869957E+00   0.509102E-01   0.304414E+02  -0.246689E+01  -0.500568E+01   0.409330E+00   0.347043E-03   0.937313E+01   0.863482E+01   0.401507E+00   0.111733E+02   0.589580E+02
   0.350560E+02  -0.195044E+01  -0.869957E+00   0.268649E+00   0.304848E+02  -0.327745E+01  -0.564953E+00   0.426240E+01   0.522422E-03   0.844812E+01   0.132401E+02   0.230249E+01   0.146628E+02   0.630052E+02
   0.350610E+02  -0.190554E+01  -0.907851E+00   0.268649E+00   0.305696E+02  -0.327745E+01  -0.564953E+00   0.450185E+01   0.553538E-03   0.689402E+01   0.109623E+02   0.239379E+00   0.179535E+02   0.614332E+02
   0.350096E+02  -0.190554E+01  -0.101081E+01   0.398228E+00   0.305397E+02  -0.272087E+01  -0.104558E+01   0.637026E+01   0.157433E-04   0.104401E+02   0.656539E+01   0.392456E+00   0.165654E+02   0.645677E+02
   0.350011E+02  -0.183287E+01  -0.101081E+01   0.586177E-01   0.305397E+02  -0.255345E+01  -0.198168E+01   0.643548E+01   0.875561E-04   0.947526E+01   0.105789E+02   0.586374E+00   0.260023E+02   0.583041E+02
   0.350065E+02  -0.188673E+01  -0.101081E+01   0.394456E+00   0.305397E+02  -0.317229E+01  -0.157209E+01   0.512154E+01   0.531005E-03   0.119783E+02   0.122533E+02   0.215134E+01   0.130151E+02   0.626951E+02
   0.350319E+02  -0.187015E+01  -0.101652E+01   0.394456E+00   0.308380E+02  -0.414293E+01  -0.966433E+00   0.531687E+01   0.663802E-03   0.937348E+01   0.105333E+02   0.313779E+01   0.201364E+02   0.582866E+02
   0.350611E+02  -0.183851E+01  -0.114025E+01   0.392020E+00   0.303929E+02  -0.333766E+01  -0.139142E+01  -0.459005E+00   0.493252E-03   0.910197E+01   0.790593E+01   0.177689E+00   0.146028E+02   0.626545E+02
   0.350132E+02  -0.176701E+01  -0.117319E+01   0.514762E+00   0.305492E+02  -0.416340E+01  -0.261775E+01   0.329463E+01   0.349121E-03   0.907232E+01   0.115335E+02   0.298546E+00   0.166002E+02   0.627366E+02
