Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_TR_a0     Kmin_TR_a1     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.999756E+02  -0.634664E+00   0.755978E+02  -0.199084E+01   0.835378E-03   0.977203E+01   0.109969E+02   0.211383E+01   0.197279E+02   0.493825E+02  -0.133908E+02   0.000000E+00   0.627733E+02  -0.125547E+03
   0.991418E+02  -0.728512E+00   0.697559E+02   0.210840E+01   0.859173E-03   0.634243E+01   0.973687E+01   0.114239E+01   0.119603E+02   0.482532E+02  -0.145199E+02   0.000000E+00   0.627731E+02  -0.125546E+03
   0.992109E+02  -0.279854E+01   0.726055E+02   0.200261E+01   0.895471E-03   0.101219E+02   0.780788E+01   0.253549E+01   0.121079E+02   0.495893E+02  -0.128781E+02   0.000000E+00   0.624674E+02  -0.124935E+03
   0.102108E+03  -0.431575E+01   0.744218E+02   0.727535E+00   0.678361E-03   0.128430E+02   0.134651E+02   0.152754E+01   0.136897E+02   0.480826E+02  -0.144368E+02   0.000000E+00   0.625194E+02  -0.125039E+03
   0.102108E+03   0.179050E+01   0.733631E+02  -0.327833E+01   0.174458E-03   0.660925E+01   0.791493E+01   0.174668E+01   0.169383E+02   0.477025E+02  -0.144723E+02   0.000000E+00   0.621748E+02  -0.124350E+03
   0.984870E+02   0.900706E+00   0.711177E+02  -0.697495E+01   0.239442E-03   0.859046E+01   0.136437E+02   0.141452E+01   0.127024E+02   0.480911E+02  -0.138202E+02   0.000000E+00   0.619113E+02  -0.123823E+03
   0.983621E+02   0.552514E+01   0.755476E+02  -0.414921E+01   0.866921E-03   0.981323E+01   0.121066E+02   0.362161E+01   0.114900E+02   0.461046E+02  -0.132422E+02   0.000000E+00   0.593468E+02  -0.118694E+03
   0.993962E+02  -0.407538E+01   0.701115E+02  -0.100370E+01   0.248342E-03   0.764691E+01   0.933910E+01   0.423293E+01   0.137256E+02   0.472361E+02  -0.126182E+02   0.000000E+00   0.598543E+02  -0.119709E+03
   0.975595E+02  -0.640144E+01   0.703848E+02  -0.528903E+00   0.579639E-03   0.899775E+01   0.163616E+02   0.734184E+00   0.196775E+02   0.448315E+02  -0.167356E+02   0.000000E+00   0.615671E+02  -0.123134E+03
   0.979028E+02   0.218975E+01   0.688241E+02  -0.946648E+01   0.931499E-03   0.849309E+01   0.783049E+01   0.256962E+00   0.155435E+02   0.479393E+02  -0.127116E+02   0.000000E+00   0.606509E+02  -0.121302E+03
   0.104627E+03   0.472249E+00   0.725153E+02   0.301790E+01   0.587772E-03   0.110421E+02   0.961778E+01   0.121366E+01   0.110708E+02   0.486064E+02  -0.130384E+02   0.000000E+00   0.616448E+02  -0.123290E+03
   0.101004E+03  -0.123434E+01   0.719089E+02  -0.710969E+01   0.788296E-03   0.767216E+01   0.116534E+02   0.112244E+01   0.123891E+02   0.495340E+02  -0.133113E+02   0.000000E+00   0.628453E+02  -0.125691E+03
   0.101103E+03  -0.272323E+01   0.775553E+02   0.572043E+01   0.731704E-03   0.127494E+02   0.897111E+01   0.132130E+01   0.138440E+02   0.490026E+02  -0.130063E+02   0.000000E+00   0.620089E+02  -0.124018E+03
   0.106536E+03   0.662858E+01   0.755770E+02   0.606512E+01   0.685083E-03   0.903672E+01   0.127071E+02   0.355531E+00   0.147778E+02   0.443785E+02  -0.129588E+02   0.000000E+00   0.573373E+02  -0.114675E+03
   0.100505E+03  -0.900467E+00   0.717259E+02  -0.894120E+00   0.571074E-03   0.971036E+01   0.110198E+02   0.328057E+01   0.142037E+02   0.502752E+02  -0.121660E+02   0.000000E+00   0.624412E+02  -0.124882E+03
   0.986768E+02  -0.213347E+01   0.775033E+02  -0.338823E+00   0.110280E-02   0.119242E+02   0.894639E+01   0.462019E+01   0.137600E+02   0.458093E+02  -0.126005E+02   0.000000E+00   0.584098E+02  -0.116820E+03
   0.960689E+02   0.583050E+00   0.776577E+02   0.340807E+01   0.614003E-03   0.884728E+01   0.104522E+02   0.129470E+01   0.224222E+02   0.463806E+02  -0.145427E+02   0.000000E+00   0.609233E+02  -0.121847E+03
   0.100660E+03   0.117591E+01   0.717156E+02   0.188985E+01   0.841575E-03   0.104376E+02   0.897869E+01   0.108531E+01   0.117555E+02   0.509895E+02  -0.125889E+02   0.000000E+00   0.635784E+02  -0.127157E+03
   0.101984E+03  -0.607462E+01   0.682895E+02  -0.992322E+01   0.854561E-03   0.660997E+01   0.107961E+02   0.859038E+00   0.174735E+02   0.447376E+02  -0.143093E+02   0.000000E+00   0.590469E+02  -0.118094E+03
   0.968215E+02  -0.656473E+01   0.695813E+02  -0.237166E+01   0.101737E-02   0.934454E+01   0.148550E+02   0.185708E+01   0.135574E+02   0.452753E+02  -0.143568E+02   0.000000E+00   0.596321E+02  -0.119264E+03
   0.986942E+02   0.137585E+01   0.677511E+02  -0.502655E+01   0.791799E-03   0.938047E+01   0.856735E+01   0.191548E+00   0.152486E+02   0.498808E+02  -0.121382E+02   0.000000E+00   0.620190E+02  -0.124038E+03
   0.102841E+03   0.137585E+01   0.708989E+02   0.331721E+00   0.623481E-03   0.740252E+01   0.843659E+01   0.529796E+00   0.114319E+02   0.494653E+02  -0.136589E+02   0.000000E+00   0.631242E+02  -0.126248E+03
   0.102841E+03   0.916760E+01   0.772246E+02  -0.100646E+00   0.748990E-03   0.789756E+01   0.137739E+02   0.184749E+01   0.127036E+02   0.439871E+02  -0.142280E+02   0.000000E+00   0.582151E+02  -0.116430E+03
   0.103444E+03  -0.547944E+01   0.755917E+02   0.284203E+01   0.524311E-03   0.744910E+01   0.110106E+02   0.492549E-01   0.149309E+02   0.479724E+02  -0.129843E+02   0.000000E+00   0.609567E+02  -0.121913E+03
   0.984802E+02  -0.317831E+01   0.750700E+02  -0.510025E+01   0.204342E-03   0.979300E+01   0.980003E+01   0.430986E+00   0.136471E+02   0.498371E+02  -0.119736E+02   0.000000E+00   0.618107E+02  -0.123621E+03
   0.988648E+02  -0.646622E+01   0.701236E+02  -0.134173E+00   0.820263E-03   0.129474E+02   0.125352E+02   0.706134E+00   0.229095E+02   0.450327E+02  -0.166089E+02   0.000000E+00   0.616416E+02  -0.123283E+03
   0.100216E+03  -0.195182E+01   0.766369E+02   0.178055E+00   0.498312E-03   0.120449E+02   0.851143E+01   0.930041E+00   0.118056E+02   0.498295E+02  -0.132467E+02   0.000000E+00   0.630762E+02  -0.126152E+03
   0.100216E+03  -0.306122E+01   0.732147E+02  -0.116749E+01   0.462940E-03   0.878303E+01   0.103152E+02   0.204916E+01   0.113581E+02   0.502829E+02  -0.127995E+02   0.000000E+00   0.630824E+02  -0.126165E+03
   0.100969E+03  -0.187467E+01   0.715303E+02  -0.307539E+01   0.289877E-03   0.705676E+01   0.918616E+01   0.190411E+01   0.162950E+02   0.493644E+02  -0.133311E+02   0.000000E+00   0.626955E+02  -0.125391E+03
   0.985607E+02  -0.222432E+01   0.769393E+02  -0.170143E+01   0.650935E-04   0.933881E+01   0.864758E+01   0.526280E-03   0.164109E+02   0.493993E+02  -0.122866E+02   0.000000E+00   0.616859E+02  -0.123372E+03
   0.997523E+02   0.384986E+01   0.705017E+02  -0.123142E+01   0.841721E-03   0.105944E+02   0.132831E+02   0.759523E+00   0.132409E+02   0.494224E+02  -0.134476E+02   0.000000E+00   0.628700E+02  -0.125740E+03
   0.994198E+02  -0.409707E+01   0.747202E+02   0.570440E+01   0.212518E-03   0.814985E+01   0.795690E+01   0.110507E+01   0.165689E+02   0.489431E+02  -0.129531E+02   0.000000E+00   0.618962E+02  -0.123792E+03
   0.995189E+02   0.803624E+00   0.726634E+02  -0.703200E+01   0.789682E-03   0.814985E+01   0.152624E+02   0.568396E+00   0.218626E+02   0.459255E+02  -0.171137E+02   0.000000E+00   0.630392E+02  -0.126078E+03
   0.101253E+03   0.416482E+01   0.739589E+02  -0.254204E+01   0.616449E-03   0.847592E+01   0.112385E+02   0.486804E+01   0.180750E+02   0.467524E+02  -0.130717E+02   0.000000E+00   0.598241E+02  -0.119648E+03
   0.971677E+02   0.255665E+01   0.779855E+02  -0.163769E+00   0.110217E-02   0.110824E+02   0.108389E+02   0.406451E+01   0.129854E+02   0.454266E+02  -0.124992E+02   0.000000E+00   0.579258E+02  -0.115852E+03
   0.101992E+03  -0.120568E+01   0.714451E+02   0.680930E+00   0.756355E-03   0.103607E+02   0.103582E+02   0.661929E+00   0.186358E+02   0.506608E+02  -0.128946E+02   0.000000E+00   0.635554E+02  -0.127111E+03
   0.990877E+02   0.257367E+01   0.763949E+02  -0.489503E+00   0.115744E-02   0.943092E+01   0.920975E+01   0.215264E+01   0.223749E+02   0.464141E+02  -0.143725E+02   0.000000E+00   0.607866E+02  -0.121573E+03
   0.998819E+02  -0.197526E+01   0.767225E+02   0.241982E+01   0.516883E-03   0.111575E+02   0.837657E+01   0.128826E+01   0.179179E+02   0.499495E+02  -0.130342E+02   0.000000E+00   0.629837E+02  -0.125967E+03
   0.100585E+03   0.543147E-01   0.675190E+02  -0.525207E+00   0.875517E-03   0.696581E+01   0.130428E+02   0.785392E+00   0.141025E+02   0.474926E+02  -0.143932E+02   0.000000E+00   0.618858E+02  -0.123772E+03
   0.100829E+03   0.543147E-01   0.752258E+02  -0.214452E+01   0.653207E-03   0.100130E+02   0.100111E+02   0.299579E+01   0.183004E+02   0.496677E+02  -0.126827E+02   0.000000E+00   0.623504E+02  -0.124701E+03
   0.101891E+03   0.141748E+01   0.732323E+02   0.548702E+01   0.547805E-03   0.713744E+01   0.121345E+02   0.190943E+00   0.172900E+02   0.490112E+02  -0.141270E+02   0.000000E+00   0.631382E+02  -0.126276E+03
   0.100188E+03   0.621280E+01   0.757785E+02   0.359197E+01   0.761428E-03   0.703611E+01   0.209061E+02   0.404781E+00   0.118022E+02   0.405322E+02  -0.211944E+02   0.000000E+00   0.617266E+02  -0.123453E+03
   0.975472E+02   0.287805E+01   0.783664E+02   0.509787E+01   0.193225E-04   0.940937E+01   0.820962E+01   0.127113E+01   0.215361E+02   0.455260E+02  -0.142585E+02   0.000000E+00   0.597845E+02  -0.119569E+03
   0.977520E+02  -0.630880E+01   0.710461E+02  -0.287760E+01   0.455717E-03   0.130643E+02   0.902567E+01   0.161953E+00   0.194769E+02   0.474450E+02  -0.142901E+02   0.000000E+00   0.617351E+02  -0.123470E+03
   0.999128E+02   0.381251E+01   0.707868E+02  -0.769215E+01   0.122078E-03   0.876743E+01   0.884119E+01   0.511924E+00   0.116420E+02   0.485722E+02  -0.126876E+02   0.000000E+00   0.612598E+02  -0.122520E+03
   0.976927E+02   0.479778E+01   0.728505E+02  -0.616758E+01   0.753178E-03   0.978630E+01   0.939108E+01   0.298672E+01   0.133255E+02   0.483065E+02  -0.120145E+02   0.000000E+00   0.603210E+02  -0.120642E+03
   0.993030E+02  -0.176448E+01   0.751931E+02   0.441284E+00   0.549744E-03   0.836194E+01   0.107708E+02   0.171031E+01   0.176944E+02   0.505192E+02  -0.128576E+02   0.000000E+00   0.633768E+02  -0.126754E+03
   0.100392E+03  -0.247448E+01   0.650789E+02  -0.362771E+01   0.823720E-03   0.123165E+02   0.106412E+02   0.154333E+01   0.174931E+02   0.463066E+02  -0.132977E+02   0.000000E+00   0.596043E+02  -0.119209E+03
   0.101175E+03  -0.503348E+00   0.729929E+02  -0.154778E+01   0.679377E-03   0.831803E+01   0.116209E+02   0.121557E+01   0.139884E+02   0.513024E+02  -0.126501E+02   0.000000E+00   0.639525E+02  -0.127905E+03
   0.977102E+02   0.437524E+00   0.727421E+02  -0.136597E+01   0.984393E-03   0.816276E+01   0.106299E+02   0.487607E+00   0.159515E+02   0.504816E+02  -0.125156E+02   0.000000E+00   0.629972E+02  -0.125994E+03
   0.104468E+03   0.363199E+01   0.727918E+02  -0.835109E+00   0.696155E-03   0.822388E+01   0.147431E+02   0.196510E+01   0.138336E+02   0.467883E+02  -0.145422E+02   0.000000E+00   0.613305E+02  -0.122661E+03
   0.997213E+02   0.333884E+01   0.702904E+02  -0.313702E+01   0.555585E-03   0.128199E+02   0.124217E+02   0.657293E+00   0.156457E+02   0.492145E+02  -0.138758E+02   0.000000E+00   0.630903E+02  -0.126181E+03
   0.976009E+02  -0.233602E+01   0.717164E+02   0.344661E+01   0.811874E-04   0.107757E+02   0.121353E+02   0.633143E+01   0.128952E+02   0.438266E+02  -0.129277E+02   0.000000E+00   0.567543E+02  -0.113509E+03
   0.984601E+02  -0.817324E+01   0.706174E+02  -0.187177E+01   0.404766E-03   0.103161E+02   0.137270E+02   0.161067E+01   0.192752E+02   0.456811E+02  -0.146382E+02   0.000000E+00   0.603193E+02  -0.120639E+03
   0.972829E+02  -0.477851E+01   0.754388E+02   0.188695E+01   0.708793E-03   0.115717E+02   0.110369E+02   0.998266E+00   0.141954E+02   0.496093E+02  -0.126025E+02   0.000000E+00   0.622118E+02  -0.124424E+03
   0.103142E+03  -0.372359E+01   0.698968E+02  -0.591213E+01   0.959919E-03   0.827393E+01   0.828758E+01   0.155229E+01   0.833229E+01   0.443722E+02  -0.162320E+02   0.000000E+00   0.606042E+02  -0.121208E+03
   0.101627E+03  -0.241404E+01   0.736119E+02  -0.650907E+01   0.629175E-03   0.828963E+01   0.849122E+01   0.675919E+00   0.159574E+02   0.501582E+02  -0.125197E+02   0.000000E+00   0.626779E+02  -0.125356E+03
   0.987102E+02   0.312517E+00   0.715246E+02  -0.416132E-01   0.629175E-03   0.102470E+02   0.938543E+01   0.196348E+01   0.167602E+02   0.510867E+02  -0.122705E+02   0.000000E+00   0.633572E+02  -0.126714E+03
   0.998190E+02   0.413359E-01   0.743316E+02  -0.285119E+01   0.935276E-03   0.131797E+02   0.129666E+02   0.304686E+01   0.162363E+02   0.475058E+02  -0.144769E+02   0.000000E+00   0.619827E+02  -0.123965E+03
   0.100374E+03   0.633538E+01   0.729460E+02   0.526016E+01   0.556506E-03   0.161779E+02   0.145542E+02   0.208794E+01   0.158867E+02   0.434099E+02  -0.175953E+02   0.000000E+00   0.610052E+02  -0.122010E+03
   0.976758E+02   0.301321E+01   0.687924E+02  -0.464277E+01   0.103829E-02   0.139890E+02   0.964133E+01   0.119860E+01   0.184075E+02   0.463291E+02  -0.144399E+02   0.000000E+00   0.607690E+02  -0.121538E+03
   0.997346E+02  -0.396720E+01   0.725615E+02  -0.105036E+01   0.678409E-03   0.959380E+01   0.785639E+01   0.684419E+00   0.176278E+02   0.506871E+02  -0.129405E+02   0.000000E+00   0.636276E+02  -0.127255E+03
   0.997346E+02  -0.802376E+00   0.729983E+02   0.435316E+01   0.619537E-03   0.113180E+02   0.120107E+02   0.188362E+01   0.116439E+02   0.498265E+02  -0.134537E+02   0.000000E+00   0.632802E+02  -0.126560E+03
   0.996166E+02  -0.534243E+00   0.720928E+02   0.675642E+00   0.231245E-03   0.768842E+01   0.106066E+02   0.135273E-01   0.214913E+02   0.488388E+02  -0.146661E+02   0.000000E+00   0.635049E+02  -0.127010E+03
   0.963833E+02  -0.374356E+01   0.740325E+02  -0.604952E+01   0.112281E-02   0.829760E+01   0.116582E+02   0.457916E-01   0.177707E+02   0.468794E+02  -0.132120E+02   0.000000E+00   0.600914E+02  -0.120183E+03
   0.101496E+03  -0.413228E+01   0.724581E+02   0.116056E+02   0.468304E-03   0.106391E+02   0.108823E+02   0.552923E+00   0.165440E+02   0.470878E+02  -0.124888E+02   0.000000E+00   0.595766E+02  -0.119153E+03
   0.100660E+03  -0.177626E+01   0.724581E+02   0.984137E+01   0.287554E-03   0.111446E+02   0.105678E+02   0.654802E+00   0.185303E+02   0.478349E+02  -0.131052E+02   0.000000E+00   0.609401E+02  -0.121880E+03
   0.102396E+03   0.781846E+00   0.775311E+02   0.152785E+01   0.181192E-03   0.128079E+02   0.929445E+01   0.215633E+01   0.131971E+02   0.478546E+02  -0.130707E+02   0.000000E+00   0.609253E+02  -0.121851E+03
   0.999494E+02   0.249255E+01   0.702336E+02  -0.487711E+01   0.136487E-02   0.783239E+01   0.976872E+01   0.371752E+01   0.160390E+02   0.457265E+02  -0.125953E+02   0.000000E+00   0.583218E+02  -0.116644E+03
   0.101360E+03  -0.335978E+01   0.712224E+02  -0.927048E-01   0.504606E-03   0.953767E+01   0.992681E+01   0.954154E+00   0.154037E+02   0.511852E+02  -0.119963E+02   0.000000E+00   0.631815E+02  -0.126363E+03
   0.975812E+02   0.480774E+00   0.739055E+02  -0.136058E+01   0.581882E-03   0.107035E+02   0.848083E+01   0.335761E-01   0.150796E+02   0.512309E+02  -0.122930E+02   0.000000E+00   0.635239E+02  -0.127048E+03
   0.104748E+03   0.407442E+01   0.713486E+02   0.426718E+01   0.707167E-03   0.131528E+02   0.108602E+02   0.316038E+01   0.888450E+01   0.431653E+02  -0.162725E+02   0.000000E+00   0.594378E+02  -0.118876E+03
   0.986210E+02   0.338536E+01   0.733574E+02   0.241044E+01   0.614214E-03   0.930092E+01   0.143323E+02   0.212198E+01   0.178877E+02   0.480714E+02  -0.145230E+02   0.000000E+00   0.625944E+02  -0.125189E+03
   0.100469E+03  -0.541807E+01   0.725808E+02   0.496811E+00   0.468072E-03   0.114485E+02   0.110412E+02   0.211458E+01   0.154389E+02   0.495665E+02  -0.126119E+02   0.000000E+00   0.621784E+02  -0.124357E+03
   0.100503E+03  -0.210880E+01   0.725555E+02   0.930400E+01   0.723113E-03   0.911971E+01   0.131152E+02   0.146912E+01   0.172561E+02   0.479919E+02  -0.135769E+02   0.000000E+00   0.615688E+02  -0.123138E+03
   0.101357E+03  -0.246540E+01   0.753862E+02   0.301179E+01   0.485143E-03   0.937702E+01   0.155917E+02   0.116110E+01   0.172561E+02   0.478291E+02  -0.152699E+02   0.000000E+00   0.630990E+02  -0.126198E+03
   0.981817E+02   0.120335E+00   0.712213E+02  -0.353280E+01   0.578755E-03   0.108174E+02   0.844433E+01   0.913386E+00   0.114154E+02   0.504774E+02  -0.129901E+02   0.000000E+00   0.634675E+02  -0.126935E+03
   0.100973E+03   0.278340E+01   0.723700E+02  -0.170857E+01   0.781435E-03   0.103297E+02   0.866536E+01   0.575856E+00   0.175320E+02   0.511041E+02  -0.126059E+02   0.000000E+00   0.637100E+02  -0.127420E+03
   0.978683E+02   0.943582E+00   0.733346E+02   0.638180E+01   0.342752E-03   0.120801E+02   0.973539E+01   0.784200E+00   0.106412E+02   0.484203E+02  -0.137345E+02   0.000000E+00   0.621548E+02  -0.124310E+03
   0.102394E+03  -0.721533E+00   0.733346E+02  -0.405339E+01   0.125707E-02   0.108210E+02   0.852198E+01   0.197281E+01   0.175638E+02   0.477762E+02  -0.127725E+02   0.000000E+00   0.605487E+02  -0.121097E+03
   0.987798E+02   0.440742E+00   0.746178E+02   0.654690E+01   0.261657E-03   0.108349E+02   0.614267E+01   0.479985E+00   0.109471E+02   0.468623E+02  -0.155539E+02   0.000000E+00   0.624162E+02  -0.124832E+03
   0.983258E+02  -0.354932E+01   0.743453E+02  -0.248942E+01   0.110804E-02   0.100950E+02   0.100627E+02   0.238941E+01   0.140713E+02   0.491223E+02  -0.119914E+02   0.000000E+00   0.611137E+02  -0.122227E+03
   0.999369E+02  -0.429249E+01   0.680150E+02  -0.189662E+01   0.522832E-03   0.739690E+01   0.971355E+01   0.146292E+01   0.150210E+02   0.487887E+02  -0.128048E+02   0.000000E+00   0.615935E+02  -0.123187E+03
   0.101607E+03  -0.181601E+00   0.737605E+02   0.465134E+01   0.205509E-03   0.826304E+01   0.103645E+02   0.197551E+00   0.141278E+02   0.505066E+02  -0.122880E+02   0.000000E+00   0.627946E+02  -0.125589E+03
   0.100286E+03  -0.721140E+00   0.769158E+02   0.494224E+00   0.775281E-03   0.767391E+01   0.856197E+01   0.348706E+01   0.163954E+02   0.484727E+02  -0.129323E+02   0.000000E+00   0.614050E+02  -0.122810E+03
   0.102148E+03  -0.342052E+01   0.740337E+02   0.257994E+01   0.729206E-03   0.117474E+02   0.942270E+01   0.233980E+01   0.128855E+02   0.496721E+02  -0.125936E+02   0.000000E+00   0.622657E+02  -0.124531E+03
   0.100633E+03   0.209415E+01   0.718617E+02   0.535842E+00   0.822245E-03   0.961913E+01   0.107034E+02   0.741293E+00   0.113922E+02   0.509775E+02  -0.127637E+02   0.000000E+00   0.637412E+02  -0.127482E+03
   0.983105E+02  -0.643009E+00   0.746571E+02  -0.428576E+01   0.954960E-03   0.883753E+01   0.122078E+02   0.125602E+01   0.126422E+02   0.495138E+02  -0.129458E+02   0.000000E+00   0.624596E+02  -0.124919E+03
   0.999453E+02   0.416241E+01   0.760942E+02   0.135693E+01   0.100968E-02   0.138725E+02   0.129949E+02   0.103899E+01   0.179222E+02   0.465729E+02  -0.153474E+02   0.000000E+00   0.619203E+02  -0.123841E+03
   0.980172E+02  -0.194532E+01   0.699338E+02  -0.555394E+01   0.359087E-03   0.159088E+02   0.716131E+01   0.497841E+00   0.112690E+02   0.454655E+02  -0.169419E+02   0.000000E+00   0.624074E+02  -0.124815E+03
   0.995853E+02   0.882824E+00   0.789418E+02  -0.752079E+00   0.317414E-03   0.138220E+02   0.117750E+02   0.194087E+01   0.137507E+02   0.465254E+02  -0.141249E+02   0.000000E+00   0.606503E+02  -0.121301E+03
   0.957749E+02  -0.155528E+00   0.761723E+02  -0.255803E+01   0.941899E-03   0.122900E+02   0.818040E+01   0.724982E+00   0.138797E+02   0.477498E+02  -0.130257E+02   0.000000E+00   0.607755E+02  -0.121551E+03
   0.101450E+03  -0.172591E+01   0.728310E+02   0.574502E+01   0.397223E-03   0.155845E+02   0.150108E+02   0.341295E+01   0.176286E+02   0.432330E+02  -0.178473E+02   0.000000E+00   0.610803E+02  -0.122161E+03
   0.100932E+03   0.249828E+00   0.757889E+02   0.150352E+01   0.574483E-03   0.121167E+02   0.855011E+01   0.255049E+01   0.151465E+02   0.499189E+02  -0.128007E+02   0.000000E+00   0.627196E+02  -0.125439E+03
   0.999648E+02  -0.603130E+00   0.757889E+02  -0.166931E+01   0.674100E-03   0.964860E+01   0.109498E+02   0.906421E+00   0.169736E+02   0.510751E+02  -0.124754E+02   0.000000E+00   0.635505E+02  -0.127101E+03
   0.980436E+02   0.293625E+01   0.692516E+02   0.545972E+01   0.647759E-03   0.881642E+01   0.109568E+02   0.112463E+01   0.123825E+02   0.483953E+02  -0.125230E+02   0.000000E+00   0.609183E+02  -0.121837E+03
   0.105180E+03  -0.627766E-01   0.728338E+02  -0.692067E+01   0.473224E-03   0.123630E+02   0.116220E+02   0.920561E+00   0.132339E+02   0.469615E+02  -0.132652E+02   0.000000E+00   0.602267E+02  -0.120453E+03
   0.101908E+03   0.513001E+01   0.715278E+02  -0.220495E+01   0.675000E-03   0.932089E+01   0.113687E+02   0.124860E+01   0.137880E+02   0.501022E+02  -0.123169E+02   0.000000E+00   0.624191E+02  -0.124838E+03
   0.989101E+02  -0.225116E+01   0.745768E+02   0.384925E+01   0.779502E-03   0.822412E+01   0.894781E+01   0.157609E+01   0.167785E+02   0.505980E+02  -0.125816E+02   0.000000E+00   0.631796E+02  -0.126359E+03
   0.984455E+02  -0.144643E+01   0.739810E+02   0.749215E+01   0.354700E-03   0.125995E+02   0.892144E+01   0.572273E+00   0.105501E+02   0.481129E+02  -0.141303E+02   0.000000E+00   0.622432E+02  -0.124486E+03
   0.977468E+02  -0.637062E+01   0.780437E+02   0.430506E+01   0.719660E-03   0.103925E+02   0.131345E+02   0.250479E+01   0.275530E+02   0.413061E+02  -0.184757E+02   0.000000E+00   0.597818E+02  -0.119564E+03
