Kmin_MC_Up_a0  Kmin_MC_Up_a1  Kmin_MC_Up_a2  Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.332091E+02  -0.367803E+00  -0.177656E+01   0.270947E+02  -0.348709E+01   0.182721E+01   0.241133E-02   0.152883E-02   0.863112E-02   0.264243E-01   0.162519E-01  -0.434002E+02   0.131371E+02   0.000000E+00  -0.565373E+02   0.113075E+03
   0.342138E+02  -0.144349E+01  -0.670723E+01   0.265181E+02   0.234243E+01  -0.909045E+00   0.149598E-02   0.126860E-01   0.398257E-01   0.545598E-02   0.166829E-01  -0.477810E+02   0.109556E+02   0.000000E+00  -0.587366E+02   0.117473E+03
   0.333144E+02  -0.135302E+01   0.169423E+01   0.257951E+02  -0.194416E+01  -0.359164E+01   0.334017E-01   0.478880E-01   0.183423E-02   0.120408E-01   0.934935E-02  -0.481804E+02   0.113094E+02   0.000000E+00  -0.594898E+02   0.118980E+03
   0.339288E+02  -0.297077E+01   0.217045E+01   0.264664E+02   0.321253E+00   0.343319E+00   0.706050E-02   0.647313E-01   0.424713E-03   0.342665E-01   0.307530E-02  -0.493240E+02   0.817090E+01   0.000000E+00  -0.574949E+02   0.114990E+03
   0.328032E+02  -0.959412E+00   0.115124E+01   0.281917E+02  -0.151938E+01   0.131121E+01   0.242777E-01   0.181430E-01   0.103464E-01   0.503140E-02   0.979289E-02  -0.428632E+02   0.140893E+02   0.000000E+00  -0.569525E+02   0.113905E+03
   0.329812E+02   0.446498E+00   0.208810E+01   0.260556E+02  -0.474222E+01  -0.678866E+00   0.919809E-02   0.482193E-02   0.680672E-02   0.149565E-01   0.293070E-02  -0.434245E+02   0.154691E+02   0.000000E+00  -0.588936E+02   0.117787E+03
   0.328819E+02  -0.306038E+00  -0.372960E+00   0.263666E+02  -0.151504E+01  -0.688871E+00   0.108664E-01   0.318621E-01   0.114437E-01   0.110989E-01   0.970471E-02  -0.442578E+02   0.120097E+02   0.000000E+00  -0.562675E+02   0.112535E+03
   0.323704E+02   0.895677E+00   0.118392E+01   0.261898E+02  -0.503051E+01  -0.107958E+00   0.170922E-03   0.500622E-02   0.228492E-01   0.329621E-02   0.753428E-03  -0.432789E+02   0.152302E+02   0.000000E+00  -0.585091E+02   0.117018E+03
   0.309485E+02  -0.110400E+01  -0.207075E+01   0.245493E+02   0.163873E+01   0.705902E+00   0.179058E-01   0.931762E-02   0.275497E-02   0.261179E-01   0.958735E-02  -0.498394E+02   0.136429E+02   0.000000E+00  -0.634823E+02   0.126965E+03
   0.330780E+02  -0.408469E+01   0.533032E+00   0.289902E+02   0.306708E+01   0.703638E+01   0.966786E-02   0.128209E-01   0.216440E-02   0.300560E-01   0.772811E-02  -0.473428E+02   0.131437E+02   0.000000E+00  -0.604865E+02   0.120973E+03
   0.322652E+02  -0.328503E+01   0.992724E+00   0.271698E+02   0.149297E+01  -0.796512E+00   0.336983E-01   0.527855E-02   0.216440E-02   0.901364E-02   0.954311E-02  -0.439067E+02   0.158207E+02   0.000000E+00  -0.597274E+02   0.119455E+03
   0.322803E+02  -0.773591E+00  -0.157261E+01   0.259596E+02   0.544005E+01  -0.168117E+01   0.134055E-01   0.159761E-02   0.129101E-01   0.914787E-03   0.310096E-02  -0.426520E+02   0.165683E+02   0.000000E+00  -0.592203E+02   0.118441E+03
   0.341046E+02  -0.284097E+01  -0.137918E+01   0.291028E+02  -0.147934E+01   0.656899E+01   0.255983E-02   0.282343E-02   0.117293E-01   0.141218E-02   0.131835E-01  -0.430711E+02   0.155058E+02   0.000000E+00  -0.585769E+02   0.117154E+03
   0.343362E+02  -0.284097E+01  -0.132381E+01   0.272348E+02  -0.215206E+01  -0.401414E+01   0.728259E-02   0.672441E-02   0.230208E-02   0.223968E-02   0.202506E-01  -0.419560E+02   0.152690E+02   0.000000E+00  -0.572250E+02   0.114450E+03
   0.346555E+02  -0.284097E+01   0.899860E-01   0.255841E+02  -0.179988E+01  -0.583113E+01   0.206772E-01   0.112045E-01   0.146067E-01   0.291540E-01   0.393757E-02  -0.476761E+02   0.125304E+02   0.000000E+00  -0.602065E+02   0.120413E+03
   0.335539E+02   0.297604E+01   0.507461E+00   0.258895E+02  -0.228532E+01  -0.524538E+00   0.524046E-02   0.415670E-02   0.222726E-02   0.412697E-03   0.651724E-02  -0.456494E+02   0.170893E+02   0.000000E+00  -0.627387E+02   0.125477E+03
   0.335466E+02  -0.888403E+00  -0.667824E+01   0.273275E+02  -0.341709E+01   0.225694E+01   0.989883E-02   0.179798E-01   0.105559E-01   0.135546E-01   0.138641E-01  -0.459752E+02   0.128252E+02   0.000000E+00  -0.588004E+02   0.117601E+03
   0.345190E+02  -0.423412E+01  -0.143209E+01   0.276490E+02  -0.437602E+01   0.114283E+01   0.252920E-01   0.119421E-02   0.165573E-01   0.127133E-01   0.115676E-01  -0.451448E+02   0.142174E+02   0.000000E+00  -0.593622E+02   0.118724E+03
   0.325804E+02  -0.189048E+01  -0.221408E+01   0.300478E+02  -0.125487E+01   0.426798E+01   0.502667E-02   0.299898E-02   0.240011E-01   0.853501E-02   0.272587E-01  -0.456617E+02   0.121413E+02   0.000000E+00  -0.578030E+02   0.115606E+03
   0.330034E+02  -0.254035E+01   0.963215E+00   0.288587E+02   0.797058E+00  -0.386926E+01   0.731211E-02   0.117703E-01   0.415359E-02   0.170332E-01   0.634213E-02  -0.420405E+02   0.144908E+02   0.000000E+00  -0.565313E+02   0.113063E+03
   0.340103E+02  -0.238986E+01  -0.180706E+01   0.281620E+02  -0.481063E+01   0.463141E+01   0.853420E-02   0.415848E-02   0.195887E-01   0.223913E-02   0.102879E-01  -0.435917E+02   0.147933E+02   0.000000E+00  -0.583850E+02   0.116770E+03
   0.337235E+02  -0.295210E+01  -0.180706E+01   0.282285E+02  -0.375673E+01   0.915630E+00   0.147987E-02   0.137361E-01   0.166473E-01   0.389436E-03   0.392662E-02  -0.417928E+02   0.149507E+02   0.000000E+00  -0.567435E+02   0.113487E+03
   0.325534E+02  -0.252940E+01   0.319954E+01   0.273149E+02  -0.151990E+00   0.340784E+01   0.200088E-03   0.531222E-02   0.226117E-01   0.389436E-03   0.965439E-02  -0.432104E+02   0.146239E+02   0.000000E+00  -0.578343E+02   0.115669E+03
   0.342930E+02  -0.138959E+01  -0.161194E+01   0.297504E+02   0.400105E+01  -0.320157E+01   0.109843E-01   0.244815E-02   0.204413E-01   0.897463E-02   0.446047E-02  -0.445754E+02   0.147882E+02   0.000000E+00  -0.593636E+02   0.118727E+03
   0.343187E+02  -0.754725E+00  -0.437364E+01   0.279396E+02  -0.219698E+01   0.547878E+01   0.923183E-02   0.981604E-02   0.128851E-01   0.173822E-02   0.198851E-02  -0.430987E+02   0.157779E+02   0.000000E+00  -0.588766E+02   0.117753E+03
   0.336282E+02   0.150590E+01  -0.607483E+01   0.259610E+02  -0.192756E+01  -0.117211E-01   0.252669E-01   0.475763E-01   0.126243E-01   0.169582E-01   0.899508E-02  -0.503926E+02   0.980529E+01   0.000000E+00  -0.601979E+02   0.120396E+03
   0.314885E+02   0.150590E+01  -0.127834E+01   0.271225E+02   0.324098E+00  -0.104239E+00   0.163294E-01   0.312597E-02   0.570359E-02   0.187790E-02   0.114282E-01  -0.415456E+02   0.162071E+02   0.000000E+00  -0.577527E+02   0.115505E+03
   0.323392E+02  -0.361442E+01   0.312212E+01   0.317137E+02   0.309621E+01  -0.183728E+01   0.417865E-02   0.588727E-03   0.301563E-01   0.293961E-01   0.531287E-02  -0.494097E+02   0.118753E+02   0.000000E+00  -0.612850E+02   0.122570E+03
   0.314668E+02   0.134208E+01  -0.158935E+01   0.283295E+02  -0.159918E+01  -0.613621E+01   0.392679E-02   0.178094E-02   0.333096E-02   0.578381E-02   0.213430E-02  -0.413673E+02   0.171177E+02   0.000000E+00  -0.584850E+02   0.116970E+03
   0.341276E+02  -0.406134E+01   0.215276E+01   0.294255E+02   0.168507E+01   0.177749E+01   0.317841E-01   0.193304E-01   0.991774E-02   0.188196E-02   0.186129E-02  -0.449392E+02   0.151215E+02   0.000000E+00  -0.600607E+02   0.120121E+03
   0.349392E+02  -0.312673E+01  -0.493336E+00   0.285705E+02   0.484228E+01  -0.475584E+01   0.235804E-01   0.608029E-02   0.605049E-02   0.188196E-02   0.215917E-01  -0.463694E+02   0.148602E+02   0.000000E+00  -0.612296E+02   0.122459E+03
   0.340915E+02  -0.312673E+01  -0.170240E+01   0.297125E+02  -0.533880E+01   0.667172E+00   0.272590E-01   0.159159E-01   0.106629E-02   0.135708E-01   0.277863E-02  -0.445095E+02   0.150875E+02   0.000000E+00  -0.595970E+02   0.119194E+03
   0.342339E+02  -0.312673E+01  -0.277296E+01   0.266781E+02  -0.158694E+00  -0.456050E+01   0.338960E-01   0.794237E-02   0.198097E-02   0.167780E-02   0.338959E-02  -0.427406E+02   0.169216E+02   0.000000E+00  -0.596622E+02   0.119324E+03
   0.336053E+02  -0.292362E+01  -0.315218E+00   0.273842E+02   0.172794E+01   0.462589E+00   0.959535E-02   0.403265E-02   0.201327E-01   0.668333E-03   0.192882E-01  -0.422900E+02   0.140085E+02   0.000000E+00  -0.562985E+02   0.112597E+03
   0.331121E+02  -0.256254E+01   0.196425E+01   0.267077E+02  -0.577145E+01   0.652551E+00   0.165295E-01   0.998031E-03   0.773685E-02   0.199672E-02   0.528947E-02  -0.420426E+02   0.168186E+02   0.000000E+00  -0.588612E+02   0.117722E+03
   0.342494E+02  -0.270863E+01  -0.380441E+01   0.265795E+02  -0.434835E+01  -0.471587E+00   0.984648E-03   0.425190E-02   0.100765E-01   0.544849E-02   0.143174E-02  -0.418614E+02   0.162998E+02   0.000000E+00  -0.581612E+02   0.116322E+03
   0.338619E+02  -0.151341E+01  -0.380441E+01   0.288902E+02  -0.278795E+01  -0.545478E+01   0.552482E-02   0.324399E-02   0.141084E-01   0.824042E-02   0.418416E-02  -0.419328E+02   0.154430E+02   0.000000E+00  -0.573758E+02   0.114752E+03
   0.325619E+02  -0.108142E+01  -0.716133E+00   0.274585E+02  -0.119404E-01   0.159284E+01   0.171642E-01   0.115431E-01   0.544107E-02   0.956587E-02   0.360533E-02  -0.406671E+02   0.154051E+02   0.000000E+00  -0.560722E+02   0.112144E+03
   0.337275E+02  -0.313727E+01   0.333045E+01   0.260639E+02   0.750034E+00  -0.198810E+01   0.787266E-02   0.353072E-04   0.265037E-01   0.500027E-04   0.505394E-03  -0.427634E+02   0.157112E+02   0.000000E+00  -0.584746E+02   0.116949E+03
   0.337425E+02  -0.292489E+00  -0.362207E+01   0.277228E+02   0.244718E+01   0.249337E+01   0.664261E-02   0.262590E-02   0.152623E-01   0.137415E-01   0.123936E-01  -0.433891E+02   0.140184E+02   0.000000E+00  -0.574075E+02   0.114815E+03
   0.335215E+02  -0.261967E+01   0.158911E+01   0.281576E+02  -0.305118E+01   0.624945E+01   0.230216E-01   0.233538E-02   0.140244E-02   0.351104E-03   0.644437E-02  -0.419363E+02   0.173674E+02   0.000000E+00  -0.593037E+02   0.118607E+03
   0.337405E+02  -0.387317E+01  -0.235497E+01   0.285256E+02   0.774681E+00   0.179217E+00   0.197768E-01   0.237935E-02   0.446435E-02   0.713984E-02   0.101931E-01  -0.413847E+02   0.160030E+02   0.000000E+00  -0.573877E+02   0.114775E+03
   0.333851E+02  -0.358211E+01   0.426149E+00   0.282048E+02  -0.188074E+01  -0.287170E+01   0.183004E-01   0.705759E-02   0.214463E-01   0.629588E-02   0.452117E-01  -0.467003E+02   0.104195E+02   0.000000E+00  -0.571198E+02   0.114240E+03
   0.338223E+02  -0.408452E+01  -0.117419E+01   0.276870E+02  -0.179804E+01   0.214041E+01   0.354416E-01   0.628769E-04   0.731479E-02   0.101341E-01   0.202060E-01  -0.448426E+02   0.146489E+02   0.000000E+00  -0.594915E+02   0.118983E+03
   0.323297E+02  -0.134225E+01  -0.167779E+01   0.319245E+02   0.187302E+01  -0.377093E+01   0.176060E-01   0.414995E-03   0.603533E-02   0.108969E-02   0.699537E-02  -0.423240E+02   0.169671E+02   0.000000E+00  -0.592911E+02   0.118582E+03
   0.343120E+02  -0.277944E+01  -0.259069E+01   0.291149E+02  -0.125244E+01   0.191843E+01   0.282145E-03   0.284320E-02   0.280290E-01   0.780392E-02   0.150796E-01  -0.438307E+02   0.130451E+02   0.000000E+00  -0.568758E+02   0.113752E+03
   0.329920E+02  -0.280485E+01  -0.288532E+00   0.300050E+02   0.172111E+01  -0.167473E+01   0.229097E-02   0.854702E-02   0.373070E-01   0.125987E-02   0.117873E-02  -0.431297E+02   0.135914E+02   0.000000E+00  -0.567211E+02   0.113442E+03
   0.337961E+02  -0.269843E+01  -0.275096E+01   0.281579E+02   0.172111E+01  -0.101317E+01   0.150222E-01   0.109739E-01   0.352831E-02   0.142497E-02   0.252568E-01  -0.421619E+02   0.143023E+02   0.000000E+00  -0.564642E+02   0.112928E+03
   0.337961E+02  -0.258112E+01  -0.366315E+01   0.294787E+02  -0.353880E+01  -0.328563E+00   0.204731E-01   0.161219E-01   0.177551E-01   0.796548E-02   0.908745E-02  -0.444949E+02   0.133277E+02   0.000000E+00  -0.578226E+02   0.115645E+03
   0.330820E+02  -0.169957E+01  -0.327525E+00   0.276058E+02  -0.627631E+00   0.804461E+01   0.789501E-02   0.144526E-02   0.207512E-03   0.644112E-02   0.338930E-01  -0.442153E+02   0.142220E+02   0.000000E+00  -0.584373E+02   0.116875E+03
   0.333160E+02  -0.163518E+01  -0.251643E+01   0.269638E+02  -0.242222E+00  -0.497581E+01   0.236082E-02   0.328481E-02   0.191631E-01   0.892075E-03   0.313012E-01  -0.436208E+02   0.129566E+02   0.000000E+00  -0.565774E+02   0.113155E+03
   0.349549E+02  -0.677452E+00   0.457498E+00   0.287966E+02  -0.242222E+00  -0.145540E+01   0.281168E-01   0.181023E-02   0.122771E-01   0.151453E-01   0.192129E-01  -0.478081E+02   0.135761E+02   0.000000E+00  -0.613842E+02   0.122768E+03
   0.335066E+02   0.788536E+00  -0.411768E+01   0.270546E+02   0.106913E+00  -0.225296E+01   0.124389E-01   0.123044E-02   0.586114E-02   0.648040E-02   0.199247E-01  -0.424864E+02   0.150710E+02   0.000000E+00  -0.575574E+02   0.115115E+03
   0.335953E+02  -0.212745E+01   0.801281E+00   0.293651E+02  -0.670498E+01   0.813476E+01   0.124643E-01   0.123044E-02   0.136226E-01   0.945056E-03   0.658494E-02  -0.462801E+02   0.161824E+02   0.000000E+00  -0.624625E+02   0.124925E+03
   0.338437E+02  -0.230139E+00  -0.213695E+01   0.293138E+02   0.127478E+01  -0.471182E+01   0.615888E-02   0.593073E-02   0.117957E-02   0.724503E-02   0.658494E-02  -0.418404E+02   0.163267E+02   0.000000E+00  -0.581671E+02   0.116334E+03
   0.339464E+02   0.699042E+00  -0.149300E+01   0.277992E+02  -0.933781E+00  -0.338553E+01   0.908925E-02   0.231890E-02   0.124794E-01   0.199117E-01   0.556155E-02  -0.443212E+02   0.143935E+02   0.000000E+00  -0.587147E+02   0.117429E+03
   0.335246E+02  -0.793716E-01  -0.355767E+01   0.295410E+02   0.156339E+01   0.623775E+00   0.225972E-01   0.244816E-02   0.129919E-01   0.281745E-01   0.984645E-02  -0.448085E+02   0.130746E+02   0.000000E+00  -0.578831E+02   0.115766E+03
   0.350081E+02  -0.288540E+01  -0.133337E+00   0.261021E+02   0.992953E-01  -0.921373E+01   0.533677E-03   0.472069E-02   0.174291E-01   0.320997E-02   0.574777E-02  -0.467596E+02   0.153099E+02   0.000000E+00  -0.620695E+02   0.124139E+03
   0.320146E+02  -0.487401E-01  -0.542922E+00   0.261271E+02  -0.160335E+01  -0.613299E+00   0.187900E-01   0.139078E-02   0.222830E-01   0.320997E-02   0.613223E-02  -0.421077E+02   0.151191E+02   0.000000E+00  -0.572268E+02   0.114454E+03
   0.331306E+02  -0.201895E+01  -0.477691E+01   0.282897E+02  -0.542946E-01   0.131405E+00   0.222698E-01   0.644928E-02   0.778832E-02   0.220060E-01   0.424345E-02  -0.432708E+02   0.143720E+02   0.000000E+00  -0.576428E+02   0.115286E+03
   0.325481E+02  -0.237736E+01  -0.259970E+00   0.282406E+02   0.658316E+00   0.131405E+00   0.218240E-03   0.338070E-01   0.168362E-01   0.108891E-03   0.980045E-03  -0.428206E+02   0.132475E+02   0.000000E+00  -0.560681E+02   0.112136E+03
   0.344834E+02  -0.192746E+01  -0.484166E+01   0.262777E+02  -0.338405E+01  -0.141296E+01   0.111782E-01   0.341873E-02   0.112457E-01   0.703904E-03   0.980045E-03  -0.416721E+02   0.167858E+02   0.000000E+00  -0.584579E+02   0.116916E+03
   0.338620E+02  -0.172480E+01   0.151652E+01   0.260336E+02  -0.247274E+01  -0.312174E-01   0.138654E-01   0.915286E-02   0.109053E-02   0.703904E-03   0.121519E-01  -0.416079E+02   0.161108E+02   0.000000E+00  -0.577187E+02   0.115437E+03
   0.335418E+02  -0.265838E+01  -0.177343E+01   0.286596E+02   0.282484E+01  -0.179749E+01   0.236735E-01   0.232392E-01   0.109053E-02   0.331049E-03   0.570401E-02  -0.419024E+02   0.153842E+02   0.000000E+00  -0.572866E+02   0.114573E+03
   0.315814E+02   0.253754E+01   0.215795E+00   0.278648E+02   0.282484E+01   0.463187E+01   0.348983E-01   0.278963E-01   0.425042E-02   0.399586E-03   0.272390E-03  -0.469564E+02   0.151388E+02   0.000000E+00  -0.620952E+02   0.124190E+03
   0.341477E+02  -0.252827E+01  -0.103749E+01   0.269075E+02  -0.455511E+01  -0.112383E+01   0.543906E-02   0.338301E-01   0.425042E-02   0.123918E-01   0.384921E-02  -0.444938E+02   0.129885E+02   0.000000E+00  -0.574823E+02   0.114965E+03
   0.341373E+02  -0.367660E+01  -0.244933E+01   0.289938E+02  -0.227166E+01  -0.575403E+01   0.290071E-01   0.320606E-01   0.117059E-01   0.393969E-02   0.181955E-02  -0.459376E+02   0.134681E+02   0.000000E+00  -0.594057E+02   0.118811E+03
   0.336959E+02  -0.667355E+00  -0.619230E+01   0.295808E+02  -0.168995E+01   0.401016E+01   0.576706E-03   0.199826E-01   0.140500E-01   0.170843E-03   0.181955E-02  -0.437782E+02   0.148184E+02   0.000000E+00  -0.585966E+02   0.117193E+03
   0.337648E+02  -0.118441E+00  -0.520284E-01   0.292666E+02  -0.155869E+01  -0.596149E+01   0.234663E-01   0.226418E-02   0.992440E-03   0.210216E-02   0.360679E-02  -0.418172E+02   0.175241E+02   0.000000E+00  -0.593413E+02   0.118683E+03
   0.333697E+02  -0.104265E+01  -0.520284E-01   0.273630E+02  -0.564062E+01  -0.211106E+01   0.139967E-01   0.187709E-01   0.210474E-01   0.281462E-03   0.110198E-01  -0.444438E+02   0.133087E+02   0.000000E+00  -0.577525E+02   0.115505E+03
   0.333697E+02  -0.520165E+00  -0.231376E+00   0.265063E+02  -0.333841E+01  -0.229718E+01   0.180892E-01   0.396900E-03   0.303194E-01   0.281462E-03   0.158700E-02  -0.421228E+02   0.151622E+02   0.000000E+00  -0.572850E+02   0.114570E+03
   0.327717E+02  -0.520165E+00  -0.215849E+01   0.295615E+02  -0.472080E+01  -0.286343E+01   0.200701E-01   0.161805E-01   0.564097E-03   0.133480E-01   0.112190E-01  -0.435852E+02   0.142895E+02   0.000000E+00  -0.578747E+02   0.115749E+03
   0.327717E+02  -0.520165E+00   0.176561E+01   0.243360E+02   0.285809E+01  -0.171596E+01   0.198173E-02   0.225015E-02   0.120813E-01   0.136421E-01   0.103089E-01  -0.450387E+02   0.145924E+02   0.000000E+00  -0.596311E+02   0.119262E+03
   0.325893E+02  -0.302120E+01   0.306726E+01   0.289825E+02  -0.332220E+00  -0.101058E+01   0.373374E-02   0.842743E-02   0.104257E-01   0.148958E-02   0.577473E-02  -0.416723E+02   0.158089E+02   0.000000E+00  -0.574812E+02   0.114962E+03
   0.321098E+02   0.655778E+00  -0.199464E+00   0.288058E+02  -0.164438E+01   0.695936E+01   0.312626E-01   0.347546E-02   0.988028E-02   0.954117E-02   0.746684E-02  -0.451048E+02   0.153843E+02   0.000000E+00  -0.604891E+02   0.120978E+03
   0.335146E+02  -0.230717E+01  -0.309717E+01   0.293129E+02  -0.281927E+01   0.220251E+01   0.231597E-01   0.144099E-02   0.153358E-01   0.585818E-02   0.212449E-01  -0.436887E+02   0.140327E+02   0.000000E+00  -0.577214E+02   0.115443E+03
   0.336734E+02  -0.230717E+01  -0.563476E+01   0.312238E+02  -0.394367E+01   0.330572E+00   0.520399E-02   0.134236E-01   0.401566E-02   0.115189E-01   0.542848E-05  -0.443377E+02   0.155243E+02   0.000000E+00  -0.598620E+02   0.119724E+03
   0.336734E+02  -0.230717E+01  -0.179587E+01   0.268378E+02   0.142689E+01  -0.858899E+00   0.192655E-01   0.440033E-02   0.536850E-02   0.109881E-01   0.152206E-01  -0.417936E+02   0.148229E+02   0.000000E+00  -0.566165E+02   0.113233E+03
   0.327088E+02  -0.230717E+01  -0.233169E+01   0.275747E+02   0.403778E+01  -0.334735E+00   0.126841E-02   0.147885E-02   0.319291E-04   0.118267E-01   0.986257E-02  -0.413939E+02   0.161007E+02   0.000000E+00  -0.574946E+02   0.114989E+03
   0.345127E+02  -0.230717E+01  -0.101499E+01   0.254205E+02  -0.118364E+01   0.236078E+01   0.143879E-02   0.758742E-02   0.462821E-01   0.141643E-01   0.236462E-01  -0.489965E+02   0.925268E+01   0.000000E+00  -0.582492E+02   0.116498E+03
   0.332755E+02  -0.230316E+00   0.427651E+00   0.289278E+02   0.286857E+01  -0.366379E+01   0.147903E-01   0.130350E-01   0.640437E-01   0.289732E-01   0.895158E-02  -0.513298E+02   0.692033E+01   0.000000E+00  -0.582501E+02   0.116500E+03
   0.326539E+02  -0.445049E-01  -0.167301E+01   0.284495E+02  -0.338222E+01  -0.357217E+01   0.107287E-02   0.241287E-01   0.252114E-01   0.383880E-02   0.230718E-02  -0.436237E+02   0.128721E+02   0.000000E+00  -0.564958E+02   0.112992E+03
   0.332982E+02  -0.237380E+01   0.237318E+01   0.286467E+02   0.245110E+01  -0.726891E+01   0.126396E-01   0.895430E-02   0.296229E-01   0.513675E-02   0.173192E-01  -0.468357E+02   0.123174E+02   0.000000E+00  -0.591531E+02   0.118306E+03
   0.332982E+02  -0.300790E+01  -0.104873E+01   0.281576E+02   0.625639E+00  -0.194236E+01   0.204224E-01   0.156481E-01   0.160999E-01   0.416057E-02   0.871309E-02  -0.426139E+02   0.139585E+02   0.000000E+00  -0.565724E+02   0.113145E+03
   0.326561E+02  -0.732810E-01   0.658797E-01   0.276212E+02  -0.248841E+01   0.373531E+01   0.251549E-01   0.257923E-02   0.668116E-02   0.285967E-02   0.123123E-01  -0.417472E+02   0.159774E+02   0.000000E+00  -0.577246E+02   0.115449E+03
   0.343891E+02  -0.293735E+01  -0.337262E+01   0.266313E+02   0.612706E+00  -0.133416E+01   0.147578E-01   0.579308E-02   0.668116E-02   0.802179E-02   0.891639E-03  -0.410705E+02   0.162819E+02   0.000000E+00  -0.573524E+02   0.114705E+03
   0.333783E+02  -0.509964E+00  -0.375199E+01   0.259913E+02   0.435851E+00  -0.305719E+01   0.275407E-01   0.121184E-01   0.290991E-02   0.523230E-02   0.869686E-02  -0.428446E+02   0.155249E+02   0.000000E+00  -0.583695E+02   0.116739E+03
   0.353319E+02  -0.388460E+01  -0.403445E+01   0.265046E+02   0.195626E+01  -0.382702E+01   0.333978E-02   0.192133E-01   0.126559E-02   0.694254E-02   0.540792E-02  -0.447936E+02   0.151377E+02   0.000000E+00  -0.599313E+02   0.119863E+03
   0.322345E+02  -0.149849E+00  -0.275265E+01   0.272835E+02   0.804200E+00  -0.251390E+01   0.641749E-02   0.199840E-01   0.122675E-01   0.313510E-02   0.519596E-02  -0.420615E+02   0.143624E+02   0.000000E+00  -0.564239E+02   0.112848E+03
   0.339176E+02  -0.115963E+01  -0.185055E+01   0.262055E+02  -0.436131E+00  -0.396172E+01   0.104140E-02   0.157680E-01   0.120952E-01   0.273279E-02   0.695824E-02  -0.425046E+02   0.146653E+02   0.000000E+00  -0.571699E+02   0.114340E+03
   0.334648E+02  -0.377545E+01  -0.253483E+01   0.289890E+02   0.101194E+01  -0.151878E+01   0.183151E-01   0.279907E-01   0.175094E-02   0.665663E-02   0.343570E-01  -0.462221E+02   0.113452E+02   0.000000E+00  -0.575673E+02   0.115135E+03
