"X2" "X3" "X4" "X5" "X6" "X7"
0 0 0 1 -0.469387755102041 -0.1695127030404
0 0 0 1 -0.448979591836735 -0.197625989171179
0 0 0 1 -0.428571428571429 -0.224489795918367
0 0 0 1 -0.408163265306123 -0.250104123281966
0 0 0 1 -0.387755102040816 -0.274468971261974
0 0 0 1 -0.36734693877551 -0.297584339858392
0 0 0 1 -0.346938775510204 -0.31945022907122
0 0 0 1 -0.326530612244898 -0.340066638900458
0 0 0 1 -0.306122448979592 -0.359433569346106
0 0 0 1 -0.285714285714286 -0.377551020408163
0 0 0 1 -0.26530612244898 -0.394418992086631
0 0 0 1 -0.244897959183674 -0.410037484381508
0 0 0 1 -0.224489795918367 -0.424406497292795
0 0 0 1 -0.204081632653061 -0.437526030820491
0 0 0 1 -0.183673469387755 -0.449396084964598
0 0 0 1 -0.163265306122449 -0.460016659725115
0 0 0 1 -0.142857142857143 -0.469387755102041
0 0 0 1 -0.122448979591837 -0.477509371095377
0 0 0 1 -0.102040816326531 -0.484381507705123
0 0 0 1 -0.0816326530612247 -0.490004164931279
0 0 0 1 -0.0612244897959183 -0.494377342773844
0 0 0 1 -0.0408163265306123 -0.49750104123282
0 0 0 1 -0.020408163265306 -0.499375260308205
0 0 0 1 0 -0.5
0 0 0 1 0.0204081632653059 -0.499375260308205
0 0 0 1 0.0408163265306123 -0.49750104123282
0 0 0 1 0.0612244897959182 -0.494377342773844
0 0 0 1 0.0816326530612246 -0.490004164931279
0 0 0 1 0.102040816326531 -0.484381507705123
0 0 0 1 0.122448979591837 -0.477509371095377
0 0 0 1 0.142857142857143 -0.469387755102041
0 0 0 1 0.163265306122449 -0.460016659725115
0 0 0 1 0.183673469387755 -0.449396084964598
0 0 0 1 0.204081632653061 -0.437526030820491
0 0 0 1 0.224489795918367 -0.424406497292795
0 0 0 1 0.244897959183674 -0.410037484381508
0 0 0 1 0.26530612244898 -0.394418992086631
0 0 0 1 0.285714285714286 -0.377551020408163
0 0 0 1 0.306122448979592 -0.359433569346106
0 0 0 1 0.326530612244898 -0.340066638900458
0 0 0 1 0.346938775510204 -0.31945022907122
0 0 0 1 0.36734693877551 -0.297584339858392
0 0 0 1 0.387755102040816 -0.274468971261974
0 0 0 1 0.408163265306122 -0.250104123281966
0 0 0 1 0.428571428571429 -0.224489795918367
0 0 0 1 0.448979591836735 -0.197625989171179
0 0 0 1 0.469387755102041 -0.1695127030404
0 0 0 1 0.489795918367347 -0.140149937526031
0 0 0 1 0.510204081632653 -0.109537692628072
0 0 0 1 0.530612244897959 -0.0776759683465224
0 0 0 1 0.551020408163265 -0.0445647646813832
0 0 0 1 0.571428571428571 -0.0102040816326531
0 0 0 1 0.591836734693878 0.0254060807996668
0 0 0 1 0.612244897959184 0.0622657226155773
0 0 0 1 0.63265306122449 0.100374843815077
0 0 0 1 0.653061224489796 0.139733444398167
0 0 0 1 0.673469387755102 0.180341524364847
0 0 0 1 0.693877551020408 0.222199083715118
0 0 0 1 0.714285714285714 0.26530612244898
0 0 0 1 0.73469387755102 0.30966264056643
0 0 0 1 0.755102040816326 0.355268638067472
0 0 0 1 0.775510204081632 0.402124114952103
0 0 0 1 0.795918367346939 0.450229071220325
0 0 0 1 0.816326530612245 0.499583506872136
0 0 0 1 0.836734693877551 0.550187421907539
0 0 0 1 0.857142857142857 0.60204081632653
0 0 0 1 0.877551020408163 0.655143690129113
0 0 0 1 0.897959183673469 0.709496043315285
0 0 0 1 0.918367346938775 0.765097875885048
0 0 0 1 0.938775510204082 0.821949187838401
0 0 0 1 0.959183673469388 0.880049979175344
0 0 0 1 0.979591836734694 0.939400249895876
0 0 0 1 1 1
1 0.454506651490361 -0.19013555562653 0 0 0
1 0.47471010884257 -0.161975468844014 0 0 0
1 0.494913566194778 -0.13259084299455 0 0 0
1 0.515117023546987 -0.101981678078139 0 0 0
1 0.535320480899196 -0.0701479740947799 0 0 0
1 0.555523938251405 -0.0370897310444737 0 0 0
1 0.575727395603614 -0.00280694892721967 0 0 0
1 0.595930852955823 0.0327003722569816 0 0 0
1 0.616134310308032 0.0694322325081308 0 0 0
1 0.63633776766024 0.107388631826227 0 0 0
1 0.656541225012449 0.146569570211271 0 0 0
1 0.676744682364658 0.186975047663263 0 0 0
1 0.696948139716867 0.228605064182202 0 0 0
1 0.717151597069076 0.271459619768089 0 0 0
1 0.737355054421285 0.315538714420924 0 0 0
1 0.757558511773494 0.360842348140706 0 0 0
1 0.777761969125703 0.407370520927435 0 0 0
1 0.797965426477911 0.455123232781113 0 0 0
1 0.81816888383012 0.504100483701737 0 0 0
1 0.838372341182329 0.55430227368931 0 0 0
1 0.858575798534538 0.605728602743829 0 0 0
1 0.878779255886747 0.658379470865297 0 0 0
1 0.898982713238956 0.712254878053711 0 0 0
1 0.919186170591165 0.767354824309074 0 0 0
1 0.939389627943373 0.823679309631384 0 0 0
1 0.959593085295582 0.881228334020642 0 0 0
1 0.979796542647791 0.940001897476847 0 0 0
1 1 1 0 0 0
