Kmin_MR_a0    Kmin_MR_a1    Kmin_MR_a2    Kmin_MR_a3    Kmin_MR_a4    Kmin_MR_a5    Kmin_MR_a6    Kmin_MR_a7    Kmin_MR_a8    Kmin_TR_a0    Kmin_TR_a1    Kmin_TR_a2    Kmin_TR_a3    Kmin_TR_a4    Kmin_TR_a5    Kmin_TR_a6    Kmin_TR_a7    Kmin_TR_a8    Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.306133E+02  0.919068E+01  0.117160E+01 -0.576707E+01  0.186167E+01 -0.936788E+01  0.306549E+01  0.263893E+01  0.905944E-01  0.272585E+02  0.333859E+01  0.486462E+01 -0.241180E+01  0.134193E-02 -0.818726E+00  0.200435E+01  0.496705E+01  0.173557E+00  0.176816E-01  0.920769E-02  0.113978E-01  0.554625E-02  0.894145E-03 -0.105388E+04
  0.306133E+02  0.919068E+01  0.117160E+01 -0.576707E+01  0.186167E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.905944E-01  0.272585E+02  0.333859E+01  0.486462E+01 -0.241180E+01  0.134193E-02 -0.818726E+00  0.200435E+01  0.496705E+01  0.117621E+01  0.182838E-01  0.876710E-02  0.123698E-01  0.643527E-02  0.894145E-03 -0.105324E+04
  0.306133E+02  0.919068E+01  0.117160E+01 -0.576707E+01  0.186167E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.905944E-01  0.278948E+02  0.333859E+01  0.486462E+01 -0.241180E+01  0.134193E-02 -0.818726E+00  0.200435E+01  0.496705E+01  0.117621E+01  0.182838E-01  0.876710E-02  0.120817E-01  0.681306E-02  0.129861E-02 -0.105394E+04
  0.306133E+02  0.919068E+01  0.117160E+01 -0.576707E+01  0.186167E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.185083E+00  0.278948E+02  0.333859E+01  0.465502E+01 -0.241180E+01  0.134193E-02 -0.818726E+00  0.200435E+01  0.496705E+01 -0.346031E+01  0.189563E-01  0.646374E-02  0.132215E-01  0.756173E-02  0.100540E-02 -0.105078E+04
  0.306133E+02  0.919068E+01  0.117160E+01 -0.576707E+01  0.186167E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.185083E+00  0.278948E+02  0.333859E+01  0.465502E+01 -0.248979E+01  0.134193E-02  0.293794E+00 -0.339073E+00  0.496705E+01 -0.395772E+01  0.203479E-01  0.583752E-02  0.140803E-01  0.708401E-02  0.220678E-02 -0.104671E+04
  0.306133E+02  0.919068E+01  0.117160E+01 -0.576707E+01  0.186167E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.185083E+00  0.278948E+02  0.333859E+01  0.465502E+01 -0.248979E+01 -0.241482E+01  0.103096E+01  0.522203E+00  0.460958E+01 -0.204994E+01  0.203479E-01  0.521401E-02  0.144399E-01  0.502511E-02  0.374262E-03 -0.104469E+04
  0.306133E+02  0.919068E+01  0.117160E+01 -0.576707E+01  0.170444E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.185083E+00  0.278948E+02  0.333859E+01  0.465502E+01 -0.384647E+01 -0.241482E+01  0.103096E+01  0.522203E+00  0.460958E+01 -0.366226E+01  0.203479E-01  0.402908E-02  0.158854E-01  0.535752E-02  0.374262E-03 -0.104509E+04
  0.306133E+02  0.919068E+01  0.117160E+01 -0.576707E+01  0.170444E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.318805E-01  0.278948E+02  0.256630E+01  0.465502E+01 -0.373290E+01 -0.241482E+01  0.473416E+01 -0.453580E+00  0.460958E+01 -0.366226E+01  0.223721E-01  0.478697E-02  0.169317E-01  0.623639E-02  0.187883E-03 -0.104589E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.576707E+01  0.197166E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.318805E-01  0.278948E+02  0.256630E+01  0.465502E+01 -0.373290E+01 -0.241482E+01  0.473416E+01 -0.180119E+01  0.460958E+01 -0.366226E+01  0.226088E-01  0.371953E-02  0.168486E-01  0.570942E-02  0.444982E-03 -0.104392E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.576707E+01  0.197166E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.318805E-01  0.278948E+02  0.256630E+01  0.465502E+01 -0.373290E+01 -0.241482E+01  0.473416E+01 -0.180119E+01  0.460958E+01 -0.366226E+01  0.231418E-01  0.306349E-02  0.169178E-01  0.604850E-02  0.143953E-02 -0.104277E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.576707E+01  0.197166E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.318805E-01  0.278948E+02  0.256630E+01  0.465502E+01 -0.373290E+01 -0.241482E+01  0.473416E+01 -0.180119E+01  0.460958E+01 -0.366226E+01  0.231418E-01  0.399152E-02  0.159866E-01  0.675523E-02  0.120807E-02 -0.104282E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.576707E+01  0.197166E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.318805E-01  0.278948E+02  0.256630E+01  0.538235E+01 -0.250418E+01 -0.241482E+01  0.499200E+01 -0.180119E+01  0.460958E+01 -0.211896E+01  0.231418E-01  0.244003E-02  0.180245E-01  0.677157E-02  0.366527E-02 -0.104379E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.576707E+01  0.197166E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.318805E-01  0.278948E+02  0.256630E+01  0.488926E+01 -0.250418E+01 -0.241482E+01  0.499200E+01 -0.180119E+01  0.460958E+01 -0.493808E+01  0.232866E-01  0.235300E-02  0.172709E-01  0.657508E-02  0.440651E-02 -0.104225E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.576707E+01  0.197166E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.318805E-01  0.281349E+02  0.256630E+01  0.488926E+01 -0.250418E+01 -0.299824E+01  0.317895E+01 -0.180119E+01  0.460958E+01 -0.493808E+01  0.232866E-01  0.487074E-03  0.175274E-01  0.641846E-02  0.367737E-02 -0.103922E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.525420E+01  0.197166E+01 -0.919515E+01  0.306549E+01  0.263893E+01  0.318805E-01  0.278721E+02  0.256630E+01  0.488926E+01 -0.250418E+01 -0.299824E+01  0.317895E+01 -0.180119E+01  0.460958E+01 -0.493808E+01  0.245621E-01  0.487074E-03  0.141519E-01  0.733109E-02  0.510535E-02 -0.103365E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.525420E+01  0.197166E+01 -0.980162E+01  0.306549E+01  0.263893E+01 -0.529460E+00  0.278721E+02  0.256630E+01  0.488926E+01 -0.250418E+01 -0.299824E+01  0.317895E+01 -0.180119E+01  0.883098E+01 -0.259047E+01  0.245621E-01  0.571261E-04  0.143657E-01  0.824295E-02  0.678439E-02 -0.103665E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.525420E+01  0.197166E+01 -0.980162E+01  0.306549E+01  0.263893E+01 -0.102515E-01  0.278721E+02  0.256630E+01  0.488926E+01 -0.250418E+01 -0.299824E+01  0.317895E+01 -0.180119E+01  0.646740E+01 -0.491852E+01  0.258047E-01  0.193958E-02  0.145187E-01  0.752459E-02  0.413623E-02 -0.103215E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.525420E+01  0.197166E+01 -0.980162E+01  0.306549E+01  0.263893E+01 -0.102515E-01  0.278721E+02  0.256630E+01  0.371236E+01 -0.363143E+01 -0.299824E+01  0.317895E+01  0.112273E+00  0.646740E+01 -0.466215E+01  0.255478E-01  0.151133E-02  0.141162E-01  0.611940E-02  0.528741E-02 -0.103426E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.525420E+01  0.197166E+01 -0.100852E+02  0.306549E+01  0.263893E+01 -0.102515E-01  0.278721E+02  0.256630E+01  0.371236E+01 -0.363143E+01 -0.299824E+01  0.317895E+01 -0.969806E-01  0.646740E+01 -0.268158E+01  0.252900E-01  0.168959E-02  0.135949E-01  0.512824E-02  0.497178E-02 -0.103612E+04
  0.306133E+02  0.919068E+01  0.132400E+01 -0.525420E+01  0.197166E+01 -0.100852E+02  0.306549E+01  0.263893E+01 -0.102515E-01  0.278721E+02  0.256630E+01  0.371236E+01 -0.305181E+01 -0.299824E+01  0.147735E+01 -0.969806E-01  0.646740E+01 -0.268158E+01  0.252900E-01  0.103808E-02  0.145765E-01  0.382596E-02  0.431859E-02 -0.103465E+04
  0.306133E+02  0.919068E+01  0.182502E+01 -0.525420E+01  0.197166E+01 -0.100852E+02  0.306549E+01  0.263893E+01 -0.102515E-01  0.278721E+02  0.256630E+01  0.371236E+01 -0.305181E+01 -0.299824E+01  0.326007E+01 -0.242363E+01  0.646740E+01 -0.435734E+01  0.256163E-01  0.103808E-02  0.144123E-01  0.475777E-02  0.414787E-02 -0.103440E+04
  0.306133E+02  0.919068E+01  0.182502E+01 -0.525420E+01  0.197166E+01 -0.100852E+02  0.306549E+01  0.263893E+01 -0.102515E-01  0.278721E+02  0.256630E+01  0.532448E+01 -0.305181E+01 -0.124499E+01  0.326007E+01 -0.116752E+01  0.836727E+01 -0.187468E+01  0.256682E-01  0.124671E-02  0.135921E-01  0.322918E-02  0.426641E-02 -0.103612E+04
  0.306133E+02  0.919068E+01  0.182502E+01 -0.525420E+01  0.197166E+01 -0.100852E+02  0.306549E+01  0.263893E+01 -0.102515E-01  0.278721E+02  0.256630E+01  0.532448E+01 -0.305181E+01 -0.124499E+01  0.326007E+01 -0.116752E+01  0.836727E+01 -0.187468E+01  0.258374E-01  0.113327E-02  0.116401E-01  0.289831E-02  0.301747E-02 -0.103550E+04
  0.306133E+02  0.919068E+01  0.182502E+01 -0.525420E+01  0.197166E+01 -0.892434E+01  0.306549E+01  0.263893E+01 -0.563534E+00  0.283388E+02  0.256630E+01  0.532448E+01 -0.305181E+01 -0.124499E+01  0.192954E+01 -0.268079E+00  0.760118E+01 -0.187468E+01  0.258374E-01  0.113327E-02  0.119605E-01  0.186893E-02  0.129498E-02 -0.103217E+04
  0.306133E+02  0.919068E+01  0.182502E+01 -0.525420E+01  0.197166E+01 -0.892434E+01  0.306549E+01  0.263893E+01 -0.563534E+00  0.283388E+02  0.256630E+01  0.532448E+01 -0.305181E+01 -0.124499E+01  0.307562E+01 -0.268079E+00  0.198071E+01 -0.187468E+01  0.253969E-01  0.350251E-03  0.128518E-01  0.301605E-02  0.145120E-02 -0.103725E+04
  0.306133E+02  0.919068E+01  0.152511E+01 -0.525420E+01  0.197166E+01 -0.892434E+01  0.306549E+01  0.263893E+01 -0.563534E+00  0.276930E+02  0.256630E+01  0.463026E+01 -0.305181E+01 -0.124499E+01  0.307562E+01 -0.268079E+00  0.198071E+01 -0.187468E+01  0.253969E-01  0.932941E-03  0.119179E-01  0.217286E-02  0.145120E-02 -0.103439E+04
  0.306133E+02  0.919068E+01  0.152511E+01 -0.525420E+01  0.197166E+01 -0.892434E+01  0.306549E+01  0.329453E+01 -0.563534E+00  0.276930E+02  0.256630E+01  0.463026E+01 -0.305181E+01 -0.124499E+01 -0.382757E+01  0.440380E+01  0.198071E+01 -0.350972E+01  0.253969E-01  0.151836E-02  0.108670E-01  0.361807E-02  0.145331E-02 -0.103491E+04
