"X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9"
1 -0.282919541865263 -0.379934799246125 0.367764660145816 0 0 0 0
1 -0.262431528775699 -0.396694539056674 0.34846294308649 0 0 0 0
1 -0.241943515686135 -0.412195002826149 0.327508857344115 0 0 0 0
1 -0.221455502596571 -0.42643619055455 0.305031403238756 0 0 0 0
1 -0.200967489507007 -0.439418102241876 0.281159581090477 0 0 0 0
1 -0.180479476417443 -0.451140737888128 0.256022391219343 0 0 0 0
1 -0.159991463327879 -0.461604097493306 0.229748833945418 0 0 0 0
1 -0.139503450238315 -0.470808181057409 0.202467909588767 0 0 0 0
1 -0.119015437148752 -0.478752988580437 0.174308618469454 0 0 0 0
1 -0.0985274240591877 -0.485438520062392 0.145399960907545 0 0 0 0
1 -0.0780394109696237 -0.490864775503271 0.115870937223102 0 0 0 0
1 -0.0575513978800599 -0.495031754903077 0.0858505477361921 0 0 0 0
1 -0.037063384790496 -0.497939458261807 0.0554677927668781 0 0 0 0
1 -0.016575371700932 -0.499587885579464 0.0248516726352252 0 0 0 0
1 0.0039126413886319 -0.499977036856046 -0.0058688123387021 0 0 0 0
1 0.0244006544781958 -0.499106912091554 -0.0365646618348393 0 0 0 0
1 0.0448886675677598 -0.496977511285987 -0.0671068755331219 0 0 0 0
1 0.0653766806573235 -0.493588834439346 -0.097366453113485 0 0 0 0
1 0.0858646937468874 -0.48894088155163 -0.127214394255865 0 0 0 0
1 0.106352706836452 -0.48303365262284 -0.156521698640196 0 0 0 0
1 0.126840719926016 -0.475867147652975 -0.185159365946415 0 0 0 0
1 0.147328733015579 -0.467441366642036 -0.212998395854456 0 0 0 0
1 0.167816746105143 -0.457756309590023 -0.239909788044256 0 0 0 0
1 0.188304759194707 -0.446811976496935 -0.265764542195749 0 0 0 0
1 0.208792772284271 -0.434608367362773 -0.290433657988871 0 0 0 0
1 0.229280785373835 -0.421145482187536 -0.313788135103558 0 0 0 0
1 0.249768798463399 -0.406423320971225 -0.335698973219745 0 0 0 0
1 0.270256811552963 -0.390441883713839 -0.356037172017367 0 0 0 0
1 0.290744824642527 -0.373201170415379 -0.37467373117636 0 0 0 0
1 0.311232837732091 -0.354701181075845 -0.39147965037666 0 0 0 0
1 0.331720850821655 -0.334941915695236 -0.406325929298201 0 0 0 0
1 0.352208863911219 -0.313923374273553 -0.41908356762092 0 0 0 0
1 0.372696877000783 -0.291645556810795 -0.429623565024751 0 0 0 0
1 0.393184890090347 -0.268108463306963 -0.437816921189631 0 0 0 0
1 0.41367290317991 -0.243312093762057 -0.443534635795495 0 0 0 0
1 0.434160916269474 -0.217256448176076 -0.446647708522277 0 0 0 0
0 0 0 0 1 -1 1 -1
0 0 0 0 1 -0.979591836734694 0.939400249895876 -0.880653469217758
0 0 0 0 1 -0.959183673469388 0.880049979175344 -0.767426837457182
0 0 0 0 1 -0.938775510204082 0.821949187838401 -0.660192606821987
0 0 0 0 1 -0.918367346938776 0.765097875885048 -0.55882327941589
0 0 0 0 1 -0.897959183673469 0.709496043315285 -0.463191357342604
0 0 0 0 1 -0.877551020408163 0.655143690129113 -0.373169342705845
0 0 0 0 1 -0.857142857142857 0.602040816326531 -0.28862973760933
0 0 0 0 1 -0.836734693877551 0.550187421907539 -0.209445044156772
0 0 0 0 1 -0.816326530612245 0.499583506872137 -0.135487764451887
0 0 0 0 1 -0.795918367346939 0.450229071220325 -0.06663040059839
0 0 0 0 1 -0.775510204081633 0.402124114952103 -0.00274545469999736
0 0 0 0 1 -0.755102040816327 0.355268638067472 0.0562945711395761
0 0 0 0 1 -0.73469387755102 0.309662640566431 0.110617174816615
0 0 0 0 1 -0.714285714285714 0.26530612244898 0.160349854227405
0 0 0 0 1 -0.693877551020408 0.222199083715119 0.20562010726823
0 0 0 0 1 -0.673469387755102 0.180341524364848 0.246555431835375
0 0 0 0 1 -0.653061224489796 0.139733444398168 0.283283325825124
0 0 0 0 1 -0.63265306122449 0.100374843815077 0.315931287133762
0 0 0 0 1 -0.612244897959184 0.0622657226155768 0.344626813657575
0 0 0 0 1 -0.591836734693878 0.0254060807996668 0.369497403292846
0 0 0 0 1 -0.571428571428571 -0.0102040816326531 0.39067055393586
0 0 0 0 1 -0.551020408163265 -0.0445647646813825 0.408273763482902
0 0 0 0 1 -0.530612244897959 -0.0776759683465222 0.422434529830258
0 0 0 0 1 -0.510204081632653 -0.109537692628072 0.433280350874211
0 0 0 0 1 -0.489795918367347 -0.140149937526031 0.440938724511045
0 0 0 0 1 -0.469387755102041 -0.1695127030404 0.445537148637047
0 0 0 0 1 -0.448979591836735 -0.197625989171179 0.447203121148501
0 0 0 0 1 -0.428571428571429 -0.224489795918367 0.446064139941691
0 0 0 0 1 -0.408163265306123 -0.250104123281966 0.442247702912902
0 0 0 0 1 -0.387755102040816 -0.274468971261974 0.435881307958419
0 0 0 0 1 -0.36734693877551 -0.297584339858392 0.427092452974526
0 0 0 0 1 -0.346938775510204 -0.31945022907122 0.416008635857508
0 0 0 0 1 -0.326530612244898 -0.340066638900458 0.402757354503651
0 0 0 0 1 -0.306122448979592 -0.359433569346106 0.387466106809238
0 0 0 0 1 -0.285714285714286 -0.377551020408163 0.370262390670554
0 0 0 0 1 -0.26530612244898 -0.394418992086631 0.351273703983884
0 0 0 0 1 -0.244897959183674 -0.410037484381508 0.330627544645513
0 0 0 0 1 -0.224489795918367 -0.424406497292795 0.308451410551726
0 0 0 0 1 -0.204081632653061 -0.437526030820491 0.284872799598807
0 0 0 0 1 -0.183673469387755 -0.449396084964598 0.26001920968304
0 0 0 0 1 -0.163265306122449 -0.460016659725115 0.234018138700711
0 0 0 0 1 -0.142857142857143 -0.469387755102041 0.206997084548105
0 0 0 0 1 -0.122448979591837 -0.477509371095377 0.179083545121505
0 0 0 0 1 -0.102040816326531 -0.484381507705123 0.150405018317198
0 0 0 0 1 -0.0816326530612247 -0.490004164931279 0.121089002031467
0 0 0 0 1 -0.0612244897959183 -0.494377342773844 0.0912629941605963
0 0 0 0 1 -0.0408163265306123 -0.49750104123282 0.0610544926008721
0 0 0 0 1 -0.020408163265306 -0.499375260308205 0.0305909952485783
0 0 0 0 1 0 -0.5 0
0 0 0 0 1 0.0204081632653059 -0.499375260308205 -0.0305909952485781
0 0 0 0 1 0.0408163265306123 -0.49750104123282 -0.0610544926008721
0 0 0 0 1 0.0612244897959182 -0.494377342773844 -0.0912629941605961
0 0 0 0 1 0.0816326530612246 -0.490004164931279 -0.121089002031467
0 0 0 0 1 0.102040816326531 -0.484381507705123 -0.150405018317198
0 0 0 0 1 0.122448979591837 -0.477509371095377 -0.179083545121505
0 0 0 0 1 0.142857142857143 -0.469387755102041 -0.206997084548105
0 0 0 0 1 0.163265306122449 -0.460016659725115 -0.234018138700711
0 0 0 0 1 0.183673469387755 -0.449396084964598 -0.26001920968304
0 0 0 0 1 0.204081632653061 -0.437526030820491 -0.284872799598807
0 0 0 0 1 0.224489795918367 -0.424406497292795 -0.308451410551726
0 0 0 0 1 0.244897959183674 -0.410037484381508 -0.330627544645513
0 0 0 0 1 0.26530612244898 -0.394418992086631 -0.351273703983884
0 0 0 0 1 0.285714285714286 -0.377551020408163 -0.370262390670554
0 0 0 0 1 0.306122448979592 -0.359433569346106 -0.387466106809238
0 0 0 0 1 0.326530612244898 -0.340066638900458 -0.402757354503651
0 0 0 0 1 0.346938775510204 -0.31945022907122 -0.416008635857508
0 0 0 0 1 0.36734693877551 -0.297584339858392 -0.427092452974526
0 0 0 0 1 0.387755102040816 -0.274468971261974 -0.435881307958419
0 0 0 0 1 0.408163265306122 -0.250104123281966 -0.442247702912902
0 0 0 0 1 0.428571428571429 -0.224489795918367 -0.446064139941691
0 0 0 0 1 0.448979591836735 -0.197625989171179 -0.447203121148501
0 0 0 0 1 0.469387755102041 -0.1695127030404 -0.445537148637047
0 0 0 0 1 0.489795918367347 -0.140149937526031 -0.440938724511046
0 0 0 0 1 0.510204081632653 -0.109537692628072 -0.433280350874211
0 0 0 0 1 0.530612244897959 -0.0776759683465224 -0.422434529830258
0 0 0 0 1 0.551020408163265 -0.0445647646813832 -0.408273763482903
0 0 0 0 1 0.571428571428571 -0.0102040816326531 -0.39067055393586
0 0 0 0 1 0.591836734693878 0.0254060807996668 -0.369497403292846
0 0 0 0 1 0.612244897959184 0.0622657226155773 -0.344626813657574
0 0 0 0 1 0.63265306122449 0.100374843815077 -0.315931287133762
0 0 0 0 1 0.653061224489796 0.139733444398167 -0.283283325825124
0 0 0 0 1 0.673469387755102 0.180341524364847 -0.246555431835375
0 0 0 0 1 0.693877551020408 0.222199083715118 -0.20562010726823
0 0 0 0 1 0.714285714285714 0.26530612244898 -0.160349854227405
0 0 0 0 1 0.73469387755102 0.30966264056643 -0.110617174816616
0 0 0 0 1 0.755102040816326 0.355268638067472 -0.0562945711395762
0 0 0 0 1 0.775510204081632 0.402124114952103 0.00274545469999676
0 0 0 0 1 0.795918367346939 0.450229071220325 0.06663040059839
0 0 0 0 1 0.816326530612245 0.499583506872136 0.135487764451886
0 0 0 0 1 0.836734693877551 0.550187421907539 0.209445044156772
0 0 0 0 1 0.857142857142857 0.60204081632653 0.288629737609329
0 0 0 0 1 0.877551020408163 0.655143690129113 0.373169342705845
0 0 0 0 1 0.897959183673469 0.709496043315285 0.463191357342603
0 0 0 0 1 0.918367346938775 0.765097875885048 0.558823279415889
0 0 0 0 1 0.938775510204082 0.821949187838401 0.660192606821988
0 0 0 0 1 0.959183673469388 0.880049979175344 0.767426837457182
0 0 0 0 1 0.979591836734694 0.939400249895876 0.880653469217756
0 0 0 0 1 1 1 1
1 0.454506651490361 -0.19013555562653 -0.447034225522029 0 0 0 0
1 0.47471010884257 -0.161975468844014 -0.444625726636326 0 0 0 0
1 0.494913566194778 -0.13259084299455 -0.43931072238186 0 0 0 0
1 0.515117023546987 -0.101981678078139 -0.430965513144555 0 0 0 0
1 0.535320480899196 -0.0701479740947799 -0.419466399310334 0 0 0 0
1 0.555523938251405 -0.0370897310444737 -0.404689681265122 0 0 0 0
1 0.575727395603614 -0.00280694892721967 -0.386511659394843 0 0 0 0
1 0.595930852955823 0.0327003722569816 -0.364808634085422 0 0 0 0
1 0.616134310308032 0.0694322325081308 -0.339456905722781 0 0 0 0
1 0.63633776766024 0.107388631826227 -0.310332774692846 0 0 0 0
1 0.656541225012449 0.146569570211271 -0.277312541381539 0 0 0 0
1 0.676744682364658 0.186975047663263 -0.240272506174786 0 0 0 0
1 0.696948139716867 0.228605064182202 -0.19908896945851 0 0 0 0
1 0.717151597069076 0.271459619768089 -0.153638231618635 0 0 0 0
1 0.737355054421285 0.315538714420924 -0.103796593041086 0 0 0 0
1 0.757558511773494 0.360842348140706 -0.0494403541117861 0 0 0 0
1 0.777761969125703 0.407370520927435 0.00955418478334062 0 0 0 0
1 0.797965426477911 0.455123232781113 0.0733107232583697 0 0 0 0
1 0.81816888383012 0.504100483701737 0.141952960927376 0 0 0 0
1 0.838372341182329 0.55430227368931 0.215604597404439 0 0 0 0
1 0.858575798534538 0.605728602743829 0.29438933230363 0 0 0 0
1 0.878779255886747 0.658379470865297 0.378430865239028 0 0 0 0
1 0.898982713238956 0.712254878053711 0.467852895824708 0 0 0 0
1 0.919186170591165 0.767354824309074 0.562779123674746 0 0 0 0
1 0.939389627943373 0.823679309631384 0.663333248403219 0 0 0 0
1 0.959593085295582 0.881228334020642 0.769638969624202 0 0 0 0
1 0.979796542647791 0.940001897476847 0.881819986951769 0 0 0 0
1 1 1 1 0 0 0 0
