Kmin_MC_Up_a0  Kmin_TR_a0     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.341681E+02   0.291488E+02   0.694245E-02   0.110041E+02   0.577360E+01   0.123461E+02   0.161505E+02   0.140952E+03  -0.111129E+02   0.000000E+00   0.152065E+03  -0.304130E+03
   0.346329E+02   0.276060E+02   0.712609E-02   0.112093E+02   0.116532E+02   0.118321E+02   0.129667E+02   0.143155E+03  -0.856776E+01   0.000000E+00   0.151723E+03  -0.303446E+03
   0.340636E+02   0.280667E+02   0.559919E-02   0.105137E+02   0.900331E+01   0.117268E+02   0.220813E+02   0.141675E+03  -0.101406E+02   0.000000E+00   0.151816E+03  -0.303631E+03
   0.345410E+02   0.264855E+02   0.565631E-02   0.981086E+01   0.112949E+02   0.149694E+02   0.117621E+02   0.144965E+03  -0.804581E+01   0.000000E+00   0.153011E+03  -0.306022E+03
   0.342591E+02   0.280246E+02   0.538381E-02   0.989917E+01   0.104731E+02   0.162504E+02   0.211066E+02   0.145756E+03  -0.928318E+01   0.000000E+00   0.155039E+03  -0.310078E+03
   0.342587E+02   0.272681E+02   0.562020E-02   0.530356E+01   0.893659E+01   0.216495E+02   0.168411E+02   0.140834E+03  -0.140316E+02   0.000000E+00   0.154866E+03  -0.309731E+03
   0.343187E+02   0.269793E+02   0.590560E-02   0.770147E+01   0.864685E+01   0.918328E+01   0.174424E+02   0.143971E+03  -0.109236E+02   0.000000E+00   0.154895E+03  -0.309789E+03
   0.344183E+02   0.280109E+02   0.688049E-02   0.149307E+02   0.797874E+01   0.144630E+02   0.181864E+02   0.143544E+03  -0.107166E+02   0.000000E+00   0.154261E+03  -0.308521E+03
   0.344473E+02   0.270699E+02   0.506937E-02   0.956465E+01   0.111820E+02   0.137189E+02   0.179493E+02   0.146130E+03  -0.809987E+01   0.000000E+00   0.154230E+03  -0.308460E+03
   0.343461E+02   0.276908E+02   0.469449E-02   0.883370E+01   0.933221E+01   0.212288E+02   0.207043E+02   0.142914E+03  -0.107939E+02   0.000000E+00   0.153708E+03  -0.307416E+03
   0.343537E+02   0.273004E+02   0.491401E-02   0.129338E+02   0.711945E+01   0.132547E+02   0.186147E+02   0.144039E+03  -0.103131E+02   0.000000E+00   0.154352E+03  -0.308704E+03
   0.343537E+02   0.274885E+02   0.550798E-02   0.114201E+02   0.624096E+01   0.178806E+02   0.155963E+02   0.145177E+03  -0.105387E+02   0.000000E+00   0.155716E+03  -0.311431E+03
   0.341403E+02   0.283666E+02   0.632426E-02   0.841537E+01   0.636956E+01   0.108948E+02   0.142335E+02   0.143310E+03  -0.104912E+02   0.000000E+00   0.153801E+03  -0.307602E+03
   0.344634E+02   0.275144E+02   0.599114E-02   0.909477E+01   0.122784E+02   0.234919E+02   0.128530E+02   0.144208E+03  -0.111168E+02   0.000000E+00   0.155325E+03  -0.310650E+03
   0.344180E+02   0.272353E+02   0.572334E-02   0.921090E+01   0.907953E+01   0.156687E+02   0.128530E+02   0.148076E+03  -0.749272E+01   0.000000E+00   0.155569E+03  -0.311137E+03
   0.343490E+02   0.278660E+02   0.540465E-02   0.921090E+01   0.819394E+01   0.127126E+02   0.156906E+02   0.147628E+03  -0.780538E+01   0.000000E+00   0.155433E+03  -0.310867E+03
   0.343317E+02   0.279173E+02   0.595143E-02   0.893326E+01   0.822615E+01   0.907753E+01   0.161257E+02   0.145286E+03  -0.103756E+02   0.000000E+00   0.155662E+03  -0.311323E+03
   0.341737E+02   0.278060E+02   0.599860E-02   0.702316E+01   0.780071E+01   0.152240E+02   0.173426E+02   0.145036E+03  -0.941544E+01   0.000000E+00   0.154451E+03  -0.308903E+03
   0.341974E+02   0.286678E+02   0.586910E-02   0.100007E+02   0.138653E+02   0.158558E+02   0.146735E+02   0.144840E+03  -0.899917E+01   0.000000E+00   0.153839E+03  -0.307678E+03
   0.343326E+02   0.286731E+02   0.511700E-02   0.106101E+02   0.175976E+02   0.189579E+02   0.165409E+02   0.139429E+03  -0.130573E+02   0.000000E+00   0.152486E+03  -0.304973E+03
   0.342724E+02   0.278580E+02   0.600291E-02   0.673576E+01   0.895641E+01   0.162177E+02   0.182611E+02   0.145847E+03  -0.969226E+01   0.000000E+00   0.155539E+03  -0.311079E+03
   0.342468E+02   0.274036E+02   0.639723E-02   0.797669E+01   0.111850E+02   0.127892E+02   0.213874E+02   0.144884E+03  -0.100270E+02   0.000000E+00   0.154911E+03  -0.309822E+03
   0.342468E+02   0.272047E+02   0.607188E-02   0.122006E+02   0.136081E+02   0.191097E+02   0.175689E+02   0.143827E+03  -0.108927E+02   0.000000E+00   0.154720E+03  -0.309439E+03
   0.344933E+02   0.266532E+02   0.636705E-02   0.825177E+01   0.788456E+01   0.117392E+02   0.174826E+02   0.145149E+03  -0.894941E+01   0.000000E+00   0.154098E+03  -0.308197E+03
   0.344926E+02   0.274511E+02   0.630912E-02   0.825177E+01   0.100820E+02   0.165352E+02   0.170987E+02   0.146801E+03  -0.809911E+01   0.000000E+00   0.154900E+03  -0.309800E+03
   0.342633E+02   0.274511E+02   0.587052E-02   0.836539E+01   0.827082E+01   0.205796E+02   0.146894E+02   0.146010E+03  -0.929066E+01   0.000000E+00   0.155301E+03  -0.310601E+03
   0.344618E+02   0.268793E+02   0.747515E-02   0.813162E+01   0.813419E+01   0.116086E+02   0.157545E+02   0.144580E+03  -0.855774E+01   0.000000E+00   0.153138E+03  -0.306275E+03
   0.344327E+02   0.275652E+02   0.687861E-02   0.850569E+01   0.106304E+02   0.117720E+02   0.174154E+02   0.146211E+03  -0.845237E+01   0.000000E+00   0.154663E+03  -0.309327E+03
   0.344627E+02   0.274378E+02   0.621373E-02   0.962166E+01   0.130000E+02   0.170843E+02   0.142202E+02   0.146581E+03  -0.868606E+01   0.000000E+00   0.155267E+03  -0.310534E+03
   0.341709E+02   0.285037E+02   0.555736E-02   0.146912E+02   0.797907E+01   0.105485E+02   0.168336E+02   0.142268E+03  -0.113838E+02   0.000000E+00   0.153652E+03  -0.307304E+03
   0.341981E+02   0.281478E+02   0.646061E-02   0.864203E+01   0.947038E+01   0.101621E+02   0.142223E+02   0.145719E+03  -0.885025E+01   0.000000E+00   0.154569E+03  -0.309138E+03
   0.343032E+02   0.278915E+02   0.715893E-02   0.668025E+01   0.101323E+02   0.136266E+02   0.173526E+02   0.144917E+03  -0.933585E+01   0.000000E+00   0.154253E+03  -0.308506E+03
   0.342499E+02   0.279556E+02   0.606420E-02   0.746840E+01   0.718922E+01   0.146492E+02   0.179452E+02   0.145716E+03  -0.962808E+01   0.000000E+00   0.155344E+03  -0.310688E+03
   0.341369E+02   0.285381E+02   0.873355E-02   0.126635E+02   0.111579E+02   0.233611E+02   0.114154E+02   0.137637E+03  -0.120075E+02   0.000000E+00   0.149645E+03  -0.299289E+03
   0.341498E+02   0.281406E+02   0.637178E-02   0.105386E+02   0.987794E+01   0.170630E+02   0.115662E+02   0.145821E+03  -0.825696E+01   0.000000E+00   0.154078E+03  -0.308156E+03
   0.344582E+02   0.279847E+02   0.716392E-02   0.770155E+01   0.525600E+01   0.204227E+02   0.138203E+02   0.139634E+03  -0.138800E+02   0.000000E+00   0.153514E+03  -0.307028E+03
   0.344582E+02   0.270519E+02   0.853895E-02   0.169484E+02   0.890505E+01   0.187962E+02   0.163348E+02   0.138541E+03  -0.123563E+02   0.000000E+00   0.150897E+03  -0.301795E+03
   0.342119E+02   0.287998E+02   0.716813E-02   0.846897E+01   0.117760E+02   0.173251E+02   0.161654E+02   0.144298E+03  -0.848431E+01   0.000000E+00   0.152782E+03  -0.305565E+03
   0.343502E+02   0.265552E+02   0.718904E-02   0.989113E+01   0.964932E+01   0.132404E+02   0.784825E+01   0.140872E+03  -0.118970E+02   0.000000E+00   0.152769E+03  -0.305538E+03
   0.345442E+02   0.273509E+02   0.612359E-02   0.743784E+01   0.114816E+02   0.247886E+02   0.141957E+02   0.142298E+03  -0.120747E+02   0.000000E+00   0.154373E+03  -0.308745E+03
   0.344155E+02   0.267731E+02   0.585301E-02   0.118630E+02   0.104103E+02   0.171907E+02   0.103893E+02   0.145146E+03  -0.954281E+01   0.000000E+00   0.154689E+03  -0.309378E+03
   0.343750E+02   0.289507E+02   0.652515E-02   0.947229E+01   0.108156E+02   0.144844E+02   0.133501E+02   0.144921E+03  -0.743056E+01   0.000000E+00   0.152352E+03  -0.304703E+03
   0.342576E+02   0.276226E+02   0.700906E-02   0.120570E+02   0.885154E+01   0.121990E+02   0.142644E+02   0.146120E+03  -0.825643E+01   0.000000E+00   0.154376E+03  -0.308753E+03
   0.342432E+02   0.272230E+02   0.676798E-02   0.124494E+02   0.818839E+01   0.177528E+02   0.163243E+02   0.145039E+03  -0.907527E+01   0.000000E+00   0.154114E+03  -0.308229E+03
   0.342986E+02   0.273573E+02   0.617543E-02   0.869647E+01   0.173296E+02   0.143376E+02   0.125876E+02   0.143560E+03  -0.118815E+02   0.000000E+00   0.155441E+03  -0.310883E+03
   0.342986E+02   0.286821E+02   0.616573E-02   0.103201E+02   0.885713E+01   0.144122E+02   0.138284E+02   0.146663E+03  -0.734729E+01   0.000000E+00   0.154010E+03  -0.308021E+03
   0.345604E+02   0.286821E+02   0.710331E-02   0.774910E+01   0.103179E+02   0.151084E+02   0.143527E+02   0.142292E+03  -0.784873E+01   0.000000E+00   0.150141E+03  -0.300281E+03
   0.346406E+02   0.274188E+02   0.761337E-02   0.871560E+01   0.127996E+02   0.142260E+02   0.130515E+02   0.142686E+03  -0.845140E+01   0.000000E+00   0.151137E+03  -0.302275E+03
   0.344660E+02   0.273136E+02   0.544494E-02   0.103610E+02   0.761177E+01   0.125888E+02   0.222543E+02   0.144489E+03  -0.105168E+02   0.000000E+00   0.155006E+03  -0.310012E+03
   0.342825E+02   0.266081E+02   0.641465E-02   0.816500E+01   0.108172E+02   0.140029E+02   0.159155E+02   0.145231E+03  -0.781944E+01   0.000000E+00   0.153050E+03  -0.306101E+03
   0.344860E+02   0.268673E+02   0.580933E-02   0.918029E+01   0.945837E+01   0.152498E+02   0.138613E+02   0.147387E+03  -0.726715E+01   0.000000E+00   0.154654E+03  -0.309308E+03
   0.344978E+02   0.271754E+02   0.653013E-02   0.124461E+02   0.750615E+01   0.105148E+02   0.125765E+02   0.144385E+03  -0.102528E+02   0.000000E+00   0.154638E+03  -0.309276E+03
   0.343552E+02   0.272845E+02   0.479086E-02   0.941765E+01   0.110194E+02   0.152271E+02   0.188208E+02   0.145556E+03  -0.834751E+01   0.000000E+00   0.153904E+03  -0.307807E+03
   0.344292E+02   0.274472E+02   0.524876E-02   0.760384E+01   0.998453E+01   0.106294E+02   0.165280E+02   0.145810E+03  -0.927488E+01   0.000000E+00   0.155085E+03  -0.310170E+03
   0.344292E+02   0.264499E+02   0.715395E-02   0.105395E+02   0.117567E+02   0.153013E+02   0.986319E+01   0.143138E+03  -0.963819E+01   0.000000E+00   0.152776E+03  -0.305552E+03
   0.343218E+02   0.273696E+02   0.581095E-02   0.739454E+01   0.128333E+02   0.138069E+02   0.226489E+02   0.144005E+03  -0.116611E+02   0.000000E+00   0.155666E+03  -0.311332E+03
   0.343218E+02   0.277725E+02   0.561735E-02   0.112513E+02   0.118633E+02   0.152626E+02   0.134973E+02   0.147587E+03  -0.814157E+01   0.000000E+00   0.155729E+03  -0.311457E+03
   0.345411E+02   0.273082E+02   0.630523E-02   0.793133E+01   0.775437E+01   0.126447E+02   0.158210E+02   0.145797E+03  -0.853583E+01   0.000000E+00   0.154333E+03  -0.308666E+03
   0.346377E+02   0.271804E+02   0.586720E-02   0.106631E+02   0.775437E+01   0.135012E+02   0.192270E+02   0.143357E+03  -0.898118E+01   0.000000E+00   0.152338E+03  -0.304676E+03
   0.344053E+02   0.271982E+02   0.715376E-02   0.778681E+01   0.816566E+01   0.101621E+02   0.182311E+02   0.143929E+03  -0.102787E+02   0.000000E+00   0.154208E+03  -0.308415E+03
   0.342636E+02   0.285567E+02   0.619899E-02   0.107834E+02   0.107809E+02   0.101621E+02   0.147201E+02   0.145341E+03  -0.904314E+01   0.000000E+00   0.154384E+03  -0.308768E+03
   0.340870E+02   0.270608E+02   0.590603E-02   0.959762E+01   0.845409E+01   0.167823E+02   0.169661E+02   0.142677E+03  -0.800652E+01   0.000000E+00   0.150684E+03  -0.301367E+03
   0.342512E+02   0.279929E+02   0.601627E-02   0.107480E+02   0.110981E+02   0.173666E+02   0.126037E+02   0.147083E+03  -0.825575E+01   0.000000E+00   0.155339E+03  -0.310678E+03
   0.343331E+02   0.275504E+02   0.583553E-02   0.126092E+02   0.957738E+01   0.151764E+02   0.173121E+02   0.147279E+03  -0.855676E+01   0.000000E+00   0.155836E+03  -0.311672E+03
   0.343758E+02   0.273711E+02   0.483030E-02   0.922901E+01   0.941017E+01   0.107854E+02   0.173121E+02   0.145508E+03  -0.867536E+01   0.000000E+00   0.154183E+03  -0.308367E+03
   0.343871E+02   0.279277E+02   0.480845E-02   0.682737E+01   0.900712E+01   0.108761E+02   0.171377E+02   0.143524E+03  -0.100559E+02   0.000000E+00   0.153580E+03  -0.307160E+03
   0.344880E+02   0.276154E+02   0.600496E-02   0.886641E+01   0.951169E+01   0.156379E+02   0.145188E+02   0.147518E+03  -0.734518E+01   0.000000E+00   0.154863E+03  -0.309726E+03
   0.344819E+02   0.276934E+02   0.503992E-02   0.598675E+01   0.111111E+02   0.168325E+02   0.147681E+02   0.143090E+03  -0.105492E+02   0.000000E+00   0.153639E+03  -0.307278E+03
   0.343154E+02   0.277029E+02   0.617712E-02   0.108160E+02   0.794516E+01   0.117647E+02   0.140632E+02   0.147366E+03  -0.832832E+01   0.000000E+00   0.155694E+03  -0.311389E+03
   0.343794E+02   0.277029E+02   0.531177E-02   0.129355E+02   0.790809E+01   0.847165E+01   0.140323E+02   0.143087E+03  -0.122964E+02   0.000000E+00   0.155383E+03  -0.310767E+03
   0.343439E+02   0.275258E+02   0.618663E-02   0.117287E+02   0.105019E+02   0.121454E+02   0.173145E+02   0.147156E+03  -0.856231E+01   0.000000E+00   0.155718E+03  -0.311437E+03
   0.343124E+02   0.277548E+02   0.631939E-02   0.111610E+02   0.110815E+02   0.145883E+02   0.127204E+02   0.147634E+03  -0.791111E+01   0.000000E+00   0.155545E+03  -0.311090E+03
   0.343375E+02   0.278756E+02   0.642251E-02   0.942853E+01   0.930831E+01   0.184001E+02   0.195988E+02   0.146260E+03  -0.912365E+01   0.000000E+00   0.155384E+03  -0.310767E+03
   0.343134E+02   0.278686E+02   0.500025E-02   0.112217E+02   0.101948E+02   0.191524E+02   0.138697E+02   0.146071E+03  -0.855382E+01   0.000000E+00   0.154625E+03  -0.309250E+03
   0.343134E+02   0.280829E+02   0.661213E-02   0.115541E+02   0.109364E+02   0.163478E+02   0.235239E+02   0.143948E+03  -0.110137E+02   0.000000E+00   0.154962E+03  -0.309923E+03
   0.342725E+02   0.278750E+02   0.542482E-02   0.859407E+01   0.853648E+01   0.136287E+02   0.148720E+02   0.147720E+03  -0.756083E+01   0.000000E+00   0.155281E+03  -0.310562E+03
   0.344928E+02   0.273564E+02   0.762810E-02   0.788509E+01   0.101811E+02   0.166071E+02   0.145804E+02   0.144975E+03  -0.796234E+01   0.000000E+00   0.152937E+03  -0.305875E+03
   0.345768E+02   0.268428E+02   0.660817E-02   0.103286E+02   0.102320E+02   0.145033E+02   0.242681E+02   0.142751E+03  -0.106892E+02   0.000000E+00   0.153440E+03  -0.306880E+03
   0.343983E+02   0.276502E+02   0.536836E-02   0.826199E+01   0.718583E+01   0.142617E+02   0.183486E+02   0.146149E+03  -0.924909E+01   0.000000E+00   0.155398E+03  -0.310796E+03
   0.343896E+02   0.279250E+02   0.550167E-02   0.963824E+01   0.118103E+02   0.156233E+02   0.147767E+02   0.147458E+03  -0.780109E+01   0.000000E+00   0.155259E+03  -0.310518E+03
   0.344072E+02   0.264972E+02   0.762878E-02   0.907024E+01   0.108154E+02   0.153589E+02   0.153819E+02   0.144591E+03  -0.749959E+01   0.000000E+00   0.152091E+03  -0.304181E+03
   0.343409E+02   0.268810E+02   0.527467E-02   0.123246E+02   0.962531E+01   0.115916E+02   0.145575E+02   0.145510E+03  -0.854846E+01   0.000000E+00   0.154058E+03  -0.308117E+03
   0.343842E+02   0.276169E+02   0.562634E-02   0.776798E+01   0.154598E+02   0.139031E+02   0.146318E+02   0.145167E+03  -0.105913E+02   0.000000E+00   0.155758E+03  -0.311517E+03
   0.342066E+02   0.284158E+02   0.669691E-02   0.950369E+01   0.837015E+01   0.128611E+02   0.156885E+02   0.146426E+03  -0.767057E+01   0.000000E+00   0.154097E+03  -0.308193E+03
   0.345041E+02   0.278606E+02   0.604827E-02   0.141423E+02   0.992055E+01   0.170331E+02   0.170104E+02   0.144536E+03  -0.975277E+01   0.000000E+00   0.154289E+03  -0.308578E+03
   0.341316E+02   0.276594E+02   0.740516E-02   0.969843E+01   0.992055E+01   0.170331E+02   0.210097E+02   0.143068E+03  -0.931825E+01   0.000000E+00   0.152386E+03  -0.304772E+03
   0.344042E+02   0.276594E+02   0.539187E-02   0.937395E+01   0.101294E+02   0.176987E+02   0.163554E+02   0.147471E+03  -0.794942E+01   0.000000E+00   0.155420E+03  -0.310841E+03
   0.344042E+02   0.273319E+02   0.561470E-02   0.945381E+01   0.105973E+02   0.145306E+02   0.171929E+02   0.147966E+03  -0.769263E+01   0.000000E+00   0.155659E+03  -0.311317E+03
   0.344042E+02   0.273319E+02   0.541641E-02   0.124222E+02   0.790016E+01   0.179842E+02   0.124050E+02   0.146103E+03  -0.937701E+01   0.000000E+00   0.155480E+03  -0.310960E+03
   0.344412E+02   0.278314E+02   0.532329E-02   0.115154E+02   0.889304E+01   0.187332E+02   0.176327E+02   0.145636E+03  -0.903219E+01   0.000000E+00   0.154668E+03  -0.309336E+03
   0.342488E+02   0.280361E+02   0.594678E-02   0.118410E+02   0.881571E+01   0.144479E+02   0.174916E+02   0.147023E+03  -0.828669E+01   0.000000E+00   0.155310E+03  -0.310619E+03
   0.342488E+02   0.284983E+02   0.513195E-02   0.946112E+01   0.104845E+02   0.135781E+02   0.122181E+02   0.145751E+03  -0.766278E+01   0.000000E+00   0.153414E+03  -0.306828E+03
   0.342712E+02   0.282639E+02   0.629100E-02   0.136394E+02   0.106405E+02   0.106669E+02   0.209663E+02   0.143241E+03  -0.117324E+02   0.000000E+00   0.154973E+03  -0.309947E+03
   0.344154E+02   0.285528E+02   0.610893E-02   0.986419E+01   0.104034E+02   0.131698E+02   0.207303E+02   0.144410E+03  -0.902064E+01   0.000000E+00   0.153431E+03  -0.306861E+03
   0.344516E+02   0.268165E+02   0.665274E-02   0.772702E+01   0.101456E+02   0.130584E+02   0.159123E+02   0.146330E+03  -0.805382E+01   0.000000E+00   0.154384E+03  -0.308768E+03
   0.343439E+02   0.279367E+02   0.754467E-02   0.805897E+01   0.116092E+02   0.182665E+02   0.171898E+02   0.144354E+03  -0.910370E+01   0.000000E+00   0.153458E+03  -0.306915E+03
   0.342956E+02   0.279367E+02   0.663106E-02   0.903465E+01   0.100528E+02   0.172669E+02   0.150642E+02   0.147385E+03  -0.768503E+01   0.000000E+00   0.155070E+03  -0.310140E+03
   0.345321E+02   0.270971E+02   0.560583E-02   0.112164E+02   0.110244E+02   0.109655E+02   0.145742E+02   0.145685E+03  -0.865040E+01   0.000000E+00   0.154335E+03  -0.308671E+03
   0.343882E+02   0.275028E+02   0.675198E-02   0.940894E+01   0.107829E+02   0.132149E+02   0.193740E+02   0.146501E+03  -0.853944E+01   0.000000E+00   0.155040E+03  -0.310081E+03
   0.344073E+02   0.277488E+02   0.491214E-02   0.132451E+02   0.108758E+02   0.141101E+02   0.177544E+02   0.144924E+03  -0.920912E+01   0.000000E+00   0.154133E+03  -0.308266E+03
   0.344404E+02   0.272964E+02   0.617581E-02   0.109641E+02   0.102283E+02   0.132181E+02   0.143251E+02   0.147895E+03  -0.754006E+01   0.000000E+00   0.155435E+03  -0.310870E+03
   0.344262E+02   0.277935E+02   0.463201E-02   0.938135E+01   0.730729E+01   0.138805E+02   0.176633E+02   0.143948E+03  -0.865785E+01   0.000000E+00   0.152606E+03  -0.305212E+03
   0.342073E+02   0.281467E+02   0.578849E-02   0.123958E+02   0.102801E+02   0.173025E+02   0.132005E+02   0.146287E+03  -0.856185E+01   0.000000E+00   0.154849E+03  -0.309698E+03
   0.344757E+02   0.281467E+02   0.582355E-02   0.862467E+01   0.742167E+01   0.106335E+02   0.151969E+02   0.144412E+03  -0.934886E+01   0.000000E+00   0.153761E+03  -0.307522E+03
   0.343666E+02   0.276119E+02   0.580885E-02   0.864672E+01   0.861642E+01   0.140912E+02   0.142342E+02   0.148368E+03  -0.747468E+01   0.000000E+00   0.155843E+03  -0.311685E+03
   0.345921E+02   0.264416E+02   0.711830E-02   0.838523E+01   0.103343E+02   0.225178E+02   0.169286E+02   0.141859E+03  -0.102904E+02   0.000000E+00   0.152149E+03  -0.304299E+03
   0.345921E+02   0.275137E+02   0.580378E-02   0.934510E+01   0.130371E+02   0.161982E+02   0.954420E+01   0.142428E+03  -0.106470E+02   0.000000E+00   0.153075E+03  -0.306150E+03
   0.344202E+02   0.275137E+02   0.728381E-02   0.142426E+02   0.103785E+02   0.136322E+02   0.154860E+02   0.144716E+03  -0.929396E+01   0.000000E+00   0.154010E+03  -0.308020E+03
   0.343273E+02   0.283103E+02   0.552622E-02   0.133680E+02   0.893060E+01   0.110125E+02   0.127640E+02   0.145022E+03  -0.969855E+01   0.000000E+00   0.154721E+03  -0.309441E+03
   0.342979E+02   0.275570E+02   0.607147E-02   0.103072E+02   0.121704E+02   0.152508E+02   0.114818E+02   0.147042E+03  -0.862543E+01   0.000000E+00   0.155667E+03  -0.311335E+03
