Kmin_MC_Up_a0 Kmin_TR_a0    Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.341863E+02  0.293637E+02  0.649239E-02  0.998288E+01  0.770088E+01  0.146916E+01  0.149028E+02  0.130666E+03
  0.341863E+02  0.293637E+02  0.649239E-02  0.865664E+01  0.975438E+01  0.146916E+01  0.148078E+02  0.131162E+03
  0.341863E+02  0.297741E+02  0.616102E-02  0.926532E+01  0.926194E+01  0.160398E+01  0.148078E+02  0.130174E+03
  0.341863E+02  0.308673E+02  0.749597E-02  0.750330E+01  0.935047E+01  0.158115E+01  0.147811E+02  0.124946E+03
  0.341863E+02  0.281843E+02  0.749597E-02  0.726282E+01  0.935047E+01  0.151603E+01  0.138020E+02  0.128416E+03
  0.344661E+02  0.281843E+02  0.749597E-02  0.658650E+01  0.808476E+01  0.151603E+01  0.141698E+02  0.126798E+03
  0.344661E+02  0.281843E+02  0.749597E-02  0.678042E+01  0.851899E+01  0.163383E+01  0.145934E+02  0.127939E+03
  0.344661E+02  0.281843E+02  0.740570E-02  0.690446E+01  0.874178E+01  0.164652E+01  0.165442E+02  0.128148E+03
  0.343109E+02  0.281843E+02  0.820780E-02  0.689590E+01  0.987056E+01  0.164798E+01  0.169569E+02  0.127291E+03
  0.343109E+02  0.279480E+02  0.820780E-02  0.689590E+01  0.110263E+02  0.157956E+01  0.174110E+02  0.125909E+03
  0.343109E+02  0.279480E+02  0.853628E-02  0.721291E+01  0.105538E+02  0.162774E+01  0.145510E+02  0.126320E+03
  0.343109E+02  0.279480E+02  0.782894E-02  0.637725E+01  0.106059E+02  0.162774E+01  0.128795E+02  0.126788E+03
  0.343109E+02  0.283572E+02  0.709884E-02  0.629571E+01  0.106295E+02  0.169516E+01  0.130393E+02  0.129298E+03
  0.343109E+02  0.283572E+02  0.699583E-02  0.665636E+01  0.109815E+02  0.194458E+01  0.130393E+02  0.130535E+03
  0.343109E+02  0.283572E+02  0.614778E-02  0.665636E+01  0.110191E+02  0.195251E+01  0.154592E+02  0.131475E+03
  0.343109E+02  0.283572E+02  0.644667E-02  0.680715E+01  0.129271E+02  0.193725E+01  0.142042E+02  0.130653E+03
  0.343109E+02  0.283572E+02  0.655935E-02  0.682034E+01  0.121769E+02  0.202060E+01  0.132447E+02  0.130989E+03
  0.343109E+02  0.283572E+02  0.655935E-02  0.750829E+01  0.107923E+02  0.217541E+01  0.129156E+02  0.132295E+03
  0.343109E+02  0.283572E+02  0.655935E-02  0.794372E+01  0.101773E+02  0.217636E+01  0.115163E+02  0.132253E+03
  0.343109E+02  0.283572E+02  0.655935E-02  0.773864E+01  0.103395E+02  0.215852E+01  0.113010E+02  0.131974E+03
  0.343109E+02  0.280873E+02  0.646592E-02  0.773864E+01  0.102312E+02  0.225913E+01  0.113010E+02  0.132129E+03
  0.343109E+02  0.280873E+02  0.591921E-02  0.773864E+01  0.105224E+02  0.236238E+01  0.123292E+02  0.132882E+03
  0.343109E+02  0.280873E+02  0.591921E-02  0.843660E+01  0.114309E+02  0.248055E+01  0.123877E+02  0.133019E+03
  0.343109E+02  0.280873E+02  0.591921E-02  0.844537E+01  0.111092E+02  0.270403E+01  0.127595E+02  0.133193E+03
  0.343109E+02  0.278226E+02  0.676075E-02  0.826389E+01  0.974879E+01  0.270370E+01  0.133825E+02  0.132677E+03
  0.343109E+02  0.278226E+02  0.504291E-02  0.920769E+01  0.964018E+01  0.277529E+01  0.142862E+02  0.132808E+03
  0.343109E+02  0.278226E+02  0.535472E-02  0.792421E+01  0.961981E+01  0.271466E+01  0.159857E+02  0.132872E+03
  0.343109E+02  0.278226E+02  0.535472E-02  0.792421E+01  0.948418E+01  0.256709E+01  0.127351E+02  0.132814E+03
  0.343109E+02  0.278226E+02  0.602055E-02  0.920296E+01  0.948418E+01  0.241055E+01  0.141702E+02  0.133683E+03
  0.343109E+02  0.278226E+02  0.575793E-02  0.807651E+01  0.881263E+01  0.228042E+01  0.153112E+02  0.133120E+03
  0.343109E+02  0.278226E+02  0.613040E-02  0.807651E+01  0.102999E+02  0.237671E+01  0.143125E+02  0.133201E+03
  0.343109E+02  0.278961E+02  0.613040E-02  0.992412E+01  0.102999E+02  0.224584E+01  0.147235E+02  0.133535E+03
  0.343109E+02  0.278961E+02  0.613040E-02  0.992412E+01  0.114867E+02  0.218288E+01  0.124847E+02  0.132874E+03
  0.343109E+02  0.278961E+02  0.620559E-02  0.980495E+01  0.114867E+02  0.211318E+01  0.124847E+02  0.132734E+03
  0.343109E+02  0.278961E+02  0.616623E-02  0.813046E+01  0.105830E+02  0.222821E+01  0.104666E+02  0.131831E+03
  0.343109E+02  0.278961E+02  0.589667E-02  0.810846E+01  0.100912E+02  0.222821E+01  0.109719E+02  0.132355E+03
  0.343109E+02  0.278961E+02  0.593194E-02  0.833734E+01  0.996494E+01  0.218686E+01  0.107734E+02  0.132295E+03
  0.343109E+02  0.278961E+02  0.593194E-02  0.882912E+01  0.109448E+02  0.221603E+01  0.123704E+02  0.133063E+03
  0.343109E+02  0.276717E+02  0.620636E-02  0.103644E+02  0.960464E+01  0.220422E+01  0.123704E+02  0.132776E+03
  0.343109E+02  0.276717E+02  0.620636E-02  0.103644E+02  0.100439E+02  0.214962E+01  0.134691E+02  0.132891E+03
  0.343109E+02  0.277049E+02  0.590300E-02  0.936601E+01  0.103641E+02  0.212597E+01  0.129236E+02  0.132982E+03
  0.343109E+02  0.277049E+02  0.653440E-02  0.854278E+01  0.102668E+02  0.217035E+01  0.125301E+02  0.132358E+03
  0.343109E+02  0.277049E+02  0.664899E-02  0.942840E+01  0.911966E+01  0.210019E+01  0.119133E+02  0.132056E+03
  0.343109E+02  0.277049E+02  0.696911E-02  0.850865E+01  0.877825E+01  0.226377E+01  0.129077E+02  0.131882E+03
  0.343109E+02  0.290038E+02  0.597618E-02  0.858680E+01  0.877825E+01  0.222396E+01  0.156094E+02  0.132108E+03
  0.343109E+02  0.290038E+02  0.610687E-02  0.815285E+01  0.922678E+01  0.224403E+01  0.156094E+02  0.132071E+03
  0.343109E+02  0.290038E+02  0.610687E-02  0.759639E+01  0.880593E+01  0.210561E+01  0.131148E+02  0.131658E+03
  0.343109E+02  0.290038E+02  0.684663E-02  0.759639E+01  0.972123E+01  0.211883E+01  0.137697E+02  0.131585E+03
  0.343109E+02  0.290038E+02  0.693579E-02  0.799876E+01  0.103278E+02  0.219390E+01  0.128057E+02  0.131533E+03
  0.343109E+02  0.290530E+02  0.676790E-02  0.799876E+01  0.110928E+02  0.209180E+01  0.142128E+02  0.131585E+03
  0.343109E+02  0.290530E+02  0.676790E-02  0.741390E+01  0.100853E+02  0.202994E+01  0.154620E+02  0.131339E+03
  0.343109E+02  0.297535E+02  0.676790E-02  0.741390E+01  0.100103E+02  0.205575E+01  0.158624E+02  0.129049E+03
  0.343109E+02  0.297535E+02  0.652944E-02  0.801868E+01  0.107209E+02  0.185877E+01  0.149724E+02  0.129464E+03
  0.343109E+02  0.297535E+02  0.701521E-02  0.918882E+01  0.106015E+02  0.193055E+01  0.163998E+02  0.129703E+03
  0.343109E+02  0.297535E+02  0.701521E-02  0.812444E+01  0.125425E+02  0.196423E+01  0.143112E+02  0.128803E+03
  0.343109E+02  0.275972E+02  0.701521E-02  0.931824E+01  0.102547E+02  0.188944E+01  0.135212E+02  0.130927E+03
  0.343109E+02  0.275972E+02  0.701521E-02  0.935557E+01  0.104934E+02  0.194317E+01  0.136000E+02  0.131096E+03
  0.343109E+02  0.275972E+02  0.502301E-02  0.679240E+01  0.109569E+02  0.209641E+01  0.144289E+02  0.130170E+03
  0.343109E+02  0.275972E+02  0.502301E-02  0.679240E+01  0.115948E+02  0.207472E+01  0.138789E+02  0.129874E+03
  0.343109E+02  0.277261E+02  0.559707E-02  0.754221E+01  0.106877E+02  0.208123E+01  0.162131E+02  0.132044E+03
  0.343109E+02  0.277261E+02  0.720933E-02  0.823948E+01  0.100366E+02  0.231066E+01  0.160941E+02  0.131504E+03
  0.343109E+02  0.277261E+02  0.679232E-02  0.999145E+01  0.103656E+02  0.224722E+01  0.175181E+02  0.132061E+03
  0.343109E+02  0.277261E+02  0.546610E-02  0.999145E+01  0.103735E+02  0.228161E+01  0.175181E+02  0.132740E+03
  0.343109E+02  0.277261E+02  0.546610E-02  0.112497E+02  0.103735E+02  0.220445E+01  0.168877E+02  0.132509E+03
  0.343109E+02  0.277261E+02  0.536893E-02  0.117256E+02  0.103735E+02  0.226805E+01  0.156507E+02  0.132524E+03
  0.343109E+02  0.277261E+02  0.536893E-02  0.108135E+02  0.980285E+01  0.239152E+01  0.148676E+02  0.133106E+03
  0.343109E+02  0.277261E+02  0.536893E-02  0.103523E+02  0.110122E+02  0.254554E+01  0.168827E+02  0.132763E+03
  0.343109E+02  0.277214E+02  0.497343E-02  0.850388E+01  0.106468E+02  0.248945E+01  0.166156E+02  0.131946E+03
  0.343109E+02  0.280097E+02  0.497343E-02  0.850388E+01  0.105063E+02  0.239952E+01  0.168431E+02  0.132069E+03
  0.343109E+02  0.280097E+02  0.497343E-02  0.855381E+01  0.951214E+01  0.232135E+01  0.168431E+02  0.132151E+03
  0.343109E+02  0.280097E+02  0.497343E-02  0.770590E+01  0.967022E+01  0.244933E+01  0.168431E+02  0.131759E+03
  0.343109E+02  0.280097E+02  0.497343E-02  0.771335E+01  0.992618E+01  0.232260E+01  0.158595E+02  0.131895E+03
  0.343109E+02  0.280097E+02  0.497343E-02  0.771335E+01  0.100656E+02  0.234847E+01  0.158627E+02  0.131894E+03
  0.343109E+02  0.280097E+02  0.654900E-02  0.864200E+01  0.972698E+01  0.245851E+01  0.154539E+02  0.133248E+03
  0.343109E+02  0.280097E+02  0.693663E-02  0.709500E+01  0.100334E+02  0.231303E+01  0.155671E+02  0.131597E+03
  0.343703E+02  0.280097E+02  0.603656E-02  0.709500E+01  0.109504E+02  0.229961E+01  0.168851E+02  0.131989E+03
  0.343703E+02  0.280097E+02  0.603656E-02  0.789669E+01  0.109381E+02  0.245888E+01  0.135511E+02  0.132988E+03
  0.343703E+02  0.280097E+02  0.603656E-02  0.948224E+01  0.107466E+02  0.233570E+01  0.141486E+02  0.133522E+03
  0.343703E+02  0.280097E+02  0.608304E-02  0.996739E+01  0.943366E+01  0.234040E+01  0.140080E+02  0.133641E+03
  0.343703E+02  0.280097E+02  0.608304E-02  0.112746E+02  0.854239E+01  0.255676E+01  0.151262E+02  0.133193E+03
  0.343703E+02  0.280097E+02  0.608304E-02  0.106291E+02  0.917687E+01  0.230275E+01  0.133769E+02  0.133428E+03
  0.343703E+02  0.280097E+02  0.595891E-02  0.111993E+02  0.845284E+01  0.228690E+01  0.116373E+02  0.132604E+03
  0.343703E+02  0.280097E+02  0.595891E-02  0.111993E+02  0.903508E+01  0.224390E+01  0.106386E+02  0.132150E+03
  0.343703E+02  0.280097E+02  0.595891E-02  0.108335E+02  0.925737E+01  0.222717E+01  0.106386E+02  0.132279E+03
  0.343703E+02  0.280097E+02  0.539901E-02  0.105352E+02  0.964657E+01  0.215691E+01  0.106386E+02  0.131979E+03
  0.343703E+02  0.280097E+02  0.539901E-02  0.975214E+01  0.781169E+01  0.223951E+01  0.102866E+02  0.131360E+03
  0.343703E+02  0.280097E+02  0.650756E-02  0.101870E+02  0.782048E+01  0.218856E+01  0.103182E+02  0.131263E+03
  0.343703E+02  0.280097E+02  0.564559E-02  0.103585E+02  0.782048E+01  0.222673E+01  0.103182E+02  0.131560E+03
  0.343703E+02  0.280097E+02  0.654213E-02  0.116355E+02  0.782048E+01  0.206780E+01  0.119507E+02  0.131606E+03
  0.343703E+02  0.280097E+02  0.580964E-02  0.110563E+02  0.633778E+01  0.207057E+01  0.119507E+02  0.130584E+03
  0.342552E+02  0.280097E+02  0.643186E-02  0.116435E+02  0.585250E+01  0.202812E+01  0.119498E+02  0.129093E+03
  0.342552E+02  0.280097E+02  0.593655E-02  0.112998E+02  0.585250E+01  0.202812E+01  0.119498E+02  0.129507E+03
  0.342552E+02  0.280097E+02  0.596357E-02  0.115167E+02  0.585250E+01  0.188156E+01  0.177653E+02  0.128973E+03
  0.342552E+02  0.280097E+02  0.596357E-02  0.115167E+02  0.665689E+01  0.186220E+01  0.179927E+02  0.130236E+03
  0.342552E+02  0.280097E+02  0.596357E-02  0.132255E+02  0.665689E+01  0.192070E+01  0.155141E+02  0.130081E+03
  0.343882E+02  0.284233E+02  0.596357E-02  0.121785E+02  0.741758E+01  0.214463E+01  0.155141E+02  0.131520E+03
  0.343882E+02  0.284233E+02  0.596357E-02  0.121785E+02  0.764776E+01  0.204429E+01  0.155141E+02  0.131634E+03
  0.343882E+02  0.284233E+02  0.583238E-02  0.122976E+02  0.683915E+01  0.195196E+01  0.155141E+02  0.130623E+03
  0.343882E+02  0.280068E+02  0.583238E-02  0.125051E+02  0.683915E+01  0.220684E+01  0.142996E+02  0.131160E+03
  0.343882E+02  0.275872E+02  0.583238E-02  0.127791E+02  0.679524E+01  0.234144E+01  0.162737E+02  0.130585E+03
  0.343882E+02  0.275377E+02  0.543814E-02  0.129138E+02  0.839805E+01  0.243753E+01  0.166579E+02  0.131508E+03
  0.342996E+02  0.275377E+02  0.543814E-02  0.106646E+02  0.918785E+01  0.248662E+01  0.166579E+02  0.132597E+03
  0.342996E+02  0.292854E+02  0.692131E-02  0.129204E+02  0.947991E+01  0.253766E+01  0.166579E+02  0.129879E+03
  0.342996E+02  0.284601E+02  0.692131E-02  0.111794E+02  0.107490E+02  0.260138E+01  0.194852E+02  0.131250E+03
  0.342996E+02  0.281607E+02  0.707731E-02  0.110585E+02  0.945740E+01  0.252988E+01  0.182350E+02  0.131773E+03
  0.342996E+02  0.281607E+02  0.519164E-02  0.123073E+02  0.105497E+02  0.252182E+01  0.210311E+02  0.130500E+03
  0.342996E+02  0.277954E+02  0.519164E-02  0.107687E+02  0.979031E+01  0.271660E+01  0.218193E+02  0.130813E+03
  0.342996E+02  0.277954E+02  0.714102E-02  0.913238E+01  0.102919E+02  0.269664E+01  0.213434E+02  0.130321E+03
  0.342996E+02  0.277954E+02  0.733540E-02  0.883770E+01  0.103584E+02  0.265603E+01  0.205066E+02  0.130253E+03
  0.342996E+02  0.283791E+02  0.733540E-02  0.888798E+01  0.116301E+02  0.257644E+01  0.221869E+02  0.129348E+03
  0.342996E+02  0.283791E+02  0.675818E-02  0.118140E+02  0.117893E+02  0.255055E+01  0.221869E+02  0.129756E+03
  0.342996E+02  0.283791E+02  0.712242E-02  0.126750E+02  0.115738E+02  0.263378E+01  0.220014E+02  0.128925E+03
  0.342996E+02  0.280457E+02  0.712242E-02  0.124672E+02  0.110706E+02  0.279982E+01  0.227228E+02  0.128825E+03
  0.342996E+02  0.280457E+02  0.712242E-02  0.104680E+02  0.990972E+01  0.296623E+01  0.219620E+02  0.130099E+03
  0.342996E+02  0.280457E+02  0.712242E-02  0.105550E+02  0.947676E+01  0.294585E+01  0.210131E+02  0.130544E+03
  0.342996E+02  0.280457E+02  0.712242E-02  0.111155E+02  0.103352E+02  0.289898E+01  0.222651E+02  0.129766E+03
  0.342996E+02  0.284035E+02  0.588680E-02  0.100664E+02  0.952116E+01  0.292935E+01  0.232267E+02  0.130535E+03
  0.342996E+02  0.284035E+02  0.568489E-02  0.111306E+02  0.887251E+01  0.313130E+01  0.221517E+02  0.130467E+03
  0.342996E+02  0.284035E+02  0.568489E-02  0.104712E+02  0.951282E+01  0.327302E+01  0.207502E+02  0.131228E+03
  0.342996E+02  0.284035E+02  0.568489E-02  0.114517E+02  0.951282E+01  0.338572E+01  0.212044E+02  0.130613E+03
  0.342996E+02  0.284035E+02  0.548638E-02  0.104349E+02  0.870101E+01  0.322454E+01  0.209468E+02  0.130869E+03
  0.342996E+02  0.283753E+02  0.548638E-02  0.960857E+01  0.918115E+01  0.316291E+01  0.239501E+02  0.129672E+03
  0.342996E+02  0.283753E+02  0.686766E-02  0.102742E+02  0.918115E+01  0.304722E+01  0.249132E+02  0.128804E+03
  0.342996E+02  0.283753E+02  0.469261E-02  0.883123E+01  0.852791E+01  0.312686E+01  0.249132E+02  0.126563E+03
  0.342996E+02  0.283753E+02  0.469261E-02  0.106106E+02  0.980294E+01  0.320634E+01  0.249132E+02  0.126623E+03
  0.342996E+02  0.283753E+02  0.497216E-02  0.106106E+02  0.883902E+01  0.333093E+01  0.261769E+02  0.126893E+03
  0.342996E+02  0.274724E+02  0.497216E-02  0.930722E+01  0.104291E+02  0.336750E+01  0.230901E+02  0.128964E+03
  0.342996E+02  0.274724E+02  0.497216E-02  0.103475E+02  0.100540E+02  0.317095E+01  0.229205E+02  0.129154E+03
  0.342836E+02  0.274724E+02  0.497216E-02  0.103475E+02  0.796086E+01  0.295235E+01  0.229205E+02  0.128605E+03
  0.342836E+02  0.274724E+02  0.543789E-02  0.100604E+02  0.796086E+01  0.295627E+01  0.210906E+02  0.130508E+03
  0.342836E+02  0.274724E+02  0.543789E-02  0.970213E+01  0.802566E+01  0.290514E+01  0.191666E+02  0.131375E+03
  0.342836E+02  0.274724E+02  0.543789E-02  0.892657E+01  0.802566E+01  0.309082E+01  0.197705E+02  0.131031E+03
  0.342836E+02  0.274724E+02  0.539926E-02  0.858519E+01  0.743907E+01  0.332564E+01  0.196067E+02  0.130434E+03
  0.342836E+02  0.274724E+02  0.539926E-02  0.803421E+01  0.708282E+01  0.335074E+01  0.186126E+02  0.130200E+03
  0.342836E+02  0.274724E+02  0.539926E-02  0.803421E+01  0.692406E+01  0.309225E+01  0.186126E+02  0.130143E+03
  0.342836E+02  0.282132E+02  0.643512E-02  0.803421E+01  0.692406E+01  0.299414E+01  0.186126E+02  0.130766E+03
  0.342836E+02  0.282132E+02  0.638080E-02  0.928742E+01  0.847215E+01  0.271590E+01  0.186126E+02  0.132529E+03
  0.342836E+02  0.282132E+02  0.638080E-02  0.920334E+01  0.847215E+01  0.271590E+01  0.187240E+02  0.132482E+03
  0.342836E+02  0.282132E+02  0.638080E-02  0.948639E+01  0.847215E+01  0.260896E+01  0.190558E+02  0.132431E+03
  0.342836E+02  0.282132E+02  0.788849E-02  0.948639E+01  0.754849E+01  0.245064E+01  0.153474E+02  0.130314E+03
  0.342836E+02  0.282132E+02  0.858449E-02  0.851574E+01  0.810159E+01  0.252945E+01  0.143446E+02  0.128877E+03
  0.342836E+02  0.282132E+02  0.771852E-02  0.883398E+01  0.755851E+01  0.248481E+01  0.122586E+02  0.130329E+03
  0.342836E+02  0.282132E+02  0.594374E-02  0.883398E+01  0.615326E+01  0.254691E+01  0.143690E+02  0.131263E+03
  0.342836E+02  0.282132E+02  0.676368E-02  0.825449E+01  0.760887E+01  0.253177E+01  0.143690E+02  0.132226E+03
  0.342836E+02  0.284787E+02  0.676368E-02  0.726453E+01  0.760887E+01  0.259404E+01  0.151788E+02  0.131353E+03
  0.342836E+02  0.284787E+02  0.676368E-02  0.679806E+01  0.837728E+01  0.257132E+01  0.165910E+02  0.131078E+03
  0.342836E+02  0.284787E+02  0.643304E-02  0.829428E+01  0.837728E+01  0.255884E+01  0.143019E+02  0.132898E+03
  0.342836E+02  0.284787E+02  0.643304E-02  0.802371E+01  0.912922E+01  0.258691E+01  0.157830E+02  0.132846E+03
  0.342836E+02  0.284787E+02  0.643304E-02  0.808029E+01  0.772043E+01  0.259160E+01  0.168106E+02  0.132116E+03
  0.342275E+02  0.284787E+02  0.643304E-02  0.789301E+01  0.762650E+01  0.268938E+01  0.165626E+02  0.131826E+03
  0.344183E+02  0.286919E+02  0.643304E-02  0.831184E+01  0.762650E+01  0.256514E+01  0.173683E+02  0.130702E+03
  0.344183E+02  0.286919E+02  0.764429E-02  0.104694E+02  0.916190E+01  0.278514E+01  0.172644E+02  0.129981E+03
  0.344183E+02  0.286919E+02  0.657013E-02  0.997917E+01  0.916190E+01  0.291349E+01  0.172644E+02  0.131242E+03
  0.344183E+02  0.287782E+02  0.826122E-02  0.118966E+02  0.100075E+02  0.278836E+01  0.182468E+02  0.127891E+03
  0.344183E+02  0.274774E+02  0.843280E-02  0.116247E+02  0.847325E+01  0.285906E+01  0.182468E+02  0.127603E+03
  0.344183E+02  0.274774E+02  0.843280E-02  0.115212E+02  0.820308E+01  0.275513E+01  0.196943E+02  0.127001E+03
  0.344183E+02  0.274774E+02  0.679123E-02  0.109401E+02  0.842493E+01  0.287105E+01  0.204468E+02  0.130473E+03
  0.344183E+02  0.283383E+02  0.679123E-02  0.970018E+01  0.994638E+01  0.286669E+01  0.184086E+02  0.131522E+03
  0.344183E+02  0.283383E+02  0.606285E-02  0.103085E+02  0.994638E+01  0.289608E+01  0.179519E+02  0.132037E+03
  0.344183E+02  0.283383E+02  0.606285E-02  0.105669E+02  0.913233E+01  0.293166E+01  0.177633E+02  0.131997E+03
  0.344183E+02  0.283383E+02  0.606285E-02  0.105669E+02  0.913233E+01  0.288355E+01  0.194343E+02  0.131464E+03
  0.344183E+02  0.283383E+02  0.591353E-02  0.778470E+01  0.913233E+01  0.276994E+01  0.194343E+02  0.131076E+03
  0.344183E+02  0.285119E+02  0.684303E-02  0.778470E+01  0.955084E+01  0.262005E+01  0.165358E+02  0.131337E+03
  0.344183E+02  0.274595E+02  0.684303E-02  0.922287E+01  0.906581E+01  0.266714E+01  0.146991E+02  0.132228E+03
  0.344183E+02  0.274595E+02  0.579618E-02  0.922287E+01  0.906581E+01  0.247558E+01  0.147185E+02  0.132980E+03
  0.344183E+02  0.274595E+02  0.579618E-02  0.894745E+01  0.795256E+01  0.235907E+01  0.150159E+02  0.132391E+03
  0.344183E+02  0.274595E+02  0.585466E-02  0.894745E+01  0.910361E+01  0.232663E+01  0.156366E+02  0.132699E+03
  0.344183E+02  0.274595E+02  0.574720E-02  0.891747E+01  0.876908E+01  0.232663E+01  0.152973E+02  0.132649E+03
  0.344183E+02  0.274595E+02  0.633954E-02  0.823183E+01  0.890816E+01  0.225745E+01  0.194399E+02  0.131046E+03
  0.344183E+02  0.278322E+02  0.505336E-02  0.746125E+01  0.734196E+01  0.220835E+01  0.194399E+02  0.129323E+03
  0.344183E+02  0.278909E+02  0.505336E-02  0.821305E+01  0.709861E+01  0.222128E+01  0.186616E+02  0.129860E+03
  0.344183E+02  0.278909E+02  0.501019E-02  0.733037E+01  0.681384E+01  0.210524E+01  0.185340E+02  0.128678E+03
  0.344183E+02  0.278909E+02  0.699261E-02  0.714974E+01  0.783883E+01  0.208646E+01  0.185340E+02  0.129642E+03
  0.344183E+02  0.274137E+02  0.723644E-02  0.714974E+01  0.676211E+01  0.200430E+01  0.185340E+02  0.127013E+03
  0.344183E+02  0.274137E+02  0.690042E-02  0.714974E+01  0.676211E+01  0.219501E+01  0.171089E+02  0.128572E+03
  0.344183E+02  0.274137E+02  0.599417E-02  0.714974E+01  0.690551E+01  0.212843E+01  0.153369E+02  0.129856E+03
  0.344183E+02  0.274137E+02  0.590874E-02  0.729798E+01  0.737843E+01  0.242971E+01  0.121623E+02  0.130739E+03
  0.344183E+02  0.274137E+02  0.603020E-02  0.729798E+01  0.797823E+01  0.241987E+01  0.140614E+02  0.131490E+03
  0.344183E+02  0.274137E+02  0.623438E-02  0.729798E+01  0.905016E+01  0.257630E+01  0.132524E+02  0.131820E+03
  0.344183E+02  0.281071E+02  0.672223E-02  0.802838E+01  0.946633E+01  0.254615E+01  0.137405E+02  0.132336E+03
  0.344183E+02  0.281071E+02  0.728766E-02  0.802838E+01  0.885429E+01  0.271326E+01  0.131930E+02  0.131266E+03
  0.344183E+02  0.281071E+02  0.849630E-02  0.888590E+01  0.971186E+01  0.266051E+01  0.116371E+02  0.128605E+03
  0.344183E+02  0.271382E+02  0.849630E-02  0.764034E+01  0.762765E+01  0.258675E+01  0.116371E+02  0.126124E+03
  0.344183E+02  0.271382E+02  0.819918E-02  0.764034E+01  0.675182E+01  0.239145E+01  0.136470E+02  0.126234E+03
  0.344183E+02  0.279835E+02  0.819918E-02  0.764034E+01  0.764785E+01  0.241918E+01  0.121095E+02  0.128263E+03
  0.344183E+02  0.279835E+02  0.766630E-02  0.669289E+01  0.872640E+01  0.255798E+01  0.123931E+02  0.129130E+03
  0.344183E+02  0.275819E+02  0.759372E-02  0.617875E+01  0.821690E+01  0.288574E+01  0.132664E+02  0.128217E+03
  0.344183E+02  0.275819E+02  0.728114E-02  0.617875E+01  0.804890E+01  0.295697E+01  0.145365E+02  0.128842E+03
